@relation data

@attribute id string
@attribute 10018 numeric
@attribute 10134 numeric
@attribute 10197 numeric
@attribute 10213 numeric
@attribute 118 numeric
@attribute 140735 numeric
@attribute 1499 numeric
@attribute 1676 numeric
@attribute 1677 numeric
@attribute 1828 numeric
@attribute 1829 numeric
@attribute 1830 numeric
@attribute 1832 numeric
@attribute 1869 numeric
@attribute 207 numeric
@attribute 22985 numeric
@attribute 2339 numeric
@attribute 2620 numeric
@attribute 27113 numeric
@attribute 28988 numeric
@attribute 2934 numeric
@attribute 3002 numeric
@attribute 3005 numeric
@attribute 3006 numeric
@attribute 3007 numeric
@attribute 3008 numeric
@attribute 3009 numeric
@attribute 3024 numeric
@attribute 317 numeric
@attribute 324 numeric
@attribute 329 numeric
@attribute 331 numeric
@attribute 355 numeric
@attribute 356 numeric
@attribute 3836 numeric
@attribute 3837 numeric
@attribute 4000 numeric
@attribute 4001 numeric
@attribute 4137 numeric
@attribute 4836 numeric
@attribute 5062 numeric
@attribute 51765 numeric
@attribute 5317 numeric
@attribute 5339 numeric
@attribute 5366 numeric
@attribute 54205 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5580 numeric
@attribute 5588 numeric
@attribute 5599 numeric
@attribute 56616 numeric
@attribute 5682 numeric
@attribute 5683 numeric
@attribute 5684 numeric
@attribute 5685 numeric
@attribute 5686 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 5690 numeric
@attribute 5691 numeric
@attribute 5692 numeric
@attribute 5693 numeric
@attribute 5694 numeric
@attribute 5695 numeric
@attribute 5696 numeric
@attribute 5698 numeric
@attribute 5699 numeric
@attribute 5701 numeric
@attribute 5702 numeric
@attribute 5704 numeric
@attribute 5705 numeric
@attribute 5707 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5710 numeric
@attribute 5711 numeric
@attribute 5713 numeric
@attribute 5714 numeric
@attribute 5715 numeric
@attribute 5716 numeric
@attribute 5717 numeric
@attribute 5719 numeric
@attribute 572 numeric
@attribute 5720 numeric
@attribute 5747 numeric
@attribute 581 numeric
@attribute 596 numeric
@attribute 598 numeric
@attribute 6093 numeric
@attribute 637 numeric
@attribute 63967 numeric
@attribute 660 numeric
@attribute 6709 numeric
@attribute 7027 numeric
@attribute 7082 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7186 numeric
@attribute 7431 numeric
@attribute 7529 numeric
@attribute 79658 numeric
@attribute 836 numeric
@attribute 839 numeric
@attribute 840 numeric
@attribute 841 numeric
@attribute 842 numeric
@attribute 8428 numeric
@attribute 843 numeric
@attribute 8717 numeric
@attribute 8737 numeric
@attribute 8743 numeric
@attribute 8772 numeric
@attribute 8795 numeric
@attribute 8837 numeric
@attribute 90427 numeric
@attribute 9414 numeric
@attribute 9491 numeric
@attribute 9861 numeric
@attribute 999 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0276331207,2.5313961503,1.6738451626,2.0527479051,1.1730881418,0.6503453747,0.6174689995,0.6567379836,0.4271916688,-0.1351424279,-0.0768455556,-0.1577968894,0.7109362184,0.1608625433,2.3584245311,0.4511992056,0.4935149654,-0.0188388051,0.0987937071,1.3544934258,0.1633670245,-0.1187746624,1.8795090716,0.8683341394,-0.0365676361,-0.3195856251,-0.3472201533,-0.1172741377,0.1030333459,0.0387382352,0.5681630423,0.4236805755,0.2668822305,-0.0072285445,0.8948464611,2.0615830533,0.9040112879,0.2885481695,-0.0592904144,0.8642768915,1.3998379606,0.2538281575,-0.0387266941,0.2682769572,0.3118113739,-0.0182527169,1.0400522820,0.1612316305,-0.2977016700,-0.0339868274,0.6904673187,2.1233321396,1.8159400190,0.9416194924,0.2567013761,2.1901534266,0.1864337945,2.5581915303,1.7343971795,0.8690999905,1.7441548903,4.3147891045,2.6218083204,1.6679702071,1.5007596282,0.5930373193,0.0948233559,0.6908062434,0.4767773701,0.4137865176,1.6636433237,1.7810388281,1.8831490138,2.6197904943,0.5662944559,0.9842089611,1.0583215319,0.2940934600,2.6118838787,1.8763102591,0.6435214766,0.6202070082,1.5839039186,0.3923970497,1.5325153833,0.3568962877,0.7895966098,-0.0618729870,0.0871318146,-0.0235738736,0.6887301476,-0.0643933121,0.0995647990,2.1744926922,0.4304502825,0.3583415166,-0.1203307158,1.4667636421,-0.0815773857,1.8511883441,2.8529286943,0.9991486802,0.0052920096,0.4137211830,0.5470014745,0.1048994176,0.3441887239,1.0977341789,-0.0064779885,1.0991232922,0.1502289322,-0.1282253968,1.1454639601,1.1674721982,0.3946563084,-0.0141645847,0.0247982462,1.4491622901,0.8020191408,0.0180790283,BRCA
GSM481003,0.0188322684,2.6134226323,1.6992633063,1.6335437745,1.1998502742,0.8372532733,0.5368674805,0.9652459709,0.7775049358,-0.0724400821,0.0089198028,-0.0830195411,1.3904522897,0.3838606802,2.5114432043,0.3920354634,0.3854259605,-0.0393301955,0.1474804727,1.3522073791,0.1055370967,-0.0930821378,1.5129001970,1.2493672734,0.0308678462,-0.1860046266,-0.2709244250,0.3556198264,0.1110656509,0.0567640029,0.4862309729,0.4317625276,0.0943974674,-0.1151960538,0.6093162127,1.9095450006,1.0929474598,0.8250159933,-0.0174875173,0.6824935994,1.8544124930,0.5764666138,-0.1016753119,0.3233067943,0.3333924307,0.1319214864,0.8106030215,0.1265427291,0.0215140560,0.0360388891,0.6729280780,2.4498627482,1.4727092077,0.6611500725,0.1544844994,1.9052286347,0.1662331131,2.4744767026,1.5903061752,1.0760128464,1.7814379137,4.4430053392,2.7771415710,1.8147506847,1.3958061802,0.9280487112,0.6292650508,1.2284612431,0.3904295950,0.5076932630,1.9988487297,1.7448618338,1.7551688621,3.2713532845,0.8363947943,0.9699453029,0.9747160873,0.2034174171,2.5043580137,1.8717820830,0.5673383294,0.7436864516,1.5754164327,0.8256779464,2.2685171897,0.1244303655,1.1044230957,-0.0646676839,0.2027870905,-0.0279678789,0.7906400810,-0.0869549004,0.0862036910,2.0139065178,0.7071352963,0.3655444416,0.3678463830,1.3210169064,0.0369979428,1.9095253022,2.9574292897,0.5933402836,0.0413504756,0.7060568912,0.6720979764,0.1321838536,0.7539005348,1.0743853133,-0.0000994813,1.2488890655,0.0927192407,0.3719748261,1.3959826067,1.1896560479,0.4604086661,0.0311019792,0.1238452854,1.4677737740,0.6159312086,0.4613067603,BRCA
GSM481004,0.0032131765,2.5616123680,1.7723498195,1.7072597741,1.1584228262,1.0115007570,0.5084360550,0.9907437571,0.2368152252,-0.1185864121,-0.0454626656,-0.1438712803,1.3399271071,0.4496613113,2.2194539971,0.4443315404,0.4478921938,-0.0362431701,0.1012091970,1.3452756537,0.1267374958,-0.0634951672,2.2180960179,0.7791056982,-0.0980764026,-0.2292643011,-0.2841817999,0.0085440957,0.0268829770,0.0156502626,0.1898745984,0.4053465152,0.0639764964,-0.0492128852,0.6451464242,2.2159077413,1.0895719028,0.8613782506,-0.0078150440,0.8910515130,1.7169649695,0.2875702822,-0.0978494792,0.2890080302,0.1441207854,0.0181169579,1.2435202534,0.1383806468,0.0147397074,-0.0419302782,0.6871232500,2.1984240082,1.7533806518,0.6227301211,0.1162916337,1.9332705668,0.1968941802,2.2731753289,1.7125247685,1.0002518175,1.2316615980,4.0048973084,2.7003967762,1.6353940633,1.4842581792,0.8090367038,0.5321352119,0.7772948294,0.4884542154,0.3452819240,1.9966628156,1.8487552554,2.0524100977,3.0304102500,0.6907679671,0.9536992859,1.0102897927,0.2844656181,2.7660346827,1.8081668651,0.5110874796,0.8219513373,1.5240470535,0.5918967704,2.1128847401,0.2292358492,0.4883667428,-0.0883470983,0.0731631404,-0.0400819974,1.0386877479,-0.0467814134,0.0223370683,2.2867089779,0.5345616893,0.3405900743,-0.0368083989,1.4022095196,0.0960737533,1.9445624376,2.9679501614,0.6959446337,0.0227122911,0.5954682015,0.5435008611,0.0914597162,0.5294298967,1.0815111795,0.0499261181,1.2252235113,0.1418394002,-0.0596923572,1.4400380619,1.2871998267,0.4613454718,0.0369858071,0.0869703106,1.6060704223,0.6562707479,-0.0217994316,BRCA
GSM481005,-0.0132691738,2.6361465453,1.5599300078,2.1695532204,1.1283282547,0.7266877573,0.6957511474,0.6355714482,0.5410236554,-0.0540630208,0.0093481407,-0.1185960499,2.3626872037,0.3527724375,2.3890128664,0.4145989218,0.5045045030,0.0019984205,0.0411741138,1.3614311152,0.1382390448,-0.0813898504,1.6995441716,1.9175274638,-0.0438675890,-0.3045717700,-0.2297283950,-0.0527213743,0.1940816199,0.1923242811,0.9316530046,0.5334855918,0.5774546972,-0.0388775236,1.2172712503,2.3088889532,0.8098332005,0.0346642584,-0.0332376649,0.7774391212,1.7067998852,0.5344487684,-0.0901341295,0.1790588131,0.1375145375,0.1081913242,1.1356134855,0.3057993211,-0.1249405209,-0.0755055607,0.8086081992,2.1509296266,1.6560580592,0.8148354041,0.2645038757,2.3797452187,0.1949750777,2.4213250726,1.5723965866,0.9060801048,1.5403858423,4.0223623277,2.7144659907,1.7148717244,1.3731225228,0.2613419561,0.0201135667,0.7916917169,0.7134718597,0.3918113433,1.7394168112,1.8183650896,2.0410535686,2.8971875510,0.6475819739,0.8211572299,1.1057120721,0.2546665659,2.6286514997,1.9930572434,0.8154593582,0.7433540598,1.4280080000,0.5596565347,1.5133188500,0.2669062797,1.0273913688,-0.0833753531,0.1140465466,-0.0235281201,0.7332842213,-0.0936895833,0.0764329772,1.7849416738,0.6858292198,0.5566263375,-0.1027448054,1.3140131507,-0.0153414088,1.7931292512,2.7884811720,0.8645605629,0.1452049680,0.4556981718,0.3544646166,0.1227475022,0.4136187493,0.9231777265,0.0269903768,1.0535859416,0.1484226488,-0.0834746774,1.2396340239,1.0606739779,0.5493073225,0.0317603698,-0.0449772986,1.2971920554,0.7147000026,0.1299700532,BRCA
GSM481006,0.0401365866,2.5346895060,1.6064058580,1.7807956489,1.4160896354,0.4887612229,0.6774093451,0.6762053416,0.5691636287,-0.0757846944,-0.0702274526,-0.1026515809,1.5346004134,0.3129080268,2.7993582883,0.2654057092,0.2747291980,-0.0384162966,0.1608413260,1.2803404660,0.1147338989,-0.1201832783,2.2606317997,0.8744695021,0.1189812706,-0.3036993734,-0.2957152617,0.0349005360,0.0576291601,0.0629272980,0.7725394369,0.4399774132,0.3577389630,-0.0263599712,0.9166262240,1.8174032327,1.0190164120,0.3746376437,0.0009555235,0.9459918463,1.7934826566,0.6218748225,-0.0406295524,0.1461827791,0.5000726588,0.0367047245,1.0245994510,0.3482065284,-0.0314743914,-0.0672901499,0.7695189350,1.9667489893,1.5811888011,0.7550677622,0.3146370875,2.0638683371,0.1289928798,2.8683363571,1.4597036634,1.1735575124,2.2614440123,4.2693567277,2.7208554446,1.8926719692,1.5596651835,1.3788318260,0.7674210518,1.0863824449,0.5902456128,0.6061208750,1.6818278597,1.6304256096,1.5194914200,2.3012226620,0.9323784001,1.1557352251,1.1636027598,0.2421859070,2.7934896150,1.8038906007,0.7206309512,0.9081259256,1.7768181165,0.4886666650,2.0707664888,0.2529420034,0.8656490569,-0.0787858003,0.1918322109,0.0318450583,0.5348292987,-0.1455924313,0.1358581341,1.3645559378,0.5165355943,0.3505253339,-0.0591356744,1.1998099668,-0.0463810288,1.8244821452,2.8086695909,0.6371814043,0.0978846997,0.5816822311,0.9203133194,0.1767319650,0.5213412684,1.1969797299,0.0225465108,0.8621735083,0.1076701371,0.1952458235,1.1236223613,1.0853338932,0.4692782080,-0.0111709822,0.0131431993,1.7072771922,0.7875789786,0.4513764037,BRCA
GSM481007,0.0687556114,2.7547612983,1.2485547140,1.2220723854,1.1107332311,0.5647076904,0.6134111168,0.8456355448,0.6257671566,-0.0815715971,-0.0495982113,-0.1008078033,1.6296526062,0.4946888254,2.4604020782,0.2763398499,0.3846623171,-0.0337812987,0.1345880213,1.4543670946,0.1695432946,-0.1325723258,2.0900041196,1.8973695769,0.1623562341,-0.1911560505,-0.2665053376,0.5085380920,0.0884708629,0.2163079727,0.5044142506,0.4550139852,0.0829495256,0.0419518193,0.5533508140,1.5689805019,1.1271720196,0.1680870660,-0.0601315086,0.5835314645,1.4387447677,0.5852992025,-0.0673540954,0.2150325316,0.6980833310,0.0379549713,1.0916134130,0.2404658702,-0.0982368374,-0.0740866984,0.3326362380,1.9215037326,1.2673711873,0.6811011502,0.1401527014,1.7182117303,0.0966674671,2.4933420419,1.1511982013,1.0347847308,2.1193977993,4.3532934029,2.6538662463,1.8896059791,1.1411154405,1.7699125409,0.6771491348,1.3358904720,0.2597851135,0.2662795463,1.6526423823,1.2983347251,1.0893662098,2.3030294380,0.9829413295,1.0539548550,1.0986000624,0.1549096278,2.5330266953,1.4022798241,0.3935637878,0.7725091391,1.4361651904,0.9255183645,1.8083590269,0.1849544916,0.9085509542,-0.0395099294,0.1788453258,0.0398056174,0.8986499582,-0.0740549837,0.1142126518,1.3734828520,0.5060179370,0.3777604969,0.1398046748,1.5900844355,0.1268612003,1.6272198587,2.4307935001,0.3410338442,0.0586705186,0.2173313741,0.9262292235,0.1683203725,0.7313789074,1.0989401383,0.0001815175,0.9311149749,0.0681875506,0.6190081456,1.3381449249,1.0645730355,0.1118762767,-0.0665940653,0.1728326195,1.5105487858,0.5977900766,0.4485116918,BRCA
GSM481008,0.0981596726,2.1758478483,1.4346678649,2.3513552099,0.9522652019,0.9965451062,0.5762742963,0.9488343467,0.5740240522,-0.1803757199,-0.0440924610,-0.0945217843,0.8225244963,1.5586611688,2.1300801171,0.5420553244,0.3899903192,-0.0871506282,0.0755405649,1.4828449156,0.1535150900,-0.1441555116,1.8482034073,1.8086310758,1.1208223850,-0.0880063706,0.0594280604,1.7455799348,0.3583017097,0.1321390251,0.4789551298,0.5070646895,0.1062172761,-0.0779219265,0.7334381825,2.2376493252,0.8291577330,2.2845945134,-0.0193104682,0.7959283186,1.3603685686,0.3041933562,-0.0671573821,0.2320252718,1.4669997517,0.0158213981,0.8087446459,0.2826632336,-0.0061865102,-0.0904428245,0.7429268004,2.0087497864,1.5120520081,0.6396369888,0.4030745154,2.1771657469,0.1174926700,2.2891377956,1.2748848116,1.1509291225,1.9077722233,4.0321799437,2.5476031156,1.7645532820,1.2468131570,1.1392428355,1.3091744333,0.9500272161,0.4961231979,0.1959771194,2.0505630373,2.1155795454,2.1342651668,2.8148888748,0.8754903713,0.8768678155,0.8500592999,0.2724911920,2.3066327573,1.7540325374,0.3922997092,0.8150627947,0.9213188795,1.0612640086,1.8682854640,0.2445528730,0.9423102802,-0.0483734958,0.0997079746,0.0280642769,0.8953086573,-0.1311780760,0.1429375389,1.7949530157,0.8231186639,0.4486206109,-0.0821399172,1.2373752406,0.3151042461,1.7346359973,2.7709575175,0.7143386990,0.0279587975,0.3943970685,0.5166528075,0.2110551038,0.4864576326,1.1796829815,0.0193326599,1.3610299529,0.0933854235,-0.0424767471,1.3797544043,1.2882454568,0.2001410015,-0.0408257874,0.2667944479,1.2631243495,0.7574420411,-0.0903745492,Control
GSM481009,0.0558011465,2.1127427023,1.2361891112,1.6511094271,1.0504109030,0.4923995389,0.6379877187,0.4324776653,0.0933806742,-0.1296961845,-0.0100040576,-0.1638644672,0.9705425401,0.0817014255,1.7882246540,0.3296636805,0.2920135100,-0.0636103295,-0.2291027958,0.7325744331,0.0234094000,-0.0531995463,1.9264067379,0.3475921894,0.1068188824,-0.5396857138,-0.6698047770,0.1676457441,0.0577980618,0.0385478688,0.7043801173,0.4049951039,0.3526260266,-0.1702981595,0.6795876937,1.8434993941,0.6016953898,0.5621430310,-0.1288853319,0.4894192188,1.0164196166,0.1423229336,-0.1161872439,-0.1573139287,0.3858334865,-0.0419632214,0.4472229415,0.1498070048,-0.3899831788,-0.0895921919,0.6203827706,2.0597494061,1.6196986654,0.5493963470,0.1943304261,2.0588545202,0.1189352619,2.2783477865,1.4393705626,0.8075163673,1.2277624807,4.8199692727,2.4997578934,1.3486013363,1.3640365572,0.3928519024,0.5264987499,0.2862428301,0.4300426333,0.1116802940,1.3921404270,1.4322553725,1.6956942152,2.1188873550,0.2689969856,0.7828766788,1.2574071402,0.0802398406,2.3834086260,1.5735545121,0.4603130589,0.3745919642,1.0751262042,-0.0767497015,1.3525239891,0.1822121439,0.5673530965,-0.1458780054,0.0380890368,-0.0420569494,0.2611433211,-0.1084798760,0.0428793988,1.6174411757,0.3355704260,0.3636174777,-0.1245508698,1.0942457432,-0.4913612215,1.7205758482,2.7177316307,0.4587352475,-0.0766929161,0.5341628007,0.4724040300,0.2052960319,0.3737636758,1.1186757122,-0.0737737967,0.5619953670,0.0010559037,0.0144388925,0.7153020533,1.1498214635,0.1667075575,-0.0828662753,0.0728227897,1.1285554702,0.4690800012,-0.1490650472,Control
GSM481010,-0.0220300540,2.3209884563,1.6432634554,2.5049641729,1.0377818152,1.0920910197,0.7343420027,0.8570031879,0.3326625368,-0.0873266473,0.0191671814,-0.1020094093,0.5118717314,0.3816741023,2.1086231072,0.3789995512,0.3663562366,-0.0725401330,0.0796245421,1.2972083159,0.0567238411,-0.0895435364,1.7829757331,1.2676486142,0.0910976328,-0.1876326609,-0.1405640898,0.3571703441,0.1383740484,0.0640800452,1.0772349456,0.4139087255,0.2218772557,-0.0221168976,1.1928414702,2.4841997289,0.7848732112,1.2009258570,0.0742237409,0.8669870583,1.7903627032,0.4977483872,-0.0636745031,0.1163942138,0.7411667687,0.2049654462,1.0618852462,0.3126156600,0.0060768109,-0.0383458782,0.8636795770,2.1604015014,1.7940255640,1.4100942657,0.3074949513,2.4509170850,0.2203730272,2.4222768023,1.7405861315,1.0346734672,1.5880995990,3.9894852161,2.5013724120,1.4051172536,1.3405036329,0.7204279117,0.5893098712,0.9541471229,0.7338087111,0.4299290776,1.8385142950,1.9493536874,2.5257176020,2.7604640922,0.7812320319,0.8712215970,1.1533191363,0.3142677744,2.3319111667,1.7301260083,0.8495002364,0.8431336136,1.4571809603,0.7550900512,2.0996140904,0.2743944092,0.8686887410,-0.0879259115,0.0602844359,-0.0273664836,0.8465682827,-0.0783767433,0.0877705957,2.2026424287,0.5232536481,0.4903495093,-0.0689478631,1.2312859525,-0.1288154235,1.6286984046,2.9788210231,0.7626146430,0.1088690767,0.6977833167,0.5923628490,0.0754469297,0.3622522485,1.0223462820,0.0235196726,1.1540054709,0.2645242032,0.4432143136,1.3444891074,1.1100221166,0.4466109948,0.0348231109,0.1083557798,1.4638007580,0.8488398601,0.1339713250,Control
GSM481011,0.0432438639,2.4578860997,1.8372667487,1.7207750380,1.1478396883,1.2475131673,0.4369135557,0.9243046698,0.4183264731,-0.0695228776,-0.0507359458,-0.1391435962,0.6320476731,0.7909900944,2.7272794777,0.2716277328,0.3912418128,-0.0521094203,0.1976368877,1.7859384482,0.1341379129,-0.0586675363,1.8252686926,2.1808628639,0.0481844489,-0.2337052486,-0.2594072322,0.4093460477,0.0393868066,0.0466596353,0.4869244780,0.3688377453,0.2600723965,-0.0394266611,0.5178313036,1.4262088770,1.3270472519,0.7047109866,-0.0791645296,0.5837221711,1.1011350507,0.2355237656,-0.1105535906,0.2835583225,0.5957530879,0.0471237373,0.7789269015,0.1755088156,-0.0719123300,-0.0510652071,0.4733123278,2.1653537982,1.5874533258,0.4626399876,0.2152468930,1.6971317762,0.1758092423,2.7429658249,1.4594285641,1.2195015140,1.6331438623,4.3698803425,2.8978922666,1.8646869792,1.3077086934,0.6229523020,0.6152269136,1.0459256395,0.3455736895,0.4344210476,1.8850405579,1.4347315953,1.3635210281,2.5665733218,0.9184809019,1.1181267537,0.8827924452,0.1958014469,3.0421144960,2.1916008665,0.3949827650,0.8199424006,1.5289352204,0.8490704160,1.5297581687,0.1690626889,0.8156974314,-0.0457399186,0.0944211634,-0.0538524333,0.5948791403,-0.0565459333,0.0197503223,1.9040792997,0.6670683278,0.3117640162,-0.0423061008,1.2472988190,-0.0234986019,1.9432999305,2.4501155933,0.4628949402,-0.0036057916,0.3974827927,0.2007519566,0.0645896237,0.5318953696,1.0427512307,-0.0662813277,1.4445699183,0.1111272328,-0.0992656249,1.3676190143,1.2261578285,0.3790538642,-0.0447570824,0.0239725723,1.6247811692,0.6278304482,0.0557324726,Control
