@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1026 numeric
@attribute 2002 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 4804 numeric
@attribute 4914 numeric
@attribute 5290 numeric
@attribute 5293 numeric
@attribute 5605 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,2.1393974684,0.2797568681,1.9397812022,0.1866127024,1.3452941188,1.0380567778,0.1028337865,-0.2048701937,0.6502234032,0.1255568270,0.0778244350,1.9096234484,0.1797246685,BRCA
GSM480985,0.6712534413,2.2990302591,0.3031341848,1.4054429928,0.2867683454,1.1583383579,0.5481084954,0.1248554666,-0.1765105570,0.8534231111,0.3438852307,0.0538346215,1.9413004944,0.2011654340,BRCA
GSM480986,0.3637514705,2.2193307467,0.3711583552,1.7577156492,0.2145363198,1.5127595663,0.9493732134,-0.0515953347,-0.1504109834,0.3758222094,0.3109857890,0.0844743560,2.0243224118,0.0952468054,BRCA
GSM480987,0.4741756265,2.7037154810,0.3778557302,1.6769249506,0.2593453904,1.4599798470,0.6616964770,-0.1142703091,-0.2177714218,0.4246866423,0.3279566426,0.0511663564,1.9975022057,0.0700896732,BRCA
GSM480988,0.3666419161,2.3901760505,0.1301916772,1.1675294143,0.1712146028,1.6300611323,0.4589619954,0.2525387860,-0.1793920208,0.5025178531,0.3674768847,-0.0383270433,1.9610705971,0.0896705153,BRCA
GSM480989,0.2517094096,2.7720669135,0.4043724635,2.3074461223,0.2270790681,1.6843677122,1.1103506463,0.0640462163,-0.2747799248,0.3040667095,0.2117079990,0.0375365682,1.9755967301,-0.0037837656,BRCA
GSM480990,0.3166647480,2.7343542910,0.4692344638,2.3939645291,0.2749733657,1.6475978081,1.1067612915,0.0951365499,-0.1807882367,0.4307222246,0.8327552467,0.1245269666,2.5765053460,0.0120991491,Control
GSM480991,0.2500861962,2.7373882608,0.3822606292,1.8290236989,0.2449685031,1.5652074934,0.9763167946,0.0719107018,-0.2045579894,0.3718392522,0.4582523614,0.0588836264,2.1101571236,0.0441448208,Control
GSM480992,0.2476967987,2.7673748358,0.4556893493,2.3328941266,0.3295684198,1.5792976092,1.1827308424,0.0331385645,-0.1586291030,0.3555988693,0.7112178834,0.1346057261,2.4270785623,0.0183351703,Control
GSM480993,0.3786722400,2.7103066743,0.3937792435,1.9907199673,0.3003267815,1.5582134934,0.9945207685,0.0994669689,-0.1555380717,0.3556248992,0.3843497409,0.0415849929,2.0765592329,0.0562111053,Control
GSM480994,0.2401695627,2.5664842689,0.4041082384,2.2647942436,0.1553611641,1.5295505913,0.9641585409,0.1442428216,-0.1860475559,0.3275596730,0.3278020946,0.0713199491,2.2287481896,0.0193436113,Control
GSM480995,0.4409180506,2.8292390630,0.4553567454,2.2447793616,0.2290969502,1.6341215260,1.0583383925,-0.0319183744,-0.2492287143,0.4566130469,0.9383239836,0.0880067439,1.9173598417,0.1126998567,Control
GSM480996,0.3018407680,2.6013813167,0.4152662679,2.1184759934,0.2087806824,1.6202940312,1.5339100845,0.1429467446,-0.1944937417,0.3066054066,0.9010379380,0.1171138221,2.5355423434,0.0632607096,BRCA
GSM480997,0.5942143687,3.0480974393,0.6482401993,2.3593104947,0.3575331336,1.6077907556,1.0607690384,0.0953169929,-0.1332205040,0.2881597711,1.3264929888,0.1700248201,2.4039788969,0.0117709752,BRCA
GSM480998,0.3346834291,1.5797828546,0.2969806227,2.0572760636,0.4557905310,1.8111653313,1.3928146588,0.1378435676,-0.1703227841,0.2050712937,0.0093151861,0.0915210075,1.8797799985,0.1207393635,BRCA
GSM480999,0.5223618987,2.1742217764,0.2178719965,1.6031868988,0.2200205550,1.3847289206,0.6999813840,0.0393878842,-0.2105015911,0.7125618634,0.2887320172,0.0392929259,1.7322489747,0.2268848883,BRCA
GSM481000,0.3423136670,2.1826425754,0.1721434182,1.3439433907,0.2485156906,1.4343370085,0.8529196009,-0.0221785148,0.0014522384,0.5280358451,0.1356287329,0.0170446189,1.4051200598,0.1196501524,BRCA
GSM481001,0.5873012014,2.4748434424,0.3207886709,1.9257329968,0.1908817230,1.4455331878,0.8871232791,-0.0516873195,-0.1948148137,0.6979045826,0.7325441685,0.0661582048,1.7989016441,0.1188062851,BRCA
