@relation data

@attribute id string
@attribute 124454 numeric
@attribute 1352 numeric
@attribute 1355 numeric
@attribute 1356 numeric
@attribute 1371 numeric
@attribute 2058 numeric
@attribute 210 numeric
@attribute 211 numeric
@attribute 212 numeric
@attribute 2235 numeric
@attribute 2495 numeric
@attribute 2990 numeric
@attribute 3052 numeric
@attribute 3145 numeric
@attribute 3162 numeric
@attribute 3163 numeric
@attribute 326625 numeric
@attribute 5498 numeric
@attribute 644 numeric
@attribute 645 numeric
@attribute 7363 numeric
@attribute 7367 numeric
@attribute 7389 numeric
@attribute 7390 numeric
@attribute 79799 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.3532178486,0.9197906601,1.2230588223,-0.0321085455,0.5863851820,0.6819312323,0.2763959741,0.6898565472,-0.1074615075,0.8157908917,3.4729237557,1.0022968016,1.1433983869,0.8425075763,0.6794766282,0.7126406063,0.1487623086,0.6388859209,1.2725404336,0.7473778161,-0.2121124591,-0.0962539443,1.0632847330,1.2095240985,0.0985704417,BRCA
GSM481003,0.4529642925,1.0741144980,0.9816991992,-0.0490732214,0.5378668726,0.2983173445,0.4500769408,1.0591427700,-0.0982718674,0.7814446157,3.5264870821,1.5546326898,1.1133191884,1.1822436564,0.6649194831,0.9493543874,0.1418385376,1.0795813129,1.1557956538,1.1307579931,-0.1256563828,-0.0842307139,1.2652418578,1.1955479914,0.2728698711,BRCA
GSM481004,0.5677737776,0.9780738222,1.1059975474,-0.0400763043,0.5505269355,0.4587761083,0.5938171263,1.3285011732,-0.0908799479,0.8827423304,4.0717091858,1.3645094112,1.2395538911,1.3050121414,1.6506728796,0.6868493821,0.3197328070,0.7923215236,1.3065065990,1.0092989777,-0.1349669725,-0.0850919253,1.2936702963,1.3858695850,0.1950047462,BRCA
GSM481005,0.3770101674,1.1878564821,0.9593424958,-0.0559358479,0.6282996091,0.7887691222,0.4855449926,0.7321787484,-0.0559053702,0.6793128718,3.3999041021,1.1367801614,1.3406328298,0.8922910993,1.2077576139,0.5796259085,0.1255867220,0.8987207599,1.1343319644,0.8252687338,-0.1150697751,-0.0451880510,1.0027065532,1.1084580651,0.1358078589,BRCA
GSM481006,0.4016929886,1.1910261546,1.2302538331,-0.0560698610,0.7389691659,0.5513419269,0.5196990998,0.6772875352,-0.1009613228,0.9859149828,3.5117893517,1.0638228693,1.3048184216,0.6391654827,1.3889569016,0.6675784851,0.1316302239,0.8140766380,1.4075686039,1.1865848369,-0.0919221442,-0.1436340136,1.2368346312,1.2842221620,0.0190791620,BRCA
GSM481007,0.2202215581,0.7512193166,1.0566711668,-0.0247706941,0.5062241246,0.2537556468,0.4303577322,0.8854114207,-0.0609520851,0.6401504232,3.8548324107,1.0404155928,1.3083916121,0.9569228508,2.0690696239,0.9842071394,0.2327057280,1.2380845175,1.0077276932,1.6846961346,-0.0882182437,-0.0111406069,1.4641521952,1.1377433228,0.2616688719,BRCA
GSM481008,0.3853996095,0.7486781443,0.7499419388,-0.0683222853,0.7645248270,0.5054593387,0.1759253279,1.3553744297,-0.1087503474,0.4204662657,3.1701840463,2.5466886760,1.1380195888,2.1837824509,0.8199155931,0.6139692234,0.1230449911,1.0738480947,0.8833530489,1.1402677017,-0.1635736044,-0.0905286293,1.4781989322,0.9179479613,0.2443533842,Control
GSM481009,0.2892153683,0.9551183548,0.8493691594,-0.0066444191,0.6001365010,0.4765231765,0.3155367083,0.3112362829,-0.1343982574,0.6919502486,3.7851539850,1.1237201281,0.8797841198,0.5974518600,0.8212567153,0.3122974172,0.0550887978,0.4663090838,0.8798117206,0.6078207096,-0.1308127437,-0.0163137240,1.0439126893,0.8690194517,0.0682427717,Control
GSM481010,0.3897651603,1.0273675512,1.1173848070,-0.0929670577,0.7096507086,0.8983760098,0.5385595062,0.9690373366,-0.0560728982,1.0429889746,3.5711602570,1.2269909494,1.4011842106,1.0754935087,1.2368686778,0.7656998284,0.2478442457,0.9237160348,1.3349115607,1.1753434371,-0.1056606520,-0.1018224571,1.0445023823,1.2268701103,-0.0167547460,Control
GSM481011,0.4113673041,1.0256000452,0.8460868022,-0.0133483586,0.3717020391,0.5649543148,0.3690117805,1.0477179521,-0.0545823159,0.6634103214,3.8171693386,0.7599050700,1.4034149442,1.3964488343,2.0360248676,0.7760423282,0.1440751347,1.2250403761,1.0715270089,1.3592789420,-0.1457992264,-0.0463264186,1.3255194083,1.0265344475,0.2097145969,Control
