@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10059 numeric
@attribute 10092 numeric
@attribute 10093 numeric
@attribute 10094 numeric
@attribute 10095 numeric
@attribute 10109 numeric
@attribute 10163 numeric
@attribute 10451 numeric
@attribute 10552 numeric
@attribute 1072 numeric
@attribute 1073 numeric
@attribute 10810 numeric
@attribute 1398 numeric
@attribute 1399 numeric
@attribute 1759 numeric
@attribute 1785 numeric
@attribute 1794 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2213 numeric
@attribute 23396 numeric
@attribute 23533 numeric
@attribute 255189 numeric
@attribute 26052 numeric
@attribute 27040 numeric
@attribute 273 numeric
@attribute 2934 numeric
@attribute 3055 numeric
@attribute 3635 numeric
@attribute 382 numeric
@attribute 3984 numeric
@attribute 3985 numeric
@attribute 4067 numeric
@attribute 4082 numeric
@attribute 4651 numeric
@attribute 5058 numeric
@attribute 50807 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5321 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 5337 numeric
@attribute 5338 numeric
@attribute 55616 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5580 numeric
@attribute 5581 numeric
@attribute 5582 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 56848 numeric
@attribute 5788 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5894 numeric
@attribute 6198 numeric
@attribute 6199 numeric
@attribute 65108 numeric
@attribute 6850 numeric
@attribute 7408 numeric
@attribute 7409 numeric
@attribute 7410 numeric
@attribute 7454 numeric
@attribute 81873 numeric
@attribute 8394 numeric
@attribute 8395 numeric
@attribute 8398 numeric
@attribute 8503 numeric
@attribute 85477 numeric
@attribute 8611 numeric
@attribute 8612 numeric
@attribute 8613 numeric
@attribute 8853 numeric
@attribute 8877 numeric
@attribute 8936 numeric
@attribute 8976 numeric
@attribute 9846 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,2.1454558740,0.9751214635,1.2907157965,0.5244563123,1.5867199621,2.8436637177,0.6736735404,0.0961183231,0.3531793888,2.3185293673,1.2752404540,0.9597033427,1.7323923409,1.2744317606,0.0314233159,0.3430034544,-0.1024942112,1.9397812022,0.1866127024,-0.1128402543,1.2757258794,-0.0448427393,0.1022124030,0.0810289118,0.1305850978,-0.0721875804,0.1981429978,-0.0983433583,-0.0209340285,1.3593771031,1.3786196138,0.5842101655,0.5398415216,1.6373704736,0.5484657864,0.3334267199,0.3386755326,0.6502234032,0.0817053106,0.1255568270,-0.1624264398,0.7694715564,0.5895123826,0.4649290608,0.5204422609,0.5526649599,0.1259317763,0.2181753710,-0.0416191293,0.1474579691,-0.1072664774,0.0410287807,-0.0355448809,-0.0825690696,0.5276523813,0.4586358647,0.3278578949,-0.1653921105,2.7923812542,0.8595501635,0.6409841057,1.0731972919,0.2796197917,1.3235643059,0.4766545553,0.4870980292,0.1073409411,-0.0013073965,-0.0741785883,1.8347381164,0.8835243345,-0.0604331825,0.0381532877,0.8580704628,-0.0319797074,0.3909275765,0.3729177349,0.0317571269,1.1961416603,0.1923874770,1.4890702023,0.4649006747,-0.0185022595,0.2693405723,BRCA
GSM480985,0.6712534413,1.6277899558,1.0272401371,1.1067713158,0.5732741457,1.6069333000,2.9516806101,0.6049104594,0.5367252741,0.1008026750,1.9290970167,1.1496221342,0.7307912429,1.8688574894,1.0173018566,0.0974047546,0.3140053197,-0.1363082936,1.4054429928,0.2867683454,-0.0980658331,1.3927584953,-0.0263181581,-0.0734732063,0.0621594166,0.1473681094,-0.1149938720,0.2915093994,-0.0792856847,-0.0114801410,1.3181497031,1.2969016295,0.6262552267,0.8633735524,1.9463334999,0.3380876880,0.5376056928,0.3577339725,0.8534231111,0.1992576002,0.3438852307,-0.1454714285,1.5476133191,0.4284647065,0.5753227008,0.6196571301,1.2582838460,0.2222447299,0.3984574054,0.3254620867,0.0900841358,-0.0931613796,0.0470336382,-0.0572575263,-0.0522140021,0.4521202200,0.5649788797,0.1547601853,-0.1566653691,2.9129755730,0.7016111224,0.6127393824,1.1561554869,0.1474694401,1.5142777971,0.0235731251,0.1326151800,0.1538996255,0.0045720668,-0.0303147019,1.3824969200,0.9865104895,-0.0447441109,0.1266848337,1.1287610356,-0.0158674158,0.7070849707,0.3855806913,0.2143456636,1.1348902485,0.2018806538,1.2682979496,0.4061208683,-0.0256671410,0.2437138550,BRCA
GSM480986,0.3637514705,1.9745065935,1.0369777065,1.3242895658,0.4500165483,1.7298441104,2.9771253685,0.7301793056,0.4511935614,0.1403650887,2.6057420970,1.3628642274,1.0600070805,1.9836026755,1.3584635346,0.0649218277,0.4156449989,-0.1186301738,1.7577156492,0.2145363198,-0.0504659953,1.5559316410,-0.0236322101,0.0872632426,-0.0001783219,0.0857671689,-0.0779549252,0.1853134645,-0.1359140973,-0.0195116988,1.4327930756,1.4918706133,0.6974703977,0.6575351594,2.0864211470,0.6853050267,0.5214103467,0.3415485098,0.3758222094,0.0859145318,0.3109857890,-0.1337267348,0.9370587028,0.9117966590,0.4623138313,0.5424212613,0.5517398660,0.1510642664,0.1932115100,0.0560656552,0.1559347632,-0.1167993353,0.1376239613,-0.0447582517,-0.0710934066,0.5276161861,0.5706250406,0.3003267692,-0.1054329170,3.0052631994,1.0316260259,0.4839221177,0.9039376048,0.3787171307,1.5519993379,0.3622629331,0.3788658783,0.0129711927,0.0373677311,0.0055816652,1.7279398748,0.7735847111,-0.0753906897,0.0289571715,0.9668687962,-0.0701462040,0.6126080586,0.2576979708,0.1076434083,1.0788870895,0.4544829792,1.6463169577,0.5008925419,-0.0375672869,0.2337614380,BRCA
GSM480987,0.4741756265,1.8293963075,1.1333517751,1.2309567956,0.1156233700,1.5764409899,2.9744973120,0.5890560355,-0.0624555265,0.1663671416,2.3601241903,1.7601572115,2.1066454949,2.0277992866,1.4724773936,0.1174163474,0.1814545716,-0.1143419231,1.6769249506,0.2593453904,-0.0054656485,1.4418686050,-0.0190172376,-0.1165860683,-0.0572662525,-0.0208479114,0.1500916573,-0.0087194403,-0.0738892581,-0.0762224417,1.3191424555,1.4120813263,0.1690645660,0.2205355243,2.0782265556,0.2717151901,0.4951465396,0.6899591139,0.4246866423,-0.0142156617,0.3279566426,-0.1022734639,0.9460729968,0.7047411791,0.0518714578,0.7127369387,-0.0047308279,-0.0163439327,0.0163941771,0.2894974350,0.0835026311,-0.1432857454,-0.0638800151,-0.0255207615,-0.0616863377,0.4570317386,0.5260457562,0.2333448372,-0.1104806915,3.1002503070,0.6193592016,0.3882937707,0.7655862770,0.1659972948,1.2319601570,-0.1189019291,0.0768386433,-0.1229293533,0.0506385963,-0.0223641238,1.3605044112,0.6833452678,-0.0576423663,-0.0108663554,0.1919102957,-0.0784462551,0.6644792519,-0.0882961653,0.5601784229,0.7907383334,0.8300333254,2.1800480800,0.3895272783,-0.0200303043,0.2226472523,BRCA
GSM480988,0.3666419161,1.8885266644,0.8304234285,0.9036093253,0.5647135377,1.3372307239,3.1602388557,0.3658291007,0.3249056081,0.4930069433,1.7501517537,1.1883286537,1.0536816670,1.5429041887,1.2323150354,0.1270690214,0.3676225796,-0.1033965504,1.1675294143,0.1712146028,-0.0717158681,1.5323834520,-0.0933597851,0.0744274064,0.0196525245,0.1404316868,-0.0592001136,0.1401436306,-0.1086901176,-0.0287684768,0.9905327675,1.3669745201,0.7069888865,0.4268805936,1.6062052232,0.5542822926,0.4710813121,0.2389101297,0.5025178531,0.1213094126,0.3674768847,-0.0889533257,0.6583551200,0.6638981731,0.4471929131,0.5192004788,0.5682803235,0.2451317272,0.0793868326,-0.0184654042,0.0817065693,-0.0806064152,0.1020999426,-0.0458214811,-0.0384889170,0.4923907940,0.4829891018,0.4695531627,-0.1545460956,3.0203843170,1.0542960657,0.4704262694,1.0328786273,0.2095705721,1.5131662414,0.1783020112,-0.0151271418,-0.0868716438,0.0609464488,-0.0711560368,1.3172917818,0.6675751023,-0.0410985886,0.0771683031,1.0844853694,-0.0212203460,0.5203246648,0.0727043268,0.0333642468,0.9474193001,-0.0245303878,1.4418734162,0.3321739982,-0.0067790070,0.1930281139,BRCA
GSM480989,0.2517094096,1.2689187184,1.1175295861,1.6229146714,0.1993986853,1.9431703219,2.9368284626,1.0070855880,0.1505207717,0.4762577245,2.9739281333,1.3053115380,0.7861301171,1.7117121220,1.5450224582,0.1480599701,0.4657025909,-0.1321152662,2.3074461223,0.2270790681,0.0028768714,2.0667102402,-0.0318046184,0.1251341626,-0.0392719361,-0.0337748888,-0.0661315772,0.3169035358,-0.0820474467,0.0041832565,1.2759972386,1.5982619581,0.6407319855,0.4953212294,1.7533382710,0.5236684242,0.5198385118,0.1830145304,0.3040667095,-0.0454611126,0.2117079990,-0.1893403782,0.5104212239,0.8988893313,0.0851336450,0.5099837124,0.7895882334,0.0289337283,0.1779847840,0.0438588895,0.0811992555,-0.1211765001,-0.0322800519,-0.0312786761,-0.1123442115,0.4168803811,0.8519349658,0.3300517830,-0.1792231008,3.3091132243,1.1131860649,0.4437155496,0.2883380064,0.4830073930,1.9990668520,0.3515520029,0.5194235196,0.0192166491,-0.0004577507,-0.0050318572,1.4754262422,0.7202698999,-0.1277251559,0.0016130909,1.0210926999,0.0457724001,0.4854663858,0.4838092881,0.1065780400,0.8294886519,0.1997893642,1.3438190445,0.3012315244,-0.0429004788,0.2852107126,BRCA
GSM480990,0.3166647480,1.5933699792,1.0308022884,1.6489289941,0.1897008320,1.7799851470,2.9954248854,0.9728779084,0.1058793579,0.3831894712,3.1392434437,1.5611404061,1.1202202755,1.7694421830,1.5518309150,0.0108983677,0.3704887947,-0.0922584388,2.3939645291,0.2749733657,-0.0370647031,2.0407628848,-0.0240894286,0.0420509837,-0.0680632853,-0.0615145761,-0.1364807118,0.1196123258,-0.0679650967,0.1226884197,1.3747036637,1.8377779026,0.4901056147,0.3857769494,2.2078607849,0.7020778670,0.6607572544,0.5761425482,0.4307222246,0.1950829520,0.8327552467,-0.1406402458,0.5701667320,1.2032701898,0.0535681572,0.7009938896,0.2493265960,0.0492130012,0.0875241920,0.1512099600,0.1371517299,-0.1211324487,0.0342884361,-0.0712438510,-0.0606057024,0.4040678319,0.5468216389,0.2754641091,-0.1299618400,3.4219261243,2.0059911716,0.3387474729,0.6969770806,0.5312946617,1.6461720746,0.0213613135,0.5918795068,-0.0486021041,0.0988269611,0.0013626597,1.4980557931,0.7885876995,-0.0759133204,0.0907412291,0.6030732589,-0.0117953570,0.3991040039,0.0872492272,0.0062611444,1.1196748298,1.0677356288,1.7045574429,0.3934687308,-0.0335217410,0.1617002876,Control
GSM480991,0.2500861962,1.6210034145,1.0441722769,1.3941545520,0.4321628213,1.7795293521,3.0513134127,0.9057021662,0.2550788322,0.2882334251,2.8201174737,1.2370998651,0.9009079260,1.7440137619,1.3442317928,-0.0304844107,0.5611051288,-0.1607563028,1.8290236989,0.2449685031,-0.0302126615,1.9069757064,0.0096481766,0.0901724664,0.0732863296,0.0564424087,-0.0174675653,0.3437153258,-0.0715398984,0.0189339676,1.3888632196,1.6326199131,0.7292224874,0.6900864716,2.0214303221,0.6756353590,0.5980931108,0.2773053589,0.3718392522,0.0580118667,0.4582523614,-0.1590461786,0.6246844594,0.9586069049,0.3006239996,0.5280418684,1.0544374994,0.0450446508,0.2226377079,0.0599227470,0.0569693500,-0.0960165404,0.0229694380,-0.0437575242,-0.0531655469,0.5071865046,0.6482640730,0.4719882950,-0.1069804765,3.2534763878,1.3671808253,0.3654298311,0.6293849200,0.3664313708,1.7230258435,0.2107880569,0.5054169691,0.1669772696,0.0497137843,0.0026141801,1.6374589102,0.7497173807,-0.0516795229,0.0888705028,1.0204976901,0.0667362891,0.6362772662,0.2957282108,0.1998940711,1.0157638493,0.4585580809,1.5119326300,0.4812086169,0.0014457776,0.2150321878,Control
GSM480992,0.2476967987,1.4880001248,0.7745148400,1.6096110390,0.3520388107,2.0880438601,2.7628054808,1.3173194454,0.1594127794,0.4360318240,3.1759457587,1.5355485714,0.8360915230,1.4854351587,1.3367420178,0.2187094707,0.6633116213,-0.0723381300,2.3328941266,0.3295684198,-0.0798499438,2.3501764933,0.0098416810,0.1028192926,-0.0640950700,0.0273010123,-0.0786855283,0.1875599245,-0.1818838047,0.0103130608,1.4371156406,1.9263710032,0.7821918625,0.5914832216,1.8512087676,0.8306503482,0.4647197556,0.3554162462,0.3555988693,-0.0417928508,0.7112178834,-0.1480111448,0.5310987036,1.3458300016,0.0649529850,0.6497552522,0.9864738678,0.0517022698,0.2308788326,0.0519846832,0.1225340664,-0.1356904655,0.1067663197,-0.0563441113,-0.0742785615,0.4130200728,0.9082788116,0.6056668984,-0.1197716071,3.4460021522,1.7252863166,0.3105769333,0.6317377240,0.6564284331,2.1324131042,0.2635266241,0.7011816279,-0.0769597430,0.0592768053,0.0179363688,1.4129559661,0.7476080443,-0.0563421858,0.1023189561,0.7441449755,-0.0480980532,0.3524402847,0.4092456758,-0.0293832909,1.1179685869,0.5315144361,1.9600874623,0.4017187652,0.0493092931,0.2135051408,Control
GSM480993,0.3786722400,1.5556457455,0.9704561908,1.4572474950,0.2957484473,1.8581107130,2.8621364141,0.8879576809,0.1350385027,0.1319749791,2.6895048220,1.4685571706,1.0563125461,1.8096325479,1.3998474208,0.1785747940,0.5442133550,-0.1167827717,1.9907199673,0.3003267815,-0.0883154576,1.7888530658,0.0090587195,0.0461329479,0.0715776391,0.0333401057,-0.0693259410,0.2191697203,-0.1033922876,0.0294688444,1.5137119039,1.6787058631,0.7514535646,0.6061963768,1.9023618378,0.6107362712,0.5712389041,0.3801117365,0.3556248992,-0.0141177758,0.3843497409,-0.1081225405,0.7338769277,0.9450695349,0.1574272978,0.5661468516,1.1561504492,0.0950189573,0.1120100428,0.0088741118,0.1051260916,-0.1144585606,0.0480869768,-0.0636180496,-0.1054423138,0.4741801064,0.7940912880,0.4177608620,-0.1061867289,3.0886874926,1.2646617638,0.3602931440,0.5767357118,0.4081141494,1.8537209405,0.3405437194,0.5136565912,0.0286861091,0.0656672766,0.0145993035,1.6365554030,0.7475464882,-0.1015598374,0.1047748183,1.0595477061,-0.0834033228,0.4978895722,0.4829653310,0.0885626290,1.0819106638,0.3548128514,1.7876102989,0.3928130415,0.0282645599,0.2080415856,Control
