@relation data

@attribute id string
@attribute 1892 numeric
@attribute 3030 numeric
@attribute 3032 numeric
@attribute 3033 numeric
@attribute 51102 numeric
@attribute 5538 numeric
@attribute 9374 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,2.6660028845,1.3110771498,2.0156764814,0.9244120855,0.1816557647,1.8608814926,0.7005553190,BRCA
GSM481003,3.2305892409,1.1338240419,2.0294642110,1.0252349251,0.3621350230,1.4651920720,1.0484590046,BRCA
GSM481004,3.1848408877,1.4512041233,2.4576594147,1.1561475694,0.4376568023,2.1224455982,0.7249020002,BRCA
GSM481005,2.6756236701,1.1165049651,1.9725040707,1.1556717095,0.2785208373,1.3340814933,0.7569568438,BRCA
GSM481006,2.5622581394,0.9434966796,2.0123289143,1.1247779455,0.2700906747,1.5157554448,0.6688088825,BRCA
GSM481007,2.6799716949,0.6343219104,1.3058669824,1.0988051215,0.1229079963,1.4141852334,1.5809211657,BRCA
GSM481008,2.8481054308,1.0770134501,1.8407226630,1.0020162798,0.2094096750,1.4102440923,1.0197372696,Control
GSM481009,2.0697222800,0.8158988580,2.0446532454,0.7607716068,0.0022443857,1.3977507875,0.4923513849,Control
GSM481010,3.1086775659,1.3943034368,2.2220036643,1.2880304034,0.2146100053,1.9371613265,0.6020594331,Control
GSM481011,2.9903289974,0.6216208733,1.5814470566,0.8517637458,0.3634068917,1.0425204486,1.3398208170,Control
GSM481012,2.8342303634,1.3825693279,2.3446955000,0.9501282350,0.2904081567,2.1443478615,0.5682511851,Control
GSM481013,3.0636599065,0.9465582306,1.4032536574,0.8305360936,0.3139836020,1.1895909310,1.2995224446,Control
GSM481014,1.9841782747,0.8873519887,2.0799195256,1.2481263255,0.0947607440,1.0214524047,0.9466189426,BRCA
GSM481015,2.7472403049,0.7432698459,1.5274969850,1.1255595945,0.5263895183,1.6372939050,1.3751832506,BRCA
GSM481016,3.0314201712,1.4863236206,2.2967717820,1.0507380584,0.2128646883,1.9488275498,0.5901738617,BRCA
GSM481017,2.0841554255,1.0154569318,2.0166711807,1.0159041323,0.1448160837,1.8748943507,0.4633686747,BRCA
GSM481018,2.9828618169,1.4690183390,2.2475986651,1.6424659963,0.1473623340,1.5054719522,0.7379487494,BRCA
GSM481019,2.9628146886,1.0536809595,1.9178933076,0.9989930404,0.4480130373,1.2083928734,1.2189528345,BRCA
