@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1026 numeric
@attribute 1027 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 10818 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 1147 numeric
@attribute 115 numeric
@attribute 117145 numeric
@attribute 1385 numeric
@attribute 1398 numeric
@attribute 1432 numeric
@attribute 156 numeric
@attribute 196883 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2308 numeric
@attribute 2309 numeric
@attribute 23239 numeric
@attribute 2475 numeric
@attribute 253260 numeric
@attribute 25759 numeric
@attribute 2885 numeric
@attribute 2889 numeric
@attribute 2931 numeric
@attribute 2932 numeric
@attribute 3164 numeric
@attribute 3265 numeric
@attribute 3667 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3845 numeric
@attribute 387 numeric
@attribute 4193 numeric
@attribute 4303 numeric
@attribute 4803 numeric
@attribute 4893 numeric
@attribute 4914 numeric
@attribute 5136 numeric
@attribute 5137 numeric
@attribute 5153 numeric
@attribute 5170 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5335 numeric
@attribute 53358 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5580 numeric
@attribute 5581 numeric
@attribute 55811 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5598 numeric
@attribute 5600 numeric
@attribute 5603 numeric
@attribute 5605 numeric
@attribute 5607 numeric
@attribute 572 numeric
@attribute 5728 numeric
@attribute 57498 numeric
@attribute 57761 numeric
@attribute 5894 numeric
@attribute 5898 numeric
@attribute 5899 numeric
@attribute 5900 numeric
@attribute 5906 numeric
@attribute 6014 numeric
@attribute 6016 numeric
@attribute 6199 numeric
@attribute 6300 numeric
@attribute 64223 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6714 numeric
@attribute 673 numeric
@attribute 6774 numeric
@attribute 7249 numeric
@attribute 7529 numeric
@attribute 7867 numeric
@attribute 79109 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 814 numeric
@attribute 842 numeric
@attribute 84335 numeric
@attribute 8660 numeric
@attribute 9261 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,3.3594499677,1.0775432256,-0.0213125190,0.0324851423,0.0817256414,0.6906278624,-0.1873276656,0.3041730966,0.6485430572,-0.0936600890,0.2841429040,0.6758355689,0.8929513389,0.0194301160,1.4674782144,0.4174692793,0.0372750837,-0.0496203903,2.3584245311,0.3070585448,0.2402767200,0.5030322363,1.1142048993,0.3341965944,0.3005721527,-0.1456060512,1.6104626348,0.5110933848,0.6282775754,0.8950817100,0.2150108077,0.8212452234,0.4233776481,0.2178563230,-0.0355535233,0.0663673716,0.1314761901,2.3560742060,-0.0354759898,0.5270496938,0.3680018091,0.8848718814,-0.1747343264,0.0020297896,-0.1287161154,-0.0211643880,0.6485961018,0.3417825494,-0.1444193100,0.0027666772,1.1555331424,0.8370002049,0.1584505707,0.9091838176,0.8322542454,-0.0220457165,1.5804264784,0.1835977883,0.0708837804,-0.2977016700,-0.0506832049,-0.1348794977,0.3768321643,1.1201675758,0.9189615026,0.4517662190,0.5395283599,0.1390805759,0.1767611318,0.3923970497,0.1344134227,0.0151402603,0.4715786245,0.3860900013,3.6529270112,0.7392920255,0.2632585569,0.2993447634,-0.1119676907,0.5996449074,0.4274157418,0.6241121968,0.5399298057,2.2882412161,-0.0234144181,-0.0124092440,0.1777965052,0.9251024214,0.2109833946,2.8529286943,0.7075320346,0.4233761519,1.3564936234,0.8265591783,2.7038153726,-0.1211625478,0.3441887239,0.9044679672,2.0734447259,0.7480650073,BRCA
GSM481003,0.3007907103,3.0403829142,1.1811751007,-0.0692073683,-0.0064876447,0.0716505946,0.4153288136,-0.1628839508,0.2577621225,0.8073847730,-0.1100853766,0.2877502063,0.4801001175,0.6741840311,0.0187250819,1.3612618425,0.3061586227,0.0550411200,-0.1103498666,2.5114432043,0.3973698837,0.2727411288,0.2910148512,1.0844657192,0.2224102620,0.1220104078,0.3687587061,1.7524189089,0.6522905727,0.6853814301,0.9718543944,0.2470431466,0.9474795161,0.6166785513,0.0514344826,-0.0627746906,0.4280975269,0.0738842817,2.2548772812,-0.0666174864,0.8316339611,0.2977324581,0.9542065300,-0.1846113332,-0.0034586129,-0.0673296129,-0.0393028650,0.6032710826,0.1791957579,-0.1042557524,0.0220997693,1.4443705760,0.9900261754,0.1618364114,0.9189770192,0.6319902162,0.0102665505,1.4306810153,0.2775854540,0.0839032548,0.0215140560,-0.0892191342,-0.0730311580,0.4223379152,1.1333078442,1.4357728958,0.4978785231,0.7071057357,0.1453346393,0.1461245387,0.8256779464,0.0819050467,-0.0361420061,0.2585720528,0.2815908568,3.3513499945,0.8170542649,0.4762568737,0.1105344640,-0.0669086929,0.4279878978,0.6306912280,0.6049226272,0.5658434408,2.4272642752,-0.0553885548,-0.0016825477,0.0848102706,0.6155722956,0.3472401411,2.9574292897,1.1052471949,0.2073997641,1.1557139689,0.7173366560,2.6004273182,-0.1142712507,0.7539005348,0.8997360306,1.8359449339,0.8363371597,BRCA
GSM481004,0.4733082638,3.0274459125,1.0930646748,-0.0682730252,-0.0572336419,0.0263763340,0.7538955795,-0.1865766728,0.4959490365,1.0032708717,-0.0400951271,0.3929689074,0.5932523358,1.0500679363,0.0489846332,1.1921263276,0.4136280409,0.0771399932,0.0553660385,2.2194539971,0.4676012300,0.2443446753,0.4274154341,1.2211422276,0.2934368548,0.1895917882,0.3231435837,1.7306030480,0.6040793620,0.7605310136,1.3618418052,0.2174914059,0.8814408686,0.7089324468,-0.0097076942,-0.0462495909,0.4999212028,0.0657351969,2.2044553339,-0.0436277898,0.8311210740,0.4250780939,0.9630198516,-0.2144304077,-0.0085536030,-0.0036656108,-0.0155044806,0.6172203298,0.1934292825,-0.0326631340,0.0015714503,1.2018412555,1.0766678804,0.3960925107,0.6950635329,0.6800325786,-0.0396932616,1.3028280862,0.4924258457,0.0900657546,0.0147397074,-0.0517781934,-0.1814175458,0.5495924441,1.3982536542,1.3901392981,0.4221550408,0.5545792864,0.0639251527,0.2309210410,0.5918967704,0.1194911064,0.0069866478,0.4018767920,0.4157156661,3.3902719915,0.8942887626,0.4758998802,0.2161254814,-0.0622382278,0.6118348967,0.4066202738,0.4966396672,0.7046424368,2.7043259995,-0.0500999228,-0.0060122215,0.1890694758,0.6308917645,0.3063080642,2.9679501614,1.0539213051,0.4658762154,1.0442493542,0.7713027104,2.5539644831,-0.0588113764,0.5294298967,0.6994387101,2.0852232943,0.8170020746,BRCA
GSM481005,0.7983672971,3.2873637975,1.2595446937,-0.0925683750,0.0108283770,0.1587998021,0.8534066271,-0.1859157358,0.4385876315,1.1066493301,-0.0452075420,0.7559128657,0.3788599880,1.0804211942,0.0936311534,1.6299835334,0.3984561536,0.0419046780,0.2799949490,2.3890128664,0.4302809539,0.3521433463,0.6347819451,1.0370027176,0.2603539082,0.3458943082,0.2984071820,1.6458761891,0.5033044362,0.5514022044,0.9572651076,0.2191770812,0.8521304950,0.5900625983,0.1994229225,0.0021436654,0.1212341356,0.1621117626,2.3612720490,-0.0388047886,0.9165573088,0.8258913127,0.8978069759,-0.1696848749,-0.0856849748,0.1565610533,0.0842264039,0.8054027840,0.2936143763,-0.0949890131,0.3289049813,0.9524374414,0.8211322722,0.3167094880,0.7765841372,1.2306991819,-0.0333261071,1.7659622869,0.2887021348,0.0123217801,-0.1249405209,-0.0404298417,-0.1767102939,0.4403047296,1.3712493853,1.2902179673,0.4644701202,0.6868093671,0.0764267961,0.1471273270,0.5596565347,0.1420803729,0.0508338128,0.1130118881,0.3888399490,3.4256180822,0.8180206168,0.3444455902,0.0446880130,-0.1023226882,0.7015120462,0.4885815124,0.4447447957,0.4047300673,2.3308550971,0.0180744121,0.0075601748,0.1629802437,0.7679728692,0.2905315393,2.7884811720,0.6405999848,0.2884040600,1.5244798356,0.8702989420,2.5885585249,-0.0529422042,0.4136187493,0.9291214281,1.7138396081,0.6886006258,BRCA
GSM481006,0.6102282105,3.2162807881,1.2238033216,-0.0610226503,-0.0522829933,0.0596700721,1.2541987586,-0.1669847436,0.5766390173,0.8823370718,-0.1439105411,0.5505344721,0.6523239961,0.6378079136,0.0438960250,1.5784780925,0.3921763096,0.0626578340,-0.0951017123,2.7993582883,0.4174783649,0.4585124611,0.3479478771,1.0087522527,0.2802438269,0.4984882198,0.6224567819,1.6704388113,0.7640161766,0.5057105281,1.0202108809,0.2907139877,0.8876503406,0.8372901850,0.1351932498,0.0168171378,0.2181934865,0.1676137317,2.5397693236,0.0404348410,0.7038628336,0.2627044822,0.6079864987,-0.1832060911,-0.0903253043,-0.1015969371,0.0527469211,1.0976617766,0.2433270854,-0.0674328190,0.2390861619,1.1112498336,0.9354205676,0.1586954411,1.0743387982,0.9264100611,-0.0789564253,1.9199747352,0.4230002210,0.0664586208,-0.0314743914,-0.0173448764,-0.0022474010,0.3909603753,0.9865753614,1.0867871360,0.5067868330,0.4674810317,0.1169393467,0.2460774540,0.4886666650,0.1587185629,0.1736169039,0.4371366945,0.3354175018,3.5294765530,0.9823863784,0.2394068072,0.2859294764,-0.0641699382,0.6212322812,0.2278557571,0.5143065399,0.4619503272,2.3295555881,0.0128678733,-0.0179128214,0.2528915434,1.0187069334,0.1776633329,2.8086695909,0.8584564146,0.2978730382,1.3858446989,0.8328808705,2.7229726611,-0.1196137335,0.5213412684,0.9813082456,2.2371679245,0.9046174878,BRCA
GSM481007,0.3836162349,3.1362124086,1.6133605374,-0.1091924483,-0.0409257532,0.1198731392,0.8056753526,-0.0611303696,0.6382880130,0.5886042261,-0.0965363181,0.2756707471,0.4626764772,0.4435967583,-0.0388119381,0.9207133585,0.2309822093,0.0655492899,0.0258853085,2.4604020782,0.2757121727,0.4389845826,0.2384463277,1.1132442777,0.0997455566,0.2576141527,1.1539923084,1.7786090209,0.6084494673,0.7364221625,0.5586554259,0.3265193482,1.1560421735,0.7127858588,0.0550178691,-0.0743076288,0.3613447715,0.1433539864,1.9990592401,-0.0409890643,1.1005772964,0.1905497794,0.8448888773,-0.1365150868,-0.0521439864,-0.0501677204,0.0330446959,0.8467260383,0.1014056848,-0.0381952070,0.1471414633,1.4279245571,1.0210435065,0.1051575886,0.9259418572,0.7558958770,0.0370700779,1.4966602238,0.1037381588,-0.0151180974,-0.0982368374,-0.0485247119,-0.1479170981,0.2606000659,1.0516917631,0.7857901753,0.4350651474,1.1163454109,0.1837086821,0.2528598661,0.9255183645,0.0631843703,0.0242016180,0.4146404365,0.2957258879,3.0044312328,0.5735294828,0.3132260433,0.0668356439,-0.0255381427,0.0722483156,0.6210500084,0.5193731897,1.0905699930,2.3985712954,-0.0621160632,0.0468923578,0.2699643974,0.7596731636,0.1454368461,2.4307935001,1.0740025540,0.2544627860,0.8527704083,0.7908645495,2.4574012124,-0.0277541616,0.7313789074,1.4128450900,2.4773025594,0.9244518569,BRCA
GSM481008,0.5217626055,2.8834402039,1.3575888276,-0.1022847509,0.0073234723,0.1392973854,0.9556061970,-0.0927685142,0.2863269619,0.7602961962,-0.0445672441,0.9329660580,0.3568348908,0.9559558100,0.1053648011,1.0476466187,0.3457279783,0.0804752711,-0.0347283245,2.1300801171,0.4476290999,0.1066316756,0.4081129372,1.1647435436,0.1532034397,0.2721167824,-0.0374337450,1.6622805248,0.4023386530,0.9535613207,1.0892350491,0.2930997753,1.2938889639,1.0194556943,0.0515839298,-0.0320775752,0.3614642392,0.1743810166,1.7342027903,-0.0201522052,0.1624789312,0.0193564333,0.9191996994,-0.1285786398,-0.0011210174,-0.0417125698,-0.0383304746,0.6941363809,0.1758980179,-0.0852505426,0.0879067641,1.1462765579,0.8990125299,0.2534119720,0.9102283842,0.7458980968,0.0274709704,1.3636300043,0.2674738216,0.1533503204,-0.0061865102,-0.0029593862,-0.1027817861,0.4047704326,1.0726860836,1.6272599519,0.4865003888,0.2473534204,0.1199409844,0.2083033400,1.0612640086,0.1297484952,-0.0542590595,0.5422488834,0.3589827556,3.2712527515,0.9190432677,0.4818007304,0.2171431813,-0.0617779984,0.3807191680,0.5373691567,0.5585720231,0.8044336510,2.4446920753,0.0012555714,-0.0086323968,0.1605632000,0.4238343863,0.2522952942,2.7709575175,1.0001408278,0.3386435662,0.9964291379,0.7930964681,2.4189842773,0.2864549936,0.4864576326,1.2513729022,0.9513051909,0.6951015564,Control
GSM481009,0.5489170128,3.1617967563,1.3927305539,-0.1314133674,-0.0292480118,0.1215698393,0.4983229081,-0.2549137573,-0.0641390445,0.8146943457,-0.1893536572,0.4141671401,0.2691004176,0.6430202209,0.0205618788,1.4302532645,0.2764711754,0.0533827994,-0.0942478679,1.7882246540,0.1436777954,0.1509363933,0.2350725353,0.7827945293,0.1104632507,0.1893804825,-0.2635303903,1.3427748691,0.2919592977,0.2072424322,0.4939206066,-0.0037192791,0.5253295350,0.4139739338,0.2000191124,-0.0548121327,0.1931102983,0.1793832846,2.2850365361,-0.0891779845,0.2395150413,-0.1264328993,0.7767756040,-0.3624040733,0.0794728721,-0.1331262274,-0.0932064185,0.5816204784,0.2437746771,-0.0950082633,0.1336468826,0.6547553167,0.4572595951,0.0973739212,0.6558841348,0.8545450949,0.0046873059,1.8241724720,-0.0853712003,-0.0314247598,-0.3899831788,-0.1031874010,-0.0952345277,0.2795271149,0.7096309500,0.5833375380,0.1471335525,0.2551399111,-0.0310865428,0.0564581756,-0.0767497015,0.0174211498,-0.0470816763,0.5468757408,0.2270372226,3.7532215416,0.6906137889,-0.1166254399,0.1710524842,-0.0889777167,0.4873192506,-0.1626200724,0.2179962545,0.1962660708,2.4154436141,-0.0048567386,-0.0607615665,-0.0320870272,0.7435965043,0.0955880366,2.7177316307,0.5232263056,0.1468754295,1.0664309090,0.7962288941,2.6979478374,-0.0818952853,0.3737636758,0.6834063754,1.9888664977,0.5122263665,Control
GSM481010,0.6249280034,2.8992610497,1.3314499458,-0.0856121376,-0.0299397763,0.2266050119,0.5580687042,-0.1150484082,0.2565518150,1.0041584842,-0.1091626319,0.8322192047,0.3016868198,1.2125423061,0.1562225824,1.5761229206,0.3582406002,0.0361035111,-0.0356908833,2.1086231072,0.3798376370,0.2984728678,0.7196304901,1.0606767932,0.3681621031,0.4577725240,0.3951061078,1.7509254467,0.4013018645,0.5189746011,0.9262991083,0.1394916174,0.9039840400,0.5420321556,0.4681226672,0.0048748811,0.1122889133,0.1744263203,2.1533832948,-0.0505959386,0.6172756503,0.5218429157,1.2621549368,-0.1443649510,-0.0103137346,-0.0070205861,0.0097971245,0.6870637622,0.2892597577,0.0721562371,0.1319778106,1.1194783820,0.7915824455,0.1761760920,0.6685453986,1.0751941698,-0.0846129696,1.8411717293,0.4025551735,0.0782325012,0.0060768109,-0.0862323466,-0.0918960052,0.5158594621,1.1154199801,1.2934316381,0.4636299179,0.3259510165,0.1620686616,0.2691821698,0.7550900512,0.1197620314,0.0822700451,0.4609089670,0.3965836786,3.4649480580,0.7632651862,0.5195059558,0.3209661450,-0.0845651438,0.8786078580,0.4924584213,0.4516097499,0.5605236076,2.2814118394,0.0688335455,-0.0237400801,0.2509317977,0.8288929381,0.2539266995,2.9788210231,0.7072847548,0.3461703660,1.4629609655,0.8582563715,2.5320026251,0.0214444121,0.3622522485,0.7244732748,1.8940424562,0.6229085607,Control
GSM481011,0.3773361022,3.6372286978,1.4352504081,-0.0661589997,0.0080882865,0.0965183850,1.1929691749,-0.1498224161,0.3705056948,0.6087986411,-0.0870217879,0.2562781054,0.5806935298,0.6351075991,0.0381124616,1.1232241080,0.1895736574,0.0854779879,-0.0181835081,2.7272794777,0.4895673924,0.1811286233,0.3613063704,0.9986064284,0.1710649889,0.1985828435,0.1114175908,1.9492786230,0.4960183216,0.9022890391,0.8232649406,0.3450707688,1.1300241724,0.5721479334,0.0141741859,-0.1155827556,0.0571182206,0.1905613793,2.2447497329,-0.0865562696,0.5932266812,0.7672940524,0.7011700384,-0.2897583519,-0.0283388901,-0.0114869524,0.0475651614,0.9310768999,0.2223992294,-0.1192103243,0.0018939260,1.3710955015,0.8280705125,0.1995841336,0.8796043668,0.7629880970,0.0440684883,1.3068219577,0.3510860135,0.0081781969,-0.0719123300,-0.0933449689,-0.1172843893,0.3978262835,1.5733309313,1.2464563616,0.6478326957,0.6543249066,0.2404869166,0.1078412236,0.8490704160,0.1251327870,-0.0124182582,0.5185265392,0.2711141126,2.8821109831,0.5692630718,0.3523322308,0.0518733455,0.0323732175,0.1814926320,0.6076260573,0.6355269162,0.7087018626,2.8155515152,-0.0475626586,0.0394449375,0.2114646371,0.5340521790,0.2728890434,2.4501155933,1.1620779186,0.1899039943,1.0243768138,0.8445791476,2.9243183808,0.0216441399,0.5318953696,1.2261386028,1.9250442030,0.8988482499,Control
