@relation data

@attribute id string
@attribute 2820 numeric
@attribute 291 numeric
@attribute 4694 numeric
@attribute 54205 numeric
@attribute 6390 numeric
@attribute 6391 numeric
@attribute 7384 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.1682875563,1.7476191388,3.0387252171,-0.0182527169,0.4090528326,0.8865274853,0.1019727320,BRCA
GSM481003,0.1564876824,1.8013738262,3.0341599252,0.1319214864,0.3497496598,0.6315070663,0.4503844612,BRCA
GSM481004,0.1976161813,1.3598845531,2.7731111049,0.0181169579,0.3748848780,0.9444994971,0.4909965594,BRCA
GSM481005,0.2883107901,2.2939823732,2.9812125630,0.1081913242,0.3619722401,0.9545850273,0.1786840178,BRCA
GSM481006,0.1847504240,1.5355339036,2.6177624463,0.0367047245,0.3769601093,0.9825892283,0.3945244716,BRCA
GSM481007,0.2577841392,1.5360613332,2.9720964299,0.0379549713,0.3999590482,0.2822355972,0.6803908083,BRCA
GSM481008,0.4888756132,0.6239756214,2.5617784924,0.0158213981,0.1963933800,0.7302600849,0.8696000842,Control
GSM481009,0.1013697115,0.8307123714,2.6461285090,-0.0419632214,0.1087059972,0.7075142994,-0.0334941153,Control
GSM481010,0.5008051838,2.0933323107,3.0227346950,0.2049654462,0.2768504703,0.8241521644,0.1388330570,Control
GSM481011,0.1447271039,2.1879631877,3.4056040446,0.0471237373,0.3405190137,0.7569047911,0.5270740208,Control
GSM481012,0.2785296058,1.1541180089,2.6907023322,0.0492449966,0.3443296714,0.7275329718,0.4423659113,Control
GSM481013,0.2983240163,0.6842949482,2.6789205076,-0.1072592823,0.3119827736,0.4078605474,1.1828109093,Control
GSM481014,0.4704344125,1.3271162633,2.6604273982,0.0563827634,0.2084894301,0.3111927252,0.4204865524,BRCA
GSM481015,0.1617332803,0.5265492334,2.2556634610,-0.0176785506,0.2135163973,0.6308078533,0.9378977153,BRCA
GSM481016,0.4570155007,1.3458801376,2.8199237718,0.1355483448,0.3350229729,0.8229459921,0.2175480022,BRCA
GSM481017,0.6480703844,1.6743353323,2.6218705179,0.1325557952,0.3633026497,0.8971732672,0.1763542917,BRCA
GSM481018,0.1678234435,1.0422375211,2.5682327086,-0.0202591576,0.2688030089,0.7658698180,0.3152708139,BRCA
GSM481019,0.3805600323,1.8656604191,2.6276858117,0.1728425496,0.3592574161,0.7878642157,0.4198269214,BRCA
