@relation data

@attribute id string
@attribute 10157 numeric
@attribute 10166 numeric
@attribute 10197 numeric
@attribute 10213 numeric
@attribute 10841 numeric
@attribute 10991 numeric
@attribute 11112 numeric
@attribute 11136 numeric
@attribute 11254 numeric
@attribute 113451 numeric
@attribute 1152 numeric
@attribute 1158 numeric
@attribute 1160 numeric
@attribute 117247 numeric
@attribute 124935 numeric
@attribute 125061 numeric
@attribute 130013 numeric
@attribute 131669 numeric
@attribute 1373 numeric
@attribute 144193 numeric
@attribute 162417 numeric
@attribute 1629 numeric
@attribute 1728 numeric
@attribute 1738 numeric
@attribute 206358 numeric
@attribute 2184 numeric
@attribute 223 numeric
@attribute 23428 numeric
@attribute 23498 numeric
@attribute 23657 numeric
@attribute 2593 numeric
@attribute 262 numeric
@attribute 26275 numeric
@attribute 2628 numeric
@attribute 2639 numeric
@attribute 27034 numeric
@attribute 27165 numeric
@attribute 2744 numeric
@attribute 2746 numeric
@attribute 2752 numeric
@attribute 2805 numeric
@attribute 2806 numeric
@attribute 2875 numeric
@attribute 2954 numeric
@attribute 3028 numeric
@attribute 3034 numeric
@attribute 3081 numeric
@attribute 3242 numeric
@attribute 348932 numeric
@attribute 36 numeric
@attribute 3620 numeric
@attribute 3712 numeric
@attribute 38 numeric
@attribute 383 numeric
@attribute 384 numeric
@attribute 4329 numeric
@attribute 435 numeric
@attribute 440 numeric
@attribute 445 numeric
@attribute 4942 numeric
@attribute 4946 numeric
@attribute 4947 numeric
@attribute 4953 numeric
@attribute 4967 numeric
@attribute 5009 numeric
@attribute 5053 numeric
@attribute 5092 numeric
@attribute 51166 numeric
@attribute 51582 numeric
@attribute 51686 numeric
@attribute 54407 numeric
@attribute 54498 numeric
@attribute 54716 numeric
@attribute 549 numeric
@attribute 55089 numeric
@attribute 55117 numeric
@attribute 5625 numeric
@attribute 56301 numeric
@attribute 5682 numeric
@attribute 5683 numeric
@attribute 5684 numeric
@attribute 5685 numeric
@attribute 5686 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 5690 numeric
@attribute 5691 numeric
@attribute 5692 numeric
@attribute 56922 numeric
@attribute 5693 numeric
@attribute 5694 numeric
@attribute 5695 numeric
@attribute 5696 numeric
@attribute 5698 numeric
@attribute 5699 numeric
@attribute 5701 numeric
@attribute 5702 numeric
@attribute 5704 numeric
@attribute 5705 numeric
@attribute 5707 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5710 numeric
@attribute 5711 numeric
@attribute 5713 numeric
@attribute 5714 numeric
@attribute 5715 numeric
@attribute 5716 numeric
@attribute 5717 numeric
@attribute 5719 numeric
@attribute 5720 numeric
@attribute 5831 numeric
@attribute 5832 numeric
@attribute 586 numeric
@attribute 5860 numeric
@attribute 587 numeric
@attribute 593 numeric
@attribute 594 numeric
@attribute 6303 numeric
@attribute 64087 numeric
@attribute 6470 numeric
@attribute 6509 numeric
@attribute 6510 numeric
@attribute 6519 numeric
@attribute 6520 numeric
@attribute 6533 numeric
@attribute 6539 numeric
@attribute 6541 numeric
@attribute 6542 numeric
@attribute 6723 numeric
@attribute 6898 numeric
@attribute 6999 numeric
@attribute 79814 numeric
@attribute 8140 numeric
@attribute 81539 numeric
@attribute 83884 numeric
@attribute 8424 numeric
@attribute 84706 numeric
@attribute 84889 numeric
@attribute 8501 numeric
@attribute 8564 numeric
@attribute 8659 numeric
@attribute 8942 numeric
@attribute 89874 numeric
@attribute 9056 numeric
@attribute 9057 numeric
@attribute 92745 numeric
@attribute 9491 numeric
@attribute 9861 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.3593058226,0.2188097767,1.6738451626,2.0527479051,-0.0135745449,-0.2513510150,0.3665705863,-0.0851923521,-0.0391907532,-0.0368553828,1.5609095097,-0.1173781645,-0.0419166638,-0.1022339759,0.0274682948,-0.0875356070,-0.0788737649,-0.0246790480,0.7253311826,0.0203421604,0.1242562301,0.1402001421,1.0064785160,0.7331141828,0.5285675225,0.4370163949,2.8428906733,-0.0514682266,-0.0450928288,0.3259155345,0.1446568647,1.0308020072,0.4555840115,-0.0541948833,0.0600116474,0.0292345512,-0.1491408966,0.7873428764,0.9343265058,0.7758860115,0.5626744674,2.8148930073,0.3093410748,0.9395131395,1.7214164734,-0.1274121784,0.1888885266,-0.2214313621,-0.0371093363,0.2541239303,-0.1194634509,0.2309592792,0.2329695442,-0.1553723481,0.6959970114,0.4091464988,0.3433009760,1.5248482242,0.1383339367,2.9973570605,3.7836671802,2.0156988883,2.0152948238,0.1014964005,0.0155781422,-0.1020297610,0.4240552952,-0.1664306341,0.8227605647,0.3795870031,3.6058319348,0.1204861085,-0.1140614874,0.0063739065,0.0062959197,-0.1207188330,-0.3434030688,0.0453918304,1.8159400190,0.9416194924,0.2567013761,2.1901534266,0.1864337945,2.5581915303,1.7343971795,0.8690999905,1.7441548903,4.3147891045,0.2199833110,2.6218083204,1.6679702071,1.5007596282,0.5930373193,0.0948233559,0.6908062434,0.4767773701,0.4137865176,1.6636433237,1.7810388281,1.8831490138,2.6197904943,0.5662944559,0.9842089611,1.0583215319,0.2940934600,2.6118838787,1.8763102591,0.6435214766,0.6202070082,1.5839039186,1.5325153833,1.0608159518,1.9333254196,1.5518382857,0.8847621877,0.3243159830,0.4066695044,0.1257969168,1.8644223095,-0.0635138887,-0.0549394795,1.4631357251,0.7116258862,0.1573023022,1.0642599091,0.1016195889,-0.1898948362,1.0983103948,-0.0301824587,2.3014333182,-0.1039383443,-0.1374666839,0.0546830993,3.0958941083,1.7467228668,-0.1553300303,-0.1344212421,0.7385668548,-0.1778642829,0.0152429027,-0.1379505408,0.4413454602,-0.0427182742,-0.0853359275,1.0533968015,1.2127824357,-0.0863236984,1.4491622901,0.8020191408,BRCA
GSM481003,0.0166729242,0.1346041573,1.6992633063,1.6335437745,-0.0205676100,-0.2490484351,0.3163041631,-0.0551044716,-0.1369555222,-0.0257353696,0.7768396937,-0.1577072619,-0.0614877136,-0.0847357664,0.0266297243,0.1020449013,-0.1034035120,-0.0144994715,0.8113123225,0.0297828688,0.1337367994,0.0288550634,1.5513008101,0.5751571217,0.3388727000,0.5056440006,2.2803979187,0.2404067679,-0.0136532009,0.1920633167,0.2084967855,0.9883096950,0.3743035349,0.3726892521,0.3219359535,0.2091653389,-0.0812697706,0.5923549412,0.8031526952,1.1830154442,0.4312056128,3.0352369150,0.2557318423,1.1483629123,2.0575677156,-0.0839819450,0.0746402840,-0.0644792560,-0.0170126595,0.3007687827,-0.0731324871,0.2924871998,0.1626574735,-0.1428836455,0.4579708803,0.2724938556,0.9186897890,0.8101638740,0.2521762765,2.6186322363,3.5389390522,2.1583017077,2.2141531259,0.0486644649,0.0245784435,-0.0338578507,0.7050406370,-0.1243021974,0.8049529093,0.2745529562,2.5339683616,0.1832344634,-0.0794068499,0.0155655216,0.1527921158,-0.0735235904,-0.2836357967,0.0145377032,1.4727092077,0.6611500725,0.1544844994,1.9052286347,0.1662331131,2.4744767026,1.5903061752,1.0760128464,1.7814379137,4.4430053392,0.0354707409,2.7771415710,1.8147506847,1.3958061802,0.9280487112,0.6292650508,1.2284612431,0.3904295950,0.5076932630,1.9988487297,1.7448618338,1.7551688621,3.2713532845,0.8363947943,0.9699453029,0.9747160873,0.2034174171,2.5043580137,1.8717820830,0.5673383294,0.7436864516,1.5754164327,2.2685171897,0.8052943653,1.9307797078,1.0858664274,0.9844015678,0.3768328197,0.6076675834,-0.0375482934,2.2035544158,0.0086966580,0.0906610653,0.9528767243,0.4969720908,-0.0029962156,1.1784538850,0.3382635053,-0.0933276417,1.0021141232,0.2332416568,2.6961813768,-0.0294739802,-0.0775449226,0.2396509994,2.9693937060,1.0347373160,-0.1577735917,-0.1384841641,0.8368521869,-0.1270443181,0.0110471388,-0.0754304167,0.5823510825,-0.0237227342,0.0668929191,3.3803748786,0.9232766772,-0.1703153164,1.4677737740,0.6159312086,BRCA
GSM481004,0.2473668271,0.3300667081,1.7723498195,1.7072597741,-0.0283214656,-0.1710969960,0.4012462930,0.0352096954,-0.0439458742,0.0016574464,0.7065823577,-0.1900362656,-0.0632997311,-0.1383013852,0.0635775022,-0.0064295896,-0.0867328843,0.0040794349,0.7482369069,0.0358676982,0.1174249186,0.1252343449,1.6475895007,0.3812206186,0.5435693705,0.6290295343,2.6771345403,0.0579067908,-0.0565298477,0.1883889754,0.2710731254,1.0322207375,0.3672544756,-0.0892229583,0.3702530919,0.0725461041,-0.1259364901,0.4479295157,0.9885087944,0.9013436298,0.4539665281,3.1931924820,0.3454518223,0.7132488500,1.8947266870,-0.0917199099,0.0214053321,0.0277454964,-0.0137898308,0.2757260743,-0.1451691340,0.2024971794,0.1535801164,-0.1380196756,0.6230901932,0.7369822654,0.8219973768,1.0680827122,0.2992728645,2.7370815077,3.2138879697,1.9413382909,2.3447798416,0.0970933052,0.0059531730,-0.0872683025,0.5038633634,-0.1702644243,0.8099543802,0.2053715665,2.8747231180,0.4084611599,-0.1378771465,0.0381590054,0.0064741394,-0.0760834821,-0.1986497070,0.1169879233,1.7533806518,0.6227301211,0.1162916337,1.9332705668,0.1968941802,2.2731753289,1.7125247685,1.0002518175,1.2316615980,4.0048973084,0.2676799596,2.7003967762,1.6353940633,1.4842581792,0.8090367038,0.5321352119,0.7772948294,0.4884542154,0.3452819240,1.9966628156,1.8487552554,2.0524100977,3.0304102500,0.6907679671,0.9536992859,1.0102897927,0.2844656181,2.7660346827,1.8081668651,0.5110874796,0.8219513373,1.5240470535,2.1128847401,1.0045027037,1.7121929964,1.3487540903,1.1316424770,0.4281067526,0.4571200969,0.1808249367,2.0079387008,0.0107425786,0.2203594763,1.1249981973,0.5845215404,-0.0151410789,0.8052782305,0.1697495777,-0.1865391859,0.9043216150,0.1113599429,2.5530556176,-0.0780701595,-0.0476506077,0.0955184407,2.5651396421,1.2379832005,-0.1350966743,-0.1501162068,0.8283244346,-0.1582307988,0.0882112505,-0.1211336680,0.6302277428,-0.0283187375,0.0217549723,1.2604891637,1.0612207330,-0.0603875859,1.6060704223,0.6562707479,BRCA
GSM481005,0.4864396438,0.1896590280,1.5599300078,2.1695532204,0.0278783117,-0.1299099901,0.6060001268,-0.0664451508,-0.0706077616,-0.0134427933,1.8267885050,-0.1769176163,-0.1008462610,-0.1028657085,0.0780882221,-0.0039727364,-0.0380074151,0.0363967683,0.7836383092,0.0032384008,0.2437520121,0.1341403313,1.1961676357,1.0392266140,0.4900437603,0.3948744223,2.1997977231,0.0257004828,0.0382609844,0.2692487397,0.1903231717,1.2365147635,0.4990750484,-0.0763997598,0.2195510766,0.1392718500,-0.0663708361,1.1368004649,0.9014064121,0.9893222266,0.4137655492,2.6438763537,0.3435682784,0.6578700376,1.5116766426,-0.1225247616,0.2199284622,-0.2451757248,-0.1146487464,0.4477769427,-0.1424242677,0.0917041038,0.1946560883,-0.1061167095,0.4855109365,0.2903799976,0.6979902797,1.0649208432,0.0785053115,2.9153476853,3.5955084827,2.1174982124,1.9556439967,0.0370098016,0.0114019777,-0.1384508652,0.5045946305,-0.0175042200,0.9795027370,0.5201776904,3.5654923733,0.1390827418,-0.1560966211,0.0127290260,0.0391154509,-0.1106354174,-0.2531348317,0.0403998370,1.6560580592,0.8148354041,0.2645038757,2.3797452187,0.1949750777,2.4213250726,1.5723965866,0.9060801048,1.5403858423,4.0223623277,0.3205682097,2.7144659907,1.7148717244,1.3731225228,0.2613419561,0.0201135667,0.7916917169,0.7134718597,0.3918113433,1.7394168112,1.8183650896,2.0410535686,2.8971875510,0.6475819739,0.8211572299,1.1057120721,0.2546665659,2.6286514997,1.9930572434,0.8154593582,0.7433540598,1.4280080000,1.5133188500,0.8682445104,2.1343773779,1.3693378256,0.9628738323,0.3150513004,0.3404271003,0.1183939451,1.6971936250,0.0102929880,0.1136467813,1.2838330523,0.5949992733,0.2932693281,0.8054992631,0.3099587599,-0.1932015564,1.0320349841,0.0534670088,2.1638051537,-0.0928968261,-0.1389564271,0.1782893345,2.7982509932,1.4542278580,-0.1395078141,-0.0905960013,0.7515515014,-0.1514923643,-0.0269900337,-0.0995755845,0.3798249326,-0.0204322875,-0.0358499146,1.0002822811,1.2208243472,-0.0948124649,1.2971920554,0.7147000026,BRCA
GSM481006,0.3347874926,-0.0535814530,1.6064058580,1.7807956489,-0.0071905037,-0.2940578683,0.5228438614,-0.1400582687,-0.1016957751,-0.0140417806,1.0197275880,-0.1241483200,-0.0988921838,-0.1116182146,0.0117562195,-0.0459014006,-0.1168703052,-0.0534294172,0.6954410549,-0.0471914771,0.1231142256,0.1055923362,1.3880891624,1.0503523116,0.4563997772,0.5633333359,2.4002272552,0.1542058216,0.0191658891,0.3078348115,0.2181288825,1.0566481165,0.3647515735,0.0238248294,0.4139217434,0.1465110893,-0.1276402877,0.7782562003,0.8825559642,1.1381520148,0.5263185232,2.5650868017,0.3678449655,1.0643834956,1.6699737576,-0.1526973770,-0.0322659229,-0.1810597430,-0.0314978091,0.3376315649,-0.1356702192,0.0972323973,0.2236505037,-0.1140458325,0.7017044175,0.4210884852,0.4738362737,1.2132595778,0.1953088646,2.8019076535,3.7301799588,2.1768802802,2.0880676434,0.0995135659,-0.0144934423,-0.1188404846,0.6916018081,-0.0117081350,1.0244794287,0.3123418622,3.3525722943,0.1005644704,-0.1281415029,0.0148957810,0.0745497536,-0.0760499389,-0.2319325668,0.0979890619,1.5811888011,0.7550677622,0.3146370875,2.0638683371,0.1289928798,2.8683363571,1.4597036634,1.1735575124,2.2614440123,4.2693567277,0.2373449002,2.7208554446,1.8926719692,1.5596651835,1.3788318260,0.7674210518,1.0863824449,0.5902456128,0.6061208750,1.6818278597,1.6304256096,1.5194914200,2.3012226620,0.9323784001,1.1557352251,1.1636027598,0.2421859070,2.7934896150,1.8038906007,0.7206309512,0.9081259256,1.7768181165,2.0707664888,0.6960157711,2.0241374514,1.3416046841,0.8032972009,0.3509738149,0.3360031880,0.4421378730,1.9016596580,0.0308498694,0.1196071827,1.1917128495,0.7220667821,0.2287758366,1.0298021009,0.2220036607,-0.2068345401,1.2123747995,0.1739594307,1.8046853278,-0.0911331807,-0.0786912089,0.2275837579,2.8645694223,1.5960727593,-0.1980830609,-0.1294410884,0.6250777145,0.5620534734,-0.0239824905,-0.1032589258,0.4226370906,-0.0611045131,-0.0506943994,2.2209555952,0.7862128724,-0.1906893402,1.7072771922,0.7875789786,BRCA
GSM481007,0.4693443904,0.0717253130,1.2485547140,1.2220723854,0.0155271095,-0.1936295373,0.5030199604,0.0348443796,-0.0428596152,0.0055959564,1.2934333480,-0.1205756270,-0.0523001434,-0.0703692762,0.0422752873,-0.0211491664,-0.1137045183,0.0220997629,0.4755199648,0.0360617062,0.2136822119,0.1049114662,0.9827144047,0.6724452480,0.4214219282,0.3755279411,2.1771405738,0.3943790466,0.0399772018,0.1472276414,0.2907092239,1.1676134963,0.4638607164,0.0919031502,0.3975271427,0.1791460863,-0.0694483660,0.7552698462,0.6636485375,1.2896547464,0.4112270022,2.5857946080,0.3199616642,0.9248790181,1.8352804182,-0.0675444601,0.0593639538,-0.2469661724,0.0401599599,0.1710596043,-0.1748537178,0.0841207997,0.1464285038,-0.1232596970,0.3472900528,0.3295184034,0.5215563887,0.5870049650,0.4607052896,2.4476766662,3.9197839366,2.0840554899,1.8229401744,0.0487666074,0.0204819765,-0.1063208740,0.5264855221,-0.1357851355,0.7225245867,0.3314854279,2.8689898437,0.2120154923,-0.0682594401,0.0210910877,0.1308195483,-0.0695618336,-0.2757624898,0.0408513704,1.2673711873,0.6811011502,0.1401527014,1.7182117303,0.0966674671,2.4933420419,1.1511982013,1.0347847308,2.1193977993,4.3532934029,0.2187035642,2.6538662463,1.8896059791,1.1411154405,1.7699125409,0.6771491348,1.3358904720,0.2597851135,0.2662795463,1.6526423823,1.2983347251,1.0893662098,2.3030294380,0.9829413295,1.0539548550,1.0986000624,0.1549096278,2.5330266953,1.4022798241,0.3935637878,0.7725091391,1.4361651904,1.8083590269,0.7813668632,1.3614663081,0.7885326850,1.1184189687,0.4474348524,0.6185027213,0.2453628706,2.1883990265,0.0662411828,0.3235670401,0.7797781198,0.6693948651,0.0184799502,1.0760960541,0.4069145285,-0.1228644879,0.9666912159,0.0314051894,1.9940638872,-0.0485382267,0.0578404247,0.4310010761,2.5395373437,1.7362112936,-0.1119539424,-0.0360699358,0.6388650406,-0.1351585130,0.1524923344,-0.0458449450,0.7199510852,-0.0245457442,0.0751730856,2.8273824750,0.5873558987,-0.1303087278,1.5105487858,0.5977900766,BRCA
GSM481008,0.3190039536,0.1525937264,1.4346678649,2.3513552099,0.0107650386,-0.2063531934,0.3602862543,-0.0212403164,-0.0494108672,0.1156012006,0.5920178703,-0.2839360366,-0.1883096299,0.1044837577,0.0196124715,0.1078353261,-0.1156225347,0.0161559234,1.1952132174,-0.0634172692,0.3492863263,0.1232644170,1.3066232035,0.8293015040,0.1144533748,0.6183794552,2.0121529632,-0.0007234304,0.0337556288,-0.0004364968,0.3780241479,1.4035339355,0.3353939578,-0.0989498111,0.5214457038,0.1614788466,-0.0211442764,0.1820090788,0.9082495481,0.9603943291,0.4905906091,3.0588130157,0.3521728689,0.8017106932,2.0354626574,-0.0942962325,0.0076649558,-0.2113904879,-0.0253049328,0.2782559111,-0.1601104934,0.1980761736,0.2066257624,-0.1188538382,0.3549947879,0.2934444842,1.0712894425,0.4405456202,0.0297755880,2.4239130717,3.4467001358,1.8123468889,2.1030443051,0.0648288636,-0.0057042280,-0.0994437283,0.5024531251,-0.0691217686,0.7206246862,0.1103340648,2.5674116520,0.6739238051,-0.1059481565,0.1152569649,-0.0734864451,0.0153706186,-0.2723540887,0.0556168473,1.5120520081,0.6396369888,0.4030745154,2.1771657469,0.1174926700,2.2891377956,1.2748848116,1.1509291225,1.9077722233,4.0321799437,0.0160540962,2.5476031156,1.7645532820,1.2468131570,1.1392428355,1.3091744333,0.9500272161,0.4961231979,0.1959771194,2.0505630373,2.1155795454,2.1342651668,2.8148888748,0.8754903713,0.8768678155,0.8500592999,0.2724911920,2.3066327573,1.7540325374,0.3922997092,0.8150627947,0.9213188795,1.8682854640,0.9687442977,1.4382471655,1.1181104005,0.9462291756,0.3694387264,1.3155461589,-0.0403323349,1.5594311571,0.0010402326,0.3425510402,0.6224052459,0.3630713050,-0.0716406371,0.7771752850,0.3660615924,-0.2136515826,0.8549770189,0.5652153820,2.9296332730,-0.0572749781,-0.0935194882,0.1027033607,2.1163033113,0.7785671477,-0.1661031010,-0.0597391334,0.8694808058,0.0373929250,0.1116742381,-0.1116013341,0.5408280484,0.1920012623,0.0494880685,0.2168788342,1.0073654442,-0.1700188871,1.2631243495,0.7574420411,Control
GSM481009,0.2398070552,0.0251275994,1.2361891112,1.6511094271,0.0016431333,-0.5304901632,0.4535382393,-0.0643638791,-0.1119067686,-0.1102853556,0.9187553227,-0.2079969724,-0.0987785859,-0.1474369138,-0.1679242924,-0.0888492674,-0.0783822366,-0.0754943872,0.7387391291,-0.0021495913,0.2539875442,0.0826322842,1.6755580357,0.6332577009,0.2836709722,0.0539997905,2.8812776672,-0.0436125312,-0.2621827572,0.5311269546,-0.1107683359,1.2024745705,0.3683544390,-0.1688393667,-0.0184499093,-0.0618206571,-0.1029867966,0.8007515841,0.8733364368,1.0882031382,0.4440469943,2.0944252810,0.0686553296,0.6324392874,1.4202658070,-0.1204553619,0.0001841012,-0.4016623809,-0.1882186270,0.1615926746,-0.2062300241,-0.0747894917,0.1189971501,-0.1618761170,0.3895090724,0.1405084578,0.1175554518,1.5599366610,0.1382812624,2.9836393198,3.7650500008,1.6761015153,2.1792926341,-0.0086393547,-0.0143158758,-0.1768551683,0.2547145151,-0.1681183784,0.6610546419,0.0650181087,4.3183623736,0.0984806884,-0.2187034739,0.0138473111,0.0801497781,-0.1133339490,-0.4681593385,-0.0495799313,1.6196986654,0.5493963470,0.1943304261,2.0588545202,0.1189352619,2.2783477865,1.4393705626,0.8075163673,1.2277624807,4.8199692727,0.0179853728,2.4997578934,1.3486013363,1.3640365572,0.3928519024,0.5264987499,0.2862428301,0.4300426333,0.1116802940,1.3921404270,1.4322553725,1.6956942152,2.1188873550,0.2689969856,0.7828766788,1.2574071402,0.0802398406,2.3834086260,1.5735545121,0.4603130589,0.3745919642,1.0751262042,1.3525239891,0.4405267669,1.9370536786,1.3625419313,0.6138148740,0.2491711244,-0.2667995884,-0.0534022414,1.9071457947,-0.0212201251,-0.0412193096,1.0848854843,0.0963637462,0.0167885122,0.6857075765,0.0777826897,-0.2152282806,1.0652584763,0.1330134161,1.6555876236,-0.0798087349,-0.1368684440,0.0914245764,3.5971682007,1.6214433508,-0.1352585402,-0.1454765669,0.4114455015,-0.2061781287,-0.0293535427,-0.1871863331,0.2242907452,-0.0409520906,0.0249520105,0.7449432140,0.7954004976,-0.0295767914,1.1285554702,0.4690800012,Control
GSM481010,0.2650153176,0.1347802570,1.6432634554,2.5049641729,-0.0128499878,-0.1427419860,0.4867626410,-0.0658617180,-0.1023215371,0.0115041567,0.7936780157,-0.0935666620,0.0436996277,-0.0668376056,0.0112067629,-0.0109132555,-0.0982186904,-0.0814545820,1.3658376921,-0.0029357529,0.1302446156,0.1981694703,1.8967426960,1.3218326784,0.2702621902,0.4216642409,2.5246802834,0.0074624186,-0.0158017368,0.8074283614,0.2455661574,1.3292806745,0.3227600463,0.2367357397,0.3125310836,0.1476738111,-0.0683442668,0.8437611231,0.9295866971,1.0448370703,0.6426227603,3.0485917730,0.2724678783,0.8935827463,1.7286987040,-0.0888744482,0.2453877389,0.0309763646,-0.0176842679,0.4646652724,-0.0980795088,0.1666777609,0.2771623034,-0.0920153197,0.7854542649,0.2423121529,0.8268041758,1.2750119340,0.2249576985,2.8493520120,3.2441062133,2.0166942377,2.2195994406,0.0751152021,-0.0022160698,-0.1467608174,0.6853068425,-0.1036067594,1.2107792620,0.1578215118,3.3643968930,0.1592935453,-0.1180396151,-0.0342238929,0.3795346036,-0.0843633267,-0.1862577373,0.0307434421,1.7940255640,1.4100942657,0.3074949513,2.4509170850,0.2203730272,2.4222768023,1.7405861315,1.0346734672,1.5880995990,3.9894852161,0.2865861609,2.5013724120,1.4051172536,1.3405036329,0.7204279117,0.5893098712,0.9541471229,0.7338087111,0.4299290776,1.8385142950,1.9493536874,2.5257176020,2.7604640922,0.7812320319,0.8712215970,1.1533191363,0.3142677744,2.3319111667,1.7301260083,0.8495002364,0.8431336136,1.4571809603,2.0996140904,0.7996944644,1.8113864090,1.8489840842,0.9539432862,0.3875980495,0.7308480125,0.1536607353,2.4888277007,0.0178856315,0.1875466003,1.1796001625,0.4554799689,0.3294801914,1.0205671414,0.2026415417,-0.1580358376,0.9906432647,0.1028323452,2.0267984338,-0.0933794826,-0.1554051813,0.1735349314,2.7537122732,1.6981487054,-0.0951184574,-0.1531952964,0.9513544361,-0.1354799901,-0.0537760363,-0.0987574990,0.4009683342,-0.0846194442,-0.0146538147,2.3180541471,0.9637234745,-0.1323017489,1.4638007580,0.8488398601,Control
GSM481011,0.2455049252,0.3220630968,1.8372667487,1.7207750380,-0.0342425855,-0.2387535038,0.3591658814,0.0216814171,-0.0054285352,-0.0244766686,2.6192782720,-0.1078875670,0.0107286968,-0.1147235118,0.1040994005,-0.1346130370,-0.1241599211,-0.0398959294,0.3968060556,0.0265673853,0.0476657124,0.0584643165,1.7237709407,0.5283419308,0.5232400709,0.5497903836,2.1697107354,0.0076343456,0.0117340672,0.2880847052,0.4687427361,0.8788077698,0.3242464376,-0.0112125944,0.4291231129,0.0493897663,0.1779870909,0.8232015970,0.5196554506,1.0994616720,0.5536915518,2.8247204623,0.1529114217,1.2148902156,2.0809479156,-0.1125242116,0.1172020797,-0.0663515140,0.0231933705,0.1943939519,-0.1458852894,0.3123794873,0.1217276184,-0.1708356790,0.5033565159,0.2581290588,1.1613449750,1.1009162033,0.2710505042,2.6919706485,3.6222716174,2.1699552106,2.1609702411,0.0559968131,0.0412901870,-0.1023651143,0.8336379735,-0.0368525576,0.3883367443,0.4550238423,3.3131939630,0.2090528070,-0.1016532183,0.0128101672,-0.0012647021,-0.1004063062,-0.3220245513,0.0386896549,1.5874533258,0.4626399876,0.2152468930,1.6971317762,0.1758092423,2.7429658249,1.4594285641,1.2195015140,1.6331438623,4.3698803425,0.1845502882,2.8978922666,1.8646869792,1.3077086934,0.6229523020,0.6152269136,1.0459256395,0.3455736895,0.4344210476,1.8850405579,1.4347315953,1.3635210281,2.5665733218,0.9184809019,1.1181267537,0.8827924452,0.1958014469,3.0421144960,2.1916008665,0.3949827650,0.8199424006,1.5289352204,1.5297581687,1.4597623944,1.8405317401,0.9175437401,1.0967309504,0.5008410467,0.4409261770,-0.0242163250,1.7003221226,0.0398030953,0.1659175533,1.4021780086,1.1205443897,-0.0045204812,1.3057676964,0.1280203500,-0.1854750667,1.1185304743,0.0909884693,3.0003034008,-0.0392444069,-0.0054990543,0.2681081745,2.9758513370,1.1798393836,-0.1144619587,-0.1522274588,1.0535580814,-0.0959955952,0.1746339873,-0.1323418839,0.7951192624,-0.0131771741,-0.0549490640,1.1891984760,1.0418782898,-0.0329076232,1.6247811692,0.6278304482,Control
