@relation data

@attribute id string
@attribute 1445 numeric
@attribute 29126 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3932 numeric
@attribute 5133 numeric
@attribute 5777 numeric
@attribute 5781 numeric
@attribute 6955 numeric
@attribute 6957 numeric
@attribute 80380 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 920 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,2.4266945176,0.0946728341,0.2617410254,0.1389303861,-0.0531827862,-0.1349871809,0.2063854276,0.2531676890,0.0626172163,-0.1128758780,-0.1084095063,-0.1696438819,-0.0762471060,-0.2923995453,0.0470554000,0.2761137816,-0.1522403283,-0.1100632684,0.0937277087,-0.0656518902,-0.2278303034,-0.0177773779,0.0158559754,-0.1001903431,BRCA
GSM481003,2.9481822583,0.0146969782,0.2029333366,0.1683829038,0.0041664632,-0.0688427752,0.0259170895,0.6661955884,-0.0168290509,0.1680997744,-0.1357929089,0.0581979249,-0.0751021558,-0.1913975930,0.4993370962,0.0626567465,-0.1029037122,-0.1581543141,0.0732744997,-0.0770565563,-0.1819517889,-0.0574515264,-0.1029128321,-0.0606260283,BRCA
GSM481004,2.7074588272,0.0035422160,0.2018681579,0.0636798603,-0.0000845569,-0.1151951628,0.2566797595,0.2243358721,-0.0365873504,0.0933492766,-0.1005801593,-0.1419382361,-0.0586939262,-0.1974418070,0.0360935164,0.0687684595,-0.1013266374,-0.1351322933,-0.0084137170,-0.0345862663,-0.0889438873,-0.1026754117,-0.1231937660,-0.0573946973,BRCA
GSM481005,2.5740633573,0.0200021964,0.6031133681,0.2108817556,-0.0114979355,-0.0705358872,-0.0677172207,0.8184409532,-0.0462793793,-0.1067173420,-0.1371304145,-0.1191317194,-0.0613186934,-0.1681952008,0.0269206680,0.2919591999,-0.1664229727,-0.0999191949,0.3217615576,0.0022492817,-0.1447939863,-0.0165831194,-0.1059599490,-0.0384553807,BRCA
GSM481006,2.6257786286,0.0565265422,0.4825668019,0.0737393404,0.0283940911,-0.0372671469,0.1826657505,0.3771197924,-0.0371877997,-0.0958439518,-0.0759507445,-0.0455616355,-0.1271773895,-0.3334359614,0.1963789132,0.3084470431,-0.1145218472,-0.0809348578,0.1612345416,-0.0095844398,-0.1266725116,-0.0899901250,-0.0725723411,-0.0865613314,BRCA
GSM481007,2.9017767838,-0.0056168111,0.2947780871,0.0867929932,0.0340240244,-0.0151853888,0.5064731878,0.5332031575,-0.0577180198,0.1407612562,-0.0705216141,-0.0176842651,-0.1056098652,-0.3031714381,0.5863196452,0.0113657976,-0.0870538556,-0.1104458293,-0.1000554026,-0.0307395773,-0.1174677125,-0.0112537179,-0.0235219490,-0.1007549883,BRCA
GSM481008,3.3749025796,0.0160617902,0.1060264790,0.0674133619,-0.0094582608,-0.0904161369,0.4952089607,0.6854993951,-0.0684947377,-0.1306113124,-0.1340358588,-0.1062880354,-0.1128407006,-0.2414152224,-0.0404729063,0.2813343574,-0.1443500521,-0.0714811774,-0.0236776756,-0.0317761449,-0.1770474609,-0.0888971100,-0.0611829106,-0.0427051691,Control
GSM481009,2.5855629524,-0.1704099874,0.2899453865,0.0951095528,-0.0167183488,-0.0995618049,0.1146979373,0.0094790388,-0.0653287124,-0.1491544191,-0.1188073308,-0.1019401512,-0.0767853803,-0.4284409470,0.0173634809,0.0240920140,-0.1487374656,-0.0886993240,-0.1011017346,0.0485846690,-0.2456428629,-0.0362032268,-0.1263983154,-0.0360599128,Control
GSM481010,2.5666434356,0.0484008944,0.2368586194,0.1300376100,0.0475679800,0.0214899665,0.5221772490,0.5275679684,-0.0191521292,-0.0294654327,0.0576899002,-0.0129843161,-0.0627768678,-0.1468362687,0.0461772423,0.3278113926,-0.1136882913,-0.1319057523,0.2185995648,-0.0380152711,-0.0665421138,-0.0303304419,-0.0213031029,-0.0627427894,Control
GSM481011,2.9154372248,-0.0170347898,0.5747642778,0.0721080420,-0.0076342911,-0.0709248130,0.8291512293,0.5837395656,0.0152344646,-0.1269030198,-0.0791338222,-0.0215034489,-0.1187003686,-0.1910025236,0.0494558051,0.0029051673,-0.0834182592,-0.1061520659,0.0648608882,-0.0931687449,-0.1829459285,-0.0012088869,-0.0795513421,-0.0819519429,Control
GSM481012,2.3661898299,-0.0406155877,-0.0190646018,0.0908580839,-0.0174654789,-0.0917152157,0.6205845889,0.4963918321,-0.0664295297,0.2440178531,-0.0795868788,0.0347136389,-0.1802938942,-0.2289648034,0.1572296184,0.2333052336,-0.1174673388,-0.1146827694,-0.0017342203,-0.0441277312,-0.1678603597,-0.0332291749,-0.1574486948,-0.0447812280,Control
GSM481013,3.3878661527,0.0577050581,0.1534645532,0.1252858912,0.0435068627,-0.1061006330,0.4119893676,0.7913406737,0.0201416158,-0.0836749658,-0.1085596432,-0.0627574321,-0.1092737571,-0.2142492785,-0.0275734051,0.1850374117,-0.1509759651,-0.1482422667,-0.0820900446,-0.0495017180,-0.1638867715,-0.0730763739,-0.0654740149,0.0037160139,Control
GSM481014,2.7646979028,0.1786185012,0.1810360390,0.1453487609,0.0480481098,-0.0781219499,0.1480969861,0.2768211510,-0.0349514939,-0.0515695178,-0.0945538149,-0.0007116059,-0.0825059718,-0.1260815396,0.0083820471,0.2345321617,-0.1009117469,-0.1102099424,-0.0471818074,-0.0551827378,-0.1867955050,-0.0183830951,-0.0343648805,-0.0034561792,BRCA
GSM481015,2.9919438096,0.0401178207,0.2430771791,0.0758899624,0.0182447532,-0.0505311428,0.0716104450,0.5708761532,0.0233477443,-0.0997319123,-0.1959430358,-0.0968180174,-0.1224176909,-0.2383361552,0.0544453243,0.2805546328,-0.1474268770,-0.1512348229,0.2562723439,0.0297561071,-0.1459487188,-0.0344366632,-0.1091056521,-0.1037307530,BRCA
GSM481016,2.1299311613,0.0495890006,0.1519383263,0.1314646586,0.0280715344,-0.0822787535,-0.0018279943,0.3154152691,0.0002299930,-0.0916124469,-0.1238092328,-0.0799677535,-0.1115442259,-0.2693130996,0.0047498098,0.2083982689,-0.1168936130,-0.0846417219,0.2080371923,0.0261211220,-0.2076889905,-0.0361573053,-0.0238790086,-0.0748868703,BRCA
GSM481017,1.6781121144,0.0467682063,0.2269932004,0.0541869161,-0.0261610581,-0.0903770642,0.6742212232,0.3380529731,-0.1190551024,0.1693600532,-0.1121420308,-0.1627774618,-0.1252358491,-0.1845280407,0.0186426963,0.5717938541,-0.1279135710,-0.1060066564,0.5828480598,-0.0385831302,-0.1735912356,-0.0639614681,-0.0802821960,-0.0304665431,BRCA
GSM481018,2.5170853039,-0.0491503499,0.3506587274,0.1246466122,0.0164252869,-0.1186628214,0.0166337964,0.4946710784,-0.0130461948,-0.1104343488,-0.0781585040,-0.0509854967,-0.1418809786,-0.2758482508,0.0723211143,-0.0348666877,-0.1172380891,-0.1408550457,-0.1140653716,0.0221777384,-0.2650159907,0.0024149255,-0.1231455205,-0.0964201895,BRCA
GSM481019,2.3919259277,0.1761457984,0.3262714702,0.1804739974,0.0994777232,-0.0841621571,0.1513302339,0.6523723945,-0.0157286229,-0.0427800404,-0.1918478913,-0.0129487556,-0.1142434662,-0.1537420507,0.6140498097,0.4013579448,-0.1015691988,-0.1278770797,0.1026369330,0.0070222198,-0.1626278776,-0.1039914480,-0.0848060419,-0.0738169705,BRCA
