@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1019 numeric
@attribute 1021 numeric
@attribute 1026 numeric
@attribute 1027 numeric
@attribute 1029 numeric
@attribute 1147 numeric
@attribute 1398 numeric
@attribute 1399 numeric
@attribute 1487 numeric
@attribute 1488 numeric
@attribute 1869 numeric
@attribute 1870 numeric
@attribute 1871 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2122 numeric
@attribute 23533 numeric
@attribute 23624 numeric
@attribute 25 numeric
@attribute 25759 numeric
@attribute 2885 numeric
@attribute 3066 numeric
@attribute 3265 numeric
@attribute 3551 numeric
@attribute 369 numeric
@attribute 3845 numeric
@attribute 399694 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 4193 numeric
@attribute 4609 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4893 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 53358 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 572 numeric
@attribute 5781 numeric
@attribute 5894 numeric
@attribute 5925 numeric
@attribute 595 numeric
@attribute 5970 numeric
@attribute 598 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 673 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7046 numeric
@attribute 7048 numeric
@attribute 7157 numeric
@attribute 8503 numeric
@attribute 861 numeric
@attribute 867 numeric
@attribute 868 numeric
@attribute 9846 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,1.6314720287,0.9198608781,2.1393974684,1.5075298383,0.4842657652,1.5553736859,1.7323923409,1.2744317606,1.4300713978,0.3853648961,0.8789772263,0.3679832782,0.8807553522,1.9397812022,0.1866127024,0.5833905958,-0.0448427393,0.6154863538,0.9042891934,-0.1267139237,1.3452941188,1.6001817076,1.0380567778,0.5241222142,0.4352205655,0.4153290968,0.9685201588,0.5446012229,0.5766988737,-0.0070708373,0.5926393938,0.4754300158,0.8049394469,1.3243965731,0.6502234032,0.0817053106,0.1255568270,-0.1624264398,0.7694715564,0.5895123826,-0.0920968584,0.5276523813,0.4586358647,0.0778244350,0.2177100353,0.6681025633,0.6409841057,0.9448039957,1.5825335458,0.8525465690,0.1900893384,1.9096234484,0.1797246685,0.5492388602,0.3043230119,0.0372537282,0.1224982199,-0.0716510054,1.2115081400,0.2120186358,0.1275436449,0.9388387937,0.8841919228,0.8580704628,0.4477150786,0.7630263184,0.2355270146,-0.0185022595,BRCA
GSM480985,0.6712534413,1.1038011162,0.7256099795,2.2990302591,1.7779963680,0.6616161629,1.1625347307,1.8688574894,1.0173018566,1.3159628416,0.3690183063,0.0818430733,-0.0582422595,0.7686965417,1.4054429928,0.2867683454,0.4724881592,-0.0263181581,0.4983797427,0.9337296339,0.3819071553,1.1583383579,1.1737656782,0.5481084954,0.8006201253,0.4021199361,0.4587173745,1.4703030177,0.7802793039,0.5756055410,-0.0835794543,0.2717646782,0.4509238059,0.9412159958,0.8611773475,0.8534231111,0.1992576002,0.3438852307,-0.1454714285,1.5476133191,0.4284647065,0.0089354969,0.4521202200,0.5649788797,0.0538346215,0.2315313540,0.5670814931,0.6127393824,0.7302493976,1.5935095322,0.8536376064,0.2041814914,1.9413004944,0.2011654340,0.6409502427,0.3713752488,0.5274472088,0.2041423073,0.0824852629,2.2415468245,0.3937102099,0.1747616115,0.9513775854,0.5955694337,1.1287610356,0.6057846888,0.7087613307,0.4534196694,-0.0256671410,BRCA
GSM480986,0.3637514705,1.3781034724,0.8395699189,2.2193307467,1.4769461321,1.0047740482,1.3508609449,1.9836026755,1.3584635346,1.4008808979,0.3951017195,0.3414531027,0.1541607173,1.1564793678,1.7577156492,0.2145363198,0.4126740788,-0.0236322101,0.4758732554,1.1216843350,-0.0935982563,1.5127595663,1.3686586999,0.9493732134,0.5310721682,0.4833758425,0.4106089262,1.0006550774,0.6759647951,0.5589410135,0.0441754822,0.4492141063,0.3572855135,0.9283377825,1.3830056341,0.3758222094,0.0859145318,0.3109857890,-0.1337267348,0.9370587028,0.9117966590,-0.0258225916,0.5276161861,0.5706250406,0.0844743560,0.3771760837,0.6322140187,0.4839221177,0.8574318311,1.9378681357,0.9353946786,0.2293706130,2.0243224118,0.0952468054,0.4793911673,0.3954231461,0.1005128598,0.1247599432,0.0753126589,1.7475938090,0.3265607800,0.1427664678,0.9698652430,0.8508987498,0.9668687962,0.4819429072,0.8078009443,0.2372617236,-0.0375672869,BRCA
GSM480987,0.4741756265,2.0535945445,0.2585912426,2.7037154810,1.0660495198,0.7178355278,0.9561490119,2.0277992866,1.4724773936,1.4836568511,0.2743375154,0.4329001224,0.0970260880,1.2174741342,1.6769249506,0.2593453904,0.0191835236,-0.0190172376,-0.1368188594,1.5226221382,0.0235757916,1.4599798470,1.2607203397,0.6616964770,0.3550794774,0.4795592507,0.2296363310,0.1082936110,0.4236518566,0.5155373554,0.0336754173,0.7697951637,0.2389650019,1.1037804131,1.3380605279,0.4246866423,-0.0142156617,0.3279566426,-0.1022734639,0.9460729968,0.7047411791,0.2858547368,0.4570317386,0.5260457562,0.0511663564,0.1247138026,0.4882750814,0.3882937707,0.5479266424,1.2294952867,0.8780260834,0.1363549686,1.9975022057,0.0700896732,0.1445394283,0.2871097813,0.2219263650,0.1830839837,0.1392795458,0.3280445553,0.7380631556,0.2637792878,0.9319546315,0.8372933389,0.1919102957,0.0809221604,0.7409817061,0.2795797170,-0.0200303043,BRCA
GSM480988,0.3666419161,1.2271330877,0.7658719721,2.3901760505,1.5072410189,0.7294182159,1.0976330084,1.5429041887,1.2323150354,1.3755963949,0.4957924264,0.2557647115,0.1310622132,0.5887156453,1.1675294143,0.1712146028,0.3562944501,-0.0933597851,0.1432805894,0.6879575644,-0.0450046172,1.6300611323,1.2457672998,0.4589619954,0.6144637026,0.3179003717,0.2562269165,1.2316838800,0.5082072364,0.3915546862,-0.0762924356,0.4848055529,0.2502003758,0.7093335530,1.0662603861,0.5025178531,0.1213094126,0.3674768847,-0.0889533257,0.6583551200,0.6638981731,-0.0533301838,0.4923907940,0.4829891018,-0.0383270433,0.0354253387,0.3691913686,0.4704262694,0.6159016014,1.0011213121,0.6707278885,0.0633321519,1.9610705971,0.0896705153,0.3725107078,0.2504118828,0.1684060337,0.1357062248,-0.0270612048,1.3875513934,0.3109506394,0.0900074829,1.1429302327,0.6972457048,1.0844853694,0.3897045338,0.4814720558,0.3404552888,-0.0067790070,BRCA
GSM480989,0.2517094096,1.7527057604,0.6320741258,2.7720669135,0.9980840938,0.8383054727,0.6682628254,1.7117121220,1.5450224582,1.6795843411,0.2909515544,0.6630024992,0.4397809910,0.7955051377,2.3074461223,0.2270790681,0.3591733325,-0.0318046184,0.6364677269,1.0702178031,0.0840967809,1.6843677122,1.1239065344,1.1103506463,0.4192595793,0.4588489833,0.2400973081,0.8857075591,0.7708667126,0.3272314875,-0.0633361472,0.3984325587,0.1723780840,1.0994870811,1.2916537300,0.3040667095,-0.0454611126,0.2117079990,-0.1893403782,0.5104212239,0.8988893313,-0.0157028841,0.4168803811,0.8519349658,0.0375365682,0.5766588003,0.3199180766,0.4437155496,0.4999280601,1.7276778767,1.1224099571,0.2982636617,1.9755967301,-0.0037837656,0.2630944657,0.2245239546,0.2980536016,0.2224860404,0.0133025040,1.2185817174,0.1787676166,0.0743520494,0.9059117025,1.2405139033,1.0210926999,0.1752291832,0.6836835075,0.2063333706,-0.0429004788,BRCA
GSM480990,0.3166647480,1.6684504000,0.5905319539,2.7343542910,0.8929153473,0.8380976487,0.8183849113,1.7694421830,1.5518309150,1.6198221225,0.3428712114,0.4578135087,0.1768650903,0.8675610779,2.3939645291,0.2749733657,0.3450943128,-0.0240894286,0.5397767587,1.5833527296,-0.0595817923,1.6475978081,1.2221211079,1.1067612915,0.4130142646,0.4235380454,0.3191353141,0.5482411422,0.6777075047,0.2867155222,-0.0377953903,0.5031338535,0.3219937040,1.2569765001,0.9421872181,0.4307222246,0.1950829520,0.8327552467,-0.1406402458,0.5701667320,1.2032701898,-0.0456517972,0.4040678319,0.5468216389,0.1245269666,0.4847173588,0.5040703920,0.3387474729,0.8644990985,1.6585228148,1.1399565821,0.1835390031,2.5765053460,0.0120991491,0.3107558547,0.2258322309,-0.0418846110,0.1009955318,0.2451527447,0.8158590440,0.1661497030,0.2597094051,1.0702363388,1.1059742302,0.6030732589,0.3543289611,0.8951952839,0.3353022668,-0.0335217410,Control
GSM480991,0.2500861962,1.2661320120,0.6244839902,2.7373882608,1.2088463109,1.0779144312,1.0469395604,1.7440137619,1.3442317928,1.4209598924,0.3551215007,0.2786995493,0.0592000450,1.0681867261,1.8290236989,0.2449685031,0.3281132571,0.0096481766,0.6263431796,1.0545568875,0.0277510266,1.5652074934,1.0640506309,0.9763167946,0.4572952855,0.4692680691,0.3643042232,1.4444417358,0.8510372681,0.3461920900,-0.0037197388,0.3545671447,0.3367405246,1.2472408378,1.1985398679,0.3718392522,0.0580118667,0.4582523614,-0.1590461786,0.6246844594,0.9586069049,-0.0301297272,0.5071865046,0.6482640730,0.0588836264,0.4295866277,0.4281628126,0.3654298311,0.7603944621,2.0593645064,1.0769064036,0.3156223285,2.1101571236,0.0441448208,0.3851343730,0.2893171571,0.2253412083,0.1830051345,0.1592403697,1.9517531172,0.4247659047,0.1632871340,0.9895387815,0.9629745603,1.0204976901,0.4382557416,0.7217237797,0.3254929182,0.0014457776,Control
GSM480992,0.2476967987,1.5023378805,0.5115839695,2.7673748358,1.2364530282,0.8590256640,0.6665939561,1.4854351587,1.3367420178,1.6503561896,0.2953856500,0.5189908397,0.3776853123,0.9394119481,2.3328941266,0.3295684198,0.2877961041,0.0098416810,0.9188699239,1.5234704019,-0.0284348700,1.5792976092,1.0852730194,1.1827308424,0.3674736292,0.6180237605,0.2580534183,0.7623492782,0.6149415073,0.2245497412,-0.0464381419,0.5397554174,0.1333302662,0.8925691490,0.6252961718,0.3555988693,-0.0417928508,0.7112178834,-0.1480111448,0.5310987036,1.3458300016,0.0204711225,0.4130200728,0.9082788116,0.1346057261,0.4719536303,0.3612510420,0.3105769333,0.8413598781,1.9210771919,1.2896809784,0.2538740384,2.4270785623,0.0183351703,0.4019502806,0.4011166239,0.0872129699,0.1292670868,0.2146601245,1.2877959238,0.3493119074,0.1224954221,0.9142842770,1.0991194739,0.7441449755,0.4630597258,1.0327716594,0.3306750413,0.0493092931,Control
GSM480993,0.3786722400,1.6903067380,0.6702982026,2.7103066743,1.5603325564,0.5618893513,1.1139041867,1.8096325479,1.3998474208,1.5454504661,0.3796679750,0.7052419788,0.5689452010,1.1960502010,1.9907199673,0.3003267815,0.3405742576,0.0090587195,0.6206308791,1.2434106319,-0.0165303701,1.5582134934,1.2779296332,0.9945207685,0.5721119152,0.5771721326,0.2800151646,1.0968471876,0.6775370245,0.4767308229,0.0065748730,0.5181170303,0.2735164897,0.9085881339,1.2895348594,0.3556248992,-0.0141177758,0.3843497409,-0.1081225405,0.7338769277,0.9450695349,-0.0404094230,0.4741801064,0.7940912880,0.0415849929,0.4597184245,0.5473878640,0.3602931440,0.8349784980,1.8622661701,0.9961075650,0.2890880678,2.0765592329,0.0562111053,0.4506590302,0.4162600737,0.3359975065,0.2098610063,0.1564938422,1.7717089691,0.2084418686,0.1472219157,0.9366969699,1.0900611624,1.0595477061,0.5322939699,0.8985952735,0.2552427130,0.0282645599,Control
