@relation data

@attribute id string
@attribute 10171 numeric
@attribute 10199 numeric
@attribute 10248 numeric
@attribute 10436 numeric
@attribute 10482 numeric
@attribute 10556 numeric
@attribute 10557 numeric
@attribute 10607 numeric
@attribute 10775 numeric
@attribute 10799 numeric
@attribute 10813 numeric
@attribute 10885 numeric
@attribute 134430 numeric
@attribute 138716 numeric
@attribute 1457 numeric
@attribute 1459 numeric
@attribute 1460 numeric
@attribute 166378 numeric
@attribute 1736 numeric
@attribute 2091 numeric
@attribute 22803 numeric
@attribute 23160 numeric
@attribute 23195 numeric
@attribute 23560 numeric
@attribute 25996 numeric
@attribute 29102 numeric
@attribute 29107 numeric
@attribute 29889 numeric
@attribute 3692 numeric
@attribute 4809 numeric
@attribute 4931 numeric
@attribute 51068 numeric
@attribute 51077 numeric
@attribute 51096 numeric
@attribute 51367 numeric
@attribute 51602 numeric
@attribute 54433 numeric
@attribute 54464 numeric
@attribute 54552 numeric
@attribute 54913 numeric
@attribute 55127 numeric
@attribute 55131 numeric
@attribute 55226 numeric
@attribute 55272 numeric
@attribute 55341 numeric
@attribute 55505 numeric
@attribute 55781 numeric
@attribute 55813 numeric
@attribute 55916 numeric
@attribute 55998 numeric
@attribute 56000 numeric
@attribute 57455 numeric
@attribute 5822 numeric
@attribute 5901 numeric
@attribute 65083 numeric
@attribute 6880 numeric
@attribute 6949 numeric
@attribute 7514 numeric
@attribute 79631 numeric
@attribute 83732 numeric
@attribute 84128 numeric
@attribute 84135 numeric
@attribute 84916 numeric
@attribute 92856 numeric
@attribute 9724 numeric
@attribute 9790 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.1317729207,0.5030858444,1.7150327729,1.7258480920,0.8919938737,0.2358447913,0.3489936886,0.9621658101,1.0859897581,0.1745188926,0.1555232608,1.5759001332,0.3338141335,0.8849187589,0.7051456760,1.0094681883,2.8780034483,0.0780075367,0.6529609131,2.3692040312,0.1401447435,2.1213840246,0.0656830885,0.7482386818,0.9044215168,0.2975086158,0.1257167649,1.0835478506,1.9179588854,1.5019825913,0.0600034329,1.1789184409,0.2341371639,0.4532318070,1.0780807006,1.8559523420,2.0057340563,0.2801287030,0.0531737695,-0.0065240583,0.1682460633,0.1971352780,0.5969907853,1.7286987967,0.5972765282,1.9424217344,0.2918470861,0.1087576345,0.2895070793,-0.0450765759,-0.1957773226,0.7346927972,0.0635343496,3.3882003890,0.1983894880,1.0029649917,0.1485092389,0.8162983944,0.2553893308,0.2772458293,0.3922714444,0.1564133066,1.8602113089,0.7207580356,1.4303700029,0.2559242835,BRCA
GSM481003,0.2035382518,0.4868730562,2.1445875566,1.9047235251,1.2407564388,0.2932883462,0.5090059212,1.2446093160,0.6472401437,0.1692352108,0.0695788447,1.2119758178,0.2070829405,0.9334117694,0.7230326441,1.0571843554,3.2229644954,0.0298731853,0.5012916843,2.5952695741,0.0599838411,2.1619599613,0.0130204505,0.5706348544,0.8774555614,0.2279529224,0.3610231933,0.7399292092,2.3673062921,1.6430910631,0.0053746544,0.8489080773,0.0839852020,0.6292852526,1.0028139982,1.9088325500,2.2781874040,0.1699828762,0.0337935315,0.5091787598,0.1060983054,0.1722731390,0.5105504001,2.0178742657,0.4554057725,2.0663700029,0.0107411550,0.0028413886,0.1448130368,-0.1158130771,-0.1765732206,0.9457251533,0.1284032131,3.1674969990,0.2835980314,0.7616112100,0.2147314667,0.6180449209,0.1933316111,0.2249022836,0.2618589384,0.1218571100,1.8585140147,1.0055894159,0.7436015902,0.2264264473,BRCA
GSM481004,0.2979104062,0.2735305099,1.8618026409,1.6175183587,1.1027854483,0.3409628176,0.5271662449,1.1743488310,0.9363450333,0.2473318355,0.3389143354,1.3509966789,0.3489429114,0.7626374488,0.6788964829,1.3136175796,2.8852460086,0.0911440102,0.5975802017,2.6413188049,0.1013977839,2.0043583216,0.1282800134,0.6446517023,0.7897584667,0.4247265907,0.2147643983,0.8673625626,1.9536794573,1.4772188767,0.0814292488,0.8450373617,0.1768208473,0.7961327881,0.6707063089,1.5333833697,1.9048682155,0.1926042881,0.0252639964,0.2250535778,0.2310561547,0.1739869624,0.9131859973,2.1142680810,0.9823230036,1.6882065011,0.2084360842,0.0332795179,0.3227790786,-0.0394104899,-0.0795541830,0.7150894523,0.1153897983,3.0404753419,0.3104549121,0.6844078890,0.2351887013,0.6254538715,0.2824868960,0.3316558955,0.4989662733,0.0876915187,2.0560038487,0.9219786747,1.0694830368,0.2975618988,BRCA
GSM481005,0.2112392534,0.6836414810,1.7998630736,1.6418393850,1.1094628770,0.3333917174,0.3963925091,0.7938017336,0.8151974113,0.4591160867,0.0393546278,1.6319869284,0.5956063423,0.9491601064,0.7450451644,0.9442990496,2.9610547424,0.1569204151,0.6334548962,2.0519958071,0.1155561382,2.5217412709,0.1446532717,0.7930867855,0.8519699772,0.2649473444,0.1587605328,1.3880850474,2.0171411931,1.5436271156,0.1942954258,1.5207046518,0.3056752970,0.5482096700,1.0575366418,1.7041220267,1.7370845677,0.5323148862,-0.0327823220,0.3711668294,0.3484185984,0.1885284662,0.3339028284,1.8329735398,0.5891842470,1.9396941440,0.4737973904,0.1950014786,0.5197998158,-0.0854117581,-0.1058571738,0.6620104381,-0.0321048588,3.4359046089,0.2201381455,0.9815075132,0.1506130586,0.8624683581,0.2892218331,0.4570532386,0.5705437376,0.3088511264,1.6618225495,0.8083907031,1.8919894694,0.1790537072,BRCA
GSM481006,0.1797526988,0.5746659236,1.5961935654,2.0359334549,0.9379266312,0.2320520688,0.2299057208,1.1316090925,0.8260485016,0.1712214191,0.0351481343,1.5611337161,0.5522527726,0.7198648714,0.8821366779,1.0398484450,3.2310776710,0.0850099199,0.7305955011,2.1180725496,0.2731233681,2.0459337383,0.0731698165,0.7433591883,0.8980279367,0.2369508120,0.3249289190,0.8798985730,2.2871686816,1.6747938186,0.0666943558,1.1277347631,0.2227495482,0.5146553181,0.8962295320,1.7736215590,2.2570987642,0.4693156895,-0.0332578307,0.6023120034,0.2812750635,0.1805918184,0.5535998444,1.8812307750,0.5310720950,1.9149421229,0.3140869764,0.1244566439,0.1931639696,-0.1043020270,-0.1542498206,0.8196090762,0.1981870914,3.0453332796,0.1575871647,1.0122438353,0.1646588448,0.7410703157,0.2062669249,0.5413050251,0.3699373320,0.3400998085,1.7624212582,1.0819461754,1.6005221803,0.2638045537,BRCA
GSM481007,0.2896140969,0.4384676590,1.8918828236,1.8014026218,1.1747976144,0.2728787685,0.3498874540,1.2203150950,0.6438532151,0.0578542459,-0.0607728464,1.3942796179,0.2797487646,0.9187510125,0.6039152184,0.7462176346,3.1068616510,0.1928717045,0.5288671886,2.1668319503,-0.0205009484,1.8396454900,0.0507158898,0.3322337890,0.6986442421,0.1368899434,0.4059481266,0.4646557634,2.5847748669,1.6202608212,-0.0161348517,0.9959448321,0.3164325967,0.3810386854,0.6668463879,1.4035122397,2.0328048367,0.3385737362,0.0323076348,1.1252944074,0.2685345655,0.0337541406,0.1516644993,2.1329095066,0.6358312330,2.1982464267,0.1256400286,0.0865964363,0.0707627436,-0.0749626847,-0.1030630523,0.8413710096,0.2551928154,2.6327038078,0.2262454990,1.0569616092,0.2071097843,0.5552672936,0.2490352489,0.4904527245,0.1634828354,0.0740226439,1.1721209863,1.0797233815,1.3795300192,0.1203014752,BRCA
GSM481008,0.3631044197,0.9237587035,2.9282534388,1.9106898440,1.5568083128,0.4929659851,0.6212133146,1.5322316954,0.6693041243,0.4068514146,0.2773546150,1.5799527491,0.4285914942,1.3914518319,0.6618162519,1.2344367709,3.0788669290,0.2733266660,0.6632269356,3.3067841928,0.1438255149,2.7240675091,0.1263598429,0.6182607795,0.5734186180,0.4273199532,0.6177875048,1.4634014467,2.6406593472,1.2579833998,0.0490733172,1.1428776204,0.2537407764,1.0626619459,1.1122200421,2.9733979700,2.0098850330,0.4362283763,-0.0060460394,0.3510792210,0.3626840836,0.3054742149,0.6828864299,2.3260561789,0.6197579141,1.9029167146,0.5727691306,0.0625426451,0.4007706648,-0.0150950583,-0.1316660185,1.1275553601,0.3961470565,2.9570318858,0.3049556745,1.2004337243,0.6132273481,0.9823657416,0.4287077677,0.5415801366,0.8399779979,0.2856136729,1.9404075067,1.4270559884,1.0601335772,0.5631646290,Control
GSM481009,0.1560408726,0.5149078472,1.3064936226,1.5758532748,0.6821481570,0.1247384821,0.2946651060,0.5032733406,0.5727040246,0.0712819516,-0.1498871585,1.4501885010,0.3117395778,0.5084664859,0.5734758147,0.6160131872,2.9805388450,0.0527287618,0.3659640307,2.0995369157,-0.0299113924,2.2367153167,0.0857367552,0.4479111693,0.8411918812,0.1321903401,0.0673524422,0.4929523817,1.5887534246,1.2680433343,-0.0313355782,1.1265522439,0.2178049691,0.1985489626,0.7878695312,1.8141549827,1.6480750938,0.3525015919,-0.0689794125,0.0017389998,0.2433413760,-0.0969131049,0.3142931960,1.2941767274,0.3191778725,1.4894769899,0.1215884949,-0.0185966309,0.3186608239,-0.0755563469,-0.1990570719,0.4266493560,-0.1845511635,3.2027866842,0.0820070275,0.9468902548,0.1168030316,0.7798042547,0.1169162167,0.3159453870,0.2579886243,0.0105644099,1.4625410596,0.5066800207,1.5440281166,0.0356321267,Control
GSM481010,0.1501367867,0.6871444155,1.8375450108,1.8580525187,0.7934444283,0.3196110955,0.2800459374,0.8931069426,0.8645567406,0.2691476801,0.1710719106,1.9155182657,0.5759954034,0.8454648369,0.7929901754,1.1948124951,2.7892232836,0.1585284841,0.8166005837,2.6461840802,0.2294364854,2.7481451928,0.1080609865,0.8909388382,0.9419187639,0.3887825334,0.2578280351,1.3433710634,1.8955034019,1.4339357989,0.1715603794,1.4224596802,0.2838872379,0.6983499601,1.0524639884,2.2258048853,1.9623564678,0.5573187502,-0.0421982272,0.4787841356,0.4978521392,0.0402164510,0.6890417644,2.0407267048,0.6850514075,1.7384621276,0.5705755933,0.1308267252,0.6120771392,-0.1259650119,-0.1100541188,0.6243138159,-0.0404094421,3.6277177333,0.1475011227,1.2568792252,0.1919689124,0.8493634890,0.3800084360,0.5182314225,0.7012639932,0.1819388334,2.0162149110,0.8701350456,1.8457330730,0.4305874778,Control
GSM481011,0.1388845269,0.2716440856,2.1528847416,1.7934848732,0.8742390108,0.2440298250,0.4606963636,1.4521596729,0.8756828337,0.2254308680,-0.0783816962,1.3148727942,0.2621831191,1.0684421826,0.5969067344,0.7706187674,3.1945065558,0.0710334428,0.3391492394,2.3372082579,-0.0643666631,1.8618388923,0.0229371243,0.5030391617,0.7546317760,0.3052530073,0.3304214605,0.7050854713,2.2865329682,1.6158714962,-0.0660257459,0.8910884688,0.1701115065,0.2381181095,0.9576145609,1.3743469320,2.1211635470,0.2458777880,-0.0337351022,0.3605139061,0.0336803758,0.1029333171,0.5302329444,1.9854970442,0.5119603243,2.1800419614,0.1750637369,0.0872178576,0.4002215262,-0.0513179669,-0.1198478415,0.9056063100,0.1038539455,3.1112367576,0.3503139308,1.0467387270,0.1740993942,0.6323220051,0.2069985097,0.1945904464,0.3724904104,0.1243063656,1.5664757729,1.2344804201,1.0979090762,0.2125809752,Control
