@relation data

@attribute id string
@attribute 143689 numeric
@attribute 1956 numeric
@attribute 2113 numeric
@attribute 2114 numeric
@attribute 2120 numeric
@attribute 2885 numeric
@attribute 3845 numeric
@attribute 440822 numeric
@attribute 4851 numeric
@attribute 4853 numeric
@attribute 4854 numeric
@attribute 4855 numeric
@attribute 51513 numeric
@attribute 55124 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 56776 numeric
@attribute 56907 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 84501 numeric
@attribute 9271 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0969598414,0.4345339728,1.0538994806,1.0144794495,0.3941237366,1.3452941188,0.4153290968,-0.0253491241,0.4041583149,1.9758994369,0.7696682596,-0.0870096500,-0.1297232085,0.0261468076,0.5276523813,0.4586358647,-0.1743290371,0.6617931203,0.1797246685,0.5492388602,0.4171774230,-0.1303303649,BRCA
GSM480985,-0.0218008974,0.3325850749,0.9065748011,0.6400969517,0.7220131561,1.1583383579,0.4587173745,-0.0164847716,0.4794811464,1.9395915883,0.7998952643,-0.0875803076,0.0112506539,-0.1244940525,0.4521202200,0.5649788797,-0.0839049644,0.6245323838,0.2011654340,0.6409502427,0.2049745059,-0.1159105790,BRCA
GSM480986,-0.0994926710,0.3517915079,1.0341746304,0.9283066333,0.3936440200,1.5127595663,0.4106089262,-0.0122220347,0.4179691959,2.1549724165,0.9160429862,-0.1104190259,-0.0500894474,0.0044343205,0.5276161861,0.5706250406,-0.1443262167,0.5380621515,0.0952468054,0.4793911673,0.4132223776,-0.0549667993,BRCA
GSM480987,0.1699040341,0.1587947994,1.2893649143,0.4652102890,0.0952984024,1.4599798470,0.2296363310,0.0070453790,0.3074186227,2.2874079802,0.8606830496,-0.0548219680,-0.0294817741,0.0296686568,0.4570317386,0.5260457562,0.3215167664,0.6791976468,0.0700896732,0.1445394283,0.1421196168,0.0314306759,BRCA
GSM480988,-0.0219161993,0.1726689534,0.5734419211,0.5424874257,0.5589039260,1.6300611323,0.2562269165,-0.0011239809,0.1992473567,1.9971979208,0.6810638835,-0.1239801727,-0.1522419715,0.0095680599,0.4923907940,0.4829891018,-0.1337923033,0.6143244467,0.0896705153,0.3725107078,0.4978701008,-0.1688415711,BRCA
GSM480989,-0.0255769728,0.2135165615,0.6215369407,0.8455456515,0.4260672442,1.6843677122,0.2400973081,0.0450318341,0.6016008839,2.0358038492,1.0787661426,-0.2098380776,-0.1110044635,-0.0772719602,0.4168803811,0.8519349658,-0.1828570053,0.3055573579,-0.0037837656,0.2630944657,0.2528143926,-0.0465446126,BRCA
GSM480990,-0.0836438429,0.2635990058,0.7611951813,1.1500144117,0.3189975832,1.6475978081,0.3191353141,0.0445131036,1.0087523136,1.9657399286,0.9909651011,-0.0585802786,-0.0638328243,-0.0178755106,0.4040678319,0.5468216389,-0.1302036689,0.3376817941,0.0120991491,0.3107558547,0.1935679857,-0.0621438743,Control
GSM480991,0.0408493984,0.2092083807,0.7628319399,0.8236368691,0.5106394019,1.5652074934,0.3643042232,0.0050121826,0.5343633453,2.0803950008,1.0902454332,-0.1245286255,-0.0432885224,-0.0109174893,0.5071865046,0.6482640730,-0.1256443787,0.4797207777,0.0441448208,0.3851343730,0.4451440800,-0.1204033984,Control
GSM480992,-0.0262979728,0.2100246319,0.6125165013,0.8632542611,0.4191680838,1.5792976092,0.2580534183,0.0554779558,0.9065920863,2.3152437420,1.3451579130,-0.0753864566,-0.1015459064,-0.0826676497,0.4130200728,0.9082788116,-0.1146146770,0.3706642020,0.0183351703,0.4019502806,0.3008617597,-0.0634184848,Control
GSM480993,0.0026097736,0.2942363708,0.9053103380,0.8045018237,0.5112331397,1.5582134934,0.2800151646,-0.0477335617,0.5642955434,2.1120791680,1.0137466300,-0.0763461085,-0.0645136648,0.0759083948,0.4741801064,0.7940912880,-0.1558974982,0.5058981242,0.0562111053,0.4506590302,0.3928118501,-0.0805774737,Control
GSM480994,-0.1398474962,0.1903169752,0.5638918729,0.7968762594,0.3829965409,1.5295505913,0.2953049885,-0.0541717336,0.4864751979,2.1584433494,1.1944430866,-0.1878670779,-0.0750474176,-0.0146719405,0.4017414163,0.8330526240,-0.0948891995,0.3474551011,0.0193436113,0.3033324619,0.3297722896,-0.1286592763,Control
GSM480995,0.0183485241,0.5217593632,1.3716753452,1.4101024457,0.4453374551,1.6341215260,0.2975316332,-0.0447987044,0.7409389578,2.4106157562,0.8835756151,-0.1138368721,-0.0862330300,-0.0861888416,0.5249027839,0.4630933479,-0.0753510852,0.6577784050,0.1126998567,0.4493591258,0.1807307895,-0.1844017656,Control
GSM480996,0.0462029088,0.4382426251,0.9176498484,1.0536672402,0.2103860010,1.6202940312,0.2895835004,0.0941918120,1.0806385760,2.2228520810,1.0842793341,-0.0466675757,-0.1889703021,0.0895190943,0.5563891964,0.5709639528,-0.1140008502,0.4813184854,0.0632607096,0.3174927423,0.2425730969,-0.1038804086,BRCA
GSM480997,-0.0431944554,0.2648860105,0.7303067610,0.4305881193,0.1400262595,1.6077907556,0.1841689373,0.0414764882,0.3308109519,2.4151795857,0.8804796285,-0.0765519720,-0.0355864455,-0.0788610812,0.4731658620,1.1649881211,0.4234014142,0.3629866368,0.0117709752,0.2430323267,0.0812716660,-0.1405676481,BRCA
GSM480998,-0.0777740576,0.2039249242,1.0345185143,0.6860772053,0.2544603013,1.8111653313,0.4192330719,0.0518604968,0.5368793841,1.8328883665,0.6480448145,-0.0561917026,-0.0812439804,0.0238468810,0.5020119320,0.7742886320,-0.1400275367,0.4258488655,0.1207393635,0.3985268459,0.2387642953,-0.0814421213,BRCA
GSM480999,-0.1118850839,0.4440171438,0.9374839109,0.7026121978,0.7086880754,1.3847289206,0.4575761644,-0.0222958282,0.3629460338,2.0269865832,0.8016946857,-0.1279614411,-0.1085202937,0.1743205716,0.5291442982,0.5399878732,-0.1470394658,0.5698555364,0.2268848883,0.7502182755,0.4161314055,-0.1116795787,BRCA
GSM481000,-0.0327186826,0.2628517869,0.8798768556,0.7656858306,0.5365201432,1.4343370085,0.4377806521,-0.0760151718,0.3353228808,1.9282521833,0.6518548110,-0.1043974359,-0.0144231710,-0.0821957610,0.5257301268,0.5414116234,-0.1159343698,0.6057706043,0.1196501524,0.5558766501,0.3276801420,-0.0288281152,BRCA
