@relation data

@attribute id string
@attribute 1017 numeric
@attribute 1019 numeric
@attribute 1026 numeric
@attribute 1027 numeric
@attribute 1029 numeric
@attribute 1072 numeric
@attribute 1869 numeric
@attribute 1870 numeric
@attribute 29107 numeric
@attribute 375 numeric
@attribute 377 numeric
@attribute 4193 numeric
@attribute 595 numeric
@attribute 7157 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.2967640855,1.6509813072,3.3594499677,1.0775432256,0.9588716673,2.9240636030,0.1608625433,-0.1044139307,0.1257167649,0.5297736296,1.9537009771,-0.0354759898,1.4593906332,0.9853307140,BRCA
GSM481003,0.3862321187,2.0218701660,3.0403829142,1.1811751007,1.5168189790,3.2567019463,0.3838606802,0.0454944650,0.3610231933,0.4987922869,2.1694865251,-0.0666174864,1.6346685103,0.9925875762,BRCA
GSM481004,0.2243766762,2.4203961939,3.0274459125,1.0930646748,1.3482990906,2.6661450467,0.4496613113,-0.0162955371,0.2147643983,0.4408838824,1.9534304143,-0.0436277898,1.6619296756,0.8802483742,BRCA
GSM481005,0.2160567825,1.6965493859,3.2873637975,1.2595446937,1.3626846816,2.9343244237,0.3527724375,-0.1165471179,0.1587605328,0.4662536803,1.9704269394,-0.0388047886,2.1236051734,0.9015575944,BRCA
GSM481006,0.2957256202,2.0035383105,3.2162807881,1.2238033216,1.1842627120,3.0438792707,0.3129080268,-0.0882029533,0.3249289190,0.6621324261,1.9792071307,0.0404348410,1.6552993021,1.3752852871,BRCA
GSM481007,0.2692059731,2.3997609466,3.1362124086,1.6133605374,1.5764191804,3.0593108733,0.4946888254,-0.0467773227,0.4059481266,0.5559413459,2.3400678585,-0.0409890643,1.2351145123,1.2977375326,BRCA
GSM481008,0.7145212810,2.6693531871,2.8834402039,1.3575888276,2.0075535520,2.8749696417,1.5586611688,0.2831019114,0.6177875048,0.4358279487,1.8458139835,-0.0201522052,1.6781765093,0.9878225434,Control
GSM481009,0.1897917593,1.6445278376,3.1617967563,1.3927305539,0.5626646933,2.7444512847,0.0817014255,-0.0379079583,0.0673524422,0.3525457389,1.8066139978,-0.0891779845,0.9449293574,0.9829903326,Control
GSM481010,0.4230568399,1.7503523453,2.8992610497,1.3314499458,1.0465271884,2.7238900263,0.3816741023,-0.0103132259,0.2578280351,0.4839327169,1.8757773067,-0.0505959386,1.1449683505,0.7534921082,Control
GSM481011,0.3164373107,2.3434683681,3.6372286978,1.4352504081,1.3616899894,3.1665536563,0.7909900944,-0.0416797744,0.3304214605,0.5276757160,2.2339048659,-0.0865562696,2.1114134911,0.9952894231,Control
GSM481012,0.2761391737,2.0338871329,3.1253992766,1.3083603902,0.9232765728,2.7659498850,0.1997919092,-0.0607327393,0.1997128906,0.4192990438,1.7500655725,-0.0180556478,1.0900593742,0.8725762112,Control
GSM481013,0.8216111784,3.3255677223,2.6682964415,1.1937648554,2.2220798331,3.5534575783,1.7821385400,0.3410774527,0.8305003911,0.6063014909,2.4778960496,-0.0471014409,1.8421658798,1.3992428302,Control
GSM481014,0.4313007615,2.3293440788,3.2114973665,1.7017219133,1.3157470292,2.3626079957,1.7717852605,0.0763250320,0.5663195582,0.5001793888,1.6976016239,0.0069465442,1.7763802502,1.0247983021,BRCA
GSM481015,0.4306591945,2.6663715245,3.6075988710,1.6601493756,1.0226364390,3.1703990300,0.6783411635,0.2902114231,0.5706600060,0.6624560028,2.3335611273,-0.0056533028,1.7866000267,1.2436508052,BRCA
GSM481016,0.5725742598,1.6919438839,2.9940343796,1.0725114162,0.8254194803,2.9770589667,0.4176016889,0.0001105847,0.2323322216,0.5113902381,2.0566534749,-0.1041934511,1.9076823832,0.7893344704,BRCA
GSM481017,0.4536998044,1.1116818788,2.4443219974,1.5763084489,0.5345707808,2.2784773907,0.3003523043,0.1222879494,0.2293415022,0.2922838129,1.3026673756,-0.0077759603,1.8173271818,0.5631712906,BRCA
GSM481018,0.4052431551,2.8581576942,3.3114707096,0.9995755098,1.0679622188,2.9003971417,0.3903010053,0.0589468610,0.5074912498,0.4913405740,1.8840841625,-0.0960641892,1.0530253495,1.3061695902,BRCA
GSM481019,0.4803836849,2.1261038185,3.0739026516,1.0419082144,1.6479806410,3.2700486183,0.7822593156,0.0236217968,0.4246906635,0.6422610062,2.4259770363,-0.0218625244,1.8847912549,0.8534259407,BRCA
