@relation data

@attribute id string
@attribute 1457 numeric
@attribute 2002 numeric
@attribute 2353 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3725 numeric
@attribute 4803 numeric
@attribute 4804 numeric
@attribute 5290 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5335 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.7051456760,0.4598573640,-0.0801269710,1.6104626348,0.8212452234,1.7024177213,0.3680018091,0.1657428197,0.3417825494,-0.0743738270,0.0027666772,0.8370002049,1.1201675758,0.6904673187,0.3860900013,2.2882412161,-0.0234144181,BRCA
GSM481003,0.7230326441,0.5094530717,-0.1516893194,1.7524189089,0.9474795161,2.4163282448,0.2977324581,0.2308445466,0.1791957579,-0.0506758328,0.0220997693,0.9900261754,1.1333078442,0.6729280780,0.2815908568,2.4272642752,-0.0553885548,BRCA
GSM481004,0.6788964829,0.3519630753,-0.2391101478,1.7306030480,0.8814408686,1.9569436598,0.4250780939,0.1176411078,0.1934292825,-0.1540841441,0.0015714503,1.0766678804,1.3982536542,0.6871232500,0.4157156661,2.7043259995,-0.0500999228,BRCA
GSM481005,0.7450451644,0.4627470135,-0.1103455591,1.6458761891,0.8521304950,1.9105042447,0.8258913127,0.3413315056,0.2936143763,-0.1223234448,0.3289049813,0.8211322722,1.3712493853,0.8086081992,0.3888399490,2.3308550971,0.0180744121,BRCA
GSM481006,0.8821366779,0.7458138092,-0.1162875150,1.6704388113,0.8876503406,1.8248747664,0.2627044822,-0.0104646519,0.2433270854,-0.0515387084,0.2390861619,0.9354205676,0.9865753614,0.7695189350,0.3354175018,2.3295555881,0.0128678733,BRCA
GSM481007,0.6039152184,0.6824327353,-0.0361999132,1.7786090209,1.1560421735,2.0019709589,0.1905497794,0.1564722206,0.1014056848,-0.1263724936,0.1471414633,1.0210435065,1.0516917631,0.3326362380,0.2957258879,2.3985712954,-0.0621160632,BRCA
GSM481008,0.6618162519,0.6088109500,-0.1402303537,1.6622805248,1.2938889639,2.1130765477,0.0193564333,0.2377138864,0.1758980179,-0.0720937303,0.0879067641,0.8990125299,1.0726860836,0.7429268004,0.3589827556,2.4446920753,0.0012555714,Control
GSM481009,0.5734758147,0.4693302326,-0.1590186953,1.3427748691,0.5253295350,1.1429168019,-0.1264328993,0.0778947607,0.2437746771,-0.1321362915,0.1336468826,0.4572595951,0.7096309500,0.6203827706,0.2270372226,2.4154436141,-0.0048567386,Control
GSM481010,0.7929901754,0.4728208937,-0.0893704778,1.7509254467,0.9039840400,2.0214559557,0.5218429157,-0.0103285441,0.2892597577,-0.0223426086,0.1319778106,0.7915824455,1.1154199801,0.8636795770,0.3965836786,2.2814118394,0.0688335455,Control
GSM481011,0.5969067344,0.4902841595,-0.1973138971,1.9492786230,1.1300241724,1.9929131126,0.7672940524,0.2105630327,0.2223992294,-0.0940577877,0.0018939260,0.8280705125,1.5733309313,0.4733123278,0.2711141126,2.8155515152,-0.0475626586,Control
GSM481012,0.6953919509,0.3416192576,-0.0651978801,1.5784882939,0.8123865621,1.2819637983,0.1733875801,0.1296052561,0.2830991491,-0.1372564608,0.1236136932,0.8961387801,1.1019343174,0.6613713608,0.3464573934,2.6636632381,-0.0046310019,Control
GSM481013,0.6625945206,0.7541746855,-0.0780185167,1.6565090109,1.6534560970,2.1861975414,0.1042538307,0.0253818649,0.0987440369,-0.0740173064,0.0858122040,0.8020540474,1.2130804397,0.5985774544,0.4000868027,2.5264454656,-0.0280898488,Control
GSM481014,0.6594801860,0.8408090979,-0.0927657989,1.2421748134,1.0210845322,1.8001296663,0.0524472641,0.0969291903,0.4610486274,-0.0827646763,0.3309938921,0.8919377841,0.7769479156,0.7970564698,0.4424410221,2.1941194408,0.0084851914,BRCA
GSM481015,0.6075468290,0.6943586710,-0.1341951147,1.6013563458,1.1101989111,1.4603227840,-0.1601473704,0.1465168243,0.2014516948,-0.1182794240,0.1974025599,0.9676776741,1.2662113122,0.7398309259,0.3921028600,2.8591947300,-0.0340474368,BRCA
GSM481016,0.9217008613,0.2868738763,-0.1218642277,1.8586949196,0.9262994193,1.5068117673,0.1077841731,0.1933950735,0.1879192361,-0.0886256854,0.1428325966,0.7186530775,1.1607094455,0.7996053263,0.2947261601,2.4599850390,0.0025573775,BRCA
GSM481017,0.8927416603,0.2501671649,-0.0937838936,1.3855678936,0.5171931558,1.2559292518,0.1085478280,-0.0090512494,0.5053033147,-0.0809388944,0.3781367167,0.5380615876,0.5629059449,0.9651721663,0.4142338808,1.9582755479,0.0984201438,BRCA
GSM481018,0.5613415929,0.3774558579,0.3026921824,1.5609027490,0.9430964104,1.1901463502,0.9136140629,0.1025729681,0.2168153361,-0.1337999874,0.0426955287,0.7656023544,0.9598313551,0.4124614440,0.3959389863,2.4696819614,-0.0661165698,BRCA
GSM481019,0.7435956107,0.5885260189,-0.1735437464,1.6939296023,1.1114784536,2.0744934480,0.0613148982,0.0190352948,0.4036104572,-0.1359831804,0.2832725297,0.8776032864,1.0253944844,0.6351509259,0.4703316232,2.7068592139,0.0599291107,BRCA
