@relation data

@attribute id string
@attribute 11157 numeric
@attribute 11340 numeric
@attribute 118460 numeric
@attribute 1656 numeric
@attribute 167227 numeric
@attribute 196513 numeric
@attribute 1977 numeric
@attribute 1981 numeric
@attribute 22894 numeric
@attribute 23016 numeric
@attribute 23019 numeric
@attribute 23404 numeric
@attribute 23644 numeric
@attribute 23658 numeric
@attribute 246175 numeric
@attribute 255967 numeric
@attribute 25804 numeric
@attribute 25904 numeric
@attribute 26986 numeric
@attribute 27257 numeric
@attribute 28960 numeric
@attribute 29883 numeric
@attribute 4848 numeric
@attribute 4849 numeric
@attribute 4850 numeric
@attribute 5073 numeric
@attribute 51010 numeric
@attribute 51013 numeric
@attribute 5393 numeric
@attribute 54464 numeric
@attribute 54512 numeric
@attribute 55571 numeric
@attribute 55802 numeric
@attribute 56915 numeric
@attribute 57472 numeric
@attribute 57819 numeric
@attribute 80153 numeric
@attribute 85456 numeric
@attribute 9125 numeric
@attribute 9337 numeric
@attribute 9924 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.5082770268,1.2223498110,0.0081487663,0.3688525844,0.1082171579,0.2598864402,0.3262102189,1.8144485811,0.0717933713,0.9223453162,0.4475372997,0.1846027787,0.2064281309,0.5993933891,0.1713390505,0.1518344709,1.5865191511,0.1366874138,0.0238120144,1.9196914359,0.1620299383,0.4843893665,0.5833781605,0.1918543366,0.1188214551,1.1329961204,0.3915533088,0.7881197517,1.6331160004,0.2801287030,0.3653125426,2.7230804760,0.9474078631,-0.0422666869,1.3172501176,1.5301123789,0.3651686244,0.9437964577,0.2980549969,1.0681302155,0.0360763126,BRCA
GSM481003,0.4541206048,0.9320821878,-0.0276484264,0.6779282000,0.1062848492,0.2254422178,0.3141217654,1.8065191086,-0.0102548700,1.1114644625,0.3438383759,0.2075191671,0.4486330148,0.5521682035,0.1381082417,0.1161890199,1.7401711349,0.0377661013,-0.0289351859,1.8977186270,0.1939615517,0.4111172756,0.2827359395,0.4638082425,0.1458168984,0.8824064390,0.4123576730,0.6621617341,1.1516583561,0.1699828762,0.5710093138,2.7522214519,0.9295938294,0.0283904010,1.1297702127,1.5324675377,0.5577342580,0.9207722658,0.2870732975,0.8072115392,0.0368651737,BRCA
GSM481004,0.4877659013,0.8572835762,-0.1058918862,0.3423657375,0.0601806305,0.3619925233,0.1372993612,1.9039075164,0.0187823911,1.0375327903,0.4633151479,0.3068833345,0.2113710251,0.4846530357,0.0697075516,0.1041725172,1.6127619232,0.1846436924,0.0600247117,1.6024509685,0.2334008234,0.4203672105,0.4487860239,0.3544856876,0.1670029091,0.9121597517,0.4362057417,0.5963279991,1.4378496804,0.1926042881,0.3817753129,2.6307234764,1.0331080881,-0.0127160687,0.8407923886,1.2232246332,0.5323669432,1.1527353226,0.2734552094,0.6782797256,0.0697021044,BRCA
GSM481005,0.5586115911,1.0787155529,0.0727639220,0.7281483044,0.1834761305,0.3681586056,0.6032439420,1.6503758782,0.3332256262,0.9806065410,0.5120299518,0.1164887046,0.2286807822,0.7922336312,0.3308265536,0.2808341438,1.3922494539,0.1189434911,0.0533628930,1.8732572906,0.0692094682,0.4178410360,0.5326194810,0.2717192357,0.1489087492,0.8990794507,0.3016988934,0.7567994971,1.4788689746,0.5323148862,0.4264662245,2.5459915796,1.0908297309,-0.0459752398,1.2113350679,1.1365493271,0.5053767393,0.8776884181,0.2631019536,1.1561623979,0.2018892080,BRCA
GSM481006,0.4409454032,1.0251228910,0.1910549338,0.8513015997,0.1917824902,0.3833671922,0.4558320585,1.9735737899,0.1976727816,1.3290396739,0.5349567514,0.1190094286,0.2897149792,0.8038933646,0.2613891931,0.2786799409,1.7029160967,0.0610461381,0.0098204077,1.7507891934,0.3120591931,0.4545633765,0.4715484173,0.2176897195,0.1706984079,1.0331913276,0.4080173863,0.7608494251,1.1608250143,0.4693156895,0.5822020348,2.8391092882,1.0847768746,0.0229885097,1.4414597849,1.7646944721,0.6846462102,0.8071397799,0.2075846536,1.0947447848,-0.0568469848,BRCA
GSM481007,0.7155206995,0.6181876676,0.0128363998,0.8297641829,0.2140375912,0.3780510238,0.1246853065,1.9353584261,-0.0404944791,1.1686767964,0.3273673485,0.3017742537,0.5467690842,1.3348351522,0.1440328470,0.0895160695,2.0055365364,-0.0325849280,0.0050316149,1.8657303416,0.2175270790,0.4376153016,0.4872405304,0.3898507022,0.0860678317,0.5333216937,0.4249593110,0.6654948665,0.5313313720,0.3385737362,0.9348582383,2.6810381943,0.8893295191,0.0486188686,0.7127485822,1.7157150373,0.3389996461,0.8945829831,0.4938829331,0.5131340634,0.0355025959,BRCA
GSM481008,0.7711872297,1.3299058144,0.1632068290,0.9764758403,0.3224865692,0.3396609746,0.4269127093,1.2397531411,0.1557192915,0.7103711907,0.6264385186,0.5493586748,0.4636392498,0.9345913892,0.3829735569,0.1487939191,1.7488037903,0.2328336746,0.0961677216,1.6829557569,0.4293176540,0.4379107610,0.4160432481,0.4983575122,0.1680388275,0.9622524723,0.5830268378,0.5459219934,1.7211332719,0.4362283763,0.9647266989,2.6323565907,1.3060423993,0.3107029316,1.8359215955,2.1773873236,0.5139356638,0.8867615844,0.3700985971,0.8393673790,0.1059327461,Control
GSM481009,0.3238056036,1.0021572718,0.1328474173,0.9348067231,0.1157283171,0.3075545806,0.2450311447,1.0962117666,0.1085337722,0.6097278328,0.3684973615,0.1502928641,-0.0425727417,0.4564519100,0.1352640766,0.1241603362,1.2517239749,-0.0537032774,-0.0913807741,1.8301419206,0.0273860754,0.5012170323,0.4171016855,0.1384173011,0.0976242315,0.8108700567,0.1671965188,0.6839193595,0.8824273313,0.3525015919,0.2142717861,2.4676754210,0.7342416914,-0.1230823828,1.2646973423,1.0675985987,0.2092536982,0.7195173036,0.2328556377,0.7854283670,-0.0585019174,Control
GSM481010,0.5294132600,1.3541515403,-0.0167237381,0.9054525911,0.3211652142,0.4174198549,0.6958391050,1.6463849895,0.2656020780,1.0587150075,0.6597169524,0.2817250586,0.2686512396,0.8635173554,0.3833469882,0.2964646866,1.4506512254,0.2909368000,0.1370067133,1.8420869187,0.1619815724,0.7058607327,0.6705159784,0.2960559152,0.1931494817,1.0160811671,0.5251224450,0.6432714094,2.1508416334,0.5573187502,0.4417866747,2.6950048077,1.2015717281,0.0120038982,1.7952644892,1.0432863169,0.4243429245,0.7453325940,0.1578454427,1.4328452587,0.0140806557,Control
GSM481011,0.6820411226,0.8915876676,0.0892435643,0.4806857269,0.1305409469,0.2302910213,0.3554290061,1.9729355432,0.0830488234,1.0582711372,0.3020162726,0.2199513546,0.3424802400,1.2747503993,-0.0206421437,0.1022880161,1.8527238661,-0.0934589309,0.0031959456,2.1241810656,0.4532727947,0.3699271009,0.3290314532,0.4086224271,0.1349041566,0.4097543956,0.4828871983,0.6071935995,0.8526648531,0.2458777880,0.7325168189,2.6239911716,0.9085602239,-0.1611472258,0.7061197400,1.6817335421,0.4169379788,1.1111127426,0.3891516528,0.4362230006,-0.0337326929,Control
