@relation data

@attribute id string
@attribute 1436 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 2885 numeric
@attribute 30011 numeric
@attribute 4233 numeric
@attribute 51100 numeric
@attribute 5156 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 56904 numeric
@attribute 6714 numeric
@attribute 867 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.1097948564,0.6516626943,0.4345339728,1.3452941188,1.3928433815,0.8759700277,1.5769675493,0.1106841764,0.1474579691,-0.1072664774,0.2366113152,-0.0230143287,0.7630263184,BRCA
GSM480985,-0.1196457894,1.2256539837,0.3325850749,1.1583383579,1.0885278032,0.7798522333,1.7910407782,0.7138120158,0.0900841358,-0.0931613796,0.1612003436,-0.0673303304,0.7087613307,BRCA
GSM480986,-0.0538225113,0.4262836435,0.3517915079,1.5127595663,1.5578148871,0.9021996147,1.3904301118,0.1403553155,0.1559347632,-0.1167993353,0.1513222126,-0.0464315283,0.8078009443,BRCA
GSM480987,-0.0409395697,0.0239258781,0.1587947994,1.4599798470,1.6922321746,0.2276951068,1.0993169903,0.5136479330,0.0835026311,-0.1432857454,-0.0306674687,-0.0569087189,0.7409817061,BRCA
GSM480988,-0.1593929307,0.3245137288,0.1726689534,1.6300611323,1.5433842096,0.6423381358,1.3356159997,0.3558236213,0.0817065693,-0.0806064152,0.1327289800,-0.0468429086,0.4814720558,BRCA
GSM480989,-0.1188967612,0.6720767098,0.2135165615,1.6843677122,1.3555635111,0.7024636094,1.2643237210,0.1486610471,0.0811992555,-0.1211765001,0.3325180429,-0.0013073004,0.6836835075,BRCA
GSM480990,-0.0777441246,0.0702140510,0.2635990058,1.6475978081,1.5569360050,0.5615265150,1.2145800186,-0.0732167417,0.1371517299,-0.1211324487,0.1456294800,0.0237829644,0.8951952839,Control
GSM480991,-0.0505381567,0.8736306505,0.2092083807,1.5652074934,1.4901826209,0.7570488190,1.4157773781,-0.0021417977,0.0569693500,-0.0960165404,0.2789802549,-0.0323408361,0.7217237797,Control
GSM480992,-0.1165547039,0.1679068491,0.2100246319,1.5792976092,1.6235588088,0.4905067957,1.1545182681,-0.0854762300,0.1225340664,-0.1356904655,0.2240077942,0.0106290712,1.0327716594,Control
GSM480993,-0.0889731396,0.4212769849,0.2942363708,1.5582134934,1.5163251046,0.6604025472,1.2504683279,0.3114745932,0.1051260916,-0.1144585606,0.1640486685,-0.0135325677,0.8985952735,Control
GSM480994,-0.1123807318,0.5657964832,0.1903169752,1.5295505913,1.4321793956,0.6321131203,1.3483303022,0.0106346012,0.1282837399,-0.1302939479,0.1785140188,-0.0187703867,0.9137262698,Control
GSM480995,-0.0318193390,1.1379546598,0.5217593632,1.6341215260,1.4901668641,0.8816204733,1.4715340185,0.2888847066,0.1549260844,-0.1366150506,0.0764936739,-0.0279171207,1.0087489421,Control
GSM480996,-0.0660494160,0.1915650606,0.4382426251,1.6202940312,1.5326637052,0.5167873402,1.4378228355,-0.0069606817,0.1266842851,-0.1023722273,0.1792540084,0.0263584877,0.8762593415,BRCA
GSM480997,-0.1397251799,0.3133909763,0.2648860105,1.6077907556,1.5730358417,0.1852467082,1.4266443134,1.2902796247,0.3052101101,-0.0603807799,0.0619742301,-0.0008275386,0.4182032592,BRCA
GSM480998,-0.0693541663,0.4491573981,0.2039249242,1.8111653313,1.4883541277,0.9501034692,1.1637148952,0.2579674756,0.2023127026,-0.0860605537,0.0597450856,0.0090813116,0.4945664398,BRCA
GSM480999,-0.0511464220,0.6780377738,0.4440171438,1.3847289206,1.4635456900,0.9157751202,1.7087971115,0.2760644217,0.1332951783,-0.1419028194,0.2459162921,-0.0673263892,0.7830939889,BRCA
GSM481000,-0.1116499327,1.1900375411,0.2628517869,1.4343370085,1.3756185176,0.6877257756,1.7464516830,0.2325732966,0.2112378953,-0.0985733992,0.2904456640,-0.0261117631,0.5314374342,BRCA
GSM481001,-0.1234621463,0.9539825245,0.6662413150,1.4455331878,1.7138468732,1.1504712824,1.6725073911,0.0817840503,0.0994878260,-0.1122984693,0.1425275089,0.0263371471,0.8807484680,BRCA
