@relation data

@attribute id string
@attribute 10000 numeric
@attribute 11213 numeric
@attribute 11261 numeric
@attribute 1147 numeric
@attribute 1439 numeric
@attribute 1676 numeric
@attribute 1677 numeric
@attribute 2021 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23533 numeric
@attribute 317 numeric
@attribute 329 numeric
@attribute 330 numeric
@attribute 331 numeric
@attribute 355 numeric
@attribute 3551 numeric
@attribute 3552 numeric
@attribute 3553 numeric
@attribute 3554 numeric
@attribute 3556 numeric
@attribute 356 numeric
@attribute 3562 numeric
@attribute 3563 numeric
@attribute 3654 numeric
@attribute 3656 numeric
@attribute 4615 numeric
@attribute 472 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4803 numeric
@attribute 4914 numeric
@attribute 51135 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 54205 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5535 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5577 numeric
@attribute 5613 numeric
@attribute 572 numeric
@attribute 581 numeric
@attribute 596 numeric
@attribute 5970 numeric
@attribute 598 numeric
@attribute 637 numeric
@attribute 63928 numeric
@attribute 651610 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7157 numeric
@attribute 7186 numeric
@attribute 823 numeric
@attribute 824 numeric
@attribute 836 numeric
@attribute 839 numeric
@attribute 840 numeric
@attribute 841 numeric
@attribute 842 numeric
@attribute 843 numeric
@attribute 8503 numeric
@attribute 8517 numeric
@attribute 8717 numeric
@attribute 8737 numeric
@attribute 8743 numeric
@attribute 8772 numeric
@attribute 8793 numeric
@attribute 8794 numeric
@attribute 8795 numeric
@attribute 8797 numeric
@attribute 8837 numeric
@attribute 9020 numeric
@attribute 9131 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,6.02664600925,8.982338457,8.635084252,9.004698798,4.894103816,9.322972846,6.6317994995,8.927171373,9.746089281,7.466690585,6.033979735,7.460673902,10.1203149015,9.50184663267,5.599623716,6.109057762,7.1307406325,5.428620839,9.000106455,6.981713185,5.84139580367,5.714184545,5.089382945,7.748764991,9.677464692,8.337489361,9.4642502,7.15912118675,12.34771002,15.00532806,7.388170429,5.19152344233,7.450842404,6.685313404,7.339184439,8.467616885,6.299304767,7.0703331436,11.7240492,8.464342681,7.181967161,11.8054921,9.584314798,11.95847307,5.326799101,6.36946717,5.4829326402,5.48205062,9.78527191267,7.409181146,8.786482932,4.767140212,8.2742311235,7.546352606,7.63009585267,8.4944607845,8.69026092,9.8313225965,7.03937931067,5.580455499,4.871364705,8.519696323,12.08918571,8.333402628,7.722570406,11.2551704,8.739789996,7.931813168,6.92345301633,7.083131785,5.6639776582,7.924560768,6.7438981715,6.660285205,10.2072374,8.13891188267,9.943694688,12.2590489,9.964760013,7.597309786,6.981713185,7.53281069967,8.59931884,11.98737426,7.12458953,8.00278287425,Control
GSM427159,5.94776533325,8.312759464,8.66542575,8.974945912,5.52873637,9.80430441433,7.037503494,9.032239399,9.68028616833,6.43012268,6.539395847,7.8219347,9.6275956935,9.90022641533,6.29655434,5.4568451785,7.787354885,5.19062597,8.25032344,6.464101029,5.55073851833,6.1044474,5.541105329,7.057317924,10.14535302,8.140562835,9.905361101,7.09089637525,12.34109771,13.91249272,7.536346549,5.505510586,7.849500691,7.098719371,6.741201091,8.699078855,7.09127967,7.6111323212,12.12504541,8.779925425,7.328338472,11.54241539,9.028818534,11.93616504,4.255773643,6.0929297895,5.5428379012,5.804719114,9.789873514,7.391761545,8.66542575,5.442455259,8.137035193,7.48196166867,7.28221449733,7.97569312475,8.669346719,9.2628993675,7.36277768733,6.026363672,5.119990277,7.177920594,12.001308,8.508984299,8.156008632,11.68974045,8.297078042,8.1988449165,7.07794042367,6.56812056767,5.8528914586,7.7506065195,6.1455111885,6.249592888,10.39985497,7.57672874133,10.07879165,13.04382794,10.15158143,6.311480977,6.754958049,7.06171540467,9.033520136,12.5292244,7.618204007,7.649322466,BRCA
GSM427160,5.52044016575,7.183985468,8.278880489,8.986710369,5.834857349,9.66722047133,7.119152491,8.90942145,9.69256516467,6.416760061,5.844744204,7.4969355985,9.7717912665,10.2655236773,6.416760061,5.8381822935,7.4532495275,5.173838258,8.349592102,5.697600956,5.64980828033,6.144867877,5.29242402,6.513574141,10.42139193,8.08792836,9.70697128,7.165383526,12.51631937,14.51605303,7.765321119,5.26733198233,7.734880845,6.212526175,6.813047234,9.063247518,6.323194968,7.448654099,12.67203307,8.42928237,7.238491368,11.24175993,8.789730168,11.74088764,4.77953729,5.9034588485,5.4641368762,5.527329405,9.801472324,7.677704008,8.815320146,5.112503363,9.1235010805,7.496409352,7.63291516533,7.84053328475,9.073024297,9.6706944665,7.39390802233,5.379561399,5.210828387,8.414834386,11.63162057,9.660905593,8.551997661,11.88601099,7.742008106,8.03923302,7.46918469167,6.742243195,5.7897319854,8.1061247785,5.9215713865,6.638439986,10.04121461,7.91175192233,9.929872764,12.51448113,10.64474883,5.816734888,6.729828466,7.133501108,8.539819047,11.86027624,7.363480204,7.9148959525,BRCA
GSM427162,5.58777326775,7.581278035,8.829493729,8.742495656,4.932877618,9.39768029933,6.902136378,8.942471345,9.98949733167,5.863140121,5.341462114,7.949551686,9.477837206,10.2724422663,5.989826604,5.9473627115,7.4011955135,5.28559757,7.718260793,6.135766351,5.746718711,6.331145921,4.893861206,7.232855289,10.56828182,8.31872483,9.766156644,6.962212015,12.26985874,14.35403309,7.799736743,5.99442656267,7.184878131,5.584068992,6.506054132,8.649598507,6.299945779,7.6522265588,12.52623397,8.584211958,6.422323287,11.56978693,8.74769044,11.09993968,4.978894894,6.323322532,5.1156792046,5.655216748,9.34823014567,6.105076296,8.115695415,5.7109519,9.2078924525,7.166098701,7.33493823133,7.5957045875,7.67194989,8.999297312,7.22347936333,5.229406468,4.673859936,8.370459788,11.41027128,8.338826757,9.141437341,11.65213254,8.249778486,8.049352819,6.32634649467,6.02132500833,5.6257131728,7.389583129,5.9373595855,7.411068419,10.50969117,7.18497456933,10.01119619,12.56576382,10.26616024,5.628781795,7.687832523,7.06723032167,8.566911335,12.50251243,7.782574222,8.07382173625,Control
GSM427163,5.87271996825,7.609180816,9.132211242,8.684828488,5.780579955,9.67330697167,6.377025189,9.022313104,9.506100771,6.860966288,6.042212717,7.4088003525,9.3861165135,9.404843943,6.56544914,6.4964374115,7.5245616955,5.488491912,7.361595391,6.5434229,5.67006771,6.16425895,4.885099957,6.735559831,10.67791364,7.805906871,9.855452948,7.2431584955,12.37603319,13.73047547,7.144329712,5.547936593,7.546047737,7.405441727,6.944393257,8.565760069,7.300126299,7.950268865,11.96427598,8.435838088,7.7125980515,11.00452968,9.157246578,11.83833739,4.801431976,6.52394041,5.466218321,6.407145055,7.772929909,7.418993406,9.518791383,5.377654117,8.5157239865,7.33013335533,6.91556020333,7.8450723755,9.268495874,9.819947042,7.344893544,5.458948931,5.442123455,6.675961001,11.76197512,9.701150974,8.106250323,11.8267889,7.584306987,8.040914571,7.89692416633,6.82370193433,5.7767472574,7.637528126,6.4972158175,6.561483187,9.78258103,7.786651762,9.484878832,12.93245566,10.77308997,5.771100681,6.670872637,6.52209761933,8.842940443,12.26224618,7.444230413,7.84642629725,BRCA
GSM427164,6.0241266485,8.20645413,8.695716467,9.33884841,6.183789814,8.89733260433,6.7462971645,8.235058209,9.688092646,7.477052175,5.759695977,7.755466278,10.3317089185,9.51612918533,6.091917306,6.60785894,7.5689740425,5.388199225,8.525208673,6.777719287,6.05282711967,5.609260937,5.421064416,6.73488275,9.548258938,8.226967397,10.48083592,7.08122523275,12.87483063,13.77694807,7.044998189,5.422961591,8.234483507,7.460253403,7.80732453,8.146264608,6.725540512,7.4183463498,12.02694363,9.008765532,7.745704965,11.73619062,9.836169177,12.08138533,5.048989481,5.9174340255,5.6759717936,5.625863148,9.84054935,7.890402801,9.231287868,5.316879984,8.0343196725,6.96976629,6.71227636133,7.89616385625,9.673230059,9.444171974,7.41519809933,5.749206573,5.256643908,6.320264091,11.96720294,8.868576523,7.922110302,12.36339568,8.175725588,8.276164252,7.233656492,7.27989135267,6.1557894346,8.5459358775,6.8031073515,6.446881172,10.54285319,8.01981551,10.12499078,12.77666852,10.34100757,6.582334422,6.466427785,7.59437240433,9.315325713,11.64430934,8.197856947,8.05816644525,BRCA
GSM427165,5.88751933675,8.584681754,7.344808806,8.17437786,5.843614112,9.97309623267,6.2881816415,8.290457955,10.0480993307,6.742953157,5.942169184,7.5815822955,10.214895946,10.4052109017,6.731933742,5.6801733885,7.550193916,4.765549899,5.250782787,5.672857555,5.42503466667,5.032113243,5.516024013,6.464509503,9.834609753,8.010809379,9.530631222,6.392001616,12.52075501,15.02279519,8.198753346,6.52639166833,7.141854563,6.662423158,5.996847001,8.302457433,7.476910459,8.3350079456,13.11366653,6.998198677,6.5896621115,11.41213066,7.747456426,11.2413041,5.077041333,6.330484187,5.5322651396,6.430289978,9.55785931,7.572418149,8.344585666,4.904497645,8.079817226,6.54175895867,7.38616007233,7.264331835,7.262755244,9.718924317,6.55666256233,5.183299167,5.025927152,6.423120638,11.42772678,8.315445233,8.283761058,11.27204377,8.429386994,8.3070644095,6.84991378233,5.90453458933,5.645039366,6.9179834015,6.137935364,6.282259665,10.10111594,6.84780819533,9.601752743,12.20475003,9.911339974,5.910919251,8.053438737,7.25689851,8.38288458,12.89557628,6.740661566,7.59927294375,BRCA
GSM427166,5.55851851825,7.952116757,8.7216983,8.824657385,6.18448425,9.03718650233,6.5533661775,8.674016666,9.436876068,6.689303092,6.015923042,7.645327129,10.0771995225,9.25162105967,6.140988854,6.0495207925,7.4520617975,5.193979903,7.134583224,6.218786615,5.70328124467,5.582112807,4.626327643,7.256848204,9.860714986,7.868546526,9.695555047,7.21389689,12.20475003,14.22362506,8.277683912,5.618990182,7.659908731,6.020263967,7.162847292,8.452633655,6.726903149,7.757716558,12.07897478,8.819732939,7.480559564,11.39154181,9.508320259,11.67233485,4.963487128,5.9718598575,5.3094441946,5.233822166,7.854087509,7.90344675,8.118825763,5.023045997,8.116304847,7.84441516067,7.43240197667,8.05261194825,9.194320487,9.632114784,7.116277725,5.064162066,5.372961888,6.14308278,11.92850738,8.92056956,7.748127633,11.60505131,8.449727594,8.3666695385,7.61202263967,6.55264887533,6.1264922834,8.3320404855,6.421709888,6.094030827,10.4077487,8.008015864,9.671351374,12.22015014,10.36365325,5.321757891,6.722401556,7.34295575933,8.73888698,11.28307404,7.797176966,7.7684468245,Control
GSM427167,5.650041658,7.324048031,8.761435816,8.659854224,5.253432694,9.358422347,6.632880865,9.449938467,9.58057105933,6.500527718,5.978888461,7.8288732835,9.6996756995,9.76997316367,6.79103628,6.337979385,7.530604743,5.872096916,9.153147365,6.279801496,5.841540402,6.069858551,5.476714818,6.654210406,10.66204549,7.935549803,9.573046472,7.14878397875,12.42766909,14.37348409,7.431458167,5.580399701,7.280958923,7.205282841,7.428655643,8.407417683,6.426437217,7.6719006758,12.20624983,8.738583034,7.5245411315,10.77439198,9.212004536,11.67233485,5.391468086,6.3825279205,5.291675395,5.844493149,9.60954968233,7.548207573,9.026662535,5.398154738,9.095386554,7.80894971567,7.18054352333,7.87109163775,9.012625324,9.7227322955,7.61039616467,5.668822064,4.759171133,8.252974189,11.36056745,9.680166591,8.550151431,11.85690996,7.692966108,8.288078818,7.38519951367,6.74719066733,5.8838277246,7.7930385845,6.147858132,6.225020007,9.861979055,7.927182045,9.108531726,12.76570158,10.67652155,6.420849214,6.62739207,7.429006978,8.673725237,11.75034492,7.392491577,8.112626364,BRCA
GSM427169,5.56331123875,7.356190313,8.594083007,8.645245129,5.434637608,9.70737187733,6.6695634235,9.224352127,9.75364579767,6.827314517,5.906897358,7.5688881555,9.526270562,8.98711892533,6.177724116,5.7598219305,7.6541093245,5.376786337,6.678428044,6.854778406,5.737978147,5.434637608,5.072117861,6.470297392,10.47490271,7.243129047,9.269361142,6.89333590125,12.09766027,13.54172225,7.109833592,5.61823474067,7.494497866,7.606018576,6.850940421,8.72987657,6.76752611,7.3060563712,12.27296951,8.85611511,7.3344224225,11.36752411,9.015945424,11.71789713,4.441438586,6.3457281585,5.3589494338,5.913135501,9.492243668,7.121070136,8.794173061,5.778347403,8.399665163,7.79374473733,7.481413311,8.23267903825,8.33670864,9.564546958,6.96601306267,5.431298057,5.300134022,6.105390642,11.57911804,7.766597025,8.509301078,11.49594259,7.982909641,7.806017873,7.39794265367,6.62840186333,5.7581840748,7.6247556515,6.0304555315,5.941347708,10.22738163,7.73106613,9.863923404,13.13233509,10.1525514,5.738505243,6.776041872,6.717633511,8.415309872,12.5617021,7.396307489,7.70610909575,BRCA
