@relation data

@attribute id string
@attribute 1965 numeric
@attribute 1968 numeric
@attribute 1983 numeric
@attribute 27102 numeric
@attribute 2932 numeric
@attribute 440275 numeric
@attribute 5499 numeric
@attribute 5610 numeric
@attribute 8893 numeric
@attribute 8894 numeric
@attribute 9451 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,1.8814041996,3.4732210836,0.9323121759,2.3954706938,0.8950817100,0.5089742961,1.7552149694,1.9755727945,0.3503543629,1.0124087136,0.0167097403,BRCA
GSM481003,1.5683274246,3.4579041799,0.7763405773,2.3148648290,0.9718543944,0.4833609190,2.2895291380,1.7989932150,0.4393994245,0.4128194864,0.2228077530,BRCA
GSM481004,1.5315217208,3.4091218112,0.9433866571,2.4449367372,1.3618418052,0.4677596172,1.7228226531,1.7910277940,0.4139603734,0.6443124432,0.3544005380,BRCA
GSM481005,2.1133898829,3.2657137117,1.0652480513,2.1318827421,0.9572651076,0.5853463492,1.6119475168,2.0473213992,0.2533404212,0.7498349167,0.4822234372,BRCA
GSM481006,1.6681061672,3.4300504327,1.0968410335,2.3138150723,1.0202108809,0.3838178466,1.9078140392,2.0817749200,0.3149521308,0.3882277771,0.3069176489,BRCA
GSM481007,0.9793251456,3.0090010962,0.8398385081,1.6468955875,0.5586554259,0.1522244551,2.2768932449,1.9390442867,0.4850106206,0.2388033089,0.3703389459,BRCA
GSM481008,1.5196910524,3.3720343710,1.0616864893,2.1306690572,1.0892350491,0.4864594223,2.6924481922,2.1634827453,0.4051593478,0.3280716689,0.2940741609,Control
GSM481009,1.6043706046,3.8722105623,0.8531536520,2.1660677790,0.4939206066,0.3358363450,1.3226553269,2.0095697095,0.1350957668,0.4855374400,0.1947119617,Control
GSM481010,2.2511457157,3.4559576710,1.2974520028,2.4862021207,0.9262991083,0.5731501886,1.8376394908,1.9168759485,0.2765109696,1.0645046233,0.5355324250,Control
GSM481011,1.2710189652,2.8900025089,0.7783412203,1.8489870131,0.8232649406,0.4053333829,2.2827488449,1.6695550482,0.3969626854,0.4025038886,0.0262312180,Control
GSM481012,1.7112284852,3.6363053322,1.3767907564,2.3727448732,1.3232103512,0.5871462885,1.6834553083,2.0351438522,0.3174229727,0.6925623051,0.1829161715,Control
GSM481013,1.3857818580,2.9200768669,0.9745903891,1.8620435744,0.9259994606,0.3138310629,3.2280525897,1.7321857612,0.5101320983,0.1864729748,0.2775572670,Control
GSM481014,1.9036706973,3.2625737388,1.2784696073,1.5467626825,0.8521356434,0.2830334135,1.7713282771,2.1041279038,0.1793419831,0.8135393610,0.7047475297,BRCA
GSM481015,1.5643462133,3.2720355789,0.8177893620,2.0868379476,0.6041153413,0.4468435829,2.5939258999,1.8692332553,0.5631857823,0.4781431092,0.3304433456,BRCA
GSM481016,2.3035132790,3.3939758142,1.2055210544,2.6336691380,1.1687023452,1.0097343904,1.7321002880,2.2854431570,0.4005957253,0.7711069056,0.4111022714,BRCA
GSM481017,2.5380761813,3.5624590316,1.7985246032,1.9838189482,0.8607388701,0.3980843593,1.0045164293,2.2582539418,0.2819187601,0.7695505519,0.9135233014,BRCA
GSM481018,1.4543326378,3.3489654858,0.9233078882,2.4403527230,0.8730367090,0.3068929919,2.0540555450,1.4773206512,0.4032544118,0.7305544400,0.0547877795,BRCA
GSM481019,2.0564355468,3.2835466663,1.1521326034,2.0880658626,1.1705839206,0.6731868803,2.0889346069,1.9071665305,0.4291931279,0.6937555854,0.2627540460,BRCA
