@relation data

@attribute id string
@attribute 1000 numeric
@attribute 10368 numeric
@attribute 10369 numeric
@attribute 1495 numeric
@attribute 1496 numeric
@attribute 1499 numeric
@attribute 1605 numeric
@attribute 1674 numeric
@attribute 1756 numeric
@attribute 1824 numeric
@attribute 1829 numeric
@attribute 1832 numeric
@attribute 2010 numeric
@attribute 22801 numeric
@attribute 27091 numeric
@attribute 27092 numeric
@attribute 29119 numeric
@attribute 3655 numeric
@attribute 3672 numeric
@attribute 3673 numeric
@attribute 3674 numeric
@attribute 3675 numeric
@attribute 3676 numeric
@attribute 3678 numeric
@attribute 3679 numeric
@attribute 3680 numeric
@attribute 3685 numeric
@attribute 3688 numeric
@attribute 3690 numeric
@attribute 3691 numeric
@attribute 3693 numeric
@attribute 3694 numeric
@attribute 3695 numeric
@attribute 3696 numeric
@attribute 3728 numeric
@attribute 3908 numeric
@attribute 4000 numeric
@attribute 488 numeric
@attribute 51176 numeric
@attribute 5318 numeric
@attribute 55799 numeric
@attribute 59284 numeric
@attribute 59285 numeric
@attribute 60 numeric
@attribute 6262 numeric
@attribute 6442 numeric
@attribute 6443 numeric
@attribute 6444 numeric
@attribute 6445 numeric
@attribute 6546 numeric
@attribute 6932 numeric
@attribute 6934 numeric
@attribute 71 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 781 numeric
@attribute 782 numeric
@attribute 783 numeric
@attribute 784 numeric
@attribute 785 numeric
@attribute 786 numeric
@attribute 81 numeric
@attribute 83439 numeric
@attribute 8515 numeric
@attribute 8516 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 9254 numeric
@attribute 93589 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.0079978060,0.0682296526,-0.1343526023,1.3338098931,0.0430910574,0.9433099893,2.1143498631,0.0499310647,0.1632059169,2.0243022675,0.3141537156,2.4608101843,1.1886737114,-0.0965170566,-0.0848976972,-0.0750350634,-0.0925974851,1.5895233715,0.1426907652,0.8780306708,-0.1136285241,1.0923797830,-0.0461405370,0.9300875217,-0.1346291925,-0.0525909742,0.3266050723,0.1778868698,-0.0655429406,0.5317557791,1.4327196976,0.4322272777,0.2677830725,0.6622457820,1.7464562788,-0.0784953023,1.0035073719,1.7257114871,-0.0609185226,0.6882131809,0.0520227019,-0.0640030649,-0.0194660570,1.9831620881,-0.0889553103,-0.1843905306,0.4505806740,-0.1273885643,-0.1096197541,-0.0867696813,0.4610165383,0.7218863406,3.6226621756,-0.1203116075,-0.0989742001,-0.1723870842,-0.1224714802,-0.0643316530,-0.0245026247,-0.0623435482,0.5613879450,-0.0271549473,-0.0794855625,0.8557089394,0.2154807355,0.1092547790,-0.1266479619,1.9086507757,-0.1027024567,-0.1061069645,-0.1184312069,-0.0431789376,BRCA
GSM480985,0.3107617417,0.0433697406,-0.1062390212,1.3528159242,-0.0195940898,1.1109306672,1.7600219601,0.0579944642,0.3073088265,1.7733675513,0.4868192508,2.4930259520,0.8680561940,-0.0919953969,-0.0828143909,0.0840710815,-0.1231202414,1.0445313049,0.0353192445,1.1276842743,-0.0775705003,1.3436165197,0.0015946848,0.9723499517,-0.1524036423,-0.0685593701,0.7101749634,0.1802411383,0.0941074097,0.5638625549,1.5330609464,0.4256975104,-0.0354555250,0.7598147792,1.3415887190,-0.0947870443,0.6331189783,1.6956614123,-0.1205094834,0.1977518490,-0.0357360921,-0.0687345851,-0.1031155674,1.6668235234,-0.0928468601,-0.0869993934,0.5430667273,-0.0823299937,-0.1254547548,-0.0871612249,0.8030626381,0.8713486481,3.7874552336,-0.1314508866,-0.0963025578,-0.0583988496,-0.0584060038,-0.0734470778,0.1402272073,-0.0032097376,0.5824237781,-0.0808365336,-0.1299537609,0.7819419997,0.7328280286,0.3972568138,-0.1284395039,2.2563728540,-0.1399921106,-0.0963063285,-0.0968186499,-0.0442855782,BRCA
GSM480986,0.1054877200,-0.0618462150,-0.1000677477,1.2520638189,0.0057316652,0.9477347201,2.1784036439,0.0117306393,0.1774607371,2.2112920647,0.3845045691,2.7795651620,1.0736908549,-0.0533097785,-0.0590600254,-0.0204037532,-0.1365387179,1.4131523895,-0.0074317108,1.1020021171,-0.0547917037,1.5552540933,0.0710682853,1.2477214833,-0.1314347821,-0.0618882411,0.5018700799,0.1151252413,-0.0747055229,0.5565157449,1.6527627745,0.4736345764,0.0656593170,0.6320545663,1.8956718247,-0.0920199818,0.7987302632,1.7277588216,-0.0845531220,0.5847049640,0.1274459120,-0.1759355419,-0.0779544142,1.5463190164,-0.0237756529,-0.0913273127,0.4573370707,-0.0948991918,-0.1342807912,-0.0634671660,0.8296508626,0.6392725903,3.6462782948,-0.0977729428,-0.0699778495,-0.1236575758,-0.0708685458,-0.0875475979,0.0404406771,-0.0457329366,0.6317891250,-0.0384452237,-0.0383876456,0.5835656012,0.3681067234,0.0716069211,-0.0930490954,2.0866372263,-0.1202194508,-0.1493002576,-0.1261470708,-0.0919421273,BRCA
GSM480987,0.5377828327,-0.0526175533,-0.1063510068,0.8798748336,-0.0108929942,0.7213038760,1.3052779489,-0.0007800827,0.0053595058,0.1188150371,-0.0542538168,0.4565657554,1.0764899734,0.0988554610,-0.0620039185,-0.0699285825,-0.0598773921,0.1342354619,0.0280109981,0.1360387512,-0.0518896750,0.1364817783,0.0973028606,2.4249016445,-0.0463094629,-0.0577306183,0.3068092785,0.0755187708,0.1449871157,0.1239360439,1.8311757351,-0.1678098129,-0.1750797953,-0.0621140206,0.0025442684,0.0581427524,0.6519408185,1.9505865319,0.2274401900,-0.0114976447,0.0243150980,-0.2045372564,-0.0790478371,1.5882334240,-0.0547873672,-0.1672380425,0.5726812159,-0.0557988395,0.6309274882,-0.0407146201,0.0737067636,0.5214755582,3.9579671080,-0.0535309027,-0.0852457030,-0.1119168406,-0.1386153157,0.0770227257,0.0251751878,0.2038346149,0.4010122127,-0.1018771847,-0.1680320242,0.1960985186,-0.0026901963,0.4644670712,-0.1019112105,1.9076936618,-0.1064028313,-0.1212047814,-0.1333895824,0.0470139128,BRCA
GSM480988,0.0197224870,-0.0411565130,-0.0393296510,1.1278576067,-0.0657405690,0.8318137222,1.9334251161,-0.0227714623,0.1228472797,1.9963808143,0.2124698123,2.5033683446,0.8183775148,-0.0306326698,-0.0821204228,-0.0744747072,-0.0767603731,1.0071759766,0.0697572162,0.8316011712,-0.0438940025,1.2964080999,-0.0622308738,0.9573691587,-0.1220452903,-0.0798689622,0.3357796439,0.1863922891,-0.0725438198,0.3697716742,1.6181330162,0.1826989257,0.0897573340,0.5768431955,1.3134222209,-0.0814858217,0.6097793105,1.8690686000,-0.0362709062,0.3873884543,0.0644696750,0.0115646849,-0.0183379933,0.7069784941,-0.0350562342,-0.0105697941,0.5055651873,-0.1168009518,-0.0518742038,-0.0884473948,0.7221334199,0.5751020640,4.0240748362,-0.0822903132,-0.0242554143,-0.1667832078,-0.0314547322,-0.0562333224,0.0325240980,-0.0489285502,0.5769897205,-0.0758940419,-0.0096382675,0.6675415863,0.4379166936,0.2152365428,-0.0711201752,1.9844101221,-0.1170340794,-0.1168790694,-0.1206784184,-0.0071343298,BRCA
GSM480989,-0.0148596324,0.1079419554,-0.0767798814,1.0870941328,-0.0125926176,0.9154817797,2.9312561751,0.0751253971,0.0861339105,1.9030998940,0.2075850903,2.2090326912,1.1950776510,-0.0588972108,-0.0662315376,0.0544453836,-0.0675425700,0.9411138160,0.0137452483,0.4326143382,-0.1319063450,1.2272431041,-0.0301781461,1.2722444337,-0.0878284545,-0.0407345896,0.1799703843,0.1971728543,-0.0753753271,0.7903764260,1.6220573679,0.1283526309,0.0087692556,0.3919599233,2.2143873838,-0.0910003342,1.0251753460,1.7396006833,-0.1170667829,0.3950426768,-0.0000382345,-0.0789210264,0.0319060496,2.0641681383,-0.0408474547,-0.0381327109,0.2848646858,-0.0932788285,-0.1614736506,-0.1167953029,0.7278628971,0.7589532104,4.1692070311,-0.0790640901,-0.0560463325,-0.1896694854,-0.1508689637,-0.0860655855,-0.0488633459,-0.0772692739,0.8129652783,-0.1655431821,-0.0911308014,0.4191104986,0.7552782409,0.1298992306,-0.0661659099,2.0251179983,-0.0949734952,-0.1589803841,-0.1282889134,0.0046481392,BRCA
GSM480990,0.0222585909,0.0546465477,-0.1600094848,0.8238437675,-0.0171639838,0.8344820888,2.5415902278,-0.0150466984,0.0154228731,1.7957382177,-0.0023995027,2.4938288828,1.3250966900,0.0057877811,-0.0925443224,-0.0964546505,-0.0802404377,1.8012763822,-0.0386362766,0.7486818395,-0.1277256025,1.8876137479,-0.0030183041,2.4141955973,-0.0866388205,-0.0750151868,0.3144868271,0.2156330049,-0.0633891400,0.7551646513,1.4704585286,0.0259682311,0.0730921239,0.2736983915,2.3775305616,-0.1012775036,1.0428094412,1.7524767024,-0.0439781166,0.3665693775,-0.1103112226,-0.1842506800,-0.0378653774,2.1704076527,-0.0142816648,-0.0304155642,0.3391328946,-0.0829233746,-0.0599572688,-0.0530061711,0.5914152316,0.6402914647,4.4571284381,-0.0893763078,-0.1065901060,-0.1377697349,-0.1273056988,-0.0727700968,-0.0090365871,-0.0745338046,0.7522451695,-0.0505590463,-0.0369785308,0.4373111957,0.4931352758,0.0535662380,-0.1135226277,2.5694656123,-0.1425240105,-0.1736178855,-0.1572380998,-0.0265537277,Control
GSM480991,0.1355888178,0.0257418429,-0.0583783093,1.2444188044,0.0007367029,0.9456861730,2.5050056121,0.0868251726,0.1179805404,2.1931873223,0.2491367467,2.5836692786,1.1343084623,-0.0399675009,-0.0572465681,0.0554954631,-0.0783212237,1.1261571220,-0.0280346625,0.7665665333,-0.1080194482,1.7791062337,-0.0114926056,1.4173520208,-0.1456563554,-0.0582129353,0.4358905889,0.1428165244,0.0115238073,0.6704476510,1.7379832630,0.3575059540,0.1206107850,0.5965266380,2.3339636856,-0.0200670710,0.9744097795,1.6343451276,-0.0690634400,0.4503276918,0.0017666566,-0.0798760837,-0.0344141647,1.9666513886,0.0338856232,-0.0221403277,0.3425901862,-0.0775332498,-0.1527555054,-0.0799435011,0.7624848227,0.5888127228,4.1061814696,-0.0855096179,-0.0575679550,-0.1331293760,-0.1331540587,-0.1380577189,-0.0152191007,-0.1135411437,0.8025629474,-0.1052119711,-0.1027430430,0.5193989678,0.2542020941,0.1413418746,-0.0800299452,2.2730862697,-0.1247259681,-0.1255262513,-0.1246867361,-0.0631817999,Control
GSM480992,-0.0262533089,0.0310889002,-0.0578705474,1.0113575603,0.0015844545,0.7282237562,2.7262230341,0.0527868264,0.0827521553,2.2579122601,-0.0656239506,3.1294084127,1.4072822696,-0.0456900969,-0.0366147423,-0.0606748974,-0.0834993222,1.0523044984,-0.0197452026,0.4020533070,-0.1033626320,1.7244643059,-0.0469060921,1.7417362332,-0.0349200017,-0.0262774202,0.2562833699,0.0501170250,-0.0672933927,0.8562546423,1.4897477024,0.1123344412,0.3144829865,0.5040662929,2.8402087953,-0.0880542095,1.2713552237,1.7276770630,-0.0951844001,0.4207850806,-0.0458623245,-0.0880254616,-0.0253795892,2.2779652900,-0.0110060233,-0.1012444376,0.2259812536,-0.1279568533,-0.1658507284,-0.0820608756,0.9665290049,0.7228339593,4.3697378854,-0.0923992682,-0.1025028604,-0.1115691940,-0.1337066142,-0.0323406713,0.0835718792,-0.0621772347,0.9192613613,-0.1110916970,-0.0325973834,0.5446243411,1.0624874607,0.0426953070,-0.1078511744,2.6207809300,-0.0727681645,-0.1352880218,-0.1166840113,-0.0764113352,Control
GSM480993,0.0966705108,-0.0569667482,-0.0373075461,1.0947239722,0.0116211618,0.8789024687,2.3176537262,0.0643264377,0.2042740275,1.9587482032,0.2306834187,2.5370167494,1.2203964922,-0.0611329048,-0.0381394014,-0.0383842061,-0.0930884073,1.2222134096,0.0337283848,0.6826304212,-0.0755247960,1.7108831574,-0.0107081314,1.4460728070,-0.0855490307,-0.0685583942,0.3461529549,0.0346996909,-0.0622627755,0.7041652148,1.7697037328,0.2054572387,0.0919554279,0.5005013681,2.0651898517,-0.0846812466,0.9385050160,1.7111677756,0.0113864971,0.4713107595,0.0878828508,-0.0841467847,-0.0612527774,1.8648449523,-0.0766311964,-0.0758225201,0.3950120923,-0.1074286262,-0.0909950488,-0.0676561223,0.9945722132,0.7452751833,3.9780380943,-0.1131873764,-0.0685464153,-0.1594897452,-0.0863025429,-0.0527089079,0.0231110048,-0.0288300617,0.7646135887,-0.1219448129,-0.0163232942,0.6452427769,0.3979237766,0.1694306054,-0.1018518080,2.3483436903,-0.1020554529,-0.1202466939,-0.1094240398,-0.0526366328,Control
