@relation data

@attribute id string
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3458 numeric
@attribute 3459 numeric
@attribute 3460 numeric
@attribute 3558 numeric
@attribute 3559 numeric
@attribute 3565 numeric
@attribute 3566 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3594 numeric
@attribute 3595 numeric
@attribute 3606 numeric
@attribute 8809 numeric
@attribute 940 numeric
@attribute 942 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.1084095063,-0.1696438819,-0.1280158754,0.4557906479,2.5938532501,-0.0354637797,-0.1253930259,-0.2027328952,0.7614912264,-0.1095083857,-0.2430928978,-0.0304512228,-0.1084002546,-0.0640780461,-0.2311526248,-0.1893430850,-0.1248357775,-0.0944000360,-0.1889940840,BRCA
GSM481003,-0.1357929089,0.0581979249,-0.1236682045,0.3250210694,2.2865577637,0.0204832373,-0.0970763126,-0.1808650321,0.4453759759,-0.1299268159,-0.1419386838,-0.0181720260,-0.1239461744,0.4371873090,0.0617528299,-0.1096670431,-0.1233471200,0.1128028248,-0.1467106119,BRCA
GSM481004,-0.1005801593,-0.1419382361,-0.1066800437,0.2758434620,2.1729679853,0.1090250993,-0.1208847655,-0.1681409277,0.7294014046,-0.2246398431,-0.1927705000,-0.0147419797,-0.1178092977,-0.0709550090,-0.1503850073,-0.1200933228,-0.1491042694,0.0367485628,-0.0823195486,BRCA
GSM481005,-0.1371304145,-0.1191317194,-0.1683066803,0.5546432902,2.3114442678,-0.0447170497,-0.1742364263,-0.1635580101,0.4434519666,-0.1439297993,-0.1125736402,-0.0405587641,-0.1067202800,-0.1328362586,-0.1777492046,-0.1127792553,-0.1358126570,0.0770583563,-0.1864941843,BRCA
GSM481006,-0.0759507445,-0.0455616355,-0.2032751216,0.5267736223,2.5094886421,-0.0910276576,-0.1047275276,-0.2067404358,0.5230445001,-0.1509048072,-0.1688726571,-0.0405943469,-0.0570304279,0.4168985869,-0.0448560516,-0.1203887555,-0.1329987930,0.1071480134,-0.1412679263,BRCA
GSM481007,-0.0705216141,-0.0176842651,-0.1352403009,0.5209690785,2.2709788829,0.0635063079,-0.0901606191,-0.1542351009,0.4993439765,-0.1511262000,-0.1798202869,-0.0598261625,-0.1268217587,1.1126770776,-0.1528794649,-0.0767766709,-0.1440745181,0.0036272553,-0.0966813660,BRCA
GSM481008,-0.1340358588,-0.1062880354,-0.2036045082,0.1998051750,2.1560482681,0.0322303700,-0.0697390577,-0.1944486666,0.6907179117,-0.0432277814,-0.1796682819,0.0879131643,0.0035396552,-0.0869256644,-0.1562942416,-0.1233326021,-0.1213212513,0.0942950695,-0.0981632424,Control
GSM481009,-0.1188073308,-0.1019401512,-0.2011497214,0.3250879490,2.0593769551,-0.2402149611,-0.1146336404,-0.1727654666,0.5125457647,-0.1940156351,-0.1676231830,0.0413975840,-0.0715525639,-0.1178382771,-0.2810502193,-0.1733742767,-0.1481053627,-0.0703402315,-0.2133116647,Control
GSM481010,0.0576899002,-0.0129843161,-0.1147065031,0.7057379800,2.1362189799,-0.0780208683,-0.1113122021,-0.1556283878,0.5562831773,-0.1489029545,-0.0178994006,-0.0437142483,-0.1067410324,0.1119127483,-0.1117433400,-0.0924790782,-0.0909093499,0.0569735571,-0.1327051670,Control
GSM481011,-0.0791338222,-0.0215034489,-0.0782974666,0.2512683526,2.0899075419,0.0246799973,-0.0677558711,-0.2382253656,0.5297162981,-0.0954395305,-0.2198452753,0.0354610758,-0.0687345891,-0.1168348633,-0.1117570902,-0.0911662719,-0.1059971412,0.0428327815,-0.0771297612,Control
GSM481012,-0.0795868788,0.0347136389,-0.1929259235,0.4951664713,1.9709261206,0.0130978059,-0.1057349088,-0.1896803332,0.6203711240,-0.2230207250,-0.2426535558,-0.0100976475,-0.1266716136,0.1236637354,0.2198984386,-0.0875112323,-0.0907419905,0.0390213489,-0.1103848441,Control
GSM481013,-0.1085596432,-0.0627574321,-0.1717615265,0.1513615711,2.2671760321,-0.0807057786,-0.0733990084,-0.1382876285,0.4824112685,-0.1142303314,-0.2023819023,0.0082737970,-0.0805628894,0.0098152470,-0.1966850917,-0.0499114922,-0.1029313273,0.0476264092,-0.0686284264,Control
GSM481014,-0.0945538149,-0.0007116059,-0.1365949749,0.4556383652,1.8419883995,-0.0208912389,-0.0970861048,-0.1450088528,0.5872165185,-0.0876530751,-0.1822413699,-0.0612480614,-0.0760527985,-0.0090246537,-0.0088516126,-0.1042532783,-0.0938718778,-0.0202321486,-0.0914303134,BRCA
GSM481015,-0.1959430358,-0.0968180174,-0.1233211155,0.3979181674,2.5723635256,0.0036139510,-0.1142312345,-0.1539525163,0.5926894421,-0.1091972801,-0.1287809747,0.1621846238,-0.1669845735,-0.0706672812,-0.2190351217,-0.1147972242,-0.1163339136,0.0830024846,-0.1078924204,BRCA
