# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
4159	2.8
4987	3.1
2833	3.95
6865	7.3
187	8.1
4829	10.55
185	11.45
2587	11.65
1234	12.35
6368	12.65
4988	13.6
6375	15.9
5196	17.75
8811	18.55
2925	20.95
2832	21.5
6866	22.2
623	25.2
6356	25.55
6363	28.2
10803	28.5
3579	28.55
1235	29.85
728	30.05
2922	31.0
10563	31.6
4158	31.8
3576	34.3
2919	37.05
3577	37.5
885	38.35
9002	38.85
4828	39.35
10887	39.4
7201	41.65
10663	41.9
4889	41.95
2359	42.6
1906	43.0
6364	44.05
2920	44.1
5443	45.65
6366	46.95
6367	48.9
51554	49.55
1233	51.2
6869	53.2
5473	54.65
4886	54.9
1236	55.35
1908	56.4
8862	57.5
5539	57.85
186	58.4
3062	59.1
50865	59.25
2852	60.45
6870	60.8
7852	63.45
8484	65.65
5697	66.6
57007	67.65
6349	67.85
3640	68.05
6372	69.4
6352	69.7
4986	70.65
4985	71.35
4160	72.3
59350	72.55
2834	74.7
624	75.15
51083	76.45
60675	78.05
10911	79.75
2151	80.7
3060	82.15
183	83.55
2921	83.85
256933	84.25
643	85.3
2532	85.5
414062	85.85
6360	85.95
51052	86.2
84109	86.7
6750	89.35
5173	89.45
6387	89.7
10022	89.75
5020	90.05
6753	90.15
718	91.1
51289	92.05
2837	93.0
1909	93.25
1232	95.3
5368	96.4
554	96.7
4887	96.95
4922	97.05
56477	100.85
84432	101.75
5021	102.05
6351	103.4
10886	105.0
6754	106.95
1524	107.25
347148	109.0
3814	111.3
6373	112.35
6376	114.5
2150	115.05
6354	115.25
3827	115.95
2357	116.95
551	118.0
2862	118.35
6361	120.4
10850	121.0
6863	121.1
1907	122.05
4157	122.2
2358	122.2
3627	122.3
58191	122.3
887	125.75
122042	125.95
552	126.6
84634	127.6
64106	128.15
6347	128.55
1237	128.95
6752	131.1
4295	132.05
301	132.75
6348	133.15
117579	133.4
8620	133.45
5540	134.6
3061	135.85
886	136.5
23620	136.6
1230	137.45
1238	138.15
5179	138.3
7200	138.75
4852	139.1
727	139.75
6019	140.6
2831	141.0
6370	141.35
4161	141.8
257313	141.95
4923	143.35
4283	143.6
387129	144.4
2149	144.7
2826	145.2
553	145.4
6755	145.95
6374	146.4
339403	147.4
719	148.45
1910	149.25
6751	151.4
6846	152.6
128674	154.9
2829	156.95
