# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
8837	1.0
916	2.0
5054	3.0
7097	4.0
5521	5.0
714	6.0
5515	7.0
8772	8.0
2771	9.0
3456	10.0
5599	11.0
3569	12.0
5330	13.0
1432	14.0
6416	15.0
10333	16.0
5293	17.0
5594	18.0
915	19.0
9630	20.0
4843	21.0
2353	22.0
3459	23.0
5516	24.0
8503	25.0
3593	26.0
3458	27.0
5296	28.0
7046	29.0
1636	30.0
10000	31.0
356	32.0
5522	33.0
5603	34.0
5602	35.0
3592	36.0
7043	37.0
7040	38.0
5970	39.0
2773	40.0
5294	41.0
51135	42.0
624	43.0
207	44.0
2769	45.0
3558	46.0
2767	47.0
3586	48.0
2770	49.0
7042	50.0
5291	51.0
3553	52.0
3460	53.0
23236	54.0
712	55.0
5332	56.0
5518	57.0
6347	58.0
5595	59.0
7124	60.0
5331	61.0
5290	62.0
4615	63.0
2775	64.0
6352	65.0
718	66.0
919	67.0
841	68.0
811	69.0
5600	70.0
208	71.0
54106	72.0
8517	73.0
4792	74.0
6348	75.0
6300	76.0
7048	77.0
355	78.0
3654	79.0
3551	80.0
713	81.0
5295	82.0
917	83.0
23533	84.0
7132	85.0
4087	86.0
4088	87.0
5520	88.0
107	89.0
7099	90.0
2778	91.0
55844	92.0
5601	93.0
7189	94.0
5519	95.0
3576	96.0
2776	97.0
148022	98.0
3725	99.0
1147	100.0
4790	101.0
