Feature	Mean Rank
5595	1.0
3459	2.0
8797	3.0
7297	4.0
29107	5.0
3113	6.0
8480	7.0
7919	8.0
55998	9.0
5294	10.0
3456	11.0
84000	12.0
3458	13.0
3305	14.0
3111	15.0
8795	16.0
1432	17.0
5578	18.0
2033	19.0
5296	20.0
3661	21.0
3460	22.0
3306	23.0
4599	24.0
55916	25.0
208	26.0
56000	27.0
5611	28.0
8503	29.0
3115	30.0
148022	31.0
54205	32.0
4793	33.0
1387	34.0
5894	35.0
3627	36.0
3448	37.0
6416	38.0
3725	39.0
3312	40.0
1965	41.0
5295	42.0
8794	43.0
11100	44.0
10898	45.0
5599	46.0
390748	47.0
3267	48.0
60	49.0
3569	50.0
5291	51.0
3717	52.0
10379	53.0
3337	54.0
5045	55.0
4792	56.0
5609	57.0
3552	58.0
8743	59.0
57506	60.0
3576	61.0
5594	62.0
4939	63.0
51135	64.0
3716	65.0
3592	66.0
4938	67.0
23586	68.0
7416	69.0
5970	70.0
834	71.0
3665	72.0
3108	73.0
355	74.0
2932	75.0
6352	76.0
5646	77.0
10482	78.0
5371	79.0
29110	80.0
5290	81.0
5604	82.0
56649	83.0
5608	84.0
4940	85.0
3303	86.0
7124	87.0
440275	88.0
91543	89.0
103	90.0
5601	91.0
71	92.0
8106	93.0
6041	94.0
3836	95.0
3109	96.0
7132	97.0
1386	98.0
3440	99.0
3454	100.0
5600	101.0
3122	102.0
5579	103.0
7514	104.0
9641	105.0
10625	106.0
8793	107.0
3304	108.0
3551	109.0
3553	110.0
7099	111.0
207	112.0
5603	113.0
5610	114.0
4928	115.0
3593	116.0
842	117.0
3442	118.0
3445	119.0
64135	120.0
4261	121.0
7706	122.0
27102	123.0
51284	124.0
5293	125.0
5605	126.0
90865	127.0
4790	128.0
4615	129.0
2224	130.0
6347	131.0
3118	132.0
9451	133.0
3606	134.0
9021	135.0
6300	136.0
3383	137.0
7113	138.0
6773	139.0
10000	140.0
3838	141.0
356	142.0
79671	143.0
5602	144.0
5340	145.0
6772	146.0
5606	147.0
23533	148.0
29108	149.0
3127	150.0
3455	151.0
7098	152.0
