Feature	Mean Rank
55014	1.0
9554	2.0
55850	3.0
6811	4.0
10282	5.0
8417	6.0
143187	7.0
53407	8.0
6616	9.0
6810	10.0
9570	11.0
112755	12.0
6804	13.0
2054	14.0
9342	15.0
9341	16.0
8674	17.0
8676	18.0
10791	19.0
8675	20.0
6809	21.0
6843	22.0
9482	23.0
116841	24.0
10228	25.0
10652	26.0
415117	27.0
8773	28.0
9527	29.0
51272	30.0
8673	31.0
662	32.0
6844	33.0
8677	34.0
10490	35.0
