Feature	Mean Rank
21	1.0
225	2.0
10060	3.0
10057	4.0
10351	5.0
26154	6.0
4363	7.0
64241	8.0
9429	9.0
94160	10.0
10257	11.0
8647	12.0
89845	13.0
23460	14.0
9619	15.0
22	16.0
85320	17.0
368	18.0
23457	19.0
340273	20.0
8714	21.0
6890	22.0
1080	23.0
11194	24.0
10350	25.0
23461	26.0
64137	27.0
5825	28.0
24	29.0
20	30.0
10347	31.0
5826	32.0
6891	33.0
19	34.0
215	35.0
10058	36.0
10349	37.0
64240	38.0
6833	39.0
23456	40.0
5243	41.0
1244	42.0
154664	43.0
