Feature	Mean Rank
7067	1.0
10316	2.0
27334	3.0
9002	4.0
4157	5.0
680	6.0
56413	7.0
1903	8.0
719	9.0
116443	10.0
2895	11.0
9340	12.0
3350	13.0
2847	14.0
4985	15.0
5617	16.0
6751	17.0
1140	18.0
187	19.0
2898	20.0
3972	21.0
4159	22.0
2151	23.0
2557	24.0
2559	25.0
5745	26.0
136	27.0
2556	28.0
2550	29.0
5739	30.0
3062	31.0
4986	32.0
1143	33.0
2147	34.0
185	35.0
728	36.0
5023	37.0
9568	38.0
2912	39.0
553	40.0
2566	41.0
57105	42.0
2915	43.0
6344	44.0
135	45.0
2834	46.0
2918	47.0
1142	48.0
5733	49.0
1511	50.0
6869	51.0
2693	52.0
887	53.0
2560	54.0
1141	55.0
10886	56.0
4829	57.0
8973	58.0
56288	59.0
2689	60.0
7442	61.0
10203	62.0
55584	63.0
2692	64.0
117	65.0
1910	66.0
9127	67.0
3352	68.0
4544	69.0
2149	70.0
2488	71.0
7252	72.0
1129	73.0
4987	74.0
3061	75.0
4142	76.0
1269	77.0
2900	78.0
2832	79.0
5021	80.0
2690	81.0
3355	82.0
3973	83.0
2742	84.0
2837	85.0
2902	86.0
147	87.0
154	88.0
150	89.0
9248	90.0
2846	91.0
2903	92.0
57053	93.0
799	94.0
7253	95.0
2908	96.0
152	97.0
3362	98.0
122042	99.0
151	100.0
5024	101.0
6754	102.0
2741	103.0
1394	104.0
1146	105.0
2862	106.0
2563	107.0
706	108.0
1902	109.0
6753	110.0
7434	111.0
140	112.0
886	113.0
1815	114.0
1241	115.0
116444	116.0
1134	117.0
59350	118.0
5737	119.0
153	120.0
2899	121.0
5540	122.0
5734	123.0
1138	124.0
1901	125.0
5731	126.0
22953	127.0
2897	128.0
1131	129.0
6865	130.0
2913	131.0
2798	132.0
2905	133.0
1816	134.0
3269	135.0
10800	136.0
2901	137.0
2696	138.0
3358	139.0
2565	140.0
6870	141.0
1135	142.0
4988	143.0
2743	144.0
3354	145.0
2906	146.0
53637	147.0
1909	148.0
1145	149.0
53829	150.0
2917	151.0
2561	152.0
4160	153.0
134	154.0
10888	155.0
2562	156.0
5729	157.0
2911	158.0
23620	159.0
2587	160.0
9934	161.0
3361	162.0
5746	163.0
3351	164.0
554	165.0
5028	166.0
2891	167.0
2567	168.0
134864	169.0
1133	170.0
8811	171.0
1139	172.0
7201	173.0
3001	174.0
11255	175.0
1144	176.0
2916	177.0
1081	178.0
84539	179.0
7068	180.0
3357	181.0
4887	182.0
155	183.0
1268	184.0
552	185.0
8698	186.0
9294	187.0
4886	188.0
3953	189.0
2914	190.0
134860	191.0
9170	192.0
1812	193.0
1136	194.0
623	195.0
5031	196.0
2892	197.0
55879	198.0
8001	199.0
2925	200.0
5646	201.0
83551	202.0
146	203.0
2358	204.0
1128	205.0
23566	206.0
2890	207.0
2564	208.0
10161	209.0
64106	210.0
6755	211.0
56923	212.0
2558	213.0
2492	214.0
2554	215.0
3274	216.0
2359	217.0
1132	218.0
2569	219.0
3360	220.0
84634	221.0
3363	222.0
1137	223.0
2150	224.0
165829	225.0
5025	226.0
3952	227.0
4161	228.0
2859	229.0
2570	230.0
59340	231.0
5030	232.0
2904	233.0
5029	234.0
2357	235.0
624	236.0
2555	237.0
1813	238.0
2740	239.0
9038	240.0
2894	241.0
4889	242.0
148	243.0
3356	244.0
5027	245.0
7433	246.0
1814	247.0
1395	248.0
4543	249.0
5618	250.0
5340	251.0
186	252.0
4158	253.0
8484	254.0
5732	255.0
6752	256.0
