Feature	Mean Rank
1499	1.0
8517	2.0
3480	3.0
572	4.0
4824	5.0
51176	6.0
64764	7.0
10488	8.0
369	9.0
1017	10.0
5894	11.0
1950	12.0
6932	13.0
1870	14.0
367	15.0
148327	16.0
5296	17.0
2263	18.0
5170	19.0
2033	20.0
6655	21.0
596	22.0
4193	23.0
5728	24.0
5604	25.0
2064	26.0
468	27.0
2308	28.0
673	29.0
3320	30.0
5595	31.0
3845	32.0
1956	33.0
90993	34.0
3479	35.0
1147	36.0
5293	37.0
4893	38.0
898	39.0
842	40.0
5294	41.0
5159	42.0
6934	43.0
5291	44.0
207	45.0
3326	46.0
5290	47.0
5970	48.0
80310	49.0
5295	50.0
208	51.0
8503	52.0
84699	53.0
9586	54.0
2932	55.0
9134	56.0
2885	57.0
7039	58.0
3265	59.0
5154	60.0
1387	61.0
2475	62.0
23533	63.0
1385	64.0
7184	65.0
5594	66.0
7157	67.0
1027	68.0
3551	69.0
2260	70.0
3645	71.0
4790	72.0
6654	73.0
6716	74.0
56034	75.0
2950	76.0
5605	77.0
83439	78.0
4792	79.0
1026	80.0
1869	81.0
1871	82.0
10000	83.0
595	84.0
5925	85.0
354	86.0
5155	87.0
5156	88.0
