Feature	Mean Rank
1616	1.0
5868	2.0
596	3.0
572	4.0
2904	5.0
4842	6.0
4744	7.0
2903	8.0
2906	9.0
2905	10.0
2876	11.0
5533	12.0
5608	13.0
1432	14.0
5603	15.0
10452	16.0
4741	17.0
84134	18.0
836	19.0
2890	20.0
581	21.0
5879	22.0
54205	23.0
7132	24.0
5534	25.0
6300	26.0
5630	27.0
5532	28.0
7157	29.0
79139	30.0
6506	31.0
317	32.0
5606	33.0
4747	34.0
2902	35.0
57679	36.0
7124	37.0
5961	38.0
9973	39.0
5600	40.0
4217	41.0
6647	42.0
2891	43.0
834	44.0
842	45.0
11261	46.0
637	47.0
63928	48.0
598	49.0
847	50.0
5530	51.0
