Feature	Mean Rank
2335	1.0
1101	2.0
2811	3.0
3655	4.0
1605	5.0
6382	6.0
7057	7.0
1288	8.0
3381	9.0
3339	10.0
131873	11.0
3908	12.0
3161	13.0
6385	14.0
3696	15.0
1290	16.0
7059	17.0
22798	18.0
51206	19.0
3911	20.0
1287	21.0
9900	22.0
961	23.0
3913	24.0
22987	25.0
8515	26.0
1284	27.0
3695	28.0
2815	29.0
1289	30.0
1291	31.0
7448	32.0
63923	33.0
3672	34.0
1278	35.0
3693	36.0
1301	37.0
1292	38.0
1286	39.0
1280	40.0
1277	41.0
1302	42.0
284217	43.0
7148	44.0
960	45.0
2814	46.0
6383	47.0
10319	48.0
1293	49.0
1281	50.0
3673	51.0
3694	52.0
375790	53.0
948	54.0
3691	55.0
8516	56.0
7058	57.0
22801	58.0
3918	59.0
3675	60.0
9899	61.0
3688	62.0
3914	63.0
3676	64.0
3680	65.0
3679	66.0
6696	67.0
1311	68.0
3371	69.0
3674	70.0
1282	71.0
3909	72.0
3690	73.0
7143	74.0
7060	75.0
3678	76.0
50509	77.0
3685	78.0
5649	79.0
3910	80.0
9672	81.0
