# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
4907	1.0
204	2.0
7498	3.0
203	4.0
2766	5.0
3614	6.0
51733	7.0
7295	8.0
7378	9.0
1854	10.0
22978	11.0
5198	12.0
56474	13.0
790	14.0
1890	15.0
83549	16.0
9615	17.0
7296	18.0
1633	19.0
7371	20.0
2987	21.0
7298	22.0
1841	23.0
50484	24.0
9154	25.0
4833	26.0
1807	27.0
1503	28.0
7084	29.0
271	30.0
51727	31.0
2936	32.0
26289	33.0
6240	34.0
93034	35.0
3615	36.0
159	37.0
1806	38.0
978	39.0
3177	40.0
7083	41.0
84618	42.0
158	43.0
272	44.0
30833	45.0
10606	46.0
56953	47.0
100	48.0
2618	49.0
9153	50.0
1635	51.0
4860	52.0
2030	53.0
122622	54.0
51292	55.0
5471	56.0
3251	57.0
6241	58.0
2745	59.0
8833	60.0
1716	61.0
64078	62.0
270	63.0
471	64.0
1723	65.0
51251	66.0
132	67.0
353	68.0
7372	69.0
