# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
8662	1.85
8666	2.1
6154	4.4
8664	4.8
6231	5.8
6210	7.15
6161	7.85
6167	8.8
6205	10.85
6158	11.2
6146	14.4
6173	15.7
6165	16.9
4736	17.75
6170	18.25
6229	20.35
8668	21.3
6201	21.45
6168	25.25
6171	26.75
6137	26.8
6134	26.9
6169	27.95
6160	28.65
3921	29.05
6125	29.15
6230	29.2
6193	31.9
6187	32.35
6124	33.4
9045	35.6
6155	37.05
6144	37.55
6188	37.75
6228	37.8
6156	38.4
8669	38.6
6128	39.7
6132	41.2
6122	43.7
6218	43.75
6157	43.9
6123	45.55
6130	46.5
6204	47.15
6209	48.35
7311	48.5
6217	48.55
6227	48.6
6235	49.85
6206	50.7
23521	51.7
6192	51.9
6139	55.1
9349	55.35
6208	55.7
6191	56.65
6147	58.55
6232	60.0
6176	60.0
6142	60.05
6141	61.45
8661	62.9
6189	63.15
1964	64.0
8665	64.55
6207	66.05
6224	66.15
11224	66.35
6194	66.6
51121	67.75
6233	68.0
6159	71.0
2197	71.15
8663	71.55
6152	72.4
6181	73.95
3646	74.5
6203	75.25
6175	75.35
6164	75.7
6143	76.2
6136	76.2
8667	76.45
25873	77.1
6222	78.5
6129	79.2
6135	80.1
6223	80.9
6234	81.7
6138	82.6
6133	84.8
27335	87.45
