# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
8503	4.15
8611	4.2
5338	5.05
1073	5.5
273	8.1
5880	9.35
5788	10.1
5058	11.65
1785	12.3
10093	13.65
5581	14.65
5293	17.3
1759	17.7
5604	18.9
5578	19.3
9103	19.55
8398	23.9
10451	24.15
1399	24.7
65108	26.2
5594	26.6
10163	27.9
10059	29.05
10092	29.95
6199	30.25
283748	30.3
5290	30.55
2209	31.05
4651	32.2
5335	32.55
10552	34.5
8877	35.0
23533	35.3
7454	36.55
382	36.85
3635	37.35
5336	37.5
5295	37.55
2213	37.8
4067	39.85
85477	41.7
5291	41.85
123745	41.9
5321	43.2
1794	44.2
5580	44.6
8395	45.35
26052	46.5
255189	49.6
8394	50.35
56848	50.6
2214	52.45
5879	53.75
208	55.7
5579	56.1
23396	56.1
7408	57.7
10810	59.0
207	60.55
7410	60.55
5294	60.95
8613	61.3
3985	61.75
5296	62.25
5595	62.85
653888	63.35
10000	65.15
8612	65.85
9846	66.6
7409	68.25
10095	69.15
1398	69.8
5894	70.9
2934	70.95
4082	71.2
5337	71.25
2212	71.9
27040	72.25
8976	72.6
6850	72.9
998	72.95
10094	73.7
5582	74.6
3984	77.7
6198	78.75
81873	81.05
1072	82.1
8936	82.45
10109	82.75
55616	83.85
8853	85.05
3055	85.6
50807	88.45
