# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
2475	1.7777777777777777
5594	2.888888888888889
207	5.166666666666667
6794	5.333333333333333
7249	7.0
5296	7.666666666666667
3479	9.555555555555555
5294	10.555555555555555
27330	12.777777777777779
9470	13.88888888888889
7248	14.333333333333334
5295	14.833333333333334
81617	16.166666666666668
5562	16.166666666666668
6196	17.0
10000	17.61111111111111
5293	18.444444444444443
23533	18.944444444444443
8503	19.0
5228	23.166666666666668
25989	23.333333333333332
54541	23.77777777777778
2277	25.27777777777778
253260	26.333333333333332
57521	26.944444444444443
6009	28.166666666666668
92335	28.22222222222222
1977	29.38888888888889
5563	30.444444444444443
1978	31.0
673	32.05555555555556
3091	32.72222222222222
7424	33.388888888888886
7422	33.55555555555556
5170	34.44444444444444
51719	35.0
6195	35.166666666666664
6194	36.27777777777778
5595	36.833333333333336
208	37.05555555555556
6197	37.611111111111114
8408	37.77777777777778
7423	38.0
9706	38.388888888888886
5291	38.388888888888886
6198	38.44444444444444
6199	40.94444444444444
64223	41.166666666666664
5290	42.611111111111114
