	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Kappa statistic	Mean absolute error	Number instances predicted as dependent variable class BRCACancer	Number instances predicted as dependent variable class BRCACancer correctly	Number instances predicted as dependent variable class BRCACancer incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCACancer	Number instances with dependent variable class BRCACancer predicted correctly	Number instances with dependent variable class BRCACancer predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCACancer	Proportion instances predicted as dependent variable class BRCACancer correctly	Proportion instances predicted as dependent variable class BRCACancer incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCACancer	Proportion instances with dependent variable class BRCACancer predicted correctly	Proportion instances with dependent variable class BRCACancer predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Relative absolute error	Root mean squared error	Root relative squared error	Total number correct	Total number incorrect	Youden Index
utahontario2_BIOCARTA_IGF1R_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6630467571644042	0.717741935483871	0.3145161290322581	0.032258064516129115	NA	0.282258064516129	0.23375706214689262	0.3951536346679042	18.0	11.0	7.0	106.0	78.0	28.0	39.0	11.0	28.0	85.0	78.0	7.0	0.14516129032258066	0.6111111111111112	0.3888888888888889	0.8548387096774194	0.7358490566037735	0.2641509433962264	0.31451612903225806	0.28205128205128205	0.717948717948718	0.6854838709677419	0.9176470588235294	0.08235294117647059	91.41072531909	0.44750362405042243	96.37574430049254	89	35	0.19969834087481142
utahontario2_BIOCARTA_IGF1_PATHWAY_weka_svm_weights_r_svm_rbf	0.5909090909090909	0.6216216216216216	0.4054054054054054	0.027027027027026973	NA	0.3783783783783784	0.12203389830508463	0.44994481153207916	5.0	3.0	2.0	32.0	20.0	12.0	15.0	3.0	12.0	22.0	20.0	2.0	0.13513513513513514	0.6	0.4	0.8648648648648649	0.625	0.375	0.40540540540540543	0.2	0.8	0.5945945945945946	0.9090909090909091	0.09090909090909091	93.15213243052942	0.48636730225463526	99.05762857797133	23	14	0.10909090909090913
utahontario2_BIOCARTA_IGF1_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6781297134238311	0.717741935483871	0.3145161290322581	0.032258064516129115	NA	0.282258064516129	0.24955500177999293	0.38917685026170923	16.0	10.0	6.0	108.0	79.0	29.0	39.0	10.0	29.0	85.0	79.0	6.0	0.12903225806451613	0.625	0.375	0.8709677419354839	0.7314814814814815	0.26851851851851855	0.31451612903225806	0.2564102564102564	0.7435897435897436	0.6854838709677419	0.9294117647058824	0.07058823529411765	90.02811827789381	0.4477106585839753	96.4203318886029	89	35	0.18582202111613877
utahontario2_BIOCARTA_IL10_PATHWAY_weka_svm_weights_r_svm_rbf	0.46363636363636357	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.46917090199187	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	97.1325124209854	0.5015017791380426	102.1400425948856	22	15	0.0
utahontario2_BIOCARTA_IL10_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4850678733031674	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.052673904302372544	0.42965157653651537	3.0	2.0	1.0	121.0	84.0	37.0	39.0	2.0	37.0	85.0	84.0	1.0	0.024193548387096774	0.6666666666666666	0.3333333333333333	0.9758064516129032	0.6942148760330579	0.30578512396694213	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9882352941176471	0.011764705882352941	99.39111980761801	0.46373362843106775	99.87108750693929	86	38	0.03951734539969842
utahontario2_BIOCARTA_IL12_PATHWAY_weka_svm_weights_r_svm_rbf	0.6303030303030303	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	-0.027777777777777866	0.4453856967913867	2.0	1.0	1.0	35.0	21.0	14.0	15.0	1.0	14.0	22.0	21.0	1.0	0.05405405405405406	0.5	0.5	0.9459459459459459	0.6	0.4	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	0.9545454545454546	0.045454545454545456	92.20825831706898	0.4964320530689728	101.10749982399213	22	15	0.021212121212121238
utahontario2_BIOCARTA_IL12_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6310708898944194	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.10244988864142528	0.409494473327339	12.0	6.0	6.0	112.0	79.0	33.0	39.0	6.0	33.0	85.0	79.0	6.0	0.0967741935483871	0.5	0.5	0.9032258064516129	0.7053571428571429	0.29464285714285715	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9294117647058824	0.07058823529411765	94.72818553844165	0.45354104098538095	97.67598081141175	85	39	0.08325791855203635
utahontario2_BIOCARTA_IL17_PATHWAY_weka_svm_weights_r_svm_rbf	0.5666666666666668	0.4594594594594595	0.4054054054054054	-0.13513513513513514	NA	0.5405405405405406	-0.25423728813559326	0.4692396049012277	5.0	0.0	5.0	32.0	17.0	15.0	15.0	0.0	15.0	22.0	17.0	5.0	0.13513513513513514	0.0	1.0	0.8648648648648649	0.53125	0.46875	0.40540540540540543	0.0	1.0	0.5945945945945946	0.7727272727272727	0.22727272727272727	97.14673599318097	0.5133491826201924	104.55298377803638	17	20	-0.2272727272727273
utahontario2_BIOCARTA_IL17_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4672699849170437	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	-0.012749003984063966	0.4339696153915269	4.0	1.0	3.0	120.0	82.0	38.0	39.0	1.0	38.0	85.0	82.0	3.0	0.03225806451612903	0.25	0.75	0.967741935483871	0.6833333333333333	0.31666666666666665	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9647058823529412	0.03529411764705882	100.39000993303554	0.476515953479671	102.62392798519018	83	41	-0.009653092006033148
utahontario2_BIOCARTA_IL1R_PATHWAY_weka_svm_weights_r_svm_rbf	0.6181818181818183	0.5405405405405406	0.4054054054054054	-0.05405405405405406	NA	0.45945945945945943	0.019867549668874232	0.4626947432702969	6.0	2.0	4.0	31.0	18.0	13.0	15.0	2.0	13.0	22.0	18.0	4.0	0.16216216216216217	0.3333333333333333	0.6666666666666666	0.8378378378378378	0.5806451612903226	0.41935483870967744	0.40540540540540543	0.13333333333333333	0.8666666666666667	0.5945945945945946	0.8181818181818182	0.18181818181818182	95.79175244462529	0.48345794975704437	98.46508553946364	20	17	-0.048484848484848464
utahontario2_BIOCARTA_IL1R_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5698340874811463	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	-0.062151394422310935	0.426559322367741	3.0	0.0	3.0	121.0	82.0	39.0	39.0	0.0	39.0	85.0	82.0	3.0	0.024193548387096774	0.0	1.0	0.9758064516129032	0.6776859504132231	0.32231404958677684	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9647058823529412	0.03529411764705882	98.6757899418654	0.46690090596689665	100.55320204974207	82	42	-0.03529411764705881
utahontario2_BIOCARTA_IL22BP_PATHWAY_weka_svm_weights_r_svm_rbf	0.5303030303030303	0.6216216216216216	0.4054054054054054	0.027027027027026973	NA	0.3783783783783784	0.07829181494661919	0.44945133180751323	1.0	1.0	0.0	36.0	22.0	14.0	15.0	1.0	14.0	22.0	22.0	0.0	0.02702702702702703	1.0	0.0	0.972972972972973	0.6111111111111112	0.3888888888888889	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	1.0	0.0	93.04996725943205	0.5067251644339386	103.2038808878011	23	14	0.06666666666666665
utahontario2_BIOCARTA_IL22BP_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4856711915535445	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4318000235127672	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	99.88811914959251	0.46639712283391094	100.4447057788782	85	39	0.0
utahontario2_BIOCARTA_IL2RB_PATHWAY_weka_svm_weights_r_svm_rbf	0.5878787878787879	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.06329113924050629	0.46326538348701707	10.0	5.0	5.0	27.0	17.0	10.0	15.0	5.0	10.0	22.0	17.0	5.0	0.2702702702702703	0.5	0.5	0.7297297297297297	0.6296296296296297	0.37037037037037035	0.40540540540540543	0.3333333333333333	0.6666666666666666	0.5945945945945946	0.7727272727272727	0.22727272727272727	95.90989216237668	0.49936200617027465	101.70423855357821	22	15	0.10606060606060597
utahontario2_BIOCARTA_IL2RB_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.7182503770739065	0.7338709677419355	0.3145161290322581	0.048387096774193616	NA	0.2661290322580645	0.3002735978112175	0.37141131626598245	22.0	14.0	8.0	102.0	77.0	25.0	39.0	14.0	25.0	85.0	77.0	8.0	0.1774193548387097	0.6363636363636364	0.36363636363636365	0.8225806451612904	0.7549019607843137	0.24509803921568626	0.31451612903225806	0.358974358974359	0.6410256410256411	0.6854838709677419	0.9058823529411765	0.09411764705882353	85.918424716312	0.42949449490353836	92.49724336227648	91	33	0.2648567119155354
utahontario2_BIOCARTA_IL2_PATHWAY_weka_svm_weights_r_svm_rbf	0.5454545454545454	0.6216216216216216	0.4054054054054054	0.027027027027026973	NA	0.3783783783783784	0.10069444444444436	0.461802140915527	3.0	2.0	1.0	34.0	21.0	13.0	15.0	2.0	13.0	22.0	21.0	1.0	0.08108108108108109	0.6666666666666666	0.3333333333333333	0.918918918918919	0.6176470588235294	0.38235294117647056	0.40540540540540543	0.13333333333333333	0.8666666666666667	0.5945945945945946	0.9545454545454546	0.045454545454545456	95.60695686386016	0.49764320519650046	101.35417318596342	23	14	0.08787878787878789
utahontario2_BIOCARTA_IL2_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6205128205128205	0.7016129032258065	0.3145161290322581	0.016129032258064613	NA	0.2983870967741935	0.13368580060422974	0.41039055926117624	10.0	6.0	4.0	114.0	81.0	33.0	39.0	6.0	33.0	85.0	81.0	4.0	0.08064516129032258	0.6	0.4	0.9193548387096774	0.7105263157894737	0.2894736842105263	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9529411764705882	0.047058823529411764	94.93547672337314	0.45780396104217236	98.59405626664086	87	37	0.10678733031674215
utahontario2_BIOCARTA_IL3_PATHWAY_weka_svm_weights_r_svm_rbf	0.593939393939394	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.024604569420035357	0.44783043528792976	2.0	1.0	1.0	35.0	21.0	14.0	15.0	1.0	14.0	22.0	21.0	1.0	0.05405405405405406	0.5	0.5	0.9459459459459459	0.6	0.4	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	0.9545454545454546	0.045454545454545456	92.71439284368472	0.49148874224646133	100.10070383846464	22	15	0.021212121212121238
utahontario2_BIOCARTA_IL3_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.681447963800905	0.7016129032258065	0.3145161290322581	0.016129032258064613	NA	0.2983870967741935	0.13368580060422974	0.3962703609184499	10.0	6.0	4.0	114.0	81.0	33.0	39.0	6.0	33.0	85.0	81.0	4.0	0.08064516129032258	0.6	0.4	0.9193548387096774	0.7105263157894737	0.2894736842105263	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9529411764705882	0.047058823529411764	91.66905713636164	0.44127313450640887	95.03392708407354	87	37	0.10678733031674215
utahontario2_BIOCARTA_IL4_PATHWAY_weka_svm_weights_r_svm_rbf	0.4909090909090909	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.46499754205266786	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	96.26850117388803	0.4994500476204747	101.72216981094881	22	15	0.0
utahontario2_BIOCARTA_IL4_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4407239819004525	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	-0.01597705858254827	0.4383394033906654	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	101.40087116635713	0.4720258324770564	101.6569218418444	84	40	-0.0117647058823529
utahontario2_BIOCARTA_IL5_PATHWAY_weka_svm_weights_r_svm_rbf	0.47878787878787876	0.6216216216216216	0.4054054054054054	0.027027027027026973	NA	0.3783783783783784	0.07829181494661919	0.47230761857476394	1.0	1.0	0.0	36.0	22.0	14.0	15.0	1.0	14.0	22.0	22.0	0.0	0.02702702702702703	1.0	0.0	0.972972972972973	0.6111111111111112	0.3888888888888889	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	1.0	0.0	97.7819072601699	0.5063511122220633	103.12769828896903	23	14	0.06666666666666665
utahontario2_BIOCARTA_IL5_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6205128205128205	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	0.02305918524212131	0.4220369424612825	7.0	3.0	4.0	117.0	81.0	36.0	39.0	3.0	36.0	85.0	81.0	4.0	0.056451612903225805	0.42857142857142855	0.5714285714285714	0.9435483870967742	0.6923076923076923	0.3076923076923077	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9529411764705882	0.047058823529411764	97.62962968633524	0.4609908665657717	99.28039795270871	84	40	0.029864253393665052
utahontario2_BIOCARTA_IL6_PATHWAY_weka_svm_weights_r_svm_rbf	0.5787878787878787	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.46248211229484093	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	95.7477314263207	0.49611025551615234	101.04195984563253	22	15	0.0
utahontario2_BIOCARTA_IL6_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6057315233785822	0.7096774193548387	0.3145161290322581	0.024193548387096864	NA	0.29032258064516125	0.11883142518752486	0.41534102290710145	5.0	4.0	1.0	119.0	84.0	35.0	39.0	4.0	35.0	85.0	84.0	1.0	0.04032258064516129	0.8	0.2	0.9596774193548387	0.7058823529411765	0.29411764705882354	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9882352941176471	0.011764705882352941	96.08066541161618	0.4518792342494462	97.31808904819054	88	36	0.09079939668174974
utahontario2_BIOCARTA_IL7_PATHWAY_weka_svm_weights_r_svm_rbf	0.509090909090909	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	-0.07890222984562592	0.4758463788209396	2.0	1.0	1.0	35.0	21.0	14.0	15.0	1.0	14.0	22.0	21.0	1.0	0.05405405405405406	0.5	0.5	0.9459459459459459	0.6	0.4	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	0.9545454545454546	0.045454545454545456	98.51453725087742	0.5015111424182629	102.14194959876936	22	15	0.021212121212121238
utahontario2_BIOCARTA_IL7_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5797888386123681	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	0.005477308294209526	0.4222666549754963	5.0	2.0	3.0	119.0	82.0	37.0	39.0	2.0	37.0	85.0	82.0	3.0	0.04032258064516129	0.4	0.6	0.9596774193548387	0.6890756302521008	0.31092436974789917	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9647058823529412	0.03529411764705882	97.68276898633637	0.46120177815130936	99.32582051455034	84	40	0.0159879336349924
utahontario2_BIOCARTA_INFLAM_PATHWAY_weka_svm_weights_r_svm_rbf	0.5484848484848485	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.46241390024473966	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	95.73360947678037	0.49483562088718064	100.7823571069945	22	15	0.0
utahontario2_BIOCARTA_INFLAM_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.31191553544494727	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	-0.01597705858254827	0.4459785971093844	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	103.16804265971315	0.4790215751797663	103.16354631072788	84	40	-0.0117647058823529
utahontario2_BIOCARTA_INSULIN_PATHWAY_weka_svm_weights_r_svm_rbf	0.5666666666666668	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	-0.003389830508474716	0.4601419341581195	4.0	2.0	2.0	33.0	20.0	13.0	15.0	2.0	13.0	22.0	20.0	2.0	0.10810810810810811	0.5	0.5	0.8918918918918919	0.6060606060606061	0.3939393939393939	0.40540540540540543	0.13333333333333333	0.8666666666666667	0.5945945945945946	0.9090909090909091	0.09090909090909091	95.2632440445002	0.48920369921397006	99.63531288198398	22	15	0.042424242424242475
utahontario2_BIOCARTA_INSULIN_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6479638009049774	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	0.056421677802524065	0.4077519190817536	11.0	5.0	6.0	113.0	79.0	34.0	39.0	5.0	34.0	85.0	79.0	6.0	0.08870967741935484	0.45454545454545453	0.5454545454545454	0.9112903225806451	0.6991150442477876	0.3008849557522124	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9294117647058824	0.07058823529411765	94.32508119237967	0.4492142189238602	96.74414322569453	84	40	0.057616892911010575
utahontario2_BIOCARTA_INTEGRIN_PATHWAY_weka_svm_weights_r_svm_rbf	0.509090909090909	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.07035175879396995	0.45223798447069485	6.0	3.0	3.0	31.0	19.0	12.0	15.0	3.0	12.0	22.0	19.0	3.0	0.16216216216216217	0.5	0.5	0.8378378378378378	0.6129032258064516	0.3870967741935484	0.40540540540540543	0.2	0.8	0.5945945945945946	0.8636363636363636	0.13636363636363635	93.62688832011658	0.5582892210283371	113.70584749292304	22	15	0.06363636363636371
utahontario2_BIOCARTA_INTEGRIN_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.7149321266968326	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.20291869353717862	0.3724064302884351	19.0	10.0	9.0	105.0	76.0	29.0	39.0	10.0	29.0	85.0	76.0	9.0	0.1532258064516129	0.5263157894736842	0.47368421052631576	0.8467741935483871	0.7238095238095238	0.2761904761904762	0.31451612903225806	0.2564102564102564	0.7435897435897436	0.6854838709677419	0.8941176470588236	0.10588235294117647	86.14862402763568	0.43593856970230377	93.88505895008741	86	38	0.15052790346907985
utahontario2_BIOCARTA_INTRINSIC_PATHWAY_weka_svm_weights_r_svm_rbf	0.6515151515151514	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.4559847329764853	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	94.40257814706861	0.49061035073338893	99.92180328358643	22	15	0.0
utahontario2_BIOCARTA_INTRINSIC_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5185520361990952	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4324651749395127	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	100.04198835142064	0.4657504760573324	100.30544195833482	85	39	0.0
utahontario2_BIOCARTA_KERATINOCYTE_PATHWAY_weka_svm_weights_r_svm_rbf	0.6303030303030303	0.7027027027027027	0.4054054054054054	0.10810810810810811	NA	0.29729729729729726	0.3767228177641655	0.4411845191059935	14.0	9.0	5.0	23.0	17.0	6.0	15.0	9.0	6.0	22.0	17.0	5.0	0.3783783783783784	0.6428571428571429	0.35714285714285715	0.6216216216216216	0.7391304347826086	0.2608695652173913	0.40540540540540543	0.6	0.4	0.5945945945945946	0.7727272727272727	0.22727272727272727	91.33848795838571	0.4989016903233793	101.61048678206943	26	11	0.3727272727272726
utahontario2_BIOCARTA_KERATINOCYTE_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6941176470588235	0.7419354838709677	0.3145161290322581	0.05645161290322587	NA	0.25806451612903225	0.34268125854993153	0.36038737707664803	21.0	14.0	7.0	103.0	78.0	25.0	39.0	14.0	25.0	85.0	78.0	7.0	0.1693548387096774	0.6666666666666666	0.3333333333333333	0.8306451612903226	0.7572815533980582	0.24271844660194175	0.31451612903225806	0.358974358974359	0.6410256410256411	0.6854838709677419	0.9176470588235294	0.08235294117647059	83.36826146647249	0.42710193188898626	91.98197369981827	92	32	0.2766214177978883
utahontario2_BIOCARTA_KREB_PATHWAY_weka_svm_weights_r_svm_rbf	0.5848484848484848	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.45363234137734953	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	93.91556221054739	0.49461053278442063	100.73651378328181	22	15	0.0
utahontario2_BIOCARTA_KREB_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.607843137254902	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	-0.03165584415584442	0.42681168477986425	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	98.73416883329291	0.46357234304594724	99.83635259486174	83	41	-0.02352941176470591
utahontario2_BIOCARTA_LAIR_PATHWAY_weka_svm_weights_r_svm_rbf	0.6515151515151514	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.46054176825970533	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	95.34602175018001	0.4911950175713692	100.04088141694372	22	15	0.0
utahontario2_BIOCARTA_LAIR_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4401206636500754	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4342634678674602	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	100.45798670360085	0.4680624825526852	100.8033627233119	85	39	0.0
utahontario2_BIOCARTA_LECTIN_PATHWAY_weka_svm_weights_r_svm_rbf	0.6272727272727273	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.46482286633836517	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	96.23233803820098	0.4990561158723129	101.64193837965485	22	15	0.0
utahontario2_BIOCARTA_LECTIN_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.37677224736048265	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.43922414159570183	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	101.60553728592315	0.47136313929587337	101.51420221870191	85	39	0.0
utahontario2_BIOCARTA_LEPTIN_PATHWAY_weka_svm_weights_r_svm_rbf	0.5242424242424243	0.5675675675675675	0.4054054054054054	-0.027027027027027084	NA	0.43243243243243246	-0.053380782918149496	0.4670426525348764	1.0	0.0	1.0	36.0	21.0	15.0	15.0	0.0	15.0	22.0	21.0	1.0	0.02702702702702703	0.0	1.0	0.972972972972973	0.5833333333333334	0.4166666666666667	0.40540540540540543	0.0	1.0	0.5945945945945946	0.9545454545454546	0.045454545454545456	96.6919006610942	0.4996762931680642	101.76824886954641	21	16	-0.045454545454545414
utahontario2_BIOCARTA_LEPTIN_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.47209653092006026	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	-0.01597705858254827	0.4356161268226686	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	100.77089673493305	0.46880415642844864	100.96309186954308	84	40	-0.0117647058823529
utahontario2_BIOCARTA_LONGEVITY_PATHWAY_weka_svm_weights_r_svm_rbf	0.5575757575757576	0.6216216216216216	0.4054054054054054	0.027027027027026973	NA	0.3783783783783784	0.10069444444444436	0.4558650171592337	3.0	2.0	1.0	34.0	21.0	13.0	15.0	2.0	13.0	22.0	21.0	1.0	0.08108108108108109	0.6666666666666666	0.3333333333333333	0.918918918918919	0.6176470588235294	0.38235294117647056	0.40540540540540543	0.13333333333333333	0.8666666666666667	0.5945945945945946	0.9545454545454546	0.045454545454545456	94.37779336596472	0.4966977436253596	101.16161258266081	23	14	0.08787878787878789
