Feature	Mean Rank
6875	1.0
11097	2.0
6749	3.0
23225	4.0
5440	5.0
348995	6.0
4927	7.0
2962	8.0
55746	9.0
129401	10.0
8086	11.0
5432	12.0
6921	13.0
904	14.0
5431	15.0
2957	16.0
23279	17.0
5903	18.0
6917	19.0
5434	20.0
4331	21.0
7514	22.0
6882	23.0
8732	24.0
79902	25.0
9688	26.0
5441	27.0
81929	28.0
6881	29.0
6874	30.0
8178	31.0
5430	32.0
2965	33.0
5901	34.0
6827	35.0
9883	36.0
2071	37.0
5439	38.0
4686	39.0
6872	40.0
6880	41.0
2963	42.0
5437	43.0
8731	44.0
1022	45.0
5436	46.0
2967	47.0
2068	48.0
25920	49.0
6883	50.0
10762	51.0
5435	52.0
6884	53.0
5902	54.0
9818	55.0
57122	56.0
9972	57.0
5905	58.0
2958	59.0
51497	60.0
8021	61.0
7175	62.0
5433	63.0
2959	64.0
7936	65.0
902	66.0
6924	67.0
9631	68.0
6829	69.0
8480	70.0
6878	71.0
2960	72.0
2968	73.0
2961	74.0
6877	75.0
6908	76.0
4928	77.0
5438	78.0
22916	79.0
7469	80.0
11198	81.0
79023	82.0
23165	83.0
9150	84.0
6923	85.0
23511	86.0
1025	87.0
53371	88.0
