Feature	Mean Rank
915	1.0
5515	2.0
29851	3.0
8764	4.0
5526	5.0
3113	6.0
5170	7.0
7525	8.0
9402	9.0
3109	10.0
3111	11.0
941	12.0
917	13.0
5516	14.0
5295	15.0
6955	16.0
1326	17.0
151888	18.0
117145	19.0
10000	20.0
57761	21.0
80380	22.0
208	23.0
5058	24.0
940	25.0
5525	26.0
5781	27.0
3932	28.0
1445	29.0
5062	30.0
5518	31.0
79109	32.0
64223	33.0
998	34.0
253260	35.0
3118	36.0
5879	37.0
5527	38.0
207	39.0
916	40.0
3108	41.0
9020	42.0
3127	43.0
6957	44.0
942	45.0
919	46.0
920	47.0
1493	48.0
5133	49.0
23308	50.0
4067	51.0
5290	52.0
3112	53.0
5777	54.0
5519	55.0
2885	56.0
3122	57.0
29126	58.0
7409	59.0
5528	60.0
2475	61.0
3115	62.0
2534	63.0
6714	64.0
