Feature	Mean Rank
6187	1.0
7458	2.0
6231	3.0
6203	4.0
8669	5.0
6194	6.0
1975	7.0
6235	8.0
6234	9.0
1973	10.0
8667	11.0
3646	12.0
6193	13.0
8894	14.0
1981	15.0
27335	16.0
6205	17.0
1968	18.0
6206	19.0
6227	20.0
8666	21.0
6228	22.0
6208	23.0
6202	24.0
6229	25.0
6232	26.0
8661	27.0
6210	28.0
8668	29.0
8662	30.0
6224	31.0
6209	32.0
6233	33.0
1965	34.0
1974	35.0
6192	36.0
8665	37.0
6188	38.0
6191	39.0
6204	40.0
6207	41.0
6217	42.0
6223	43.0
6222	44.0
1977	45.0
6189	46.0
8664	47.0
26986	48.0
6201	49.0
6230	50.0
2197	51.0
3921	52.0
1964	53.0
