Feature	Mean Rank
5595	1.0
5894	2.0
785	3.0
9252	4.0
1291	5.0
5621	6.0
5747	7.0
6711	8.0
1289	9.0
784	10.0
1278	11.0
131873	12.0
8911	13.0
64096	14.0
6710	15.0
1297	16.0
783	17.0
5786	18.0
776	19.0
2675	20.0
256076	21.0
3265	22.0
6654	23.0
1292	24.0
4893	25.0
8128	26.0
1290	27.0
1280	28.0
57731	29.0
1277	30.0
6709	31.0
6712	32.0
1287	33.0
6900	34.0
1298	35.0
2668	36.0
2674	37.0
4684	38.0
779	39.0
2260	40.0
7903	41.0
1286	42.0
6714	43.0
1299	44.0
51332	45.0
1293	46.0
782	47.0
2534	48.0
8912	49.0
1281	50.0
1282	51.0
4902	52.0
1385	53.0
775	54.0
5605	55.0
8913	56.0
1285	57.0
9048	58.0
5594	59.0
778	60.0
1463	61.0
2885	62.0
3845	63.0
5604	64.0
6708	65.0
5623	66.0
375790	67.0
1284	68.0
7529	69.0
