Feature	Mean Rank
4144	1.0
120227	2.0
119391	3.0
54498	4.0
1579	5.0
27284	6.0
2326	7.0
10941	8.0
348158	9.0
2730	10.0
9	11.0
1585	12.0
217	13.0
126	14.0
216	15.0
1594	16.0
2937	17.0
1312	18.0
127	19.0
56603	20.0
9446	21.0
1572	22.0
10249	23.0
6799	24.0
2948	25.0
2939	26.0
11283	27.0
6916	28.0
7364	29.0
4548	30.0
1583	31.0
8529	32.0
116285	33.0
9420	34.0
1553	35.0
57834	36.0
7363	37.0
1573	38.0
5742	39.0
64816	40.0
7367	41.0
7358	42.0
1588	43.0
55902	44.0
1544	45.0
51302	46.0
1571	47.0
5740	48.0
6817	49.0
2944	50.0
7365	51.0
1580	52.0
29785	53.0
2941	54.0
130	55.0
7172	56.0
84532	57.0
66002	58.0
2940	59.0
1545	60.0
1584	61.0
1555	62.0
1592	63.0
191	64.0
1591	65.0
27233	66.0
1562	67.0
6822	68.0
4051	69.0
131	70.0
1557	71.0
4259	72.0
6783	73.0
6819	74.0
1559	75.0
4257	76.0
113612	77.0
23169	78.0
1595	79.0
1593	80.0
7360	81.0
124	82.0
5743	83.0
2328	84.0
2327	85.0
54490	86.0
221357	87.0
4129	88.0
25830	89.0
1586	90.0
10	91.0
125	92.0
10720	93.0
4128	94.0
6820	95.0
4258	96.0
1543	97.0
10858	98.0
2949	99.0
2729	100.0
27430	101.0
340665	102.0
1558	103.0
2950	104.0
4837	105.0
1582	106.0
4143	107.0
54905	108.0
1581	109.0
