Feature	Mean Rank
1069	1.0
7514	2.0
9738	3.0
891	4.0
80321	5.0
5048	6.0
79959	7.0
80254	8.0
22994	9.0
10733	10.0
8636	11.0
10806	12.0
9814	13.0
11116	14.0
10844	15.0
4957	16.0
22897	17.0
3320	18.0
1453	19.0
54820	20.0
993	21.0
55722	22.0
23332	23.0
994	24.0
27175	25.0
10540	26.0
9793	27.0
9662	28.0
203068	29.0
8655	30.0
10142	31.0
22995	32.0
27229	33.0
9702	34.0
55125	35.0
8481	36.0
11258	37.0
10426	38.0
7846	39.0
8900	40.0
1022	41.0
55755	42.0
7465	43.0
9133	44.0
11190	45.0
984	46.0
9088	47.0
7532	48.0
7277	49.0
7840	50.0
5577	51.0
121441	52.0
114791	53.0
11064	54.0
7283	55.0
10382	56.0
1639	57.0
1781	58.0
902	59.0
95681	60.0
5108	61.0
995	62.0
10121	63.0
4751	64.0
4331	65.0
55835	66.0
85378	67.0
1778	68.0
4926	69.0
55142	70.0
22981	71.0
983	72.0
5518	73.0
84131	74.0
10383	75.0
5116	76.0
1454	77.0
5566	78.0
5347	79.0
890	80.0
7531	81.0
22919	82.0
80184	83.0
