Feature	Mean Rank
6187	1.0
220988	2.0
84441	3.0
4904	4.0
7067	5.0
6231	6.0
2101	7.0
6157	8.0
1933	9.0
23225	10.0
6146	11.0
6921	12.0
6124	13.0
367	14.0
1975	15.0
79731	16.0
11097	17.0
6152	18.0
1479	19.0
6234	20.0
5440	21.0
51692	22.0
6154	23.0
6132	24.0
23521	25.0
9128	26.0
4306	27.0
6224	28.0
55746	29.0
904	30.0
10594	31.0
6208	32.0
9968	33.0
10921	34.0
7311	35.0
6217	36.0
2494	37.0
6627	38.0
5241	39.0
6202	40.0
6431	41.0
6123	42.0
8086	43.0
55534	44.0
2649	45.0
24148	46.0
4851	47.0
1477	48.0
10907	49.0
8243	50.0
57176	51.0
6136	52.0
6160	53.0
8662	54.0
8892	55.0
8431	56.0
8894	57.0
6827	58.0
9441	59.0
6147	60.0
22826	61.0
6235	62.0
11100	63.0
6173	64.0
4855	65.0
6129	66.0
2107	67.0
6144	68.0
6232	69.0
10482	70.0
6430	71.0
1936	72.0
5093	73.0
2957	74.0
3735	75.0
1937	76.0
10236	77.0
9971	78.0
6128	79.0
2961	80.0
6164	81.0
5434	82.0
8850	83.0
57505	84.0
6097	85.0
84246	86.0
9343	87.0
5725	88.0
8891	89.0
126382	90.0
5435	91.0
4670	92.0
51003	93.0
1978	94.0
6228	95.0
2103	96.0
6256	97.0
3181	98.0
6223	99.0
6122	100.0
6141	101.0
6156	102.0
8665	103.0
27316	104.0
83443	105.0
2104	106.0
4677	107.0
8175	108.0
6872	109.0
8565	110.0
2193	111.0
25873	112.0
9939	113.0
1938	114.0
3516	115.0
90390	116.0
4853	117.0
5914	118.0
5430	119.0
6170	120.0
9862	121.0
4929	122.0
10291	123.0
8856	124.0
1983	125.0
6749	126.0
2071	127.0
51067	128.0
6637	129.0
4331	130.0
7307	131.0
348995	132.0
5917	133.0
6096	134.0
6205	135.0
7407	136.0
2099	137.0
51586	138.0
7884	139.0
51639	140.0
6201	141.0
5859	142.0
6877	143.0
10667	144.0
6137	145.0
5468	146.0
6191	147.0
6883	148.0
6165	149.0
3183	150.0
4736	151.0
23395	152.0
6192	153.0
6625	154.0
9785	155.0
2068	156.0
53981	157.0
9349	158.0
29982	159.0
9521	160.0
6171	161.0
6134	162.0
10046	163.0
9688	164.0
3174	165.0
5436	166.0
51121	167.0
10262	168.0
6884	169.0
6169	170.0
1387	171.0
10250	172.0
5433	173.0
8661	174.0
5432	175.0
11051	176.0
6229	177.0
6222	178.0
23438	179.0
9045	180.0
5916	181.0
3164	182.0
6159	183.0
6143	184.0
2963	185.0
6158	186.0
6189	187.0
6233	188.0
6634	189.0
5465	190.0
3191	191.0
6203	192.0
6175	193.0
10421	194.0
53371	195.0
6133	196.0
6880	197.0
7182	198.0
129401	199.0
57122	200.0
9410	201.0
7965	202.0
7181	203.0
1981	204.0
6257	205.0
1660	206.0
10002	207.0
4854	208.0
5915	209.0
9477	210.0
6227	211.0
10992	212.0
9295	213.0
2967	214.0
6204	215.0
6923	216.0
2958	217.0
2197	218.0
6188	219.0
8893	220.0
8669	221.0
6258	222.0
5437	223.0
6193	224.0
2960	225.0
5903	226.0
10978	227.0
92935	228.0
6429	229.0
6428	230.0
5441	231.0
3184	232.0
1025	233.0
1024	234.0
6206	235.0
25973	236.0
7936	237.0
3035	238.0
23020	239.0
79587	240.0
6924	241.0
6829	242.0
9572	243.0
6878	244.0
8668	245.0
1968	246.0
6632	247.0
8178	248.0
6155	249.0
892	250.0
8013	251.0
7421	252.0
55749	253.0
3185	254.0
29079	255.0
1965	256.0
8683	257.0
6426	258.0
81929	259.0
6882	260.0
7458	261.0
9282	262.0
5094	263.0
9416	264.0
6168	265.0
8731	266.0
79869	267.0
57794	268.0
8732	269.0
10762	270.0
6181	271.0
7376	272.0
51520	273.0
23511	274.0
2100	275.0
190	276.0
2058	277.0
57038	278.0
3187	279.0
8106	280.0
6875	281.0
5467	282.0
6230	283.0
10946	284.0
10025	285.0
3188	286.0
29894	287.0
8890	288.0
54938	289.0
2965	290.0
5439	291.0
10056	292.0
6167	293.0
6207	294.0
79023	295.0
57819	296.0
6095	297.0
6881	298.0
6427	299.0
9883	300.0
4141	301.0
6908	302.0
79902	303.0
8667	304.0
4809	305.0
23708	306.0
51362	307.0
6135	308.0
7025	309.0
7068	310.0
84844	311.0
6130	312.0
3921	313.0
6635	314.0
4928	315.0
9969	316.0
9975	317.0
23279	318.0
2962	319.0
902	320.0
6874	321.0
9794	322.0
905	323.0
2968	324.0
11338	325.0
9442	326.0
