Feature	Mean Rank
230	1.0
2023	2.0
5257	3.0
2992	4.0
5213	5.0
2027	6.0
7167	7.0
5834	8.0
5236	9.0
8908	10.0
5105	11.0
4190	12.0
2203	13.0
2026	14.0
1468	15.0
5836	16.0
8789	17.0
229	18.0
5208	19.0
5214	20.0
5315	21.0
5230	22.0
26330	23.0
2805	24.0
5260	25.0
2821	26.0
808	27.0
5837	28.0
4191	29.0
5210	30.0
5223	31.0
5211	32.0
5207	33.0
5224	34.0
2597	35.0
805	36.0
2998	37.0
5256	38.0
5091	39.0
5255	40.0
8402	41.0
7360	42.0
2806	43.0
6576	44.0
178	45.0
5209	46.0
801	47.0
8604	48.0
5261	49.0
55276	50.0
10165	51.0
5313	52.0
226	53.0
2632	54.0
5106	55.0
2997	56.0
