Feature	Mean Rank
54498	1.0
2326	2.0
1579	3.0
1594	4.0
57834	5.0
120227	6.0
6916	7.0
1545	8.0
216	9.0
217	10.0
1553	11.0
1562	12.0
1591	13.0
126	14.0
1559	15.0
5742	16.0
1583	17.0
1580	18.0
4051	19.0
56603	20.0
2328	21.0
1572	22.0
130	23.0
2327	24.0
131	25.0
1585	26.0
1588	27.0
11283	28.0
10858	29.0
8529	30.0
1558	31.0
29785	32.0
1557	33.0
64816	34.0
5740	35.0
1573	36.0
4128	37.0
4129	38.0
1584	39.0
9420	40.0
1582	41.0
1592	42.0
1595	43.0
127	44.0
124	45.0
55902	46.0
1571	47.0
1581	48.0
113612	49.0
54905	50.0
1543	51.0
1586	52.0
51302	53.0
1544	54.0
1555	55.0
84532	56.0
66002	57.0
5743	58.0
1593	59.0
340665	60.0
125	61.0
