ID	117248	8693	168391	11226	57452	11227	442117	114805	9245	55568	55808	50614	51809	63917	2650	26290	79623	192134	56913	374378	79695	2590	2591	64409	2589	6483	6482	9334	29071	DependentVariable
Instance1	9.449938467	9.006607384	4.429532455	7.36527506	9.115484895	5.257964097	5.475874941	5.998427535	5.26866948	6.69458366667	6.515388896	5.16743282075	5.555364666	10.59491265	6.6422077465	6.322383937	6.358392415	5.471521792	6.009555025	9.626197781	6.921011149	6.783656769	8.194856713	6.117700885	6.2773124585	7.303783316	9.8368951365	10.86915448	7.12422601767	Control
Instance2	9.126240571	9.839432587	4.881923051	8.577656473	8.615398283	4.981180512	5.2540543905	5.652207716	5.644873832	6.704313445	5.726293954	5.316289114	4.44952763	10.53344682	7.1288623445	5.827572151	6.54404145	5.831124321	6.163705646	8.546181736	6.319767507	6.427862262	9.608181403	5.115003321	6.6101562455	6.78372224	9.4015370715	10.4353997	6.99337254667	BRCA
Instance3	7.103762836	8.902097045	4.801431976	8.565484009	8.527746649	5.403788568	5.066964609	5.375570566	4.571466258	7.03545635633	5.477524542	5.414956458	4.694341356	10.45090222	6.947872141	5.917677146	6.612356646	4.96764272	6.263133611	8.699521377	6.401780305	5.73478497	9.012485657	5.661572365	7.0985905965	7.197661783	8.8347240695	10.77439198	6.91997588533	BRCA
Instance4	8.662473563	7.456192424	4.29634707	8.446608924	8.614898066	5.182703468	5.100960244	4.826817	5.108536217	6.19911822933	4.932877618	5.5605063795	4.313245239	11.04197755	7.046523943	5.859106883	6.377475723	6.034364988	5.71562658	8.535684722	5.189242669	6.427443278	10.1630147	5.945918559	6.9615805485	7.627900667	8.2836000845	10.2700474	7.53265452533	Control
Instance5	8.536442598	9.794773703	5.166927545	8.35053164	8.301454476	5.041999937	5.537311876	5.544432256	6.447005198	6.98669316167	5.645882653	5.48276575775	4.977063788	10.80616717	7.3503575015	5.607338636	6.571150131	5.340305225	6.682085592	7.297193996	5.883749862	6.131965608	9.179860041	5.913853554	7.5582680955	6.805650779	9.6413430855	10.45556383	7.14956976733	BRCA
Instance6	7.875505362	8.241317194	5.401742447	8.361890192	8.6123926435	5.554597484	5.5864875915	5.186075849	4.673859936	7.13608715167	5.835678584	5.47807407375	5.028139516	10.25321554	7.5549096015	6.050290137	6.845807173	4.895316255	6.818266204	8.962217233	7.815256994	6.648469487	7.516785639	5.865430938	6.9988767775	7.42827877	9.8193320055	10.80422	6.76192833867	BRCA
Instance7	7.832290546	8.309977771	5.246418775	10.48524596	9.2652213785	5.23363046	5.9403147395	5.650629048	5.66903474	6.14765243033	4.668481241	5.50110595725	4.261837702	11.1461265	7.5125819965	6.401567006	7.227811157	5.159277237	6.893972281	7.222073073	5.447092526	6.381677589	10.30226796	6.640935836	5.8417293765	8.392855247	9.172954892	10.23589789	6.87035427467	BRCA
Instance8	7.455884307	7.883225397	5.451879748	8.002760351	9.3039767465	5.596496342	5.6796306165	5.317422789	5.233822166	6.70736305467	5.544895869	5.463608232	5.273526379	10.45556383	7.3457591335	6.147312423	5.917199751	5.555364666	5.54798282	8.496295686	7.343365902	6.312978791	7.491534716	6.046639068	6.5098410675	7.065392235	8.9961435315	10.81229788	6.97382876667	Control
Instance9	7.322944667	8.708481379	5.227097249	8.832511198	8.7369707995	5.004514032	5.547575947	5.69321599	5.264922245	6.89723505533	6.589730253	5.218811201	5.545359333	10.90047838	6.76534498	5.93841004	6.671615809	5.855623029	6.112810233	8.888546253	6.180710433	6.508908434	7.989892757	6.083112955	6.9687767855	6.747458314	9.0707221845	10.87885198	6.97032349267	BRCA
Instance10	8.441949357	8.639124627	5.637647374	9.908978409	7.7672771465	4.748476814	5.2970481895	6.246413431	5.546594509	6.77340204467	5.871604195	5.66509417375	4.889243844	11.10921707	6.844501818	6.056806358	5.997750375	4.61298674	6.184285874	7.558059277	5.901054678	6.288732869	9.763129822	6.29131404	6.8370431045	6.960584469	9.2875049185	9.969261	7.05792848633	BRCA
Instance11	7.60485179	8.495976037	4.874319002	8.336429709	9.451643247	5.586773185	5.876086266	5.301232095	4.856999696	6.24942224233	5.20751344	5.5072178835	5.20751344	10.85873307	6.5228805645	5.749340677	6.195943635	4.809686189	6.634452146	9.337511034	7.190716395	6.00641655	8.869887692	5.338612717	6.7729317255	7.387201232	8.694832367	10.28330866	7.15252081167	BRCA
Instance12	7.968668413	8.951576959	5.243375136	7.700632397	8.699650303	5.0686829	5.780917546	5.717958252	5.418368122	6.67883224833	7.229254138	5.23745458625	5.287445744	10.40145051	6.7452493235	5.733904229	6.423120638	5.808263565	5.94146509	8.913937397	6.221737545	6.329397776	8.042399643	5.977000087	6.631642116	7.217330395	9.0418741245	10.72975267	7.035132573	Control
Instance13	8.408118602	8.927586226	4.247815235	7.453231788	8.6060750605	4.769786816	5.6681556755	6.070610035	5.425099433	7.27756954967	6.829694594	5.127073078	5.092980397	10.4035503	6.855935666	5.840785003	6.47151722	5.212774804	5.970112363	8.656997827	6.529356855	6.449978627	7.994581315	6.358963769	6.7129660585	7.567311803	9.655342191	10.69259831	7.13835548167	Control
Instance14	6.654997999	8.854152408	4.27633458	7.774162951	8.444415158	5.667190506	5.7010841305	5.211315238	5.241850906	6.954196626	6.884540305	5.685747727	4.877021802	10.55366796	7.2941464955	6.158968739	6.454961876	5.655216748	5.119782831	9.372267145	6.529708231	6.674408126	8.141291161	6.165666403	5.764746599	7.611303577	8.649778607	10.64364002	6.976746751	BRCA
