@relation thedata

@attribute 1399 real
@attribute 1445 real
@attribute 2534 real
@attribute 2885 real
@attribute 2889 real
@attribute 3265 real
@attribute 3672 real
@attribute 3688 real
@attribute 3725 real
@attribute 387 real
@attribute 4660 real
@attribute 5594 real
@attribute 5595 real
@attribute 5599 real
@attribute 5604 real
@attribute 5605 real
@attribute 5747 real
@attribute 58 real
@attribute 5829 real
@attribute 5894 real
@attribute 5906 real
@attribute 6093 real
@attribute 613 real
@attribute 6464 real
@attribute 6654 real
@attribute 6714 real
@attribute 7094 real
@attribute 7145 real
@attribute 7414 real
@attribute 7791 real
@attribute 823 real
@attribute 826 real
@attribute 84290 real
@attribute 857 real
@attribute 87 real
@attribute 88 real
@attribute 89 real
@attribute 9564 real
@attribute DependentVariable {BRCA,Control}

@data
12.02214941,10.35004996,9.2289642325,9.4954151895,8.096419889,7.4423513115,9.101017795,9.30169669467,14.72492149,12.37603319,7.3213517445,8.27215776867,11.634256725,5.939777752,10.49127719,11.44994835,9.55016911,6.569556123,7.441203595,10.11570732,7.005431822,8.331209336,7.402056661,9.15105029633,8.001564595,6.75911734333,10.9484368,10.98643958,9.67691596567,11.191928865,11.2551704,11.697272845,5.309623002,13.206076235,13.43392773,6.68951277,5.69544494,8.887952536,Control
12.15020274,10.84346202,8.8907159655,9.5539178325,8.308590396,7.8897640555,7.86511636,8.828078384,14.11502538,12.57624761,8.550400766,7.85669691467,11.27623323,5.0886580415,9.559434991,11.52169626,9.45642471,5.19062597,7.229350286,10.34726733,6.434568757,8.399610251,7.1289164645,8.42779587067,7.481398095,6.586005659,10.35004996,10.4663776,9.12675963167,11.42208428,11.68974045,11.931845525,5.355449107,12.113213965,13.88775422,6.68426165,5.483179924,8.931846371,BRCA
12.31403378,11.26946293,8.275073194,9.480270588,8.06587291333,7.856102429,7.148936963,8.9042892375,14.41297137,12.07257321,7.1923046205,8.11094053067,11.198356615,5.6701097255,9.65317699,11.72288448,8.9981409465,5.283469238,7.347468842,10.45388564,6.699751273,7.854652002,7.0926896005,8.45925672733,7.228580927,7.22912163867,10.20981921,8.662028433,9.01275273233,11.244830345,11.88601099,12.01265521,5.724112195,10.5864353725,13.69550076,6.570846646,5.014814152,9.151968584,BRCA
11.37479785,11.31701417,8.08464112175,9.432546201,7.75608816367,8.398114105,6.516492413,8.75186424133,14.08054111,12.17972416,7.739516337,7.98209816267,11.274247985,5.7758281875,9.580847928,11.42772678,9.0133211855,6.563810693,7.84508404,10.09500831,5.6556447465,7.179165475,6.88167523675,7.73867912133,6.648325671,6.91032494133,10.43742988,9.875388873,8.737483073,11.636599335,11.65213254,11.69996459,5.442289366,10.9511039505,14.12961268,7.162091995,5.346612346,8.943878208,Control
11.90965135,11.32409911,8.34620788925,9.66718229,8.12260925067,7.697637374,7.441058314,9.13491446,13.43392773,12.74633592,7.6832427075,7.82991936767,11.21839075,5.704258658,9.966174165,11.8471671,9.0250253645,5.301780818,7.615006311,10.22872886,6.4308542,7.894031227,7.4523840255,8.10318445333,7.634958261,6.72839437467,9.987545106,9.532570767,8.90807702667,11.53599947,11.8267889,11.99649338,5.494584616,12.094032035,13.52549699,6.308617188,5.468103682,8.86238252,BRCA
12.34480084,11.07168041,8.716652398,9.9164802245,8.40450445433,7.3388634815,7.98845907,9.489530799,13.80946823,13.08540943,8.156859977,8.18650002,11.07534033,6.517858181,10.23164154,11.5852209,9.420287121,5.802329755,7.335951076,10.624983,7.3002942325,9.001704532,8.244265727,8.70127661067,8.19601328,6.38912935567,10.55627639,10.19842697,9.82544504333,11.767817685,12.36339568,11.72437653,5.14017664,13.169679585,13.39262134,6.448203566,5.694818396,9.615648544,BRCA
11.50866771,11.3382407,8.39165280725,9.167523377,8.232537209,7.9742866725,7.580354917,9.251714595,13.91249272,12.27941189,8.917446952,8.451561107,11.151396135,5.6011167705,8.977681421,11.16076662,8.8796586,5.472984221,7.91692611,9.961088297,7.2132301705,8.073955593,6.14302696,8.36198243367,7.292025067,7.54701473933,10.32302692,9.693199925,9.11190392067,12.21307303,11.27204377,11.524918645,5.28356184,9.2216698995,14.57543497,6.401567006,6.038980014,9.176011741,BRCA
11.90894245,10.5789154,8.80415305075,9.1611827995,7.82778458767,7.7095138065,7.865827785,9.23773095817,13.96294256,11.89259415,7.4539681055,8.171538624,11.40345044,5.401013329,10.00443156,11.28922369,9.585335464,5.551370856,7.737283051,10.12277013,6.7375606535,7.856831861,6.9500503585,8.53051419067,7.787382059,7.00963552967,10.49035982,9.081803715,9.380750741,11.4797854,11.60505131,11.71505535,4.494877856,12.42221496,12.86342169,6.884418198,5.853628472,8.83089633,Control
11.86434298,11.11718547,8.0162301535,9.3657406255,8.16675555833,7.94496816,7.418993406,9.05065703483,14.44356588,12.60350703,7.2074709075,7.91861634733,10.99057863,5.8779809975,9.452231522,11.82274022,9.2675642675,5.771232765,7.766232595,9.9831294,6.6237057305,7.307431087,7.14309656525,8.16926655967,6.878728789,6.85674479767,9.984080577,8.676883662,9.253283331,11.015461655,11.85690996,12.07541004,6.086407617,11.441748505,13.11510467,6.341457111,5.529517425,8.641980482,BRCA
11.70471109,11.00749006,8.42904151725,9.70078824,8.199921005,8.148239231,7.512564929,9.06946628383,13.15952927,12.28213433,7.892070953,7.74245236133,11.551814785,5.5839936855,9.69476318,11.64681981,8.984597332,5.608965365,7.647892114,10.28660429,6.458550254,7.897680799,7.10464715825,8.39504068233,7.4960371,6.973025285,10.50808719,10.09662988,8.70731128767,11.249102325,11.49594259,11.963536945,5.096358059,11.881986655,13.75810714,6.908516092,5.524354632,8.799282532,BRCA
11.37712933,11.20477915,8.9502413505,9.153599552,8.20243453067,8.198599078,7.438794191,8.5429645305,14.17314893,12.64120964,6.2150863915,8.06297051567,11.573459625,5.9065229025,9.736317839,11.94944384,8.7160245685,5.541492575,8.041222615,10.23292486,6.367097734,6.841316277,7.69392134225,8.62624266567,6.507481989,6.89592443067,10.87277127,9.869351366,8.53835121633,11.469775155,11.72339443,12.24721091,5.199683385,12.15689855,13.03513077,6.631326684,6.025201173,9.630226677,BRCA
11.8968755,10.56738599,8.477755757,9.5256586835,8.218543204,7.4409667175,8.342898175,9.18007328783,13.87385551,12.30040269,6.7934792275,8.197304519,11.32136754,5.767601547,9.990983614,11.38105635,9.5799510855,6.167122676,6.876459007,10.11618835,6.6803573705,8.010333857,7.10276194725,8.601359139,8.512524314,6.98144085767,10.38874414,9.984810456,9.27988523833,11.01889492,11.72339443,11.713526895,5.401230463,12.90706253,12.83735302,6.454961876,6.015030979,8.536335742,Control
11.78748237,10.51810261,8.5293685075,9.597360232,8.05578707333,7.6537280945,9.099519506,9.52376826383,14.67256817,12.38074251,7.4553755765,8.151507585,11.488573795,6.1670985755,10.29596436,11.33166731,9.807955308,6.079490783,7.126500894,10.13087976,6.6358028665,8.228615647,7.04497527125,8.523978557,8.640083234,6.75905554167,11.16338255,10.89468537,9.66705962233,11.243250335,11.83377967,11.805286635,4.966489589,13.418552165,13.26600764,6.8430452,5.633148724,8.699521377,Control
11.92436912,11.10704394,8.5706565075,9.06038523,8.51274768967,8.1909422715,7.626842693,9.15082053767,13.48222565,11.64892389,6.522482528,8.08129530567,11.695521545,5.967633391,10.01433476,11.29445435,9.6749751715,6.848689049,7.476667486,10.76657469,6.5600925975,6.165666403,6.95072196525,9.16094315833,7.7584583,6.82951290367,11.32350252,9.112896304,9.297521207,12.03353387,11.82848969,12.18507916,4.607970639,12.50149699,12.95175557,6.722606479,5.65836235,9.481880707,BRCA
12.10871075,11.19715849,8.93480514275,9.5800955565,8.32439668333,7.2806843915,9.408383416,9.44121959,13.17144427,11.744773,6.606060128,7.95451796533,11.206231375,5.329465727,9.712540381,11.28106518,9.2641454985,5.812184526,7.061023135,10.37973064,6.965484196,6.754958049,6.8465411235,8.789516499,7.8511886,6.91208436433,10.42478333,9.736123312,9.499998977,11.29556779,11.81753744,11.487990085,4.780849891,11.97200604,14.01689273,6.837126844,5.923868951,9.246806572,BRCA
12.16730219,11.16642377,8.1157153055,9.0393998015,8.01006157867,8.539009948,8.035817876,8.933464829,14.09890062,11.37964115,6.7413607975,8.00665617633,11.49634678,5.656097949,9.812386363,11.36168902,9.278094081,7.824005841,7.18631515,10.55366796,6.4715114345,6.390947607,6.36958253925,8.419142242,7.192690117,7.22720437133,10.80365511,8.907943022,9.31806579233,11.95755105,11.77387079,12.14634393,5.335936286,11.872194975,14.08845827,6.741740415,5.579701547,9.273365013,BRCA
