@relation thedata

@attribute 1385 real
@attribute 1742 real
@attribute 2902 real
@attribute 2903 real
@attribute 2904 real
@attribute 2905 real
@attribute 2906 real
@attribute 4747 real
@attribute 801 real
@attribute 805 real
@attribute 808 real
@attribute 815 real
@attribute 816 real
@attribute 817 real
@attribute 818 real
@attribute 88 real
@attribute DependentVariable {BRCA,Control}

@data
10.707890538,8.85288926,6.288309337,5.73309076,5.765475903,5.84424205,5.451055498,5.07383228,13.11037161,13.59313376,12.33572539,4.967873236,6.3931703428,6.71763387475,8.533227316,6.68951277,Control
11.4528809893,8.71258815,6.079541724,5.420053896,5.287261033,5.934994833,5.066101302,4.732013908,12.75620088,13.5121695,12.47764072,5.03365563,6.9553527598,6.8818081325,8.715636586,6.68426165,BRCA
10.8440250817,8.943878208,6.23418041267,6.089429956,5.469732364,5.79507289,5.387682411,4.971786376,12.13760287,13.47944813,12.54827894,5.935819934,8.109608713,6.405921396,8.2596790005,6.570846646,BRCA
11.337274206,8.818774784,6.45691638667,5.327517838,4.645326303,6.340211188,4.736756024,4.984374307,12.20536419,13.35270561,12.76004735,5.198898037,8.725184586,6.1456479,7.7082282335,7.162091995,Control
11.0490871027,8.419687541,6.003456948,5.588723066,5.518229233,5.778741634,5.206341637,4.885099957,12.34682957,13.37889296,12.45248586,5.062220221,6.9100805066,7.045711086,8.3252183155,6.308617188,BRCA
10.8002004453,7.431102924,6.12810835567,5.70895367,4.569953748,6.064587171,4.512547026,5.925887445,13.11510467,13.71343219,12.66384721,5.093825554,6.3166102882,7.03324440275,8.4054699995,6.448203566,BRCA
11.1354255073,9.772562477,6.32230220733,5.832707292,5.188253784,5.472984221,5.072332275,4.77796061,12.34260121,13.29267684,12.61750082,5.754494213,9.356122659,6.55286557675,7.7168387545,6.401567006,BRCA
10.258386433,8.983991943,6.325284749,5.54798282,5.185481295,6.498295252,4.93252334,4.888756945,12.57155186,13.44200721,12.74796537,5.619127766,7.580338669,6.064234489,8.729778512,6.884418198,Control
10.6759547673,8.939638805,6.57114183333,6.068139401,5.511603435,6.179665925,5.172938736,5.620154746,12.3148028,13.70458133,12.4865699,5.662925563,7.4789113804,6.4879534175,8.057131251,6.341457111,BRCA
11.1110274023,9.017365988,6.591071042,5.538702079,5.190230876,6.031666056,4.049108953,4.987561048,12.71572616,13.30755735,12.57561022,4.482788153,7.9155472442,6.59589787525,8.3082798515,6.908516092,BRCA
11.005151922,8.91139283,6.37665759367,6.065341406,5.735529792,5.659219053,4.924350826,5.438302209,12.72208073,13.38150649,12.59449147,4.893133131,6.6343243228,6.093509969,8.432536035,6.631326684,BRCA
10.78322175,8.491693915,6.09051144533,6.024591871,4.932877618,6.199285243,4.553801017,5.243375136,12.77087865,13.60583775,12.7232493,5.487045126,7.4279636484,6.32819879025,8.398001158,6.454961876,Control
10.4041484903,8.626522298,6.40003173433,5.582263377,5.790388412,6.000006339,5.510179653,5.290950766,12.97797754,13.47298527,12.52742331,5.032994809,6.2234283246,6.3057024235,8.5689651635,6.8430452,Control
10.5074705227,9.406067387,6.431251972,5.715352018,5.818269799,5.932280461,4.877021802,4.904979261,12.99135537,12.16391545,13.2860567,5.825792781,7.3891393726,5.77084102,8.8803822835,6.722606479,BRCA
9.90083481867,9.826628375,6.06765298567,6.307980018,5.917259434,6.073504957,5.805041697,5.706262025,13.22427159,12.44601199,13.16228672,6.622202397,7.102716789,6.31097129675,9.045054579,6.837126844,BRCA
10.2584479883,9.589941868,6.69733073267,5.976599205,5.710400941,5.61707161,4.936651187,5.971837379,12.53522562,12.2076581,13.15138292,5.504788206,6.7947153724,6.125065043,8.936266678,6.741740415,BRCA
10.0323493423,9.255879016,6.463463362,5.773740066,5.738640345,6.60526143,5.015929312,5.434304001,12.56790862,12.15610687,13.15138292,5.487527549,7.080579106,5.8364187005,9.0825127945,6.544698369,BRCA
9.692770319,9.489206292,6.33787006533,5.872835683,6.20007038,6.015700078,5.255511354,5.43213367,12.61931219,12.43207997,13.08540943,5.612213331,7.7021154506,5.76965114525,8.845940063,6.651845045,BRCA
9.570767933,9.71030757,6.217912006,6.126297286,6.252954533,6.426353347,5.057462456,5.592614939,12.52524557,12.39881323,13.04201932,5.718300827,7.6402182504,5.6454289565,9.010547562,6.556203785,BRCA
10.2933462963,10.15138482,7.094015865,5.408721412,5.64689077,5.606894664,4.632300425,4.990286948,12.50816376,8.929717871,10.82365605,4.953976689,6.6682021408,6.17753520375,9.6265515845,6.264447878,BRCA
