@relation thedata

@attribute 10276 real
@attribute 10451 real
@attribute 10672 real
@attribute 11214 real
@attribute 121512 real
@attribute 1894 real
@attribute 221472 real
@attribute 2245 real
@attribute 23229 real
@attribute 23263 real
@attribute 23365 real
@attribute 23370 real
@attribute 25791 real
@attribute 26230 real
@attribute 27237 real
@attribute 2768 real
@attribute 29 real
@attribute 387 real
@attribute 388 real
@attribute 389 real
@attribute 391 real
@attribute 393 real
@attribute 4168 real
@attribute 50649 real
@attribute 50650 real
@attribute 5290 real
@attribute 5295 real
@attribute 5364 real
@attribute 57449 real
@attribute 57580 real
@attribute 5879 real
@attribute 5880 real
@attribute 5923 real
@attribute 5924 real
@attribute 6093 real
@attribute 6453 real
@attribute 64857 real
@attribute 6654 real
@attribute 6655 real
@attribute 7074 real
@attribute 7204 real
@attribute 7409 real
@attribute 7410 real
@attribute 84033 real
@attribute 8874 real
@attribute 89846 real
@attribute 8997 real
@attribute 9138 real
@attribute 9181 real
@attribute 9459 real
@attribute 9475 real
@attribute 9826 real
@attribute 9828 real
@attribute 998 real
@attribute DependentVariable {BRCA,Control}

@data
10.556253043,7.93680944967,8.4534541335,9.75407577167,6.58845652,7.470132382,6.9975990305,7.946147637,7.42286607,4.608708777,8.942471345,10.94302045,5.97762982,6.7730895085,5.922204539,8.214096299,7.662020075,12.37603319,11.16530919,11.607128575,11.03947449,9.102619505,5.549215754,6.3517901525,11.35888208,6.685313404,7.0703331436,10.18060575,5.5039318632,7.464221286,8.85850435833,9.146785748,5.609342323,6.338429429,8.331209336,8.58509549533,8.209503475,8.001564595,7.867620258,7.267093607,8.413925243,6.878146348,6.567960352,6.158968739,7.11874968225,9.385852225,5.232084664,6.62915280967,11.83642135,12.79680929,12.232557025,7.02290830967,9.676706901,7.16387589625,Control
9.793071169,7.27227977433,8.420983873,10.1021508257,6.724483583,8.242341843,7.374543743,8.417790424,7.466547848,5.210049084,8.967342365,10.980761,6.579885831,7.4265821265,6.234966481,7.532532906,7.91308819033,12.57624761,9.494571179,11.60688604,11.22221848,9.126240571,5.309804873,6.1249982985,11.66148208,7.098719371,7.6111323212,10.67951553,5.5296944874,7.664111461,9.23532012167,9.807552605,5.4226454465,5.667687262,8.399610251,8.00817691533,6.59182572,7.481398095,7.609956448,6.708673956,7.815256994,6.418236866,6.809868189,7.534266158,6.81468351325,9.932695001,5.28598330633,7.065017645,11.86434298,11.91536041,12.3160764435,7.21726232233,9.387667941,7.17118701125,BRCA
9.72766784533,9.43574702267,8.355686187,10.3766047927,6.372086382,7.976365247,7.0695944005,8.656193446,7.473768904,5.014814152,8.842775487,11.31587145,6.570846646,7.402572591,6.681523496,7.5482059275,7.65395101367,12.07257321,10.24168562,11.497233195,11.18703979,8.727325837,5.751484642,6.0455148775,11.67556248,6.212526175,7.448654099,11.11027794,5.187591916,6.699055749,9.280236709,10.53833958,5.6524911955,5.321216715,7.854652002,7.35940366733,6.52305663,7.228580927,7.575257723,7.120655524,7.564418422,6.805650779,6.661354578,8.031551137,6.9184467285,9.731446799,5.38249687267,6.82586201267,11.64258438,12.27822446,11.8573344895,7.14763954633,9.154932713,7.03238297825,BRCA
8.86323802867,9.46805618433,8.470632059,9.73313979633,5.89251929,8.783359349,7.501898582,8.483192145,6.492979261,5.088111112,9.400581223,11.08987103,5.876032641,8.1271944075,7.902979691,7.534292972,7.75211328,12.17972416,10.0879405,11.84688205,11.14549296,9.464776035,6.252954533,6.641050264,12.06924173,5.584068992,7.6522265588,11.73344556,5.4178203034,8.649598507,9.422761191,10.65628209,5.626407627,5.182703468,7.179165475,7.43531200933,6.894214872,6.648325671,6.838009842,6.018929689,7.054634501,6.327333135,7.454260475,8.531109589,6.8753532685,10.05209289,5.33101714433,7.033690337,12.14617574,12.44726543,11.581178851,8.05055294367,9.296423637,6.55593589375,Control
10.766641762,9.27353650767,9.0143276255,10.2220662527,5.808521004,7.97154517,7.68209973,8.053791683,7.306383297,4.595204309,8.361144506,10.6623838,6.265667198,7.4227526125,6.309981606,7.521638948,7.65495777833,12.74633592,10.24151283,11.36166858,11.3005472,8.798116248,5.923036985,6.1770987645,11.21556957,7.405441727,7.950268865,10.44517037,5.3066397206,7.356190313,9.29741101033,10.3594479,5.523825652,5.527485802,7.894031227,7.84607777533,6.124023706,7.634958261,7.652900753,6.811667297,7.52505313,6.328276055,6.817626854,7.473626866,7.042316968,9.292592616,5.34723426533,6.81636221267,11.49963678,11.8295207,12.51727103,7.28998991667,8.542839504,6.99171327025,BRCA
11.2722185687,8.79005616867,9.5554462935,10.5437227833,6.583726382,8.237976077,6.4788142175,8.031385719,7.699678504,5.0188247,8.091899625,11.12068843,7.069103653,7.56770175,6.245415441,8.378260395,7.850845558,13.08540943,10.19762251,11.20450541,10.87489706,9.250168786,5.098043929,6.1064243495,11.63008747,7.460253403,7.4183463498,10.69259831,5.3064054026,7.322516605,9.14697742367,10.47450477,5.1523846775,6.134996739,9.001704532,8.27037808833,6.940786709,8.19601328,8.522033306,8.157600995,8.372735718,6.682787905,6.255789266,6.899541591,7.04212019375,9.379552262,5.67713604133,6.943744339,11.42649031,12.2142175,12.441328291,7.03831259267,8.851312673,7.00999639125,BRCA
8.755852544,9.720502086,8.505339801,9.50452125533,5.949599858,9.588822892,7.630703593,9.185817698,6.62585904,5.14487361,10.10617723,11.0724812,5.51191964,7.7634108645,7.569269157,7.2729672355,7.293267547,12.27941189,10.04482137,12.025628865,11.15029011,9.604535218,6.169329391,6.621286377,12.32769025,6.662423158,8.3350079456,11.76843466,5.2348226062,8.485800258,9.62804284167,10.71717755,5.1035551,5.414821571,8.073955593,7.38624643133,6.929261738,7.292025067,6.760091594,7.929822244,8.480952861,5.926361974,7.449419254,8.178666251,7.086501719,10.81714378,6.03593257567,6.66013393767,11.9128857,11.65213254,12.1160117875,8.002113911,9.186362588,7.10702874775,BRCA
10.2599018737,8.909896709,8.291126504,9.90966181633,6.350634813,7.614417457,7.953855834,7.94040335,7.187206373,5.083438106,8.742748263,10.97310559,6.304516175,6.5642383295,6.26697916,7.7170366325,7.47000387167,11.89259415,10.54158093,11.645811195,10.93858741,8.619973359,6.040898593,6.290448296,11.59376472,6.020263967,7.757716558,10.21608532,5.176479827,7.364684318,8.82865486733,10.03012262,5.4833273435,5.745379368,7.856831861,7.87147887667,7.475816758,7.787382059,7.907583411,7.166115682,8.831846471,6.739851899,6.117700885,6.692968069,6.878128638,9.684643931,5.58096659333,6.94678504233,11.46940666,12.04345466,11.963258885,6.58638857667,9.32491247,7.09973287325,Control
10.6694347653,7.48084491567,8.848894832,10.322016492,6.37387057,8.339762197,6.7631719435,8.160162778,7.416293235,5.414483349,8.532863482,10.84509426,6.967402441,7.2045344835,6.442284701,7.3061893255,7.45541438933,12.60350703,10.79666855,11.648237295,10.9376315,8.793563584,5.536838744,6.4100339915,10.98367433,7.205282841,7.6719006758,10.87189776,5.2274778904,8.178554217,9.29235500067,10.26043183,5.3404876065,5.589022814,7.307431087,7.54019452867,6.751146091,6.878728789,7.65031782,6.540171154,7.998577914,6.37387057,6.489210244,7.108919379,6.68912259525,9.124399951,5.160524924,6.84858083833,11.42258795,11.90965135,12.3255748965,6.90880436167,9.13113101,7.18183415025,BRCA
9.15788831867,9.58170631967,8.389578647,9.63013702833,6.467773141,8.1487195,7.0557807065,8.096637583,7.626842693,5.641120592,9.242210154,11.15442592,5.967693869,7.137465468,6.803650446,7.907067338,7.51256273833,12.28213433,9.779978297,11.888048855,10.97255645,8.89713537,5.340750292,6.284706067,11.56729791,7.606018576,7.3060563712,11.05900997,5.299257722,8.683407961,9.23513699733,9.886672502,5.0743020605,5.238033268,7.897680799,7.981460242,6.924548653,7.4960371,6.965931792,6.687659557,7.344298405,6.73809606,6.749303381,8.392683551,6.83729661375,10.38589505,5.659631352,6.83702017467,11.94269603,12.55918115,12.275687156,7.28371304933,9.296423637,7.09000222,BRCA
8.46653156667,8.44438767,8.5717472095,10.0209722023,5.79064906,7.899766447,7.437256354,7.678848562,7.333381522,5.342706958,8.584390499,11.06412655,6.554209422,6.6907702995,6.189879523,7.853596491,7.335618161,12.64120964,10.01228971,11.85577302,11.49713719,9.6014742,5.746387512,6.86795903,11.11336307,6.657000843,6.9076540764,10.63543271,5.1024230582,7.818807631,8.92818876867,10.24211452,5.583897325,5.97637008,6.841316277,8.04466292933,7.320735406,6.507481989,7.055014278,6.385522173,8.178666251,7.487641348,7.233718229,7.769145456,6.9155758595,9.992241287,5.45619981767,7.55477452833,11.58990637,11.72288448,12.123539839,7.160270403,9.125000832,6.604948967,BRCA
