ID	3820	3082	7124	54106	6347	3683	1311	3383	948	7060	4615	2993	2994	2995	3576	3039	5175	3592	4035	975	7412	6403	3689	1378	3040	3586	3043	3045	3606	6401	7042	3458	7040	9672	1440	3553	4233	7043	959	958	22914	6383	7099	6385	7059	7058	6382	7097	3569	7057	2532	DependentVariable
Instance1	8.555711803	5.47987952867	8.519696323	5.412113573	12.18459653	6.893001507	6.580149725	5.250214317	12.2115918747	10.48083592	9.4642502	5.122684364	4.567524578	10.243715255	9.6189422155	14.89141327	12.12241722	6.597386379	9.123255645	15.05985438	8.07772679633	7.545024544	11.423270155	5.4577519455	14.20597115	8.621509826	14.65075364	6.141397664	13.61228456	8.0750153535	6.78103548	5.676529235	5.682300273	5.30199728233	6.47579111167	9.000106455	5.899182429	9.289875449	5.703219255	7.8256296225	6.411176756	7.707361073	8.456252884	11.24502395	7.42286607	12.52245777	6.69339494667	5.492342928	13.60771409	12.26985874	13.00646289	Control
Instance2	9.707117998	5.02570987867	7.177920594	5.359671604	11.20148395	7.712339773	6.455126318	5.652207716	9.47518757767	10.06394142	9.905361101	4.682873814	5.013251478	9.71547663967	6.7790147065	13.90066922	11.52829551	6.147057976	9.105660483	14.81202536	7.24691632933	6.458780312	11.4456095	4.95536856925	13.2267238	9.0225626735	13.62992806	5.40668228	14.36769016	6.6993817635	6.166218956	5.277995204	5.101199635	5.69256794067	5.45065757067	8.25032344	6.1044474	9.578863787	5.355449107	7.1910294905	6.579885831	7.576562054	6.966306806	12.11959782	7.995118605	12.34365079	6.80248407133	6.063509009	8.608616259	10.93386418	13.18452521	BRCA
Instance3	10.48191069	5.56538002167	8.414834386	5.651633855	9.033120888	7.905749702	5.9784309	5.724112195	8.73530426033	7.589503452	9.70697128	4.828341227	4.883878898	9.43986579967	7.352992936	14.02580012	10.40487575	6.608332915	7.580562199	14.58875125	7.63218285233	6.451215749	11.82795379	5.080452378	13.44437567	8.5481499285	13.59822064	5.535750687	14.05593823	5.8323785675	5.995434345	5.336114869	5.014814152	5.764809288	5.37552042867	8.349592102	6.482691508	9.330514214	6.511322251	7.2054038215	6.401780305	6.967604178	6.90941648	11.71544309	7.538307535	10.98935922	7.01954666733	6.577621898	7.664022547	11.57272404	11.75371412	BRCA
Instance4	8.971091653	5.84045983967	8.370459788	6.225261069	9.114152992	8.08212392	5.574564199	6.125832527	9.66659547467	9.131690517	9.766156644	5.088111112	4.496948002	9.785555816	6.039562885	13.58212966	9.922525358	5.82808014	7.937346047	14.61254488	7.136062181	6.015142517	11.954544835	4.8380303745	13.13392329	8.7223001635	13.0288437	4.754101184	14.45988849	6.2096398735	5.797150007	5.464840793	4.808914358	5.95027885467	5.02824661567	7.718260793	5.838328613	10.06419075	6.235732444	6.308850296	6.985560555	8.334922547	6.225261069	11.41782366	8.938859983	9.335111797	6.84715873633	6.559687298	6.879402901	10.57445661	11.39128671	Control
Instance5	9.985949041	5.512426183	6.675961001	5.776374632	11.06078055	7.843106264	4.911705061	5.190230876	10.9707605477	8.822746975	9.855452948	5.294355387	4.915773338	9.77785534767	6.0044384665	12.47196608	10.6953025	6.568568473	8.885087083	14.89547873	8.760944586	7.347712434	11.664734205	5.28998155325	11.77608148	8.63491322	11.9684077	5.586322838	13.90840625	6.4027685645	6.737352562	5.115211455	4.828848945	5.621287411	5.14660261833	7.361595391	5.978202066	9.272076349	6.303968491	7.0635894335	6.314882854	8.318227715	7.753252064	12.00568429	7.773437814	11.03947449	7.26605911	6.542068896	6.192791506	11.52882293	12.35836419	BRCA
Instance6	7.352090061	5.61398481133	6.320264091	5.256643908	13.10877685	6.814297663	6.947055725	5.923750128	11.069213795	9.753910816	10.48083592	4.905220009	4.985513237	9.408123239	8.452055235	13.57316849	11.90810746	6.123713395	7.680572483	15.11026186	7.97951833233	7.45762943	13.379465115	5.5119388795	12.79172868	8.5984358945	13.46969908	5.151991962	13.58466312	8.0932205485	7.238598499	5.298302041	5.321216715	5.979631625	5.90057271633	8.525208673	6.638801971	9.540317507	5.453691444	7.223262653	6.33396538	7.82918539	8.209345068	13.09148337	7.73696186	11.93520936	7.75935687733	6.055559693	10.84461576	13.7210223	12.72627038	BRCA
Instance7	9.949363896	6.16552457967	6.423120638	5.71384099	9.122738147	7.851001152	7.793962719	5.229406468	7.52927220333	9.65525393	9.530631222	4.987447357	5.357737827	9.51846004167	6.8963072275	14.61254488	9.176011741	5.850631456	8.340875026	15.01411749	8.35458352167	6.452575359	11.636086735	5.470879269	14.18524172	9.1479749325	14.55659977	5.899484569	14.600699	6.0295344665	6.518854253	5.213941395	4.73770262	6.65184961133	5.05878049733	5.250782787	6.272028439	11.79415195	5.665201768	6.3213830765	6.685313404	8.090034492	5.606746643	11.30974934	8.850844048	11.90965135	7.208733561	6.371171674	6.331772944	11.00370783	10.64514978	BRCA
Instance8	10.1415679	5.59968438933	6.14308278	5.870741528	11.19005631	6.876858011	6.616552979	4.759970032	10.9210727577	10.38358581	9.695555047	5.002490161	4.649642211	10.1085341477	7.9782570685	14.80269307	11.48554018	7.117464214	8.502872693	15.01411749	8.34799793867	6.809675295	11.69409393	5.19499797775	14.04737959	8.2346108605	14.26763347	5.176333993	13.48222565	5.7188226725	7.822174254	5.989996857	5.167931151	6.111541681	5.23336336333	7.134583224	5.651777341	10.56613044	6.597423627	7.3111102725	6.288825133	8.304535141	7.833192323	11.26440904	8.207967411	12.83574159	7.17661645	5.443615974	10.45145612	12.27296951	11.75528414	Control
Instance9	8.836477359	5.343803875	8.252974189	5.59156816	11.25995523	6.901292687	5.61353994	5.659076304	9.16133675633	8.896847871	9.573046472	5.368254349	5.305251227	9.502613536	8.04737784	12.90439101	10.8590069	7.818711782	8.075614354	14.95604237	8.260992009	6.575921614	11.5577866	5.1666971575	12.23565236	8.326192676	12.7645524	5.346612346	13.46969908	6.5953012555	6.303694572	5.178725843	5.46083367	5.59119822733	5.02918243733	9.153147365	5.995038554	9.938499406	5.849756153	7.191795379	6.226224919	8.022452603	6.888990144	12.25102085	8.343475697	11.17704903	6.98821417	6.380768944	10.12252426	11.58397843	12.14356347	BRCA
