@relation thedata

@attribute 1437 real
@attribute 1440 real
@attribute 2056 real
@attribute 2322 real
@attribute 3479 real
@attribute 3552 real
@attribute 3562 real
@attribute 3569 real
@attribute 3578 real
@attribute 3589 real
@attribute 4254 real
@attribute 6348 real
@attribute 7040 real
@attribute 7042 real
@attribute 7043 real
@attribute DependentVariable {BRCA,Control}

@data
4.678374372,6.47579111167,5.26866948,6.178122649,7.6246849295,5.428620839,5.089382945,13.60771409,5.03756193,5.422410676,6.88517282,8.622089465,5.682300273,6.78103548,9.289875449,Control
5.205755379,5.45065757067,5.376786337,5.730104109,6.947135646,5.19062597,5.541105329,8.608616259,5.2627891075,5.376786337,6.55129256467,5.965329042,5.101199635,6.166218956,9.578863787,BRCA
5.418452458,5.37552042867,5.194176951,6.169329391,5.9026635435,5.173838258,5.29242402,7.664022547,4.988913529,5.730783436,6.29027548567,8.136838795,5.014814152,5.995434345,9.330514214,BRCA
5.03343539,5.02824661567,5.268575917,6.073504957,6.5710894325,5.28559757,4.893861206,6.879402901,5.362714252,4.851263383,5.60520712767,5.651059765,4.808914358,5.797150007,10.06419075,Control
5.17473722,5.14660261833,5.234397132,6.1022441,7.739494752,5.488491912,4.885099957,6.192791506,5.185809559,4.783209568,6.667922269,5.850631456,4.828848945,6.737352562,9.272076349,BRCA
4.95444207,5.90057271633,4.83277771,6.02259599,7.375850429,5.388199225,5.421064416,10.84461576,4.996475113,4.540576974,7.81089306333,7.239410274,5.321216715,7.238598499,9.540317507,BRCA
5.205168882,5.05878049733,5.602595877,6.256449903,10.349737175,4.765549899,5.516024013,6.331772944,5.136192569,5.014814152,6.20872212967,6.053334703,4.73770262,6.518854253,11.79415195,BRCA
5.002490161,5.23336336333,5.110625549,6.371999292,7.733044401,5.193979903,4.626327643,10.45145612,4.933053994,5.261917434,6.99881217567,7.395793572,5.167931151,7.822174254,10.56613044,Control
4.749683847,5.02918243733,5.26866948,6.415999972,7.2965384015,5.872096916,5.476714818,10.12252426,4.9698303565,5.305251227,6.48243364867,8.949827531,5.46083367,6.303694572,9.938499406,BRCA
4.920783068,5.44629653933,5.181511332,5.582714993,6.6155769395,5.376786337,5.072117861,7.723389827,4.6012373475,5.250782787,6.648891045,6.271748387,5.062004299,6.274406692,9.642061229,BRCA
6.027248757,5.20646567367,5.511287161,6.127019947,7.5228200195,5.038053386,5.10371924,9.620715209,5.2052474705,5.941758505,6.17835145033,8.041222615,6.147057976,5.609704182,10.31728008,BRCA
5.208391667,5.36752405833,5.495784089,6.345188438,8.087964069,5.557051033,4.884855828,10.86030351,5.0756432285,4.946744016,6.964616148,8.228038372,5.382071697,7.247787805,9.979768545,Control
5.637792259,5.463782277,5.018602184,5.968097233,8.090572707,5.524354632,4.263099122,11.58397843,5.1236133575,5.416511492,7.09072693133,7.152997456,5.502084908,7.420152085,9.655880007,Control
5.363706598,5.47926853333,5.712603517,6.437631929,5.899641789,5.292792099,5.605117409,8.333559164,4.888360989,5.65836235,6.53377900667,6.942283201,5.115003321,7.131628387,10.35287964,BRCA
5.234397132,5.47228789033,5.520116743,6.26697916,8.452876529,5.03365563,5.001814906,7.561137318,5.0304882975,5.379907907,6.62046090167,6.396952035,4.924350826,7.112546695,11.69149721,BRCA
5.386130858,5.42868180033,5.862086362,5.923274739,5.929829729,5.65607532,5.391983545,6.535668564,5.4271323535,5.661429849,6.40224870033,7.938934301,5.605710071,6.735729052,10.24482795,BRCA
4.235422182,5.68501652033,5.287261033,6.023372494,5.5987233425,6.161591078,5.183299167,10.18060575,5.0966617685,5.573125488,6.55049845767,8.668176866,5.66449084,7.229566594,10.86671119,BRCA
5.272873517,5.48595179367,5.36790503,7.266367548,7.409838005,5.213649836,4.727256081,8.411575733,5.17876861,5.517599514,6.29979290467,7.733898511,5.37574431,6.535085305,10.95634187,BRCA
4.901604566,5.45787780567,5.564234295,8.084172087,6.4844522785,5.214135735,5.115835678,7.543536723,4.992318657,5.688328124,6.30377776967,7.417601761,5.19062597,6.862206886,10.24378721,BRCA
4.755170033,5.19311127833,5.842294551,6.528966337,6.797392804,4.817893448,5.557280839,8.685494426,5.495224459,5.567280188,6.661048608,8.733965327,5.716038325,6.989880165,10.70345182,BRCA
