@relation thedata

@attribute 10062 real
@attribute 10580 real
@attribute 10998 real
@attribute 10999 real
@attribute 11001 real
@attribute 116519 real
@attribute 126129 real
@attribute 1374 real
@attribute 1375 real
@attribute 1376 real
@attribute 1579 real
@attribute 1581 real
@attribute 1582 real
@attribute 1593 real
@attribute 1622 real
@attribute 1962 real
@attribute 2167 real
@attribute 2168 real
@attribute 2169 real
@attribute 2170 real
@attribute 2171 real
@attribute 2172 real
@attribute 2173 real
@attribute 2180 real
@attribute 2181 real
@attribute 2182 real
@attribute 23205 real
@attribute 23305 real
@attribute 2710 real
@attribute 2712 real
@attribute 284541 real
@attribute 28965 real
@attribute 30 real
@attribute 3158 real
@attribute 33 real
@attribute 335 real
@attribute 336 real
@attribute 34 real
@attribute 345 real
@attribute 3611 real
@attribute 364 real
@attribute 376497 real
@attribute 4023 real
@attribute 4199 real
@attribute 4312 real
@attribute 4973 real
@attribute 51 real
@attribute 5105 real
@attribute 5106 real
@attribute 51129 real
@attribute 5170 real
@attribute 51703 real
@attribute 5346 real
@attribute 5360 real
@attribute 5465 real
@attribute 5467 real
@attribute 5468 real
@attribute 6256 real
@attribute 6257 real
@attribute 6258 real
@attribute 6319 real
@attribute 6342 real
@attribute 7316 real
@attribute 7350 real
@attribute 79966 real
@attribute 81616 real
@attribute 8309 real
@attribute 8310 real
@attribute 9370 real
@attribute 9415 real
@attribute 948 real
@attribute DependentVariable {BRCA,Control}

@data
11.21226855,8.994564082,6.701137054,5.901658111,6.963246156,4.682873814,7.419983608,7.20279797667,7.1805287985,10.1314458,6.328365825,5.019047182,5.178526673,10.7221503,11.588128249,8.035405516,12.7232493,5.358089615,5.873451033,5.243565552,8.39849193767,4.669381468,7.723492222,10.57487757,9.36743804333,7.61801199833,6.866355134,5.17575651075,6.90539582,8.464342681,4.828740173,6.0423289385,10.72999053,10.79412363,8.191122308,5.287261033,5.468103682,10.81663915,4.816742118,8.706811056,10.1206141,10.75653988,11.99463462,7.732457674,5.564691589,8.405993556,7.088856485,6.6011960975,8.17760709933,7.75925813833,7.1007852408,7.1683391694,13.17478142,10.644129347,5.9306844235,6.31073354367,8.93507003425,12.34948589,8.919117419,5.377594211,12.87039849,7.2964269455,10.741132039,5.857677033,7.47344176867,6.104761882,10.04737654,9.62089845,10.10887108,6.426521082,12.2115918747,Control
10.59585913,8.100563197,7.221082271,5.605858198,6.033319063,5.049534115,7.863289793,6.39318112867,7.105110568,9.72319211,6.033319063,5.862210374,5.201056716,11.02832761,11.2552193485,6.802099894,11.70867451,5.331285345,6.170531632,5.567432314,6.93811884967,5.372144051,9.344035714,9.407990591,8.68339575033,7.25839761733,6.369427767,4.96313867175,6.3231226715,7.632470217,5.3503236695,6.1479500585,10.59929946,9.552203712,6.343279559,4.752897783,5.34066129,10.372158303,4.800655715,8.56643237367,7.486254056,10.92148787,11.04153957,7.526344936,5.101199635,7.081539693,6.27776847133,6.243050775,7.58182517267,7.77675452433,7.4312568682,6.9398158152,12.54698855,9.407971118,6.2647755765,6.72090299967,7.4485840305,12.1490422,9.673075436,5.26498441367,12.99135537,7.1981423495,10.1483055965,5.424931532,6.86976519267,5.478414715,10.33515616,9.006046297,8.007365293,6.502239591,9.47518757767,BRCA
10.40696526,7.1405365504,8.427167336,5.527329405,6.053334703,4.402621796,7.106330324,6.58037761333,7.557228887,10.12324558,5.539167536,5.995434345,5.182504847,11.28307404,12.324823945,6.935698777,10.40404549,5.001702332,5.932280461,6.150159168,6.61560737867,4.747148143,10.02058454,7.449646227,9.63438035067,7.49453125067,6.086195285,5.12512734925,6.568520588,7.645047949,5.179648122,6.569516713,10.75166563,9.624613223,5.312711681,5.161092822,4.757305356,10.3250275745,5.206732344,8.49808310333,6.478652844,11.2551704,9.774869866,5.266984428,5.507645012,8.082416694,6.260049093,4.9437518165,7.737379153,7.10229638633,7.2445861642,6.870678267,9.127363165,9.344565209,5.9169092905,6.404486807,6.11098909,11.75795051,9.270663911,5.18322388267,10.05540484,6.9330807505,10.2002066945,5.519330581,7.55674802333,6.223234887,9.571573066,9.783317959,6.331817721,6.066687273,8.73530426033,BRCA
11.20184229,7.201491944,8.562873108,5.871850577,5.504788206,5.391983545,6.777620669,6.64253286167,7.161266844,10.22337462,5.549369797,6.340211188,5.000914074,11.11355354,11.78605236,4.910026549,11.76992885,4.379281551,6.056697995,5.066316611,6.643824101,5.568131634,7.947726236,9.110431842,9.088033357,7.32197072767,6.171732872,5.11257201125,5.6949692485,7.686800109,4.4477078555,6.024157109,10.7601172,6.784638526,6.047784427,5.62000808,5.051166787,10.314676885,4.802724808,8.39571149633,8.496944754,11.66148208,10.80850192,6.002540089,5.139460541,7.485348582,6.11308810333,5.411271404,7.29196366133,7.28975411833,6.9971733014,6.7188169246,11.6113927,7.5525713485,5.9013934145,6.77332594167,7.46197597825,11.71789713,9.650791985,5.65481300367,12.47414328,6.8103280455,9.7365588155,4.989038216,6.88773641133,6.763813641,9.638010974,9.887921655,8.023866778,6.152189124,9.66659547467,Control
10.20626383,7.8104902422,8.251531081,5.905694616,7.801322174,5.959776674,6.965037136,6.85839452333,7.429388344,10.30479083,5.780579955,5.415666779,5.326799101,10.93731517,12.128428505,6.860966288,12.3968015,5.278366982,5.876646629,7.943805792,7.44888886267,5.060435064,10.01191249,10.36808656,9.38050594133,7.83124089233,5.981630781,5.1981347685,7.248990878,8.592794429,5.08966918,6.254914901,10.35399067,7.066899469,5.776374632,5.368603583,5.278366982,10.5236607105,5.375136114,8.774503078,7.827852559,11.07399778,11.76903417,7.285959595,5.607338636,9.716802799,6.33714486733,6.487691694,8.07156570167,7.84964733567,7.3395574808,6.9235852174,12.22228482,9.8187423295,6.3050950175,6.533226084,7.63750692775,11.58147143,8.493376264,5.58991293167,10.76621026,7.8570900495,10.346631207,5.155031965,6.87485184833,5.56971228,9.562147541,9.848568613,8.407736325,5.899786645,10.9707605477,BRCA
10.58594865,8.3400575382,6.425766121,5.044843524,6.354474751,4.83277771,6.853999154,6.87480089333,7.65673704,9.6014742,6.153405728,5.743764871,5.222467693,11.89018267,10.966410135,7.684715533,11.96009799,5.202134845,6.02259599,5.984481833,7.65295153667,5.249617441,8.531645727,10.22738163,9.72362093767,7.79900244733,6.018929689,5.49671547825,8.0270216085,8.327800884,4.8692463625,6.694203219,10.55582601,11.42163372,6.827759096,5.202134845,5.46712559,10.966067695,4.596397442,8.73156550233,7.118736395,10.66388964,11.72497433,8.389826114,5.476714818,9.313904007,7.16167000633,6.3510124755,7.67560415833,7.744975463,7.3955993004,7.320905349,12.01041456,9.856181098,6.2632584125,6.443668225,7.81438962725,11.56493436,9.392012066,5.39774199933,13.48535138,8.003273693,10.7514573785,6.097511381,6.98844612567,6.035630095,10.19564323,9.563330297,9.229264129,7.007198655,11.069213795,BRCA
10.42864835,8.0118703498,6.913221911,5.968327676,5.857863615,4.437513198,8.591018414,6.442657685,7.446373475,9.558607795,8.643748998,5.836246857,5.630093262,10.84461576,10.987396569,5.650629048,9.159752237,5.754494213,6.989340921,5.396614413,6.316511752,5.1707431075,7.006806078,7.758624856,8.89589242333,7.25153831367,5.768721099,5.33524655925,6.3609657265,7.474458605,5.0592133425,5.5239231355,9.768523916,8.128885094,5.28356184,5.472984221,5.447092526,10.504906118,5.149758548,8.62679562667,5.869940017,10.83272413,9.421602612,6.013356873,4.981180512,7.978569078,6.096097165,5.0486747065,7.10096244633,7.29946942067,7.3536038904,6.4557258074,6.714524154,8.825713998,5.8009201885,6.708879826,6.58294122425,11.14654022,9.891700603,5.642955913,11.00516506,7.3238721285,10.0086088725,4.828595108,6.52696286733,5.660788354,10.0436019,9.701311282,7.15456783,5.536217098,7.52927220333,BRCA
10.94796217,7.7903724246,7.789307238,5.632130956,6.539938605,5.741879005,7.834346409,6.84047906167,7.3648785115,10.02197973,5.956063188,5.808263565,5.528970731,10.92031584,11.800029035,7.330157527,11.93520936,5.82324701,5.81109287,5.532793245,7.343388998,5.0590023175,8.470924335,8.533136119,9.64574115067,7.302964573,6.320218954,5.29599076125,6.981694033,8.177408481,5.0838818895,6.413251377,10.30642947,10.1173058,6.255128327,4.29432028,5.206732344,10.86864687,5.908579513,8.74415936267,8.076990747,10.58989012,10.32819838,6.371999292,5.252108349,7.800157538,6.80441426667,6.034652891,7.17891887367,7.50239541433,7.0445753338,6.874233711,11.137683,11.0609066265,5.7914813845,6.47136228233,7.6793740555,11.50810934,9.266740358,5.50599653,12.58650212,7.7267805215,10.6602867205,5.413637447,7.38924541567,6.026363672,10.15840177,9.693199925,8.255230586,6.792436083,10.9210727577,Control
10.59236386,7.4007412088,8.442550769,5.589022814,6.196730592,5.077041333,6.788885101,6.62615203467,7.2456390605,10.47375676,6.507997257,5.430796457,5.425183376,11.30129057,12.43478391,7.223376994,10.6865533,4.5799221,6.055397005,5.440131024,6.72494237067,5.536406371,8.555107826,8.141763738,9.73168807067,7.884258546,5.941699827,5.215456913,6.85946344,8.230382115,4.9423577225,6.7189801435,10.30105061,10.9447818,5.961629839,6.078850631,5.661287319,10.6210851805,4.574493453,8.66388044333,6.640935836,11.0826449,9.424439853,6.095613938,5.192205263,8.959597113,6.705124989,5.1194799475,7.64453556567,6.86133389867,7.1591884674,7.3931216474,9.517039978,9.132413764,6.3224235275,6.43624246133,7.19239552375,11.16693525,8.93376524,5.50929494433,11.13606849,7.2983490845,10.376286399,4.934529769,6.84507068833,5.947555852,9.238668129,9.765178804,6.483941201,7.025807104,9.16133675633,BRCA
10.71269919,8.4197805262,8.020912072,5.619861398,6.560107813,4.937593039,7.163325442,6.50872727033,7.6423836295,10.02625062,5.411944154,5.303973626,5.622938584,10.6623838,12.08199334,7.358126164,12.35733627,4.883390185,6.169980729,5.578947201,7.600380314,4.9430597495,8.026442003,9.855639818,8.83096170867,7.58275249733,6.184285874,5.248491502,6.1272772885,8.003125914,4.801959183,6.172946816,10.87119702,10.99053322,6.524350224,5.630093262,5.582714993,10.3774367615,5.144669712,8.554638965,9.735196839,11.29042226,11.33290385,7.628921423,5.159075364,9.288653359,6.54412221033,6.044721811,7.79989988667,7.91583946533,7.3339069032,6.9946644886,12.91155214,8.685032136,6.2051601515,6.45550527467,7.7853169845,12.29242381,9.383510512,5.397891044,12.69740967,6.892680553,9.882670299,5.891608291,6.86131260333,5.859603891,9.636706687,10.05069253,8.552929494,6.147312423,10.719990343,BRCA
