ID	10858	10998	570	9420	1109	3295	6342	6718	8309	80270	1593	23600	1581	8647	51302	1582	10005	9023	11001	DependentVariable
Instance1	7.069103653	6.701137054	4.993687096	5.927073476	5.519645097	11.09730811	7.2964269455	9.815758405	10.04737654	9.315874762	10.7221503	6.93423366833	5.019047182	5.817758343	6.456568394	5.178526673	7.184878131	11.35660343	6.963246156	Control
Instance2	7.099981891	7.221082271	4.576912188	5.394043544	5.911818141	10.91180038	7.1981423495	10.1462129605	10.33515616	8.748411858	11.02832761	6.402667179	5.862210374	5.152803256	6.445892764	5.201056716	6.722504021	7.947653191	6.033319063	BRCA
Instance3	6.774659006	8.427167336	5.48205062	5.383800396	6.040021845	11.12068843	6.9330807505	9.7177441945	9.571573066	8.598444418	11.28307404	7.403785913	5.995434345	4.889243844	7.029139294	5.182504847	7.383663527	7.459720794	6.053334703	BRCA
Instance4	7.252526182	8.562873108	4.441925913	5.233822166	6.006528756	10.55438287	6.8103280455	10.085094788	9.638010974	8.500683687	11.11355354	6.13048027067	6.340211188	5.771893004	6.9302706035	5.000914074	7.59548338	5.62000808	5.504788206	Control
Instance5	6.062214149	8.251531081	5.588723066	5.744774144	5.572595075	10.87758344	7.8570900495	9.820262273	9.562147541	8.888919105	10.93731517	6.97442544467	5.415666779	5.963711807	6.7706665135	5.326799101	7.197317764	7.456192424	7.801322174	BRCA
Instance6	6.590366699	6.425766121	5.36773034	5.413806667	6.052356793	11.02017803	8.003273693	10.3744482785	10.19564323	9.232481563	11.89018267	7.389363753	5.743764871	5.889480387	6.982590593	5.222467693	6.738737864	8.647639314	6.354474751	BRCA
Instance7	8.050339969	6.913221911	4.899068355	5.544509535	5.850631456	10.02722219	7.3238721285	10.0252553475	10.0436019	8.560448556	10.84461576	5.992893276	5.836246857	5.46859248	6.01779139	5.630093262	6.00034443	8.010809379	5.857863615	BRCA
Instance8	6.47143593	7.789307238	4.703782956	5.439466268	5.805041697	11.38105635	7.7267805215	9.394676109	10.15840177	8.880724644	10.92031584	7.81210927067	5.808263565	5.384232247	7.0861768335	5.528970731	7.218444873	9.486312704	6.539938605	Control
Instance9	6.424171013	8.442550769	5.352274105	5.886008211	5.967059784	11.10564356	7.2983490845	9.764335427	9.238668129	9.225244272	11.30129057	7.17517287233	5.430796457	5.224591417	7.471796476	5.425183376	7.478610125	8.322898347	6.196730592	BRCA
Instance10	7.861042112	8.020912072	5.250782787	5.438884356	5.98664487	10.93055646	6.892680553	9.6444656875	9.636706687	8.656086161	10.6623838	6.94116491067	5.303973626	5.013139794	7.009118688	5.622938584	7.31211405	7.199527884	6.560107813	BRCA
Instance11	7.842619252	8.053302965	5.011910695	5.944279407	5.648042042	10.94417051	6.1855141455	9.717226957	10.2712474	9.914968493	11.55806922	6.57899015267	6.086619917	5.97637008	6.307228857	5.732683853	7.686537513	9.420287182	6.227958227	BRCA
Instance12	7.121484628	7.673046	4.977292804	5.406852318	6.018929689	11.25727898	8.2746413025	11.7979114495	10.13811214	8.276055905	11.13168997	7.72611715267	5.451879748	5.582714993	6.537252681	5.291135005	6.954723045	9.254793094	10.01166444	Control
Instance13	7.506131263	7.8694722	5.602298936	5.788040457	5.992094983	11.3989816	7.187060127	9.663585797	10.62352057	8.568565267	10.5503671	7.31500335067	5.457225929	5.637792259	6.300763877	5.593287468	6.984051329	10.06320668	7.693802512	Control
Instance14	7.780213504	7.789437666	4.933113756	5.317422789	5.7012796	11.71363365	7.3284529625	9.8470855375	9.77458988	8.937801287	11.03869289	7.316624831	5.507962085	5.309259193	6.541109169	5.463533568	6.935197837	6.885455777	6.738636546	BRCA
Instance15	7.871937763	7.378037131	5.586322838	5.203016352	6.043635001	11.47374394	6.7016055775	9.757492651	10.38826519	8.826954486	10.47812272	7.72856936133	5.461570507	5.069757204	7.137136477	4.966374225	6.951521137	9.247797668	6.930918032	BRCA
Instance16	7.70535786	8.28259169	4.518505219	5.398154738	6.078850631	11.33051934	7.098526773	10.498127208	10.20855784	9.106877698	11.34599024	7.64084558367	5.579701547	5.561792943	6.722669948	5.332538997	7.289606548	8.261790678	7.220840508	BRCA
Instance17	7.730336178	8.153857416	5.077041333	5.559423936	5.773740066	11.49113672	7.272190563	9.6026864805	9.854642896	8.864341803	11.0826449	7.60587163467	5.744774144	5.414821571	6.1684757915	5.37304892	7.41208525	8.836035458	8.262201898	BRCA
Instance18	7.6746533	8.602996767	4.931459981	5.651777341	5.442621133	11.55940591	6.793055989	9.335142456	9.733261595	9.265123395	10.85568242	7.580803739	5.334685584	5.127954352	6.739456546	5.136490053	7.560621583	8.827740542	7.847622917	BRCA
Instance19	7.809512721	8.47891229	5.456322582	5.406001929	5.67822071	11.56371361	7.2507504755	9.3504105795	9.524248408	9.360375869	10.94183646	7.885073374	5.888750097	5.394558084	6.8994632645	5.657505139	7.489448856	8.372148022	7.581616992	BRCA
Instance20	7.43588092	8.992655946	4.586234078	5.052688948	6.256213996	11.08484843	7.1556732325	8.8998082855	9.590793393	8.994354232	11.24345683	6.394622927	4.941119518	5.901899413	6.6454742555	4.842490216	6.482691508	9.098625049	5.666764579	BRCA
