@relation thedata

@attribute 10038 real
@attribute 10039 real
@attribute 10714 real
@attribute 142 real
@attribute 143 real
@attribute 2237 real
@attribute 23583 real
@attribute 252969 real
@attribute 27301 real
@attribute 27343 real
@attribute 3146 real
@attribute 328 real
@attribute 3978 real
@attribute 3980 real
@attribute 4350 real
@attribute 4595 real
@attribute 4913 real
@attribute 4968 real
@attribute 5111 real
@attribute 54107 real
@attribute 5423 real
@attribute 5424 real
@attribute 5425 real
@attribute 5426 real
@attribute 5427 real
@attribute 55247 real
@attribute 56655 real
@attribute 57804 real
@attribute 6996 real
@attribute 7374 real
@attribute 7515 real
@attribute 79661 real
@attribute 8930 real
@attribute DependentVariable {BRCA,Control}

@data
8.1954159375,8.903078647,7.2083497295,11.18453773,11.32260436,8.6356430945,10.06155384,9.2635633,9.184739696,6.576601968,6.6714904995,11.860247565,8.306085763,7.02092254267,5.28077853933,7.20369829767,9.153799716,7.862280933,7.30666968733,12.09842044,10.26691568,7.558728975,12.66507944,7.905163024,7.168850407,5.26422919,12.18335943,8.824450546,10.1388748805,7.499243898,8.968509215,6.766797629,11.25294051,Control
8.925321329,8.88966460733,7.3078710955,11.26378871,11.71614222,8.8318933355,10.1463972,8.866630714,9.494106111,7.461461285,6.9072951255,12.13245253,9.214775128,6.82155315167,5.292532206,7.45287893667,9.118734206,7.234342757,7.18042006333,12.28769659,10.8129396,7.88603356,12.99332148,7.56639873,7.041826475,5.492047081,11.96427598,8.865378449,10.266475092,6.84622040833,9.150712694,7.045817327,12.51339458,BRCA
8.7352046565,8.92983885467,7.33191487,11.73450229,11.4675955,9.620597091,10.12017343,9.495266002,9.407990591,7.568756321,6.660076441,12.74342873,9.862320087,7.231605893,5.535786363,7.84354431833,9.376006585,7.854565194,7.63223048933,12.41833894,10.84615266,8.575114814,13.23568448,8.099283532,8.010949209,5.42895428,11.79461296,8.72987657,10.2173037845,7.21968176867,9.125207529,7.37499842,11.86917365,BRCA
8.3919514625,9.12859456,6.472480484,11.93178472,11.23932421,9.0906394765,10.55708099,8.908776231,9.516281689,8.436546159,7.1278192195,11.92434597,9.825110289,7.479015333,5.77680888833,7.782301121,9.500125395,6.606006159,6.55166353833,12.60891324,11.23136237,9.123553123,13.52549699,8.251862414,7.627900667,5.074579597,12.17272761,9.24062507,10.2693194195,7.29907908133,9.634820634,7.67065824,12.8554292,Control
8.524547104,8.94215392667,7.2216641085,11.53892866,11.55629063,9.329909791,9.071489932,9.215752072,9.462400598,7.106644396,7.0089096135,12.50752481,8.767556421,6.920440493,5.21905511167,7.309090149,8.914662525,7.7672310675,7.35432909133,12.31128435,10.35669986,7.821010387,12.73729283,7.31664612,7.098298285,5.28596205,11.84868564,8.91062109,9.9802698565,7.261162083,9.431466851,6.839333325,12.08543106,BRCA
8.6973830695,8.699725081,7.523174648,11.81694975,11.91053229,9.476334725,9.869532589,8.86916284,9.680329247,6.741538192,6.8683408085,12.382249835,9.430484502,7.260434776,5.62655114467,7.16284299333,7.773569684,7.634784038,7.408697217,12.64120964,10.75166563,8.467973436,12.65702034,8.336909437,7.395150919,4.877654456,10.82382918,7.992656742,9.2555921005,7.04782557633,9.033520136,7.051402352,11.30524968,BRCA
7.654927109,9.427423207,6.6588492955,11.90133466,11.12605123,8.2961196055,10.69644187,8.868576523,9.668548697,7.552632837,7.1919983845,11.40704581,8.95908991,7.437515926,5.33813977367,7.39461638267,9.611246684,6.7376305225,6.44602920733,12.39881323,11.32409911,8.346005182,13.63244094,7.690279365,6.452575359,5.1548951005,11.99297383,9.121676695,10.877865575,7.03456284567,9.582283668,7.02220446,12.91933548,BRCA
8.3915280425,8.82990254833,7.325273656,11.30662298,11.37306376,8.609435701,9.943892444,8.846353155,9.475815049,7.138325884,5.909111823,12.41858501,9.111501597,6.986172067,5.308348805,7.25691438633,8.901176988,8.041884692,8.02092389867,12.0199261,10.74723656,7.539955806,12.59766508,7.956610113,6.995289824,4.936327948,12.10871075,9.20124246,9.864436016,7.201121461,9.132371922,7.507876136,10.76195031,Control
8.532467684,9.01784837,7.244781381,11.83486615,11.26141051,9.642109982,10.16197619,9.517335308,9.510754836,7.400369547,6.7406547945,12.6923268,9.394248914,6.95715352,5.16059168133,7.28698373767,9.599160216,7.743082408,7.82590120133,12.5708958,10.59348943,8.608200408,13.17297049,8.048106907,7.782983675,5.0548681355,11.97488965,8.811664588,9.9149141085,7.595053571,8.845553657,7.264445239,11.15202194,BRCA
8.610784117,8.97090585433,7.099785483,11.43905962,10.97053395,8.75940589,10.51810261,9.913346139,9.472884298,7.444230413,7.063701716,11.846433465,9.143141549,7.273639805,5.061784792,7.334662445,9.204950795,7.5220444345,7.315615812,12.25692522,11.08467572,8.45693048,12.92825655,7.391761545,6.840718531,5.255140319,12.17272761,9.25541878,10.23937461,7.35271533067,9.059798105,7.575787159,12.44601199,BRCA
8.817235482,8.89751739233,7.463332523,11.64095449,11.50023704,9.107300824,10.34647526,10.17969799,9.481880707,7.901230643,6.7803897575,12.105698375,9.309431518,7.16943825067,5.68311577033,7.605547483,10.06234339,7.403104296,7.19178534067,11.96367651,10.72598418,8.833563055,13.07564465,8.622089465,7.713319706,5.5870731075,12.44389288,9.427680085,9.3845803085,7.16497741067,9.319096918,7.627499458,12.12504541,BRCA
8.449987773,8.83015709067,7.1852972805,11.53930922,11.51195041,9.006318241,10.34249728,9.006165546,9.33928279,7.088314217,6.5413248285,12.395305145,8.824657385,7.15388093667,5.62123033767,7.36151317733,8.69648173,7.614489589,7.66789353567,12.23798527,10.50825312,7.324543144,12.68199828,7.321637554,7.322110956,5.363825052,12.18094263,8.66980731,9.83302046,7.461565128,9.038906047,7.257249047,11.43412272,Control
8.322426868,9.00205732933,7.4117681705,11.37964115,11.50362218,9.113554115,10.11313043,8.987037374,9.287713029,7.30433107,6.927034103,12.213905875,8.392855247,6.93093247033,5.315605172,7.49312779167,9.060480541,7.7750454315,7.32601425833,11.85376385,10.29267281,7.935107761,12.85738045,7.471189747,6.816699294,4.969732098,12.07288802,8.962058135,9.7787912475,7.23547487167,9.042781885,7.366718081,11.09524225,Control
8.1991967795,9.66231016433,7.4282706955,11.63638911,11.37306376,9.082795036,9.56874047,9.151968584,10.19314989,7.699817291,5.5609630435,12.719666735,8.873598775,7.54083095833,5.53818511667,8.32964548,9.450943738,7.851737876,6.97591235933,12.15911615,10.74445149,8.689964021,12.86342169,8.892179346,7.518655368,5.409458847,12.00382718,9.223423229,9.766175487,7.29624161033,9.034524649,8.103853136,10.80365511,BRCA
7.8594975895,9.20061485933,7.1613884155,11.62261253,11.94385185,9.211922876,9.979418452,9.488342842,9.093306057,7.483253752,5.4783768435,12.55141808,9.241179451,7.257432784,5.160483953,7.876033878,8.912141698,7.729750358,6.763530312,12.6014308,10.34173038,8.354559186,13.11037161,9.091660914,7.750105877,5.747340732,10.90604899,8.538519855,9.9514957755,7.67809689333,9.259561518,7.336352854,9.975440003,BRCA
8.4325640265,9.35439124,7.2083211925,11.39624368,11.18352391,9.372225132,9.765493774,9.454947551,10.09998588,7.697073769,5.5851532615,12.637835405,9.807411729,7.32493065667,5.59913342433,7.923047714,9.746657544,7.637654857,7.03874911367,12.49153253,10.70365297,8.464169074,13.0474759,8.511556122,7.91898414,5.355324061,12.216605,9.290952566,10.1357180245,7.44368332,9.731989781,8.08984917,10.68152857,BRCA
