@relation thedata

@attribute 23516 real
@attribute 25800 real
@attribute 27173 real
@attribute 283375 real
@attribute 29985 real
@attribute 29986 real
@attribute 55630 real
@attribute 57181 real
@attribute 64116 real
@attribute 7922 real
@attribute DependentVariable {BRCA,Control}

@data
9.237718535,9.977352828,11.63896089,4.845504173,8.45713426467,5.51286784,6.13717760167,7.822253937,7.945380115,6.90980073,Control
8.520403709,9.282692279,11.61468237,5.521373712,7.984585417,5.272407006,5.829782052,7.281144442,7.416380094,6.578504214,BRCA
9.006046297,9.8147470395,11.75880629,5.190428437,8.61625597633,6.165314669,6.186777119,7.580562199,8.023580623,6.4920726355,BRCA
8.762250076,8.7376236385,11.49792431,5.072117861,8.38537217033,4.92244912,6.40419868233,7.575787159,6.6836240505,7.1447332125,Control
9.136774003,9.772124792,11.57831621,5.458948931,8.42176354367,6.657215268,6.188114085,7.769244655,8.2975958675,6.7425949565,BRCA
9.878281298,10.1448920925,11.44400817,5.524354632,8.406476574,5.94146509,5.809312255,7.97200492,9.145222526,6.600066487,BRCA
7.863769878,8.2547294505,11.03341975,5.701348918,7.99577067533,5.79064906,5.99142993067,7.243509918,5.766649463,7.396089416,BRCA
9.257317784,10.807950895,11.84964955,5.632130956,8.21093983167,5.692100223,5.94701984467,7.109938036,8.4683291645,6.5768553575,Control
9.139564862,10.111184766,11.66148208,5.316518,8.577650556,5.773476345,6.11354048767,8.061737221,7.465204609,7.2746804675,BRCA
8.548572569,10.079636319,11.4316675,5.029686155,8.62047820133,6.221350881,5.81250177733,7.166843776,7.200159023,7.035585071,BRCA
9.059994085,8.455847337,11.37897501,5.427950757,8.97271915233,5.251919058,6.426806244,7.709068515,6.6592465895,7.8430483605,BRCA
8.909121384,9.799457,11.55255397,5.466310006,8.36452825733,5.566214857,5.70500725967,7.383015446,8.194248453,6.9233262025,Control
9.215606482,9.647771709,11.44994835,5.731055078,8.50789751833,6.232090496,5.81912478933,7.188195976,6.4804622305,7.184422501,Control
9.781614263,9.34628999,11.49251933,5.731598207,8.87380415733,6.191903727,6.25085761533,5.812762128,6.432190361,7.071154857,BRCA
9.367535494,9.4889400245,10.87277127,5.931453333,8.48676670333,6.26987998,5.91740542367,6.845681744,6.8687010025,7.739661202,BRCA
9.32491247,8.709571495,11.67671314,5.767529834,8.78891562,6.58789422,6.35620181667,6.07692847,6.753929738,7.1752218525,BRCA
8.930930318,9.339199592,11.72569442,5.965386767,8.884713869,6.340389243,6.31881480267,6.099195905,6.0552518715,7.255720786,BRCA
9.466168826,9.2738175235,11.67358746,5.371568663,8.87853262967,5.838454683,6.51883016767,6.462793134,6.396212449,7.574796289,BRCA
9.120679254,10.3867081445,11.75448264,5.816350905,9.03967664967,6.250208987,6.51737340467,6.158968739,7.3136454075,7.302939315,BRCA
10.46111646,6.8579148015,11.82418918,4.632300425,8.48030528167,8.046116026,6.349082093,5.706262025,6.9172650215,7.693399828,BRCA
