@relation thedata

@attribute 10112 real
@attribute 10197 real
@attribute 10213 real
@attribute 10274 real
@attribute 10403 real
@attribute 1058 real
@attribute 1060 real
@attribute 1062 real
@attribute 1063 real
@attribute 10726 real
@attribute 10735 real
@attribute 11004 real
@attribute 11130 real
@attribute 11243 real
@attribute 147841 real
@attribute 151246 real
@attribute 151648 real
@attribute 1869 real
@attribute 1870 real
@attribute 1871 real
@attribute 220134 real
@attribute 22919 real
@attribute 23122 real
@attribute 23279 real
@attribute 23332 real
@attribute 23421 real
@attribute 23594 real
@attribute 23595 real
@attribute 2491 real
@attribute 25909 real
@attribute 25936 real
@attribute 26271 real
@attribute 332 real
@attribute 348235 real
@attribute 348995 real
@attribute 3619 real
@attribute 378708 real
@attribute 3796 real
@attribute 401541 real
@attribute 4085 real
@attribute 4171 real
@attribute 4172 real
@attribute 4173 real
@attribute 4174 real
@attribute 4175 real
@attribute 4176 real
@attribute 4928 real
@attribute 4998 real
@attribute 4999 real
@attribute 5000 real
@attribute 5001 real
@attribute 5048 real
@attribute 51053 real
@attribute 5347 real
@attribute 54820 real
@attribute 54821 real
@attribute 54908 real
@attribute 5501 real
@attribute 55055 real
@attribute 55143 real
@attribute 5515 real
@attribute 5516 real
@attribute 55166 real
@attribute 5518 real
@attribute 5519 real
@attribute 5525 real
@attribute 5526 real
@attribute 5527 real
@attribute 5528 real
@attribute 55746 real
@attribute 55839 real
@attribute 55920 real
@attribute 5682 real
@attribute 5683 real
@attribute 5684 real
@attribute 5685 real
@attribute 5686 real
@attribute 5687 real
@attribute 5688 real
@attribute 5689 real
@attribute 5690 real
@attribute 5691 real
@attribute 5692 real
@attribute 5693 real
@attribute 5694 real
@attribute 5695 real
@attribute 5696 real
@attribute 5698 real
@attribute 5699 real
@attribute 5700 real
@attribute 5701 real
@attribute 5702 real
@attribute 5704 real
@attribute 5705 real
@attribute 5706 real
@attribute 5707 real
@attribute 5708 real
@attribute 57082 real
@attribute 5709 real
@attribute 5710 real
@attribute 5711 real
@attribute 57122 real
@attribute 5713 real
@attribute 5714 real
@attribute 5715 real
@attribute 5716 real
@attribute 5717 real
@attribute 5718 real
@attribute 5719 real
@attribute 5720 real
@attribute 5721 real
@attribute 57405 real
@attribute 57551 real
@attribute 5885 real
@attribute 5903 real
@attribute 5905 real
@attribute 6232 real
@attribute 6249 real
@attribute 64105 real
@attribute 64689 real
@attribute 64946 real
@attribute 699 real
@attribute 701 real
@attribute 7314 real
@attribute 7514 real
@attribute 79003 real
@attribute 79019 real
@attribute 79023 real
@attribute 79172 real
@attribute 79682 real
@attribute 79902 real
@attribute 79980 real
@attribute 80152 real
@attribute 80776 real
@attribute 81565 real
@attribute 81620 real
@attribute 81929 real
@attribute 81930 real
@attribute 8243 real
@attribute 83540 real
@attribute 8379 real
@attribute 84515 real
@attribute 84643 real
@attribute 9126 real
@attribute 91687 real
@attribute 9183 real
@attribute 9184 real
@attribute 9212 real
@attribute 9491 real
@attribute 9493 real
@attribute 9735 real
@attribute 9793 real
@attribute 9861 real
@attribute 990 real
@attribute 991 real
@attribute 9985 real
@attribute DependentVariable {BRCA,Control}

@data
5.906055544,9.5130720155,9.389707223,9.1648477585,5.368428976,6.2850275965,5.776177206,5.779452679,6.361861002,12.48456748,7.77354663467,6.029238215,5.7671960955,8.611947979,6.776041872,5.7540219235,5.157149908,5.763286242,7.6916757,9.274157466,6.092128797,12.08741818,8.8785423,9.944646595,10.76306733,6.287348197,9.9652661335,8.595435709,5.164370712,8.276014693,7.74278420933,6.388848544,5.678018658,7.591767528,8.3668938445,6.350871853,7.274066535,8.329483692,6.848782926,5.731890172,8.086681778,10.884339601,8.5947996215,9.155963663,10.54158093,7.993275958,6.766641794,5.790192895,8.8794769,6.798021749,6.47162143767,10.67301333,8.005626128,6.390259793,9.91920268,4.9658817325,7.891025899,12.32080063,6.71918472533,6.69676284,11.688477345,8.82094285433,5.893611729,12.47196608,8.486261975,11.69692854,7.995415442,8.33571800025,7.96756283667,10.70099474,7.628119461,11.68087826,8.68690091133,8.849890707,9.0509661315,10.773474255,11.45443311,12.01088989,6.854560258,13.16916718,12.00076422,12.5173582,12.3793121,11.63501532,12.8865864,12.69883927,8.79769619475,7.8586641855,12.26010515,13.19976669,11.75625619,11.29749826,9.52802259133,10.76621026,8.2415367635,10.75119697,10.88129775,4.8128821595,8.320869495,9.99408498,9.139564862,9.872136606,11.29559693,11.16207045,8.474680533,9.08037601133,7.502913581,7.6478096268,7.1263324395,9.3046709605,10.57043948,5.141248765,9.313586622,9.0511319435,5.945099216,10.70560671,14.79865761,7.48072003133,5.660645761,10.50561834,5.4542129405,5.342529189,5.876585242,14.001314075,11.18170219,9.457643088,5.89404577,10.87230572,5.7607597545,5.398154738,10.73828676,7.953354189,9.579571039,8.258590913,10.5111017535,5.957224679,8.61174871767,4.985959324,7.117749903,4.96556252333,7.2955967915,8.00728757867,5.3536730025,8.146954589,6.53294467,10.01951815,8.34512935675,6.040295886,8.2518409835,5.530653693,8.532395986,9.348677287,10.66538909,4.932168974,7.553861805,7.1588818045,Control
5.679488016,9.4460828095,8.918073954,8.2961223995,5.349976695,5.934715855,4.95444207,5.797461405,6.42341482,12.74542124,7.13836098933,5.908699592,5.5824500585,8.525208673,7.522995597,5.5233972285,5.2025751535,6.058322584,6.931656836,9.646289192,6.063509009,11.35888208,7.79659309,10.06496539,10.9243451,7.914536308,10.6067005385,8.901380658,5.021141271,8.06509866633,7.69953617933,6.0430433815,4.844195356,7.357994257,8.921735544,6.3573014615,7.953088768,8.116839234,5.908699592,5.9049096225,8.805543271,10.9670802135,9.53925189,9.501827795,10.45125262,9.089962561,6.824600342,5.868397398,9.341663989,6.6596432,6.35138548033,10.90148185,8.134607448,6.340211188,10.61911518,5.287315682,7.873322793,12.28120423,6.49529066367,7.007282765,11.725137905,8.45745837133,5.968327676,12.56790862,7.037171767,11.44536424,8.444746903,7.92681286825,7.44463675467,10.79163118,7.838512397,12.02845184,8.564460088,8.687945234,8.663920189,10.448362625,11.70800194,12.096668015,6.785227259,13.26600764,11.8759414,12.82483353,12.13981521,11.39179686,12.81758135,12.80741335,8.9447929715,8.003615916,12.49390804,13.22888561,11.4706641,11.41436827,8.66293534567,11.05745385,7.999641059,10.11183374,10.53048708,5.0632695815,8.224437221,9.75457026633,8.317719126,10.16400217,11.49325267,10.64810838,7.798165773,8.49440965167,7.829676956,7.6935621724,7.061510218,9.371998932,10.25218676,5.099483047,10.21894494,9.96635654,5.044843524,10.62072869,14.91163964,7.581252752,5.368428976,10.64344837,5.5560901785,5.984026043,6.192939416,13.81882705,11.36961249,9.544535194,5.728003101,10.78405837,6.180192398,5.59268968,10.96132689,8.459104849,10.34225558,8.857670911,10.348567395,6.483780011,7.884970577,4.857515803,7.474701951,5.01174948033,6.989731445,8.600459581,5.7175451685,8.251649833,6.760191417,10.30951646,8.52281951225,6.244226457,8.6470158575,5.6011187525,8.572265482,8.91908069,10.285160686,4.948847562,8.329169717,7.3446663215,BRCA
7.312272913,10.021838884,8.923536316,8.6694279195,5.057354142,6.3600093385,5.748602952,6.045655353,7.483334379,12.69358176,7.19576851767,6.871107839,6.13051466775,8.565864767,7.672250519,6.259596428,5.346131061,6.031886566,8.360672771,9.837470696,6.241654902,11.66377168,8.057167453,10.10125057,10.79624673,7.705772546,10.261247663,8.838747853,5.306523131,8.08111405733,7.92367154033,6.6995400145,5.382572296,7.316238816,9.1231107235,6.023891265,8.078208455,8.637929999,6.918270314,6.23860798,10.14873431,11.361670225,10.065924884,10.31119801,11.09109172,9.42760480833,6.87867607,6.760291233,9.113990271,7.16277178,6.817579064,10.87614109,8.109858235,6.592573364,9.868745837,5.448315146,8.567633975,12.38431166,6.716847493,7.932762673,11.639330205,8.297715334,6.236545833,12.66850837,6.469405549,11.21453179,8.135646608,8.2285625075,7.775337819,10.97348951,8.214599769,12.45384813,8.90620358967,9.15137249,8.7410247875,10.50004144,11.79340834,12.02999728,6.345720697,13.02126635,12.08449626,12.78740681,12.29328779,11.56454026,12.81545941,13.11183912,9.05267110725,7.9306158695,12.68497545,13.26600764,11.44340995,11.41436827,9.13019918967,10.82365605,8.1305872305,9.852580664,10.68183161,5.220517185,8.504323566,10.049331671,8.895644291,10.14873431,11.34727825,10.9447818,8.203655262,8.73865177933,7.058590127,7.6312576694,7.367369481,9.657715067,10.74375964,5.550723024,9.299763878,9.908672956,5.90202005,11.18028854,14.48484431,6.79578725233,6.60422379,10.37676331,5.4576007295,6.18913825,6.209848712,13.884698385,11.3442156,9.85107794,7.26368340067,11.02156667,5.948238069,6.821139774,10.8492802,8.230982462,10.01669727,8.211244807,10.280546184,7.625491737,8.57418991167,4.7951397035,7.751713298,5.19588227467,7.6048188125,8.39000280033,5.599785881,8.1257515365,7.204280436,10.593284,8.49307755725,7.219219655,8.6963432705,5.7582850055,9.268495874,9.5420140415,10.525857853,5.447257868,9.925235871,7.369932115,BRCA
7.458860011,9.9727633615,9.204339515,8.4128703515,5.540408023,6.7869932805,5.739855695,6.6282814495,8.32857522,13.12816518,7.35885865267,7.732457674,5.547635014,8.746498471,8.576674355,5.807195279,5.7699003735,5.460424154,8.162745192,10.27390663,7.080127653,11.23083122,6.599433568,9.560920839,11.08301405,7.683522992,10.6087782065,8.994142056,5.5031768105,7.79023559167,7.70793787633,6.458095163,6.6617383855,8.187798825,8.954544083,6.749583894,7.02465847,8.175575903,6.221350881,5.556737863,10.15416657,10.974153029,9.7613002345,10.38957787,10.85352421,10.2614579577,6.97341843633,5.972354482,9.441502737,6.651773306,6.714916353,10.42139193,7.40586715,6.635867278,10.59770368,5.1873658925,8.065336862,11.76334944,6.690377719,8.606850376,11.80875598,7.178084026,5.871850577,12.57347448,7.27396389367,11.64198185,8.611099628,7.8305327145,7.15936184067,10.74842792,8.988642886,12.26689494,8.06062747867,9.228182036,8.2768542615,10.45335816,12.05836733,11.55921065,5.846751073,13.30543127,11.77387079,12.79764436,12.28120423,11.41998139,13.13613647,12.80568549,8.8475481605,7.136446259,12.81400365,13.52332736,11.21903252,11.84795592,6.501491522,11.3345919,7.5951142215,10.1206141,10.97310559,5.504140586,8.773914859,9.861676143,8.699078855,10.51689201,11.25835125,10.95004389,7.961624956,7.931835366,7.779327238,7.8421414368,7.3093172695,9.7106639285,10.40029272,5.5481846435,10.04312339,9.5884800125,5.082373945,11.51729675,14.89547873,7.348551932,5.254944744,10.54158093,5.812160627,6.506054132,6.244559471,13.10949585,11.04568478,9.748184934,7.073750899,10.77639419,5.973230089,6.252954533,10.67254493,8.137146296,10.00076803,9.319915442,10.087908213,8.354404912,7.144783444,6.079155981,7.378774139,5.22670624467,6.9519284775,8.72557625633,5.4478763055,7.737667498,6.4694836,10.89238744,8.57871707575,8.515109558,8.687436261,5.7574794745,9.28073663,8.4015274,9.7075407315,5.182703468,10.17005684,7.13281779,Control
6.401567006,9.670002224,9.125523977,8.3738401705,5.44461013,6.216257069,6.171632807,5.588732677,6.312252772,12.82863739,7.769846841,6.056372858,5.929245926,8.599802335,7.386166704,5.3031375175,5.535994977,6.053008806,7.617800091,9.962375907,6.434299309,11.80488133,7.928579257,9.716228343,10.85270138,8.208735647,10.471142841,9.287309018,5.342796018,7.792077893,7.77723576667,6.4112323765,5.536270395,6.894427107,8.713297444,6.7238555665,7.7308479335,7.954401538,6.597200127,6.4243852295,9.39316579,10.972083198,9.919961329,9.989394899,10.66574031,8.69428477733,6.60734282267,5.712603517,9.666615087,6.921011149,6.839917773,10.475222,7.627900667,6.97831327,10.30951646,5.674805914,8.163751711,12.25537394,6.62754807733,7.371343498,11.458095575,8.52183209933,6.471354636,12.75620088,7.069555338,11.22892405,8.666713215,8.2753948795,7.58979746267,10.51270618,7.821010387,12.09243847,8.484101233,9.234303192,9.400933638,10.78654813,11.70232867,12.108842315,6.117700885,13.09561052,11.8407859,12.83066776,12.07828769,11.45657274,12.99332148,13.06098469,9.56101011525,8.101565847,12.58797677,13.05669872,11.83572685,11.30008097,8.92179205133,11.59208337,8.129256569,9.671351374,10.89071479,5.148310249,8.821105186,9.89827133933,8.485629214,9.863230401,11.22756798,10.76553912,7.495377629,8.806992301,8.209881145,7.9014979902,7.0417430505,9.527273459,10.51648826,5.43360388,9.883140084,10.033306314,6.183690582,10.86373739,14.14988842,7.286823922,6.2181085,10.3034272,5.6827810995,5.870741528,5.828587949,13.92393915,11.24345683,9.428585838,6.97670664233,10.58989012,6.161724345,6.268757774,10.55491043,8.420487797,9.565750015,8.113352957,10.017075509,6.99492227,8.52278816767,5.322778226,6.708536018,5.06365633433,7.321199922,8.393809981,5.2628202755,7.8712216825,6.763680876,10.28488803,8.3869920265,6.885516788,8.7242702675,5.696701941,8.13647996,9.0699188695,10.5959512115,5.455665247,9.350851427,6.8293126395,BRCA
6.572931815,9.9087425115,8.95814749,9.156309664,5.733904229,6.381620096,5.353244986,5.8656593205,6.38340676,12.8538437,7.55233776733,6.259560267,6.0158412065,8.331522867,7.021038603,6.052826818,5.800894644,5.770572224,7.123969084,10.05069253,6.195057794,12.62645517,9.386261903,10.68029603,10.70667324,7.53348767,10.338767298,9.318577337,5.5829294375,8.21962445667,7.49111649333,6.7187801615,5.35053385,6.819320511,8.490716209,6.3658431715,7.3259228285,8.658542769,6.123713395,6.2497596215,9.344385311,11.3658813,9.3913479745,9.829620128,10.61958751,8.713813284,7.501134809,6.146803484,9.241638294,6.784605811,6.41271170433,11.44759484,6.637860622,6.794094554,10.18682028,5.011922271,8.363303744,12.55486108,6.918045812,6.969476102,12.40345346,9.370871616,6.530878866,12.86342169,7.561705909,11.45847853,8.409264827,8.55050301725,7.917623909,11.02951865,8.018466051,11.99021932,8.26577764633,9.000521984,8.8631824515,10.42774834,11.41892796,12.005052055,6.573651447,12.5801856,11.19443078,12.17902899,11.73846187,10.96486087,12.26689494,12.48456748,8.584152548,7.2109038415,11.77234975,13.24583793,11.8734596,11.24631027,9.583846924,10.94250372,8.3982787515,9.965402326,11.24345683,5.7191033665,8.70989467,9.731642715,8.698601474,10.58354379,11.64123906,10.52858624,7.914237304,8.989253179,7.178518271,7.7061769544,6.9303711535,9.187016555,9.789085739,5.331692323,9.472884298,10.1814160205,6.835359227,11.45168263,14.8574397,7.99165101033,6.248027763,10.024773,5.1718378565,5.982258496,5.612213331,13.72048402,11.78440594,9.901093579,6.20475062567,10.38787223,6.1654261265,6.212282974,10.93414071,8.177408481,9.750987931,7.72632227,11.090002319,6.399090431,9.264684213,5.765108349,6.810446719,5.28410940733,7.38043418,8.15974847467,5.201115802,8.2088578175,6.625018832,10.74490974,8.6810634895,6.125574263,8.4071374385,5.4671466555,9.086508547,9.701446988,10.848082905,5.342529189,8.530563498,7.483547248,BRCA
8.158787805,9.738500574,8.944917819,8.017243168,5.14487361,6.2621231325,5.78346402,5.67332341,8.976106631,13.03513077,7.06092490133,6.982654601,5.626346168,8.495716271,8.894909539,5.34958497,5.407153685,6.146803484,7.972134198,11.29154789,6.86505622,10.88785292,6.276222714,10.5411695,11.36547782,6.923033642,11.251370817,8.337779235,5.076008984,7.91284886967,8.208107483,6.686202902,6.260970353,8.216504732,9.0898110315,6.5469342535,6.9305574855,7.488404794,6.437382249,5.182332781,8.860746456,10.2529778765,9.8864762635,9.718905756,11.31896656,10.761045422,6.583680554,5.301415026,9.669098149,5.968327676,6.868407698,9.487689892,8.058737407,7.728874776,11.2808811,5.279827809,5.996847001,11.42710081,6.64455413733,7.503032882,12.072677105,7.46461112133,5.873451033,12.04072818,6.68902141267,10.47035412,8.39528898,7.92079597525,7.05650117433,10.09962433,8.139859715,12.43700564,7.627110972,9.48265729,7.3785163565,10.644018325,11.62934992,11.7354617665,5.765011707,13.15586736,11.15733448,13.1007987,11.31322333,10.89071479,13.20290364,12.56435203,8.5786057585,6.83554656,12.88210333,13.63630348,11.13455645,11.96287081,6.90693820733,11.56978693,7.4298346275,9.622015717,10.65680049,5.6486219225,7.511675823,8.73350074767,8.039907589,10.09372163,10.82348291,10.5206165,7.950470054,7.89073473833,8.323506447,7.875467798,6.686317724,9.300249878,9.808852038,5.2859739945,11.37383049,10.6471236485,5.28356184,11.4461297,14.76041434,7.17213987067,5.660788354,10.17560604,5.8526391675,5.149758548,5.955365844,13.157660585,10.95483991,9.652809633,6.51436454033,10.55491043,6.3538444215,5.516024013,10.12172813,7.853014942,9.61194746,8.711461459,9.8750323655,7.423118274,7.412940477,5.099006715,6.591189918,4.89415242767,6.887304365,8.69044413033,5.7420955665,7.3551246635,6.737893326,10.24584713,8.32276245325,7.938390374,8.4601267675,5.589484146,8.637622132,8.638675126,8.8728375605,4.998433881,10.62301752,7.4481251935,BRCA
6.138635948,9.2760823915,9.321866737,8.6964292325,5.540872931,6.925059131,5.805041697,5.635107406,6.355928609,12.68837278,7.62163256,5.929442617,5.83077286475,8.482577193,6.633507953,5.684074898,5.879057136,5.920180882,6.945271536,9.654399345,6.187357641,11.84033352,8.962571525,10.05901354,10.32302692,7.494097795,10.1636613075,8.482577193,5.302811024,8.093863289,7.48088119667,6.644794773,5.315033534,8.019147462,8.391776024,6.5785288965,7.9652680685,8.527067524,6.257770271,6.191610237,8.42352683,10.8098750475,8.483937859,9.461746027,10.45750942,8.35263474667,6.84616120133,5.120093989,8.795261354,6.659429135,6.90348309733,10.07742031,8.684959947,7.277940882,10.05847247,4.834108779,7.865827785,12.22401684,6.45246211667,6.491095983,11.932399345,9.17209626933,5.998427535,12.30526243,7.08180120033,11.3273142,8.228615647,8.341731368,7.630858662,10.71490255,8.303485245,11.99803337,8.898296117,9.291090747,9.1253842295,10.769831575,11.64258438,12.028265245,6.573196985,13.21631242,12.15122597,12.69358176,12.50318977,11.82808501,13.09426251,13.11366653,8.783384793,8.2246126895,12.21574693,13.00161496,11.70725139,11.45279735,9.79916599967,11.0497977,8.211239684,10.03091577,10.69844447,5.234022927,8.336351598,9.853346974,9.248106134,10.10831572,11.40859261,11.11113911,7.468178286,9.42022077033,7.77748732,7.6144880158,7.234214257,9.5777333365,10.40712464,5.423762018,8.316384638,9.282412218,5.455829609,10.59585913,14.600699,7.178242415,5.682019293,10.2758862,5.8473504945,5.376959934,5.738505243,14.498215135,10.88698849,9.569955799,6.219212487,11.19977372,5.8174827805,5.593212758,10.87818911,7.62223695,9.713172168,8.763835733,10.3599139925,6.126245653,8.57418226267,5.3277079335,6.746988283,5.22903136567,7.4074661925,7.79524891633,5.422385608,8.0433304795,6.531814691,10.44822244,8.2724292895,5.435637968,8.620017522,5.9389918875,8.727547079,8.9065308085,10.79613101,5.346169084,8.015193578,6.8263212265,Control
7.334409893,9.7701113155,9.43457148,8.8198993305,6.18448425,7.0206055175,5.835425946,6.2322580745,7.654924404,12.73839215,7.646656092,6.946412501,6.256185578,8.831846471,7.509143811,5.84282174,5.6214508135,5.598879718,8.258590913,10.12192882,6.531151878,12.16491644,8.3106027,9.760949066,10.49490585,8.058886194,10.517727571,9.139008401,5.1311572635,8.03357140033,7.63351915167,6.7867375125,6.149706324,7.415237106,8.726991346,6.4797264295,8.0892492925,8.320170007,6.672888927,6.7445377525,10.16944939,11.446472425,9.9714342365,10.12722736,11.10430408,9.039656623,6.846979965,6.614640376,8.989182391,6.944217536,6.783116074,10.65812692,7.856053718,6.718296974,10.02058454,5.410491835,8.261790678,12.63995684,6.951500968,7.53391589,11.55756824,8.63116965933,6.72267478,12.62816419,6.71771492967,10.85521521,7.522112898,8.193126299,7.539110223,11.14957584,8.517808263,12.23798527,8.88636976267,9.326081763,9.5892770755,11.171571995,11.79600727,12.202062635,6.4876838,13.25798962,12.05268701,12.70613234,12.32769025,12.04345466,12.64414927,13.2409799,9.38378296975,8.2093419145,12.7295762,13.12983363,11.69149721,11.52775569,9.37684093033,11.46641824,8.18494516,9.475936612,10.77621939,5.317330261,8.72948575,10.185042339,8.543090924,10.40557791,11.32669367,10.87349431,7.617451165,8.972024704,7.904907218,7.5683183254,7.654837992,9.713952053,11.33112984,5.6968730495,8.572606562,9.6092153305,6.048874401,11.09993968,14.29890208,7.09493215433,7.043577249,10.18537138,6.031693297,6.959193811,6.034089818,14.242274775,11.39833769,9.718905756,7.49348555867,11.04774441,6.307118522,7.235514366,10.81621191,8.261790678,9.500653254,8.376907994,9.939260115,8.000734017,8.92060182067,5.5774733875,6.839144331,5.28995494967,7.519656072,8.29143898133,5.3046385875,8.203358017,7.088314217,10.2543558,8.8031293145,7.893727943,9.0434887545,6.1039636745,9.154553037,9.1026224835,10.937703845,5.620154746,9.716982805,6.746653975,BRCA
5.524354632,9.6858681675,9.153799716,8.0508386045,5.229598736,5.499405082,6.114997467,5.56228714,6.511243174,12.86518429,7.32252905833,6.207019812,5.36770548175,8.645767508,7.610030295,5.760285377,5.270746099,5.672857555,6.888624921,9.387097072,6.054637553,11.70655442,8.120524476,9.226822258,10.93507131,7.740609078,10.3375133275,8.823646775,5.1686789575,7.84706811233,8.06899759867,6.169236535,5.471861677,7.592944939,8.9027815345,5.936999426,7.801684717,7.559130645,6.225646687,5.57811289,8.675799285,10.736889649,9.5799737185,9.648331121,10.32795428,8.80992016633,6.389484251,5.431298057,8.984704068,6.773670433,6.49954063167,10.89048111,7.877009719,6.810382449,10.69578097,5.170688006,7.709154696,11.96551025,6.25500762033,7.075107731,11.593713005,8.44322777467,6.384356921,12.69546762,8.46005630567,11.62550351,8.322132227,7.716319118,7.42782175433,10.73828676,8.011871746,11.82474013,8.19283079433,9.010990369,8.8337158815,10.75364457,11.47931054,11.91235316,5.980660139,13.283571,12.03287579,12.93429355,12.25199131,11.70928645,12.97797754,13.04382794,8.625664425,7.317170943,12.50251243,13.33363132,11.50843622,11.5798723,8.551578614,11.10029786,8.0296321255,10.32115896,10.99939073,5.076998624,8.330638085,9.840100938,8.590662948,9.923803275,11.35860878,11.21306793,8.383500319,8.73795495033,8.023866778,7.5810767716,7.3863176745,9.4034636305,10.61404749,5.1004855715,10.06753558,9.855028032,6.021041727,10.93590557,14.73243538,7.656516121,5.472009433,10.608597,5.7061424695,5.943693543,5.828143626,13.80215118,10.84633682,9.535237036,6.030429783,10.64603237,6.168147417,5.520745364,10.59585913,8.156981952,9.754295076,8.694593927,9.9459923505,6.420975498,7.88713234333,5.3760172565,7.867234137,5.08380466067,7.2045916485,8.821606451,5.09060338,7.6300678295,6.750811228,10.26474199,8.333393374,5.980660139,8.7916525815,5.036770978,8.478073,8.624224919,10.2426533225,5.096358059,8.42512265,7.1441084715,BRCA
