@relation thedata

@attribute 10112 real
@attribute 10197 real
@attribute 10213 real
@attribute 10274 real
@attribute 10403 real
@attribute 1058 real
@attribute 1060 real
@attribute 1062 real
@attribute 1063 real
@attribute 10726 real
@attribute 10735 real
@attribute 11004 real
@attribute 11130 real
@attribute 11243 real
@attribute 147841 real
@attribute 151246 real
@attribute 151648 real
@attribute 1869 real
@attribute 1870 real
@attribute 1871 real
@attribute 220134 real
@attribute 22919 real
@attribute 23122 real
@attribute 23279 real
@attribute 23332 real
@attribute 23421 real
@attribute 23594 real
@attribute 23595 real
@attribute 2491 real
@attribute 25909 real
@attribute 25936 real
@attribute 26271 real
@attribute 332 real
@attribute 348235 real
@attribute 348995 real
@attribute 3619 real
@attribute 378708 real
@attribute 3796 real
@attribute 401541 real
@attribute 4085 real
@attribute 4171 real
@attribute 4172 real
@attribute 4173 real
@attribute 4174 real
@attribute 4175 real
@attribute 4176 real
@attribute 4928 real
@attribute 4998 real
@attribute 4999 real
@attribute 5000 real
@attribute 5001 real
@attribute 5048 real
@attribute 51053 real
@attribute 5347 real
@attribute 54820 real
@attribute 54821 real
@attribute 54908 real
@attribute 5501 real
@attribute 55055 real
@attribute 55143 real
@attribute 5515 real
@attribute 5516 real
@attribute 55166 real
@attribute 5518 real
@attribute 5519 real
@attribute 5525 real
@attribute 5526 real
@attribute 5527 real
@attribute 5528 real
@attribute 55746 real
@attribute 55839 real
@attribute 55920 real
@attribute 5682 real
@attribute 5683 real
@attribute 5684 real
@attribute 5685 real
@attribute 5686 real
@attribute 5687 real
@attribute 5688 real
@attribute 5689 real
@attribute 5690 real
@attribute 5691 real
@attribute 5692 real
@attribute 5693 real
@attribute 5694 real
@attribute 5695 real
@attribute 5696 real
@attribute 5698 real
@attribute 5699 real
@attribute 5700 real
@attribute 5701 real
@attribute 5702 real
@attribute 5704 real
@attribute 5705 real
@attribute 5706 real
@attribute 5707 real
@attribute 5708 real
@attribute 57082 real
@attribute 5709 real
@attribute 5710 real
@attribute 5711 real
@attribute 57122 real
@attribute 5713 real
@attribute 5714 real
@attribute 5715 real
@attribute 5716 real
@attribute 5717 real
@attribute 5718 real
@attribute 5719 real
@attribute 5720 real
@attribute 5721 real
@attribute 57405 real
@attribute 57551 real
@attribute 5885 real
@attribute 5903 real
@attribute 5905 real
@attribute 6232 real
@attribute 6249 real
@attribute 64105 real
@attribute 64689 real
@attribute 64946 real
@attribute 699 real
@attribute 701 real
@attribute 7314 real
@attribute 7514 real
@attribute 79003 real
@attribute 79019 real
@attribute 79023 real
@attribute 79172 real
@attribute 79682 real
@attribute 79902 real
@attribute 79980 real
@attribute 80152 real
@attribute 80776 real
@attribute 81565 real
@attribute 81620 real
@attribute 81929 real
@attribute 81930 real
@attribute 8243 real
@attribute 83540 real
@attribute 8379 real
@attribute 84515 real
@attribute 84643 real
@attribute 9126 real
@attribute 91687 real
@attribute 9183 real
@attribute 9184 real
@attribute 9212 real
@attribute 9491 real
@attribute 9493 real
@attribute 9735 real
@attribute 9793 real
@attribute 9861 real
@attribute 990 real
@attribute 991 real
@attribute 9985 real
@attribute DependentVariable {BRCA,Control}

@data
6.131399777,9.590603746,9.461459559,8.7318199905,5.507882823,6.6385630975,5.938762876,6.110395744,6.999721366,13.1958974,6.94397512,6.365190019,5.375834054,9.149125411,7.642396752,5.964932748,5.3944289375,6.357820835,7.227811157,9.342830898,6.563429392,11.87062298,6.482005732,9.292000111,10.23684569,7.394872347,10.1060462435,8.823479598,5.0015286385,8.04620516733,7.36425835367,6.2555655945,5.282536877,7.499250204,8.5542168845,5.892196033,7.555659435,8.25505351,6.769312643,5.8170130865,9.157436075,11.30175136,9.126565767,10.07634836,11.00715715,8.000714493,6.452684887,6.012574958,8.519529251,6.487482832,6.52906469167,10.89786457,7.152236984,6.99712619,9.046449537,4.939778149,7.83342954,12.01384441,6.45063569733,7.061023135,11.25085226,8.16934643067,5.944279407,12.7003986,8.21155236,11.4316675,8.875389304,7.83985227125,7.76578908133,11.22708057,7.92617904,11.42258795,8.18064090833,9.242120816,9.4774367275,11.046464365,11.8759414,11.9258899,6.615670554,13.37355718,12.12322914,13.12486126,12.67639685,11.92020965,13.04382794,13.41920247,9.25143050475,7.916556046,12.78963253,13.33363132,11.87114877,12.05268701,8.97602061,11.66819594,8.0982242125,10.69342622,11.39453251,4.94991167,9.223954101,10.334183228,8.449521268,10.38269998,11.40579844,11.11880178,7.723969969,8.28615040767,7.705910749,7.531306061,8.11485924,10.00021257,11.21259383,5.656614887,8.049958959,9.1888399925,6.309345038,11.32592956,14.39263877,7.455474649,5.678361577,10.48800608,5.5280934155,6.001696,6.051269448,14.083072915,10.74006345,9.616108215,6.666062996,10.79887295,6.3320660455,5.678361577,11.31587145,8.448705991,10.18105319,8.469917638,10.1855376635,7.033563754,7.77724799867,5.612264911,7.240841706,4.83823451267,8.3582944345,8.19852639733,5.384527549,7.9203007615,6.643499529,10.13755512,8.4486174155,6.760823468,8.556797319,5.282001999,8.829152778,8.8590917465,10.577858394,5.255700175,8.260556316,7.142699094,BRCA
6.466223834,9.630875787,9.340262451,8.704453574,5.559806297,6.3681324355,5.719122676,5.982080404,6.638729582,12.46516723,7.60228060733,6.555398701,5.875020705,8.858261675,7.234652499,5.6790385425,5.60164872,5.853877943,7.045216672,10.01526211,6.078850631,11.92126273,8.527478106,10.07094309,10.57522277,7.447085551,10.4203475115,9.037218243,4.927395526,8.068315046,7.76925756467,6.1104676455,6.176408351,7.424378635,8.440677237,6.4175293455,7.770260344,8.344674427,6.286239501,6.156556378,8.895530694,11.06146347,9.3320368985,9.327003038,10.66204549,8.527335664,6.67226088033,5.59381033,9.069960645,6.786077228,6.825976426,10.80972013,7.373955101,6.457795876,9.938175917,5.5489587915,7.923834234,12.52245777,6.906373546,7.009607858,11.817863435,8.800541064,6.459190295,12.31595909,7.38821850733,11.31701417,8.240220252,8.33626392475,7.47167449833,10.75721104,8.131935554,11.9861319,8.88005368833,8.998534812,9.685313076,10.93362771,11.69988051,12.17366339,6.566895523,13.2409799,11.90740908,12.75717127,12.32501877,11.88081762,12.91282298,12.99983714,8.9507337465,8.0106371615,12.35836419,13.13233509,11.80634431,11.23443143,9.57487227933,11.25407804,8.328537455,10.1126777,10.89883964,5.0179563465,8.2669635,9.951140842,8.627881407,10.46760584,11.46972335,11.17235267,7.889977115,9.09427385867,7.292669322,7.6724419354,7.2086747845,9.521496672,10.83234438,5.3221996625,8.699981108,9.342327655,5.967636237,10.72897086,13.80581744,7.30889377867,6.215392848,10.25848981,5.693304665,5.731598207,6.130730781,14.491124715,11.19671294,9.712699428,6.31361523,11.00516506,6.164622517,6.175530214,10.59236386,7.94462587,9.288163079,8.251128646,9.9526784525,6.567884319,8.399936504,5.488464737,6.815707105,5.16000737133,6.8883788605,8.12052771933,5.453545323,8.197683973,6.738028485,10.39664254,8.46816614475,6.270814486,8.8019921295,5.6427107715,8.721271075,9.021591057,10.984879545,5.455336468,8.115318276,7.249309655,Control
6.06243004,9.672739215,9.242734159,8.6445243335,5.51578754,6.317252555,5.694470198,5.847302297,6.653135723,12.56576382,7.68579571867,6.141806358,6.012366876,8.502256127,7.041497968,5.8916923605,5.5250515425,5.687208569,7.30193311,9.817175993,5.928850697,11.87684316,8.686203838,9.900180431,10.53277502,7.030670239,10.273987442,8.776993161,5.0111659715,8.30331445133,7.663248618,6.405395187,5.3936998015,7.916657455,8.230366588,6.049401459,7.927357864,8.184393279,6.271981767,6.078471059,8.423925951,10.9823843865,8.9337085745,9.282845833,10.47189392,8.33408606133,7.06776618533,5.569028668,9.036579657,6.477965145,6.67563750033,10.84878354,7.243509918,6.760856726,9.836169177,5.2765605535,7.972263464,11.84964955,6.569347824,6.68159377,11.68167441,8.77440562733,6.332041584,12.40526256,8.586240551,11.92672973,8.517188204,8.333818091,7.97689047067,10.94214079,7.875505362,11.95691889,8.880792656,8.571298649,9.488075207,10.770072085,11.27473356,11.58132609,6.84768731,13.35753005,12.10354363,12.82346582,12.43809276,11.78564057,13.01841933,12.87339418,8.77483141125,8.169821621,12.3181333,13.33363132,11.76992885,11.44205205,9.456908841,10.8264931,8.1168607075,10.54158093,10.91120492,5.3021520795,8.351912203,9.852050299,8.923848251,10.38657417,11.4091179,11.40466276,8.335592591,8.72173289,7.777684566,7.6721130478,7.338070516,9.3721657175,10.70265129,5.4132425305,8.902586999,9.2303162275,5.768456458,10.82015126,14.41297137,7.54116209467,6.436549672,10.27729935,5.312749175,4.932168974,6.397636666,14.375350355,11.01182496,9.258943514,5.87488661167,10.93858741,5.96286966,5.530063912,10.61251863,7.791685689,9.558459519,8.542636403,10.558237562,6.362562487,8.58775546467,5.398603818,7.013158293,5.20765402333,6.976738588,7.93139199867,5.4495724685,8.0188467875,6.734171472,10.52153201,8.207394179,6.098827583,8.5966959745,5.553491048,8.28259169,9.23359459,10.736331835,5.375918034,7.766050346,7.1985344885,Control
6.312207384,10.282808745,8.091145926,7.8468311835,5.301232095,6.045115622,5.548676475,5.530038439,6.910466223,12.97797754,7.48501514533,6.272541727,5.7033881245,8.762142089,6.750208278,5.7564652345,4.93369213,6.099827094,7.237642883,9.061938927,6.248170117,12.09712198,9.412475177,10.42441069,10.9073904,6.826138897,10.227964657,8.635528703,5.3561984605,7.97511554867,7.756726926,6.6686499785,5.4837391195,7.03050472,8.021123619,6.040081323,7.8765704685,8.889459187,6.75301989,5.983965667,8.850203347,11.261461695,8.8844057575,9.760229732,10.18746996,8.46409499267,7.528050522,5.611033099,9.243103231,6.78934168,6.72834066067,11.43055462,6.427443278,6.775581064,10.03642817,5.386524063,7.836257313,11.26783731,6.48462606567,7.17213025,11.736023615,8.70510697067,5.280781207,12.89109452,6.82775403067,11.51973221,9.237891778,8.0622209365,7.67746532633,11.03306523,7.649114461,12.54945867,8.614266504,8.292046787,8.213074375,10.077107125,11.14309317,11.1392085065,7.183985468,13.17957018,11.79600727,12.72020477,12.80254267,11.524772,12.86518429,12.87039849,8.788515201,7.9034055435,12.37045183,13.19318117,11.43412272,11.54053263,9.322948958,10.41271832,7.960534248,11.0443909,11.29922535,5.307312262,8.940387841,10.2376439163,9.276660153,10.54450111,11.35629255,11.05474016,8.03524054,9.00997914267,7.454322173,7.4564646934,7.503212916,9.968680969,11.5968724,5.178074018,7.568566335,8.0665732595,5.434637608,11.45582051,14.65508011,7.11117769333,6.464101029,11.10294695,5.42216386,5.760494586,5.769382488,14.38538722,11.16381336,8.79005612,6.36548448567,10.89425716,6.21096189,5.907498353,11.27673526,7.185869332,10.83660293,8.511397989,10.46399412,6.360193609,8.719877213,5.0235434965,7.998450984,5.21577904833,7.3512728415,7.87122307133,5.2188059495,8.0498581375,6.721137221,10.13116281,7.71164698975,6.623373531,8.8688822105,6.1637364725,9.492880212,9.34814842,10.333964758,5.297201735,8.221926761,8.2735426285,BRCA
7.90686223,9.666771214,8.212011301,8.4265684515,5.127438537,7.3703947285,5.375223015,6.603611074,7.90251248,12.77497238,7.475453937,7.147538525,6.05792754775,8.154287916,7.578601249,6.1160308275,5.748486976,5.927310565,8.462748793,9.928363336,6.712290114,12.26420808,9.236840051,10.5411695,10.60075877,6.860780106,10.0955035995,8.887343342,5.6994273595,8.34264872567,7.82128836433,6.7456239415,6.1290616945,7.126294382,7.91332957,6.3357950755,8.185189132,8.879047979,6.939817562,6.31989677,9.181134316,10.822579484,9.071601972,9.462104032,11.00415042,8.306388692,7.19143122567,5.48527486,9.108740796,6.748599179,6.85516244833,11.40035929,6.166771297,6.88194331,10.77027594,5.3825520595,8.687831539,12.19216651,7.113628819,7.882430794,11.7690989,8.474468248,4.904256777,12.63275562,7.51099557433,11.81855633,8.6137905,8.282341137,7.38802305667,11.05830992,7.915627146,12.89668817,8.50801697,8.531830892,8.0503769725,10.29108096,11.01772728,11.09673553,5.822864756,12.85150121,11.26201864,12.28120423,11.92203438,11.38801744,12.36194933,12.6125864,8.44802842625,7.367289616,11.92850738,13.36098494,11.43208526,11.91738897,9.004298777,10.43684194,8.0551081435,10.17550624,11.29559693,5.218927252,8.424944257,9.77420149833,9.598322922,10.54330281,11.23866464,10.7304916,7.876150279,9.159078751,7.252431567,7.5603097212,7.143702287,9.463868115,10.74539725,5.5456977,9.152627806,8.721028321,5.197719213,11.46815322,14.87548853,6.86279506433,7.280448621,10.67176022,5.4488232435,5.598879718,5.83390919,14.256090485,11.20355006,9.023353173,6.637250474,11.12353964,6.451393619,6.399859478,11.11778287,7.023203016,9.377872676,7.831973999,10.278800405,7.313837914,8.831702571,5.420394762,7.320735406,4.997930832,7.2258658145,7.80959303467,5.323733044,8.087629099,7.448903273,10.23684569,7.7951993875,7.470600158,9.062980137,6.182162919,10.202265,9.4083993935,9.9233879005,5.234397132,9.367917655,7.3503915655,BRCA
6.972494858,10.03856784,8.383219488,7.78023873,5.455500867,6.478221035,5.804654588,5.9843403035,7.521936293,13.16637029,7.46578830933,6.986527907,6.003512253,8.788654005,7.377863663,6.059438321,5.608406244,6.0664182,8.146264608,8.857670911,6.541565657,11.94573106,8.407577013,10.07411507,10.44328058,6.824675979,9.8952105075,8.719338441,5.508073714,7.93769129967,7.84278306267,6.617564549,5.8859823405,7.130624936,7.941049802,6.1724148015,8.2152496215,8.624156769,7.214637559,6.4789699285,9.625197931,11.456037835,9.457132773,9.955810122,10.9783031,8.45954481,6.997489341,6.217720863,8.998534812,6.805457319,6.79523996967,11.0799649,6.689897101,6.65885814,10.06438276,5.1623209955,8.392683551,11.58443655,6.70861411467,7.527752861,11.54137497,8.202123709,5.579701547,12.76004735,6.629468797,11.34154956,8.472671676,7.8482021095,7.40432172967,11.09848962,8.533476842,12.41967063,8.870571599,8.181178507,8.260593436,10.244801125,11.54370625,11.215516436,7.014302633,13.41920247,12.04827069,12.84191128,12.98742218,12.03524768,12.9597684,13.10574654,8.6298253915,7.570979119,12.59087361,13.25089354,11.35888208,11.75880629,8.89299942433,10.38522909,8.127320089,10.64225055,11.13429814,5.4977472445,8.831276461,10.1945770437,9.400581223,10.28660429,11.11250811,11.1794428,8.181178507,9.17779723033,7.440414751,7.6894287584,7.332220609,10.138422425,11.40689869,5.194535574,8.264326623,8.873191989,4.778749175,11.05567579,14.63577141,6.676997339,6.399688614,10.61144471,5.4572331265,5.634165776,6.236019575,14.371791605,10.83660293,8.85611511,7.13659903233,11.37070935,6.2926066845,6.282537684,11.33541843,7.588285745,10.21623692,8.331657217,10.172389253,7.478852772,8.39322552767,5.416587214,8.087530632,5.338116437,6.993826669,7.78460812933,5.415607699,8.1553960855,7.180707637,10.19564323,7.81412830225,6.98547517,8.8336966435,6.0350335655,9.614636753,9.0628136305,10.325118734,5.727111263,8.727955437,8.0410342,BRCA
6.383536364,10.0152804485,8.022646788,7.762475263,5.420053896,6.1632787955,5.51286784,5.704957757,6.874616018,13.1007987,7.300720643,6.685418538,5.87648105675,8.952028549,6.972006536,5.906909329,5.332765235,6.240701309,7.325532861,8.667928594,6.259560267,11.72497433,9.171240063,10.54993411,10.92191923,7.016922821,9.8329397695,8.496515403,5.062318804,7.7724323,7.58977611733,6.5216989325,5.104529074,6.94883771,8.0620596875,6.202425317,8.277235617,8.503677809,7.295978093,6.2501208955,9.405535663,11.169296335,9.0958669535,9.773436423,10.54074827,8.410838317,7.12570578567,5.726293954,9.406960242,6.87116946,6.76381618433,11.08816233,6.335038012,6.489210244,9.808393548,5.2718243465,8.409720941,11.25022455,6.633475979,7.229566594,11.71439964,8.527860513,5.507962085,13.06629278,6.60952083033,11.63638911,8.739789996,7.925123476,7.63460766867,11.01303318,7.868145216,12.14106624,8.944399701,8.371668982,8.1084162645,10.031682247,11.28199972,11.2757608715,7.150486375,13.23568448,11.88149458,12.89900003,12.91025583,11.71972476,13.06490613,13.00770101,8.54955897875,7.910165262,12.07353083,13.17478142,11.34861214,11.51681803,9.17260576333,9.750766068,8.2623984705,10.77919838,11.15202194,5.243137662,9.203617871,10.196065935,9.362470505,10.7780979,11.19567996,10.95100801,8.480246059,9.14382359133,7.505535937,7.2649298594,7.3202222285,9.985059859,11.21935325,5.055188198,7.7743936,8.1915826825,5.049425205,11.16548507,14.52512866,6.46750461633,6.40650744,10.70852807,5.3677598295,4.953976689,5.853877943,14.532993875,10.88216751,8.838747853,6.598788251,11.23955693,6.0477752265,6.544698369,11.26378871,7.211404375,10.83055504,8.449087887,10.128976495,5.812890452,8.36016220033,5.313370673,8.340875026,5.52607265333,7.355475185,7.798830339,5.6392806445,8.34789167,6.82683803,10.18342483,7.3984915965,6.805328332,8.870272829,6.1562532065,9.529050369,9.086191469,10.3559830305,5.112503363,8.048542898,8.120774064,BRCA
7.91813444,10.19683679,8.509835486,7.754109862,5.343062431,7.074793956,5.57834344,6.002788863,7.876242386,12.83066776,7.68033708167,7.452943624,6.058306143,8.804204546,7.818200484,5.948946157,5.676702013,6.12918576,8.1655868,9.626777286,6.82706041,11.85228967,8.369773038,10.31880295,10.36162065,7.183985468,9.9305064935,8.864341803,5.226149755,7.93653292967,7.695630548,6.6082696735,6.2144387835,7.187651778,8.0192290835,6.676287527,8.052770124,8.93641793,7.46332231,6.5540002945,9.897747581,11.174427615,9.5713605475,10.02058454,11.03059147,8.47082142633,6.915254259,6.419754289,9.126105027,6.716514688,6.84822423767,10.94581345,6.158463896,6.855868653,9.957331028,5.5155040625,8.628829289,11.48628211,6.39047938133,7.991665152,11.698874855,8.05470427767,5.968558082,13.11037161,7.377204594,11.39179686,8.487589977,8.08926499075,7.48674032467,10.99992623,8.790626358,12.63422915,8.806744591,8.591598196,8.317625592,10.359469555,11.55392216,11.3260081805,6.878146348,13.36856584,12.14106624,13.1007987,12.76637057,12.24753009,13.35514394,13.34320241,8.913108555,8.501987071,12.41466417,13.34505663,11.63567744,11.90133466,8.92405041767,10.31271881,8.2782737305,10.63522863,11.1794428,5.33027443,8.741956615,10.2603164373,9.630012754,10.49748292,11.51777531,11.18505522,8.085394281,9.109153747,7.656498381,7.6894317488,7.4457350635,9.932881007,11.61805062,5.409115746,7.939580867,8.244075155,5.562403668,11.15959405,14.06389305,6.65555068967,7.003717823,10.503672,5.8071886195,5.916483362,6.310890502,14.528822965,11.01303318,8.761435816,7.710328124,11.2211885,6.1351390655,6.815899195,10.85440892,7.443588263,9.271638758,8.415573963,10.1725128745,8.04360305,8.67060928633,5.2814061675,7.982909641,5.24573934267,7.414804518,7.22130205967,5.457311479,7.82838327,7.366565102,10.34787632,7.77850126475,8.186313757,8.81904828,6.1577142815,9.673230059,8.9673543045,10.421853277,5.449323037,9.604947496,7.406312567,BRCA
6.426353347,10.22396564,8.244412747,7.619895415,5.501288856,6.425701601,5.742552812,5.642311985,6.401993573,12.74323457,7.46295412467,6.698152917,6.03615294425,8.96276671,6.960121065,6.175758788,5.4591438655,6.065072081,7.252739043,8.975526388,6.550635693,11.84964955,9.317424556,10.32054705,10.76745641,7.179887014,10.0772368515,8.673027334,5.3464575345,7.80628089467,7.601486047,6.785268335,5.4211404715,6.961829129,8.015208768,5.889507498,8.651637939,8.84456543,6.891908605,6.8608407705,9.297742323,11.13629055,9.345582263,9.657604783,10.53205419,8.71205232367,7.283181094,5.94872421,9.084543421,6.790580238,6.566929743,11.19671294,7.049851612,6.653780629,9.219919401,4.9228143225,8.171678619,11.6005403,6.77627450067,7.244509227,11.60967717,8.62611672467,5.652781349,13.12486126,6.93058673833,11.35404287,8.950804556,8.2870787665,8.00883452333,10.96869939,7.79902435,12.41617348,8.95256539667,8.520521573,8.308170906,10.11792223,11.30388933,11.399220835,6.95239509,13.21954598,11.82101269,12.86051578,12.88385376,12.26795863,13.08056861,13.25089354,8.3669006075,7.643972117,11.93257475,13.13233509,11.60772112,11.48849306,9.66285448533,9.958574872,8.184550345,10.82382918,11.34028702,5.015087245,9.149125411,10.3938326523,9.077110201,10.34930366,11.61752958,10.87818911,7.830675431,9.19832628067,7.566208434,7.3888732006,7.349538107,9.7076462655,11.45443311,5.1760446175,7.062696823,8.2745948045,4.958159726,11.28106518,14.13459319,6.71073238467,6.524741993,10.83822324,5.541918502,5.113337164,5.997072898,14.343984755,10.84878354,8.551632448,6.82728542,10.93189375,6.035588188,6.413632688,11.12692078,6.989993665,10.49296002,8.253966966,9.988323,6.691398504,8.803648797,5.0491357555,7.914327012,5.31731437867,7.610831862,7.406009218,5.4187384795,8.1452787485,6.769477951,10.03764342,7.750468579,6.605705905,8.8903112945,5.943939561,9.265615706,9.112910055,10.54491829,5.48205062,8.118825763,7.673473406,BRCA
5.587673458,9.204907435,8.671807401,6.6674845785,5.744168665,5.422038474,5.484469475,5.9244062965,6.648469487,14.10537413,7.439908406,7.503629242,5.63168805075,8.927023183,8.095424881,5.6084015315,5.305281151,5.901899413,9.009885376,7.570673773,7.081832585,9.195003719,8.891351684,9.36270062,11.35888208,6.501563046,9.8710179655,8.625965515,5.5475311615,8.12003422267,6.52162731667,6.4826999675,5.4381759105,7.956029237,8.145928049,6.6875045885,7.8750815875,8.928326737,6.855058834,5.9114057295,9.090953388,10.579241791,8.9400510145,9.817791564,10.53323265,7.38486775267,7.292038499,5.852005861,6.164912581,5.716038325,6.91194087533,11.45963412,5.290397907,7.570673773,10.82774384,4.9919767715,7.767226277,8.82991386,6.779179558,8.253411568,9.2723260095,9.02082982733,5.345725686,13.32349748,6.741190456,12.2754728,9.451314737,8.181729733,7.588837224,11.17748823,9.133489757,13.04382794,8.68873067867,7.915522581,7.80319951,9.5161275375,11.4763312,9.5418326785,8.340140655,12.68048706,12.45159499,13.00161496,12.52245777,11.19346855,10.15177801,10.61739655,8.68547243025,8.2761462235,10.47506236,13.83149977,10.79459886,12.20190804,8.796986519,6.600325977,7.061064784,10.62937509,11.49398064,5.1389597755,9.371014877,9.88560113,10.15739466,11.35464901,11.90579323,11.89968368,8.667644801,9.038342853,8.081351779,7.204767331,8.07120391,10.046635579,11.5343468,5.523083033,5.790127717,8.000623785,5.212385731,11.87820241,14.79427981,6.534943094,5.823692844,10.58488293,5.6665006935,5.052688948,5.52701656,14.572620915,10.00966108,9.228506749,6.960260146,11.53100625,5.829874914,5.797798494,11.49963678,6.360983667,8.587403553,7.100665295,10.783311585,8.235058209,8.30560416167,5.081957808,7.366302814,4.80925090033,6.4879402955,7.03454756133,5.692553597,7.6670276165,7.347402401,10.95619846,7.50139699425,7.287022318,8.157832757,6.256436713,9.62089845,8.413387993,8.4163495475,5.212385731,9.213761077,9.0298595765,BRCA
