@relation thedata

@attribute 1806 real
@attribute 1807 real
@attribute 1890 real
@attribute 30833 real
@attribute 4907 real
@attribute 51251 real
@attribute 51733 real
@attribute 56953 real
@attribute 7378 real
@attribute 84618 real
@attribute DependentVariable {BRCA,Control}

@data
7.836115267,5.37209128,9.860836446,10.91047056,8.013882508,9.284095409,5.599623716,6.325985037,7.06711799733,5.980374532,Control
7.995118605,5.827572151,9.977156661,11.30718958,7.951694331,9.5152625605,5.737356364,6.508829224,7.216096853,5.143343669,BRCA
7.803939173,5.602001935,10.2657529545,11.48278541,7.020066336,9.736617121,5.144669712,6.78934168,6.733041683,5.770175754,BRCA
6.787808308,5.919585149,10.657609778,11.93949851,6.574181472,8.7382979845,5.077041333,6.029900759,6.82095808167,5.208879341,Control
8.132321229,5.716724307,10.316016191,11.28286272,7.625783943,10.558272268,4.993460669,6.555513741,6.850225344,4.509722249,BRCA
8.462462524,4.769786816,10.967936619,10.43684194,8.440257839,9.7294624885,5.342529189,6.156543881,7.105405007,5.159277237,BRCA
6.194663913,5.401230463,10.3060923515,11.88149458,7.484019523,9.7555137595,5.263890047,6.299579521,7.24682448,5.025927152,BRCA
8.048801705,5.30196368,9.5796796905,11.5155078,8.755289134,9.667409219,5.032113243,5.401401144,6.88791071367,5.083438106,Control
7.880044356,6.134432096,10.768548368,11.41436827,6.969476102,9.51716198,5.349622922,6.694083165,6.99789632633,5.244897759,BRCA
7.463240557,5.846751073,10.501705028,11.4871292,7.206333395,9.812887816,6.304287999,6.427443278,6.95030749333,5.029686155,BRCA
7.868546526,7.038208781,11.1331886555,11.4706641,9.209600263,9.1091431445,5.194964872,6.137099374,7.30867047567,5.224977213,BRCA
7.660194049,6.236976265,10.504941043,11.16513329,7.958293333,9.406571626,5.802588255,6.1817045,7.184400585,4.632010888,Control
8.036037752,5.605339686,10.496353574,11.12925744,8.28785217,9.20430215,5.848755155,6.042212717,7.330249696,5.564234295,Control
6.259560267,6.239651629,10.794981619,11.40689869,6.851939905,8.5894631425,5.776637824,7.427818013,7.00187222167,4.783733416,BRCA
6.509304419,6.928551315,10.806323058,10.8441842,7.720554015,9.4834659455,5.388199225,6.717029035,7.26322947667,4.591324374,BRCA
6.296921367,6.571453551,10.284657914,11.72645885,7.049034762,9.3411218425,5.713016126,7.096928908,6.98539515,5.262105418,BRCA
5.915766617,6.536756683,10.196150641,11.43412272,6.816283298,9.0441248955,5.836183727,7.466833308,6.964059575,4.595801044,BRCA
6.249071368,7.22195228,10.6019755285,11.48278541,6.923033642,9.313809851,5.807812937,7.283368817,6.90198825367,5.58151037,BRCA
5.89561239,7.079274431,10.5822877365,11.22269547,6.996504912,9.198373159,5.471521792,7.233478575,6.888204677,4.450633198,BRCA
6.472573571,7.353634535,10.7588473465,12.85954552,6.482691508,9.6558017145,5.980260273,5.505264734,7.44732388833,4.646190648,BRCA
