@relation thedata

@attribute 10499 real
@attribute 2071 real
@attribute 2957 real
@attribute 2959 real
@attribute 2960 real
@attribute 2962 real
@attribute 5430 real
@attribute 5914 real
@attribute 6256 real
@attribute 6908 real
@attribute 8202 real
@attribute 8648 real
@attribute 8841 real
@attribute 8850 real
@attribute 9612 real
@attribute DependentVariable {BRCA,Control}

@data
6.558348481,10.0776573,6.19672199167,10.27876338,8.647639314,10.15511583,11.4871292,6.9343807455,12.34948589,9.808393548,8.0533200225,7.80502360867,10.01338937,5.85450143,9.760872578,Control
6.186416987,10.50841903,6.546755609,10.07359638,8.485226676,10.98225228,11.94573106,7.03867441275,12.1490422,10.0579109,8.5607915925,8.123724749,10.17711462,4.916490079,10.0093969627,BRCA
6.468506443,10.71269919,6.85562510067,10.18842847,8.561241279,11.02694718,11.65775177,6.874699479,11.75795051,10.09283678,8.6520573845,8.10987543733,10.21491439,5.275017526,10.2414610627,BRCA
5.745177655,10.43052602,7.05714631167,9.386358915,8.088365735,11.21644291,11.94385185,7.00693217225,11.71789713,9.728779829,9.193115693,8.21261250933,10.32073319,5.745177655,9.99650003667,Control
6.486718897,9.889641277,6.393300929,9.659657526,8.460968914,11.01557728,11.82274022,6.921019597,11.58147143,9.633676921,8.17611424,8.662960931,10.18025763,5.144465785,9.86432586567,BRCA
7.141139297,10.75975321,6.12875716333,9.681765982,7.788752789,10.5362572,11.63953303,7.5333153725,11.56493436,9.121838552,8.0509748775,8.36956528433,10.35054176,5.563776856,9.99534691433,BRCA
6.019930513,10.0173308,6.77246409467,8.997272028,8.020564879,10.47933595,11.94707994,7.24507937975,11.14654022,9.568545732,9.210967199,8.53886432533,10.26097865,5.857863615,10.019898556,BRCA
6.898937271,10.17798975,5.942053216,10.31245505,8.703844,10.18342483,11.36417449,7.1426864325,11.50810934,10.09936791,8.315574687,7.88948201833,10.0572611,5.959081123,9.40777784033,Control
6.918777165,10.24019539,6.17643489533,10.03037096,8.446185008,10.89238744,11.48468963,6.85324334125,11.16693525,10.068557,8.088143933,8.14837359867,10.36730038,5.863264042,10.1828814903,BRCA
5.741744206,10.10676612,6.51099236,10.04541878,8.132128405,10.67333141,12.0199261,7.14252749825,12.29242381,9.813452991,8.616738919,8.287506428,10.0757536,5.076613872,10.13424536,BRCA
5.03343539,10.65722043,6.18872641367,9.938499406,8.110550027,10.79666855,11.4243108,6.6900219055,12.34109771,9.676966886,8.0627685055,8.058169178,10.65887222,5.938762876,9.71978379333,BRCA
7.340653781,10.16944939,6.66739253233,9.905613067,8.649382947,10.27729935,11.55629063,7.1168957155,11.74803988,9.878403925,8.256272711,7.841611827,10.09500831,5.091923254,9.64927309867,Control
6.951287994,10.08514084,6.611321398,10.0362427,8.621302014,10.38624004,11.66558698,7.06909001075,12.29564706,9.64691917,8.2791500545,7.843108492,10.07481084,5.527485802,9.650336593,Control
6.995657284,10.93024227,5.532633969,10.27390663,8.809061578,10.41629907,12.19128143,7.181430757,12.02662382,10.21839405,8.2194603635,7.39871487733,10.85319669,5.089171051,10.5399980683,BRCA
6.365365018,11.10864878,5.76435993667,10.17328397,8.501002294,10.04182378,11.14770754,6.83827886,11.1794428,9.772562477,8.5355232925,7.68990650533,10.88054035,4.719884481,9.69454428667,BRCA
5.500651697,10.88769302,5.68797612733,10.45289528,9.069960645,10.80422,11.96009799,6.96568463825,12.0344036,10.26730203,8.017877396,7.66070936333,10.69578097,5.915886099,9.88162942267,BRCA
6.699715154,10.61346285,5.68737918733,10.7304916,9.096966204,10.86526952,12.44988381,7.035803178,12.06390576,10.29166028,7.852127067,7.65936062367,11.01054579,4.795210185,10.8669942003,BRCA
6.173632793,10.55979796,5.66673193633,10.58303601,9.182779884,10.72254311,11.89363345,7.03017593925,11.62609927,10.09627409,8.1431344045,7.41670072333,10.88857795,5.191218407,9.74419115733,BRCA
6.480188868,10.83660293,5.66898314867,10.49005891,9.118948289,10.84822018,12.2142175,7.213998503,11.68152186,10.30144507,7.940906763,7.35116571867,10.87439376,5.310713879,10.8745894117,BRCA
5.52701656,10.83158062,5.634660947,8.982823296,8.280493715,11.03013967,12.06768485,7.3141427765,12.60628034,8.402085935,7.9011881695,7.50833062933,11.63297943,4.916728914,9.047381277,BRCA
