ID	23533	2810	4306	5579	5578	53828	486	3845	3479	6340	6338	6337	482	3758	483	480	481	23327	3630	5582	8503	3291	3290	9351	5170	476	8660	478	477	5290	5291	5293	3667	5595	23439	6446	3643	5294	5295	8471	5296	5594	DependentVariable
Instance1	6.033979735	8.516429993	8.502516632	6.21136540967	8.688181342	4.908706346	5.76249236625	6.8286116825	7.6246849295	6.5387856235	8.41134269	11.69812525	8.881298397	5.30742946	8.1654550638	5.171511767	11.0075662667	10.36406381	5.169936271	5.313256056	6.660285205	7.247787805	9.65777508967	6.572931815	7.1007852408	11.74617161	12.08367055	6.305838886	7.573838635	6.685313404	7.339184439	8.467616885	10.10813927	11.634256725	4.840477407	13.56248158	6.361861002	6.299304767	7.0703331436	6.521683367	11.7240492	8.27215776867	Control
Instance2	6.539395847	8.608616259	8.7298886635	6.479820979	9.433471275	4.663367841	5.667460738	6.4300637355	6.947135646	6.8027091535	8.827303897	12.29328779	8.993477034	4.885295141	7.6774776296	5.404814027	11.0786587633	10.79075191	5.773212576	5.115003321	6.249592888	6.764178682	7.068728997	6.441413448	7.4312568682	11.7601478967	11.11317258	6.107327595	8.499737407	7.098719371	6.741201091	8.699078855	10.01141636	11.27623323	4.708480413	12.50386679	5.911818141	7.09127967	7.6111323212	6.213741562	12.12504541	7.85669691467	BRCA
Instance3	5.844744204	9.055378109	8.562290119	5.889051372	8.48506563	4.149610612	5.53236536425	6.720661627	5.9026635435	8.4930090675	9.540516092	12.56435203	8.935534242	5.16627500133	7.590935683	5.6687672635	11.3381346567	11.50205123	5.870864797	5.434470814	6.638439986	7.438170414	5.702404908	6.821139774	7.2445861642	12.3780996267	11.22600587	6.059188284	5.72110688	6.212526175	6.813047234	9.063247518	9.532322378	11.198356615	4.991874681	13.70909946	6.617140962	6.323194968	7.448654099	6.053334703	12.67203307	8.11094053067	BRCA
Instance4	5.341462114	9.574508914	8.304334616	6.312672729	9.211511834	5.129088497	5.29784002825	6.243898751	6.5710894325	7.7665734965	9.188663714	12.45159499	9.524248408	5.24335325567	7.1937672274	4.908661704	9.415136053	11.50205123	5.793122872	5.36790503	7.411068419	7.253991924	5.65916861833	6.701137054	6.9971733014	12.0413844233	10.31178269	6.037388399	5.460424154	5.584068992	6.506054132	8.649598507	9.129946971	11.274247985	5.229406468	11.47305897	6.187258653	6.299945779	7.6522265588	6.175580113	12.52623397	7.98209816267	Control
Instance5	6.042212717	9.045569331	8.875513709	7.50900425433	8.977409535	4.528802152	5.411301389	6.8833304115	7.739494752	8.04125952	9.868360018	11.99572839	8.886703411	5.155994888	7.6579137982	5.407338246	11.0671163433	11.42322901	5.536217098	5.333791561	6.561483187	8.083640375	6.98727481867	7.098298285	7.3395574808	12.0522698633	11.49594259	6.192791506	7.181900437	7.405441727	6.944393257	8.565760069	9.959676393	11.21839075	5.636197729	12.4670082	6.468750795	7.300126299	7.950268865	5.828587949	11.96427598	7.82991936767	BRCA
Instance6	5.759695977	8.739562185	8.929492288	6.98490046733	8.467749328	4.935944394	5.25698314425	7.019536675	7.375850429	6.124282034	7.759191003	12.07070303	8.792953849	5.414851157	8.0926699198	5.3785945915	12.1145166367	10.58546987	5.73607124	4.940884687	6.446881172	6.725540512	7.78200752633	6.286424343	7.3955993004	12.5635974	11.69149721	6.2181085	6.847624679	7.460253403	7.80732453	8.146264608	10.00182726	11.07534033	4.721662605	14.08845827	6.511519926	6.725540512	7.4183463498	6.216799806	12.02694363	8.18650002	BRCA
Instance7	5.942169184	10.03996125	7.6803078895	6.81582852467	9.024558716	4.805564985	5.3340312765	6.6232326	10.349737175	7.4153393055	8.384072613	13.39262134	8.710342497	5.210608399	7.77673562	5.4209960565	8.83242227333	10.57043948	5.705709271	5.832707292	6.282259665	8.809664544	5.747225222	6.107065996	7.3536038904	10.9018499343	9.882139059	7.481256805	5.682019293	6.662423158	5.996847001	8.302457433	8.873183485	11.151396135	4.567828407	12.96419289	6.512547399	7.476910459	8.3350079456	6.662423158	13.11366653	8.451561107	BRCA
Instance8	6.015923042	8.630450181	8.614139745	6.87117032933	8.419813926	5.293895772	5.71394497725	7.0670465565	7.733044401	7.252876527	8.158535374	12.0767489	8.934251932	4.799409701	8.060705661	5.8222575895	11.6829085233	10.42231215	5.451879748	5.495064524	6.094030827	7.310024508	8.06822202767	6.47585956	7.0445753338	11.77433084	11.73537632	6.47143593	7.766961362	6.020263967	7.162847292	8.452633655	10.47490271	11.40345044	4.908346081	13.47944813	5.826809832	6.726903149	7.757716558	6.220915761	12.07897478	8.171538624	Control
Instance9	5.978888461	8.752398314	8.5620567	6.13414385767	8.419971893	4.944637398	5.4692828215	6.5497902615	7.2965384015	7.1982094725	7.824594641	12.45678569	9.169130251	5.05611545867	7.891337482	6.229757997	11.8796742633	11.31960737	5.541182786	5.606746643	6.225020007	7.505535937	5.803413096	5.484791683	7.1591884674	12.3698481033	11.64430934	5.838328613	8.920911903	7.205282841	7.428655643	8.407417683	9.964760013	10.99057863	5.221694654	12.70249961	5.887653968	6.426437217	7.6719006758	6.095613938	12.20624983	7.91861634733	BRCA
Instance10	5.906897358	9.030143702	8.362644241	6.39658479233	8.01888328	5.250782787	5.003627072	6.1985753455	6.6155769395	7.394300988	8.892854791	12.73257984	8.786074471	4.870451569	7.6172088754	5.5306956595	11.8340178433	11.9866439	5.233822166	5.139972076	5.941347708	7.076818602	8.22060742933	7.199527884	7.3339069032	12.0528531	11.1050886	6.137304345	7.510370809	7.606018576	6.850940421	8.72987657	10.08180334	11.551814785	5.139972076	11.07513166	6.078850631	6.76752611	7.3060563712	6.088741207	12.27296951	7.74245236133	BRCA
Instance11	5.758230711	8.415309872	7.9584856155	6.39932068633	8.202296649	5.194964872	5.75134621775	6.7499434665	7.5228200195	7.1066167725	10.12558819	11.14309317	9.282845833	4.892793774	7.6843879584	5.6100631305	10.45793763	9.594493091	6.062214149	5.996621069	6.759359347	8.104338134	8.04748584467	7.247265632	6.4696508394	11.66834406	10.77336613	5.8736971	7.819701908	6.657000843	6.80536058	9.15686751	9.072521955	11.573459625	4.911345545	12.00289948	5.63256723	6.847562044	6.9076540764	6.413717301	11.73774813	8.06297051567	BRCA
Instance12	6.146498034	8.257648453	8.6787125275	6.68769140167	8.474558864	5.370958703	5.4767225275	6.5565791765	8.087964069	7.2493842955	8.909121384	12.02214941	9.088311981	5.01466723067	7.9574093308	5.584965896	11.30856091	10.56653005	5.773212576	5.507010655	6.988744679	8.304922952	7.52307281167	7.205282841	7.150559257	12.04524015	11.64562254	6.151834088	9.77172101	6.822223857	7.215390118	8.195422808	10.04292168	11.32136754	5.382071697	12.97797754	6.256732941	6.739109305	7.509195938	6.081303006	12.16093036	8.197304519	Control
Instance13	5.937527571	8.252714063	8.6689467445	6.24070564267	8.584390499	5.043313058	5.48068620525	7.0758260015	8.090572707	6.608869634	8.512346531	11.52315285	9.278752093	5.393112502	7.9878450618	5.0853848005	11.2772303167	10.57213676	5.252865266	5.499695432	7.010810952	6.785652306	8.794511906	7.883118457	7.2121520398	11.6217527633	12.0344036	6.469890553	8.778603769	6.672535396	7.548207573	8.126576876	10.43052602	11.488573795	4.849513012	13.62992806	5.840785003	6.521369295	7.3656981534	6.045328972	11.89182747	8.151507585	Control
Instance14	6.646238725	9.483967456	7.83897305	6.35314852433	7.646632733	5.272033689	5.595822893	6.6476128175	5.899641789	7.896979969	9.117487997	13.18229429	8.714658623	5.07782403367	7.0894307086	6.257402161	11.218616671	11.50810934	5.69544494	5.292792099	6.396738021	8.219678124	6.503350174	7.98905543	6.5523992454	12.4328424233	11.29880451	6.575694758	6.887498235	4.904979261	8.158055634	8.437316311	10.35004996	11.695521545	4.756504979	13.11366653	6.554362933	5.09930704	7.1534205814	6.109993193	12.03287579	8.08129530567	BRCA
Instance15	6.131451225	6.765803652	7.4394932695	6.73899581333	7.883225397	5.332807495	5.12013790425	7.0204037355	8.452876529	6.35589848	7.167872523	12.71572616	8.357740164	5.387487457	7.322166587	5.6200932275	11.3597607767	10.65837912	5.133205159	5.670168482	6.924132926	9.174302247	6.509952234	7.215390118	6.8318493608	11.9507093633	11.1371034	6.368031123	5.39352882	5.472171943	8.167858571	8.637277967	9.905109092	11.206231375	5.569484446	13.11510467	6.444605472	6.107798352	7.0222287176	5.793708154	12.93579034	7.95451796533	BRCA
Instance16	6.30204996	9.813452991	7.5975630025	6.39469361333	8.420129842	5.439300032	5.63184775375	7.1398498025	5.929829729	8.1563261705	8.613551105	12.83735302	8.891541557	5.07365194867	6.8611236482	6.2913648945	11.5555045387	11.58766984	5.247843274	5.558582385	6.641730707	7.518970032	6.91971665333	7.385088281	6.9033787788	12.04236405	10.99802289	6.09149423	6.425472417	4.944168843	7.631688412	9.107714755	10.1431986	11.49634678	5.074902758	11.65143532	6.123713395	6.07692847	6.9209080238	6.311798825	12.39411974	8.00665617633	BRCA
Instance17	6.244797292	9.411691645	7.577497592	6.135427533	7.621284726	4.818404856	5.39462846875	6.9933104255	5.5987233425	8.013958457	9.091660914	12.95454627	9.02738156	5.264602225	6.865177778	5.9229246365	11.30625711	11.72645885	5.034316149	5.391811746	6.351827612	7.592533888	6.394154058	7.765321119	6.5092008916	12.2801851067	11.5269639	5.942814302	6.053334703	5.538546893	8.19969826	8.783359349	10.02243063	11.796022585	5.077041333	12.39966386	6.253852802	5.439300032	6.8965544166	5.825665599	12.3239471	7.86577453733	BRCA
Instance18	5.921609641	8.853856214	7.7241860275	6.82794277033	7.779918143	5.338790969	5.68218173225	6.9654454415	7.409838005	7.435959656	7.92517035	12.15610687	9.151613494	5.24755366933	7.0036304332	5.6212629585	10.474957662	11.29613059	5.636777762	5.446761787	6.63862099	8.729128822	7.705209556	6.418785008	6.667640262	12.2207445933	11.09109172	6.442492064	6.907675223	5.070616072	7.6455704	8.641727659	10.25917864	11.46459896	5.109581261	11.74226323	6.269038407	6.101508918	6.895239566	6.011233546	12.48900128	8.01917131267	BRCA
Instance19	6.431794783	9.462104032	7.299170952	6.69079792733	7.098719371	5.452374073	5.60282398025	6.6035671485	6.4844522785	6.821079874	8.964023935	12.69883927	8.902843217	5.475885483	7.003788491	5.523099184	10.95210528	11.15072326	5.780317481	5.836562468	6.452698896	8.559856117	6.22160426733	8.549747253	6.6051129444	12.3922982933	11.26511118	6.088635217	6.204870044	5.353156751	8.275287778	8.719338441	10.57522277	11.5411915	4.674989884	11.22708057	6.351695128	5.379907907	7.0040046146	6.185079214	12.05711016	7.890844983	BRCA
Instance20	6.345277161	9.131690517	8.2390050335	6.127634878	7.791197286	4.953976689	5.2951767505	7.564460333	6.797392804	6.7205060485	8.82140818	11.48384111	9.845502253	5.26226887433	6.7185464612	5.4083628385	9.95170859933	10.24499439	5.123512303	5.91922759	6.352798794	8.320689015	7.87564522033	7.498233163	6.5489813434	11.3822101803	11.38620755	7.527987381	6.918031734	5.027033758	7.498233163	8.95253824	7.724140554	12.52079595	5.20184089	11.99760301	7.093499766	5.039808741	7.4112322548	6.46344723	12.34859823	8.742530249	BRCA
