@relation thedata

@attribute 1387 real
@attribute 1676 real
@attribute 1677 real
@attribute 3001 real
@attribute 3002 real
@attribute 3148 real
@attribute 328 real
@attribute 4830 real
@attribute 5551 real
@attribute 6418 real
@attribute 8125 real
@attribute DependentVariable {BRCA,Control}

@data
9.174412855,9.322972846,6.6317994995,7.099981891,7.102871006,9.0351182975,11.860247565,8.353270084,7.168850407,10.55515256,6.335306046,Control
9.719195242,9.80430441433,7.037503494,8.1655868,6.93387098,9.1066929095,12.13245253,8.50448489433,7.806889715,10.86989475,6.110515282,BRCA
9.441990946,9.66722047133,7.119152491,8.27391344,5.829159022,8.859386671,12.74342873,8.88242373233,7.415237106,10.97724076,6.223234887,BRCA
9.0089772035,9.39768029933,6.902136378,8.94638079,6.431711224,8.741707136,11.92434597,8.61081870833,7.699192644,11.05451294,6.090118375,Control
9.6688997565,9.67330697167,6.377025189,8.474406762,6.758893179,9.5669557045,12.50752481,8.33329569267,7.469827229,10.87936138,6.499092958,BRCA
9.509274839,8.89733260433,6.7462971645,6.709432378,6.172733142,8.6088311485,12.382249835,7.975737601,7.152236984,10.94530503,6.493499734,BRCA
9.006275549,9.97309623267,6.2881816415,8.809238474,6.853313064,8.3882031655,11.40704581,8.83704525933,7.574141491,10.31149038,6.413421135,BRCA
8.7304792815,9.03718650233,6.5533661775,7.561385569,6.796724685,9.104307679,12.41858501,8.59221350267,6.635867278,11.00576508,6.246413431,Control
9.1075112315,9.358422347,6.632880865,7.685311433,6.011904408,9.492504191,12.6923268,9.27878913267,6.731764076,11.51840741,6.048874401,BRCA
9.532397347,9.70737187733,6.6695634235,7.811938374,7.254464427,9.2463003975,11.846433465,8.690064676,7.678267594,10.84878354,6.501961052,BRCA
8.6873024975,8.76886181,6.934380171,8.36741598,6.887163104,9.038525254,12.105698375,8.63693291733,7.593430574,10.89735788,6.869597313,BRCA
9.023964326,8.949474907,6.92664681,8.714152018,7.184357478,9.0834085895,12.395305145,8.62571003167,7.310797082,11.08223906,6.180213143,Control
8.87704806,8.91830832267,6.6713305865,8.214915415,8.137709878,9.1143142885,12.213905875,8.52918561433,7.902708426,10.89144978,6.368293097,Control
8.924929238,8.54817031567,7.0811017145,8.663897058,6.439544705,7.8932214945,12.719666735,8.61225283567,7.698810782,10.99477083,6.187555595,BRCA
8.787588937,8.93271200033,7.1032022225,8.42735593,7.655961991,7.5172190125,12.55141808,7.994640099,8.417157497,10.96486087,5.191020955,BRCA
8.856661681,9.04826869333,7.20994475,7.873076663,6.506966537,8.0347286375,12.637835405,8.33907055933,7.473910928,11.18505522,6.068999232,BRCA
9.171450661,8.354139225,7.35871524,7.595651208,6.115985842,7.8274365475,12.63942952,8.19821210467,7.379705698,10.93286454,5.775848104,BRCA
8.4836949415,8.76855890367,6.720818415,8.756807417,6.309026649,8.0575255825,13.042304295,8.911264247,7.572133883,11.37479785,5.477767371,BRCA
8.813489955,7.991196569,7.03899017,8.25556107,6.935197837,7.9449890185,13.112886025,8.38161539267,7.538152306,11.30449979,6.132068463,BRCA
8.456160299,9.373615846,6.8742708525,8.657381985,5.886130184,7.9516043425,12.23663773,7.330004732,7.360322846,11.08301405,6.018707189,BRCA
