@relation thedata

@attribute 10841 real
@attribute 114049 real
@attribute 131669 real
@attribute 131965 real
@attribute 144193 real
@attribute 1644 real
@attribute 217 real
@attribute 218 real
@attribute 219 real
@attribute 220 real
@attribute 221 real
@attribute 222 real
@attribute 223 real
@attribute 224 real
@attribute 26 real
@attribute 3034 real
@attribute 3067 real
@attribute 3176 real
@attribute 4128 real
@attribute 4129 real
@attribute 443 real
@attribute 501 real
@attribute 51409 real
@attribute 51451 real
@attribute 55798 real
@attribute 57571 real
@attribute 60487 real
@attribute 84735 real
@attribute 91703 real
@attribute 9836 real
@attribute DependentVariable {BRCA,Control}

@data
5.625152991,11.19611661,4.726575091,6.719050355,6.438380709,6.023427942,13.0288437,6.49377991,6.4032298225,10.673781165,6.55532521,7.21985370467,13.90556143,10.485252783,5.748871259,4.680723066,8.306085763,8.6334599522,13.1577646,9.957331028,8.215073211,11.42353215,7.197317764,10.5796827407,6.227573227,6.438380709,6.573667935,5.451055498,5.158974417,8.982338457,Control
5.455973507,11.44285036,5.013251478,6.13986403,6.026363672,5.887288406,11.95442182,8.012835586,6.056583232,11.969121125,6.70539325,8.221370482,13.59555882,10.019264947,5.679488016,5.038091803,8.595435709,8.0571963828,11.8442763,9.304694199,7.109650796,11.38356241,7.186191325,10.5266681937,5.563242994,6.715554084,6.464072009,5.254944744,5.229406468,9.153799716,BRCA
5.5692021635,11.58622772,5.539167536,6.592573364,6.209848712,5.312711681,10.45871961,7.897121091,6.112002883,11.543692005,5.9520009225,7.99531562067,13.83149977,9.46395718933,5.550755441,5.209603883,6.878146348,8.3182362636,10.08093113,9.175325691,5.911578492,12.194507085,7.290620516,10.9718597133,6.127019947,6.452987109,6.52422143533,5.598879718,5.595452376,9.180823621,BRCA
5.11823176,11.55530105,5.62000808,5.317603678,6.424087011,5.357737827,11.12925744,8.355550554,6.548599416,10.9735793315,6.112273416,7.63547782267,14.26291555,9.60250727633,5.427950757,5.008588866,6.678674516,7.9722043002,12.02630394,9.215327395,6.16330311,12.319046675,8.590101509,10.2040658717,5.888141239,6.369340517,5.44103952933,5.494744603,5.739855695,8.953848047,Control
5.1466780905,11.37789661,5.358792935,6.853188286,6.56544914,5.297935366,11.84647188,7.237929634,6.81576014,12.419934235,6.522064276,7.319924328,13.57945564,9.31012465333,5.905694616,5.292242545,6.303968491,8.4091566016,11.21616247,9.091145182,6.499092958,11.80913255,6.877072814,10.9122309733,5.998653184,6.038815446,6.39639815133,5.44461013,5.607338636,8.877100909,BRCA
5.796046077,10.86877648,5.577437325,6.288317607,6.374174967,6.143337929,12.28941816,7.322516605,7.224949571,13.47778484,6.7644955215,8.604694593,13.83559602,10.2091594633,5.520745364,5.2442664585,7.9096848,8.0341587398,12.05151325,9.616108215,6.914268889,11.679923925,6.650696805,10.672486616,5.749206573,6.035630095,6.37526883967,5.206341637,5.37052286,9.655696684,BRCA
5.4008533845,11.40689869,5.895672973,5.917199751,6.565220631,4.720021333,9.234794159,6.944393257,6.265901599,10.5644352525,6.24958932,8.44327070033,13.96600025,8.441678221,5.907137786,5.412642313,6.662423158,7.946170117,11.45071911,8.706030693,5.219373048,12.374971035,7.516785639,9.90799548167,6.408886435,6.146803484,5.66010887967,5.507803557,5.587223392,8.892012333,BRCA
5.7752617745,11.17829777,5.028139516,5.982771878,5.719191142,5.665912346,11.61805062,7.126784799,6.2403037255,11.82649119,5.893283963,7.26190433267,13.93264756,9.756458509,5.585722157,5.0505685885,7.981112176,8.6422924082,11.60131362,9.515168153,7.953456048,11.9777839,6.434841384,10.9129774567,5.447753778,6.222848625,6.48569998767,4.96879493,5.770704357,9.14242692,Control
5.4754849895,11.56729791,5.534039223,6.906112307,6.838009842,5.620154746,10.9270559,6.989255759,6.926570309,11.30983503,6.10688938,8.58381873133,14.24390588,9.25164354567,5.89761028,5.112026571,6.353328254,8.407817842,10.5650833,9.690059592,6.061674282,12.239160505,7.026581882,11.0330845333,5.66505961,6.469646395,6.31314579867,4.968334156,5.784053233,8.961291326,BRCA
5.314448826,11.64562254,6.049636893,5.380427513,6.95239509,5.154627002,12.50386679,7.191037308,6.43527559,10.2589970025,5.850080124,9.57564639733,13.83559602,10.3875623913,5.546594509,5.0511472,7.130779359,8.517027918,12.30758799,9.835174498,6.875107712,11.5195314,7.541757054,10.6012190927,5.659004925,6.390302791,6.31534737,5.255511354,5.871604195,8.69237238,BRCA
5.5506613695,11.83723775,4.979352307,6.117908631,6.365190019,5.47558044,12.8865864,7.408968939,6.611018322,11.329687575,6.2640646265,7.82566560567,13.65917147,10.128269179,5.870741528,5.509763744,8.569856676,8.3454846216,11.8471671,9.678182465,7.519284627,11.25552666,7.31134218,11.1071038767,5.567128046,6.353945711,5.8669008,5.331106163,6.036729286,8.75759096,BRCA
5.3553248065,11.25975373,5.644441264,6.252765353,6.122989075,7.864930713,11.97837451,6.901292687,6.7433195595,11.82766261,6.325598804,10.654760924,13.95556321,9.58347497767,5.084076226,5.3004364845,8.183860048,8.7347732208,12.07353083,9.684643931,7.223738985,11.91318746,7.140679296,10.644686078,5.559806297,6.031555788,6.55725865633,5.053123557,5.251351034,8.904725775,Control
5.2783370495,11.10487081,5.558735431,5.696558124,6.499212576,5.301049141,12.97619003,7.493217251,6.7407980685,11.776292095,6.6684637565,7.723910518,14.15265365,10.3245622923,5.419042668,5.205075665,7.915627146,8.6245576522,13.074006,9.650594552,8.139527211,11.16129661,6.901926181,10.507849795,5.303243061,6.429202197,6.38474601533,5.6098519,5.388974098,9.043848309,Control
5.9918049805,11.38801744,5.305068782,5.38008113,6.980656926,5.511287161,10.97440404,8.381198053,5.9521494595,11.72177862,6.097793866,10.775074747,13.29757193,9.80908143033,5.349976695,4.784241507,10.15541314,7.9859352784,12.32769025,8.330638085,7.45561722,11.56956062,8.253104235,10.6418369783,4.657950015,6.601997758,6.23042722367,5.309259193,6.715691352,9.428140886,BRCA
5.655148929,11.12745936,5.837193482,5.403021612,6.42089131,5.287261033,11.44340995,6.089535888,5.5304508875,11.66778647,6.2382323125,9.45464799067,14.08516788,9.764585554,5.65306808,5.0854606135,8.138106815,8.0737045894,11.71890753,7.922467146,7.755690654,12.000347935,7.810348506,10.5864137943,5.71411584,6.26987998,6.81504458733,5.493384144,6.26987998,9.16185061,BRCA
5.921087355,11.67233485,5.628490196,5.083863551,7.436838787,8.906275159,11.22221848,7.522544507,5.5671182975,11.175740485,6.595907434,10.230830949,13.68697704,9.70899110833,5.127644885,5.3074489585,9.252807995,8.1732804582,11.58069917,8.546181736,6.640176686,12.03718381,7.870212311,10.7755573443,5.127644885,6.579282463,6.74725775167,5.539477758,7.038867218,9.271638758,BRCA
6.2703859665,11.57831621,5.582263377,5.401059761,7.453231788,5.629437678,11.05105615,8.064569153,5.6450569395,11.546869285,6.6272888075,9.43820420067,13.591191,9.685554668,5.538546893,4.8952793095,10.15284924,8.208706443,11.77058762,7.790480663,7.324115556,11.810188385,8.121431366,10.7446148627,5.48205062,6.79103628,6.65149195367,5.586773185,6.121435737,9.413501595,BRCA
5.536748272,11.31670595,5.36458228,5.268482349,6.977512124,5.69836522,11.73537632,7.010447332,5.6243045,10.636796265,6.473916165,9.765289825,14.11502538,9.57290826833,5.568952692,5.061957322,8.818599053,8.5207521014,12.07463999,7.790350329,7.913085561,12.54199003,7.88166634,10.9506130453,5.051166787,6.685068064,6.53891902367,5.823119603,6.344212118,9.615409457,BRCA
5.7768491035,11.25229009,6.289378595,5.115835678,6.621286787,5.567584424,10.84509426,7.385001972,5.4255808035,10.763373605,6.335985751,9.31578716567,13.27502674,9.49687799433,5.833276737,5.2620411835,9.243632862,8.4709575192,11.89968368,7.875812501,6.920237092,12.12512938,8.03280494,10.912579542,4.791177625,6.977397638,6.33537840433,5.495704155,6.218980304,9.482556459,BRCA
6.0178299005,11.35574491,5.54782863,5.781235931,6.528966337,5.687628504,9.486151779,9.445243095,5.8563706055,11.1898475635,6.594969646,8.094740531,11.35147224,9.71543501233,5.345725686,4.984442944,10.56268869,6.5688617934,11.75371412,8.978661219,7.376236382,10.3607049955,6.848156962,10.7980830853,5.244707519,6.295957723,6.64225574467,5.636777762,4.953976689,9.982822895,BRCA
