@relation thedata

@attribute 10219 real
@attribute 10225 real
@attribute 10288 real
@attribute 10666 real
@attribute 10859 real
@attribute 10870 real
@attribute 10990 real
@attribute 11006 real
@attribute 11024 real
@attribute 11025 real
@attribute 11126 real
@attribute 120425 real
@attribute 131450 real
@attribute 135250 real
@attribute 1525 real
@attribute 2213 real
@attribute 2214 real
@attribute 22914 real
@attribute 3105 real
@attribute 3106 real
@attribute 3107 real
@attribute 3133 real
@attribute 3134 real
@attribute 3135 real
@attribute 3383 real
@attribute 3384 real
@attribute 3385 real
@attribute 3386 real
@attribute 3676 real
@attribute 3683 real
@attribute 3688 real
@attribute 3689 real
@attribute 3695 real
@attribute 3802 real
@attribute 3803 real
@attribute 3804 real
@attribute 3805 real
@attribute 3806 real
@attribute 3811 real
@attribute 3812 real
@attribute 3821 real
@attribute 3824 real
@attribute 4276 real
@attribute 4277 real
@attribute 4345 real
@attribute 56253 real
@attribute 567 real
@attribute 5817 real
@attribute 5819 real
@attribute 6402 real
@attribute 644076 real
@attribute 718 real
@attribute 7305 real
@attribute 7412 real
@attribute 79465 real
@attribute 80329 real
@attribute 8174 real
@attribute 8519 real
@attribute 915 real
@attribute 916 real
@attribute 917 real
@attribute 919 real
@attribute 925 real
@attribute 926 real
@attribute 930 real
@attribute 947 real
@attribute 958 real
@attribute 959 real
@attribute 975 real
@attribute 999 real
@attribute DependentVariable {BRCA,Control}

@data
6.2727240085,7.518715196,6.079540698,5.323380202,8.9828136075,9.0093056285,8.0675517905,6.281733445,5.261729425,11.056545451,5.616777635,8.479821812,5.4767414025,5.399077493,9.958574872,6.512039405,5.498515035,6.411176756,13.37563667,13.44200721,7.1758807525,11.15733448,10.594465176,7.607850191,5.250214317,11.92850738,10.39216207,5.87989860567,6.297013109,6.893001507,9.30169669467,11.423270155,7.631852081,4.876285177,4.762364039,5.400707876,5.2231733505,5.37319961,5.217703163,5.105815554,5.37543435033,5.96992678833,8.597476354,7.561385569,7.318504782,5.401742447,13.51420146,7.92292794,8.70463678933,5.913614242,4.5330779745,9.984080577,11.29220962,8.07772679633,5.963711807,5.751685476,4.986744626,12.89271362,7.280935014,6.11956952,6.720624337,8.7285712195,7.537645287,5.546288211,5.792862671,8.4941886004,7.8256296225,5.703219255,15.05985438,12.00989343,Control
5.837699983,7.957488644,6.1529327755,5.769779175,9.426780971,9.5031226315,8.2393361595,5.9984922675,5.214524337,11.4102469255,5.580530872,10.07020855,5.8459824625,5.6752581275,11.10149663,6.218007435,5.5359696935,6.579885831,13.47671849,13.43914135,7.231893633,11.8267889,10.634747645,7.383490734,5.652207716,11.29187879,10.1525514,5.519286362,6.043635001,7.712339773,8.828078384,11.4456095,9.113248027,5.44742319,5.563242994,5.2507893285,5.6439694775,5.298993792,5.491801852,5.862210374,5.72824164867,6.36255600467,7.8788803,8.243782269,6.831320953,5.272407006,13.40255741,8.212157254,8.396903982,5.61353994,5.1647429885,8.261532137,11.09923621,7.24691632933,5.862210374,6.278129404,5.104604996,12.77284039,8.193154688,6.912593359,7.355551793,9.701700705,8.71426511433,5.33270027975,5.874189107,8.4659296096,7.1910294905,5.355449107,14.81202536,12.20475003,BRCA
5.93538163,9.275332694,6.0241564655,6.421228033,9.7129532905,9.7701073995,6.2495575975,6.2043051465,5.312711681,10.9914119495,6.283834401,9.258943514,5.465115184,5.470897066,11.53476504,5.654806936,5.65446729,6.401780305,13.104967985,13.62353635,5.6473148935,10.78908143,10.52874487,7.409287238,5.724112195,10.67791364,10.25814822,5.54885253133,6.268430299,7.905749702,8.9042892375,11.82795379,8.540477891,5.102250005,5.69419158,5.2491503825,5.3802547315,5.2488320625,5.455063663,4.753299027,5.77444433167,6.83138215167,7.152236984,7.276429491,7.0028423335,5.329313116,13.14132294,7.808660365,8.515433634,6.092445976,5.012818747,9.077998072,11.52544754,7.63218285233,5.75422695,5.461734198,4.820426964,11.95215345,8.37636907067,7.731643389,8.04094875,10.17915014,9.41246110667,6.05847101475,5.917677146,7.6055540702,7.2054038215,6.511322251,14.58875125,12.80365393,BRCA
5.8815702365,8.264112315,5.7007649085,5.166927545,9.8622596925,9.8687050035,7.1560263045,5.867967022,5.01682082,10.9870745245,6.010394529,9.56812767,4.93533379,5.591906799,10.77384001,5.74940585733,5.8400894345,6.985560555,13.09890984,13.074006,6.083925915,10.75721104,10.303546001,7.738820392,6.125832527,11.08849694,10.59667922,5.87729975267,5.660003917,8.08212392,8.75186424133,11.954544835,8.695559886,5.30196368,5.767662245,5.6019141525,5.2753032065,5.3241148975,5.4064768605,4.419761481,5.35377255933,5.62090854,7.242795702,8.020689878,6.993411952,5.312711681,13.028609155,8.521434692,8.52603302833,4.342813605,4.896264815,7.478529234,11.0196222,7.136062181,6.63234502,5.28559757,5.4355322335,12.08630553,8.21299733433,7.627900667,7.285266093,10.0511208,8.56753031167,5.40892901975,6.299945779,7.5780887174,6.308850296,6.235732444,14.61254488,12.55838012,Control
6.1167469595,8.150074229,5.3550006135,5.133924369,9.5252391865,9.0725507515,6.959943752,6.502956314,5.796890531,10.583423818,5.863697681,8.919415413,5.4900099395,5.6867504965,12.04072818,5.98301973567,5.6339076525,6.314882854,13.79174456,13.54172225,5.467187666,11.55095369,10.8504276905,8.192380514,5.190230876,10.76306733,10.47269874,5.853970278,5.694748763,7.843106264,9.13491446,11.664734205,8.398146319,5.388026974,4.475909061,5.2930840455,5.521471367,5.0984477745,5.1815825995,5.014814152,6.119798864,6.775161038,7.730641866,6.652777317,6.742731644,5.31832701,13.555153355,7.753920581,8.52308099,6.088105148,4.5924469295,10.22558136,11.24231983,8.760944586,5.899786645,5.666480557,5.2521023505,12.37349196,8.28606754333,7.904094356,7.74183962,9.3494460205,9.03572480433,5.6253656705,6.107798352,7.7734069764,7.0635894335,6.303968491,14.89547873,12.44726543,BRCA
5.563081233,7.528101684,6.0066072935,5.252865266,9.492921015,8.8281949265,7.789093679,6.837400198,5.700170054,11.6682034305,6.143337929,8.97466634,5.8010382135,5.469785835,11.4744083,6.31612803667,5.190440571,6.33396538,13.645184875,14.1577113,7.3842858505,11.36882578,10.5095484925,7.716066843,5.923750128,11.02198648,9.156463061,5.316566209,7.092337284,6.814297663,9.489530799,13.379465115,8.129439032,5.294814856,5.234397132,5.513492359,5.66181178,5.038666379,5.1124993615,5.066316611,5.66379604433,5.799137904,7.914237304,6.381893849,7.498899439,5.36773034,13.60911878,7.921396347,9.44234958633,5.964982644,5.143664049,10.27605783,11.07544591,7.97951833233,5.617292053,5.062436111,5.569441994,10.90995328,6.930751522,6.389657687,6.529942434,8.381411497,8.38905717467,5.40351558975,4.980495207,8.171140973,7.223262653,5.453691444,15.11026186,13.02343475,BRCA
6.486022364,8.030294418,5.940036413,4.927198693,9.9479149185,10.51051471,6.612498674,6.1410953865,5.438302209,11.680149,5.981059894,8.893893904,6.380674947,5.735958068,10.24783886,5.49544892467,5.6035564115,6.685313404,12.91617066,12.24154982,6.46426733,10.42231215,9.4125106255,7.509777231,5.229406468,10.29212924,10.16869754,5.50069191767,6.042759915,7.851001152,9.251714595,11.636086735,8.067946709,5.68566776,4.993460669,5.820154609,5.266934346,5.2444932005,5.6289244705,4.642441245,5.330602361,6.01328123033,6.500567552,8.078179001,7.12939698,4.817637677,12.305927545,8.655048663,8.56421940767,5.754494213,4.7658164245,5.442621133,10.62899024,8.35458352167,5.942169184,6.143337929,5.32493768,12.53830178,8.51372939333,7.380766509,7.791799626,9.811707063,8.47821215267,5.13661079325,7.278707598,8.1590296472,6.3213830765,5.665201768,15.01411749,11.40859261,BRCA
6.278674866,7.578223341,5.9949255555,6.004058206,9.378084094,9.173072553,8.402390667,6.5950417355,5.72261032,10.880379219,5.596496342,9.157947591,5.816496673,6.0751093415,10.06266044,7.22104467367,5.677099914,6.288825133,13.284951405,12.95796723,6.750056149,11.15889068,10.2140968565,7.405718266,4.759970032,11.29699664,10.49469589,6.15636291833,6.51601958,6.876858011,9.23773095817,11.69409393,7.600435399,5.651777341,4.85101346,5.179028919,5.3099054495,5.3561597495,5.262437535,5.202820508,5.70745843767,6.34071337867,8.116657323,7.539955806,7.2740734715,5.372961888,13.75047901,7.181254459,8.80281133533,6.613204258,5.1480291535,10.32139858,11.58443655,8.34799793867,5.748602952,5.734852697,4.9385273865,12.9236618,7.87859624933,6.876858011,6.566324756,9.1744218995,8.39202788833,5.53000073225,6.080130651,8.5771788432,7.3111102725,6.597423627,15.01411749,12.40979539,Control
5.7699952025,7.4176275455,5.579266946,5.183299167,9.4103163935,8.086044947,6.3430392485,6.270786646,5.132999605,10.111906483,5.943341911,7.67246269,5.3061652405,5.860189197,11.24231983,5.95571488033,5.8288154675,6.226224919,14.251632585,13.95556321,7.621467235,11.03869289,11.184447875,8.100269585,5.659076304,11.04153957,9.844219734,5.78607810533,6.379383241,6.901292687,9.05065703483,11.5577866,7.713285334,5.071045314,5.56072355,5.696917844,5.3505953925,5.58123709,5.2084046705,5.596496342,5.60754270533,5.86274332267,8.081245244,6.981570492,7.077236434,4.820703945,13.530944225,7.696795653,9.02423309467,5.991301456,5.304092959,9.687682355,11.09196277,8.260992009,5.967059784,4.775197233,5.630264262,11.73219511,7.83390275633,6.663348622,6.735255184,8.5153541335,8.28138870167,5.65565885325,6.158463896,7.8965994638,7.191795379,5.849756153,14.95604237,12.47414328,BRCA
5.9331775935,8.3099046015,5.9452576155,5.396956849,9.3865031595,9.424722409,7.578916123,6.071158792,5.714253246,11.0911888265,5.741744206,8.743051332,5.7117579645,5.607157479,10.6279946,5.913804198,5.269484953,6.787775665,13.036925645,13.03258307,6.198324399,11.09785784,10.267808214,7.731830036,5.391983545,10.83822324,10.64647346,5.72922551133,5.729220505,7.699539704,9.06946628383,10.97266949,7.721237853,5.516811979,4.816102093,4.992629308,5.514918896,5.694431513,5.1670416625,4.726575091,5.455886904,5.75930689933,7.785421611,7.754388358,6.94394967,5.450890591,13.272265755,8.239671468,8.801573127,5.578947201,5.1623044405,7.986440979,10.67589996,7.44841126567,5.790974804,6.083910741,5.3261257955,12.07828769,8.282150397,7.296207587,7.591674041,11.141348535,7.983374867,5.500899641,5.838328613,7.6691857416,7.028214693,6.052030675,14.72963536,12.68293541,BRCA
5.919414234,8.4279486905,6.301957315,6.003833401,9.4398689855,10.1685694265,8.3801401885,6.389500249,5.862210374,11.3245241625,6.479703985,9.924167126,5.4756055315,5.1791997015,9.005344631,6.990745361,5.991302987,6.512547399,13.99568036,13.6548665,5.754910936,11.53735445,11.205721865,8.703506626,6.278129404,11.07090266,11.01654387,5.78684239733,5.442289366,8.083640375,8.5429645305,11.530394835,9.243210363,4.901363214,5.048989481,5.6689936925,5.3856526675,5.622121363,5.0801625,4.905942012,5.95625324033,5.850522825,8.190863129,7.267397975,6.8333774005,5.108117987,13.518945185,7.991537612,8.98552143,6.52642539,5.054414175,10.13161943,11.8267889,8.36555046,6.051269448,5.678361577,5.191865672,12.10275253,8.51785897267,7.570768631,6.995713808,9.612806537,8.52618567367,5.80278982125,6.434716308,8.1264096644,7.398515374,6.586994086,15.04650697,11.4210814,BRCA
6.562485251,7.3061568935,6.100922587,5.287445744,9.734440141,8.849002155,7.6177909695,6.511513402,5.229790979,11.1048476815,6.255600457,8.818774784,5.465165472,5.6726414605,10.53098201,6.644969464,5.2742827075,6.249355857,13.610250215,13.39262134,6.535043833,11.44807772,10.73582642,7.538152306,5.65306808,11.01586123,10.11112299,5.75813290367,6.711395528,7.288638004,9.18007328783,12.19832114,8.324226826,5.501129593,5.316518,5.5922223395,5.7773513165,5.1617969435,5.212942056,5.84925574,5.41840068,5.852559769,8.381198053,7.513216592,7.113594829,4.921497326,13.557786165,7.399686212,8.54304418667,7.049797169,4.64098277,10.28695653,11.53735445,8.73512390433,5.751417692,5.638371651,5.600274296,12.74633592,7.581881758,6.88402128,6.472573571,9.0080471655,8.07552379967,5.49613054325,6.610733738,8.453911282,7.2307473315,5.575699011,14.77756767,12.1857598,Control
6.2318218145,7.489944344,5.9839408575,5.540950401,9.2056581705,8.9421300595,8.1354807515,6.200993331,5.386734438,10.971794804,5.212774804,8.323416374,5.396673311,5.315493258,9.9831294,6.57234976067,5.7697544585,6.197910224,13.593208165,13.283571,6.6861140425,11.66558698,10.74351715,7.447581521,6.003552345,11.4744083,10.16321288,5.391525266,5.692100223,6.995431166,9.52376826383,11.42839688,7.402801304,5.391811746,5.51854399,5.431682766,5.583061692,5.106020379,5.221884638,5.209464331,5.59876575633,5.88925383067,8.67912917,7.141854563,7.6051727105,5.164817697,13.670150835,7.978740664,8.72241935167,6.335440044,4.7854901795,9.936741399,11.27819405,8.26673643233,6.073504957,5.109999067,4.8571803435,12.74542124,7.36965209267,6.499212576,6.042212717,9.0364114565,7.848454135,5.296929424,5.802588255,8.603245084,7.3267732685,5.411605257,15.13382676,11.91354778,Control
