ID	3725	842	5894	332	10297	387	51176	2956	572	5601	5602	5880	673	5881	4292	581	5604	207	208	836	10000	8312	8313	5595	4088	4089	6932	5879	4609	6934	4087	5594	23533	5599	26060	2932	3845	1499	7042	7040	369	7048	7046	7043	595	8503	596	83439	4436	324	5900	7157	4437	5290	5291	54205	5293	2353	5294	5295	1630	5296	DependentVariable
Instance1	14.72492149	7.924560768	10.11570732	5.678018658	5.492342928	12.37603319	7.5908954075	10.60821349	7.546352606	7.621649748	6.7523535558	9.146785748	6.513534664	8.243782269	8.475592726	7.63009585267	10.49127719	9.746089281	7.466690585	7.931813168	6.02664600925	7.9896357	10.43185304	11.634256725	10.68629503	11.0532575	5.303029586	8.85850435833	11.83974258	9.499816557	6.170533443	8.27215776867	6.033979735	5.939777752	7.191826946	10.00381342	6.8286116825	6.94578590514	6.78103548	5.682300273	10.17550624	11.1277065827	6.451380618	9.289875449	13.0689563	6.660285205	8.4944607845	9.014572276	4.8903302385	4.172021977	9.6517073415	8.333402628	12.025269328	6.685313404	7.339184439	8.464342681	8.467616885	14.72004222	6.299304767	7.0703331436	5.68566776	11.7240492	Control
Instance2	14.11502538	7.7506065195	10.34726733	4.844195356	5.349976695	12.57624761	7.9480842695	10.62017425	7.48196166867	7.563421716	6.347242776	9.807552605	5.99820185	8.678284212	8.917537021	7.28221449733	9.559434991	9.68028616833	6.43012268	8.1988449165	5.94776533325	8.095297936	10.36063893	11.27623323	10.45921159	10.8409276	5.5473183655	9.23532012167	10.569760214	10.1669919	6.372627633	7.85669691467	6.539395847	5.0886580415	7.461461285	10.79867858	6.4300637355	6.96887473943	6.166218956	5.101199635	10.06599536	10.8486273113	6.425850025	9.578863787	12.87039849	6.249592888	7.97569312475	9.552203712	5.161419364	5.814301269	9.5949501985	8.508984299	12.088200086	7.098719371	6.741201091	8.779925425	8.699078855	13.75148289	7.09127967	7.6111323212	5.779267108	12.12504541	BRCA
Instance3	14.41297137	8.1061247785	10.45388564	5.382572296	5.773740066	12.07257321	8.5167067915	11.18554156	7.496409352	7.8060539105	5.84197348	10.53833958	6.84843868	9.330839099	8.780622706	7.63291516533	9.65317699	9.69256516467	6.416760061	8.03923302	5.52044016575	8.60625187	9.981439248	11.198356615	10.2807653	11.02832761	5.2594447425	9.280236709	11.54593261	9.596027176	6.60179747	8.11094053067	5.844744204	5.6701097255	7.766298862	10.42204403	6.720661627	7.126093946	5.995434345	5.014814152	10.30533535	10.3325384797	6.18913825	9.330514214	13.5121695	6.638439986	7.84053328475	9.290572499	5.793960614	5.788040457	9.3783225215	9.660905593	12.074863134	6.212526175	6.813047234	8.42928237	9.063247518	14.33042537	6.323194968	7.448654099	5.297018269	12.67203307	BRCA
Instance4	14.08054111	7.389583129	10.09500831	6.6617383855	6.327333135	12.17972416	8.468887702	11.45733998	7.166098701	6.9189611885	6.4393043462	10.65628209	6.723630657	9.868360018	8.912141698	7.33493823133	9.580847928	9.98949733167	5.863140121	8.049352819	5.58777326775	8.148918672	10.32215382	11.274247985	10.1682337	10.65863127	5.361841212	9.422761191	10.2570662725	10.09834176	6.7426452755	7.98209816267	5.341462114	5.7758281875	7.611026873	11.11828268	6.243898751	6.25068708814	5.797150007	4.808914358	10.35265071	9.576518828	5.673352364	10.06419075	13.61588998	7.411068419	7.5957045875	9.512108899	5.3213334975	5.072117861	9.3120333535	8.338826757	12.0356730075	5.584068992	6.506054132	8.584211958	8.649598507	12.01436934	6.299945779	7.6522265588	6.239937982	12.52623397	Control
Instance5	13.43392773	7.637528126	10.22872886	5.536270395	5.84386532	12.74633592	6.8894093365	11.07296681	7.33013335533	8.1880407455	6.3743216144	10.3594479	6.818713579	8.752532121	9.230429477	6.91556020333	9.966174165	9.506100771	6.860966288	8.040914571	5.87271996825	8.3176887345	9.681155435	11.21839075	9.769929197	11.06244102	5.7593689035	9.29741101033	11.50644256	10.14243933	6.7719424625	7.82991936767	6.042212717	5.704258658	7.861522945	10.40311354	6.8833304115	7.18244667671	6.737352562	4.828848945	10.14697308	10.893048167	6.53056679	9.272076349	13.04549694	6.561483187	7.8450723755	9.488543691	5.224654037	5.687908393	9.6541939785	9.701150974	12.602137775	7.405441727	6.944393257	8.435838088	8.565760069	12.40857396	7.300126299	7.950268865	5.461734198	11.96427598	BRCA
Instance6	13.80946823	8.5459358775	10.624983	5.35053385	5.37052286	13.08540943	8.097828749	10.97395222	6.96976629	8.3174977465	6.511764621	10.47450477	6.520033725	7.941137313	9.274011827	6.71227636133	10.23164154	9.688092646	7.477052175	8.276164252	6.0241266485	8.878606654	9.288341906	11.07534033	10.22471354	11.60575973	5.46848766233	9.14697742367	12.17961768	8.429543916	6.996606232	8.18650002	5.759695977	6.517858181	7.523309315	9.953578497	7.019536675	7.271366378	7.238598499	5.321216715	10.77106872	11.242027743	6.537921615	9.540317507	13.37610779	6.446881172	7.89616385625	8.234483507	5.792966208	5.770572224	10.930540346	8.868576523	12.086391329	7.460253403	7.80732453	9.008765532	8.146264608	13.96600025	6.725540512	7.4183463498	5.409400483	12.02694363	BRCA
Instance7	13.91249272	6.9179834015	9.961088297	6.260970353	6.579810423	12.27941189	8.8341510175	11.21226855	6.54175895867	6.747341416	5.495877927	10.71717755	6.949071249	9.25803663	8.656300723	7.38616007233	8.977681421	10.0480993307	6.742953157	8.3070644095	5.88751933675	8.0529570665	10.53694681	11.151396135	10.43082915	10.12003731	5.8858777265	9.62804284167	10.2032142635	11.59635064	6.786368352	8.451561107	5.942169184	5.6011167705	8.19761126	12.02630394	6.6232326	6.587592285	6.518854253	4.73770262	10.66411416	10.2865973123	7.387675143	11.79415195	13.46367638	6.282259665	7.264331835	9.001071145	5.5482477715	5.801553978	9.7207434685	8.315445233	12.0889553545	6.662423158	5.996847001	6.998198677	8.302457433	10.44201071	7.476910459	8.3350079456	5.689866096	13.11366653	BRCA
Instance8	13.96294256	8.3320404855	10.12277013	5.315033534	5.281894103	11.89259415	8.155621054	10.87636943	7.84441516067	7.762308173	6.3190254744	10.03012262	6.880413479	8.339650867	8.942852506	7.43240197667	10.00443156	9.436876068	6.689303092	8.3666695385	5.55851851825	7.9479377265	10.6073352	11.40345044	10.42491714	10.90767581	5.48916194417	8.82865486733	11.820520445	9.218358063	6.47982421	8.171538624	6.015923042	5.401013329	7.801516189	9.584981814	7.0670465565	7.12159637657	7.822174254	5.167931151	10.26119615	10.851322655	6.018039483	10.56613044	12.73729283	6.094030827	8.05261194825	8.191603516	5.2588618955	6.180461809	9.2094695665	8.92056956	11.710081478	6.020263967	7.162847292	8.819732939	8.452633655	14.08516788	6.726903149	7.757716558	5.380600673	12.07897478	Control
Instance9	14.44356588	7.7930385845	9.9831294	6.149706324	5.034426206	12.60350703	7.9414165605	11.14476675	7.80894971567	8.3694050275	6.1710283688	10.26043183	6.894518054	8.940035402	9.436597623	7.18054352333	9.452231522	9.58057105933	6.500527718	8.288078818	5.650041658	8.183861137	10.1138532	10.99057863	10.30035288	11.18856429	5.40220329333	9.29235500067	12.140966635	9.080831598	6.895004248	7.91861634733	5.978888461	5.8779809975	7.59784981	9.460251675	6.5497902615	7.27824373014	6.303694572	5.46083367	10.30631839	10.487156052	6.385953509	9.938499406	13.81715158	6.225020007	7.87109163775	9.202332696	5.460696118	5.838328613	9.550898016	9.680166591	11.9234652495	7.205282841	7.428655643	8.738583034	8.407417683	14.82357723	6.426437217	7.6719006758	5.341462114	12.20624983	BRCA
Instance10	13.15952927	7.6247556515	10.28660429	5.471861677	5.582714993	12.28213433	7.841531879	10.71074211	7.79374473733	7.524249938	6.6645194764	9.886672502	6.877072814	8.620294181	8.95170808	7.481413311	9.69476318	9.75364579767	6.827314517	7.806017873	5.56331123875	8.1695430465	9.615184128	11.551814785	10.53162541	10.84298691	5.292395849	9.23513699733	9.975804059	9.445998278	6.7272770485	7.74245236133	5.906897358	5.5839936855	7.505059499	11.10846093	6.1985753455	6.66799436186	6.274406692	5.062004299	10.44466839	10.2302503277	6.276734513	9.642061229	13.40233131	5.941347708	8.23267903825	8.92018991	5.2798671515	4.883390185	9.179039416	7.766597025	12.10801346	7.606018576	6.850940421	8.85611511	8.72987657	11.55023948	6.76752611	7.3060563712	5.450890591	12.27296951	BRCA
Instance11	14.17314893	8.198860636	10.23292486	5.282536877	5.272033689	12.64120964	7.304534698	10.77184043	8.04104994467	7.597317289	6.3734932246	10.24211452	6.461320332	8.489006101	9.210769422	7.20416888733	9.736317839	9.592833039	5.479142629	8.021098551	5.4786784915	7.921745226	10.07526224	11.573459625	10.87489706	10.75143132	5.250613486	8.92818876867	10.829470512	7.713010325	6.421738015	8.06297051567	5.758230711	5.9065229025	7.468178286	9.583290187	6.7499434665	6.27534299943	5.609704182	6.147057976	10.54691402	10.3983485903	6.183690582	10.31728008	13.46367638	6.759359347	7.66150020625	9.302171157	5.72646772	5.8736971	9.1529017865	8.06060289	12.0870711375	6.657000843	6.80536058	9.025071112	9.15686751	14.20597115	6.847562044	6.9076540764	4.987561048	11.73774813	BRCA
Instance12	13.87385551	7.692121379	10.11618835	6.176408351	5.232671547	12.30040269	8.1736588475	10.66644619	7.56627437633	8.0098633265	6.7192971842	10.19163332	6.276408844	8.120718857	9.697411184	6.94434709133	9.990983614	9.66262953467	6.97372929	8.158617651	5.7708818765	7.4731272815	10.17919413	11.32136754	10.17969799	11.09442761	5.32864704483	8.97755484267	11.023407075	9.421265976	6.454770335	8.197304519	6.146498034	5.767601547	7.433003499	9.857779317	6.5565791765	7.131665281	7.247787805	5.382071697	10.41792663	10.9433576167	6.995289824	9.979768545	12.99332148	6.988744679	7.69919135975	8.292691032	5.3818095085	5.697670451	9.5842430075	9.069960645	11.978244211	6.822223857	7.215390118	8.530173307	8.195422808	14.15265365	6.739109305	7.509195938	5.056378954	12.16093036	Control
Instance13	14.67256817	7.8122716905	10.13087976	5.3936998015	5.006310647	12.38074251	7.115647436	10.6672848	7.59129591867	7.822857961	7.4496009772	9.450943738	6.674054967	8.303485245	9.42871668	7.12759723067	10.29596436	9.935713008	7.400262798	8.264536249	5.8854976	7.895531788	9.887921655	11.488573795	10.27293332	10.65306923	5.24435827317	8.882604615	11.5313713	9.843207033	6.5529715385	8.151507585	5.937527571	6.1670985755	7.166366791	9.894916689	7.0758260015	7.29151062114	7.420152085	5.502084908	10.64948099	10.957163474	6.460910954	9.655880007	13.31043176	7.010810952	8.09596774125	8.734558167	5.127037207	5.394901009	9.648764126	8.376018051	12.05938529	6.672535396	7.548207573	8.84381204	8.126576876	14.61254488	6.521369295	7.3656981534	5.655216748	11.89182747	Control
Instance14	13.48222565	8.7262881565	10.76657469	5.4837391195	5.250403832	11.64892389	8.4425651375	9.274157466	7.66188804867	7.8440908905	6.4529665452	10.66919979	6.855868653	8.504323566	9.79703776	7.73389730333	10.01433476	10.2127518167	6.998819226	7.961727034	5.6707063705	8.398572355	9.746657544	11.695521545	10.40859541	10.79459886	5.540993142	8.867882958	9.689899517	9.094889963	6.1525984655	8.08129530567	6.646238725	5.967633391	6.723971888	9.243632862	6.6476128175	6.59111954886	7.131628387	5.115003321	10.56653005	10.7426136877	6.352798794	10.35287964	13.18898907	6.396738021	8.2876995905	8.912530956	5.1151742725	5.915766617	9.4849334175	8.641980482	11.60414923	4.904979261	8.158055634	9.447156147	8.437316311	13.61588998	5.09930704	7.1534205814	5.163510053	12.03287579	BRCA
