@relation thedata

@attribute 1022 real
@attribute 103 real
@attribute 104 real
@attribute 2068 real
@attribute 2071 real
@attribute 22916 real
@attribute 2962 real
@attribute 2963 real
@attribute 2965 real
@attribute 2966 real
@attribute 2967 real
@attribute 2968 real
@attribute 29974 real
@attribute 339 real
@attribute 4331 real
@attribute 4686 real
@attribute 5430 real
@attribute 5431 real
@attribute 5432 real
@attribute 5433 real
@attribute 5435 real
@attribute 5436 real
@attribute 5437 real
@attribute 5438 real
@attribute 5439 real
@attribute 5440 real
@attribute 5441 real
@attribute 6829 real
@attribute 8731 real
@attribute 8732 real
@attribute 902 real
@attribute DependentVariable {BRCA,Control}

@data
9.361681261,9.49406042267,8.407239552,8.220113618,10.0776573,7.88145338567,10.15511583,10.64948099,6.107234293,5.474931823,8.439499644,10.43957668,5.58687122567,5.66449084,6.69676284,8.059859689,11.4871292,9.502643438,9.734545643,9.588630847,12.07353083,11.06244102,10.33896506,11.03306523,7.484019523,6.365977347,9.950818724,10.94111386,10.14362273,9.43438904,8.45525079,Control
9.155780297,9.87027283533,8.10293837275,8.497094498,10.50841903,7.51004890567,10.98225228,10.72254311,6.586162299,5.210049084,8.965352223,9.94572954,5.30627682333,5.219566658,7.086882265,8.25492364,11.94573106,9.076489033,9.498501844,9.975440003,12.14356347,11.20928598,11.03103278,11.31379869,6.750074255,6.504704302,8.536044277,11.76903417,10.66444309,9.832676886,7.832012647,BRCA
9.394656215,9.86785402567,7.85469162075,8.892012333,10.71269919,7.94825784867,11.02694718,11.17512864,6.582656103,5.664561948,8.580466923,10.27514127,5.503627207,5.214718599,6.839081327,8.146621018,11.65775177,9.480992671,9.55547611,9.936402792,12.38193096,11.27344029,11.02625388,11.43055462,6.90941648,6.401780305,8.618450775,11.62135377,10.67109897,9.247619677,7.667131787,BRCA
9.99050151,9.39295682233,7.7542466915,8.85164062,10.43052602,7.58612819967,11.21644291,10.8849167,6.970019164,6.002540089,7.704562712,10.44466839,5.39121322,5.407702206,7.265055029,8.803470139,11.94385185,8.607368346,9.5760667495,9.42569906,12.34948589,11.08706186,11.73846187,11.62261253,7.827852559,6.648325671,8.674016666,11.83833739,10.92486095,9.96450012,7.517316273,Control
9.627078354,9.80426931533,7.746602149,8.312657375,9.889641277,7.93509094333,11.01557728,11.02198648,7.045217151,5.206341637,8.732388881,9.47543003,5.342920697,5.280873981,6.867961695,8.173353743,11.82274022,9.566592153,9.5036457565,9.787507202,12.13760287,11.3442156,10.79386361,11.5269639,6.693630261,6.908516092,7.919118257,11.44205205,10.71405897,9.474446754,8.195898639,BRCA
9.01498366,9.856396526,8.24037999325,8.645353223,10.75975321,8.084937371,10.5362572,10.94132297,6.922969386,5.527329405,8.769772669,9.72642302,5.49059357333,5.380773813,6.499332184,8.315298042,11.63953303,10.07813116,9.9366689445,10.20626383,10.92233559,10.31037169,9.875964751,9.599160216,6.361510132,5.738505243,7.686957644,10.73293927,10.30357275,9.407990591,8.0884774495,BRCA
9.547121611,9.85893180967,7.824919234,8.838495753,10.0173308,7.31864934033,10.47933595,10.21664921,6.719438847,6.082580853,8.357575234,9.822443813,5.608307444,5.009001383,5.895672973,9.040817876,11.94707994,7.728874776,9.310331427,8.931979298,12.15346979,10.67974863,11.62683849,11.33246195,6.933398915,6.973327498,8.661565351,11.538548,10.55438287,10.36385855,7.0980443305,BRCA
9.825825817,9.399327216,7.91721274025,7.900747773,10.17798975,8.28694858433,10.18342483,11.07640162,6.479895483,5.520745364,8.78938784,9.751904322,5.50419229833,5.725748823,6.573196985,8.714478327,11.36417449,9.579754867,9.9425822725,9.659501442,12.42339047,11.18055585,11.02111204,11.33541843,5.975453214,7.098982487,8.961436038,10.35421112,10.22471354,9.339995336,8.2150115435,Control
10.15470456,9.86422058467,7.8629678475,8.755431019,10.24019539,8.102910264,10.89238744,11.32848436,7.1126508515,5.082799703,8.620110863,9.751444107,5.692315154,5.123512303,7.327824597,8.472326439,11.48468963,9.777995431,9.5458512545,9.969027107,12.19349773,11.62550351,11.34089896,11.31701417,6.260971855,6.517673816,8.771812245,11.14107911,10.26119615,9.206233641,8.2231503775,BRCA
9.154553037,9.71172693533,8.16821148575,8.379801934,10.10676612,7.503244585,10.67333141,10.59878323,7.07342704,5.287630431,8.305344864,10.12301596,5.38113362967,5.224977213,6.996504912,8.368136601,12.0199261,8.832954179,9.4451757265,9.532570767,12.31595909,11.31223081,11.14633337,11.64258438,6.154418781,6.645878602,9.146391192,11.61281105,10.51229137,9.584498023,8.1149854775,BRCA
