ID	4208	3725	4205	2002	54106	9450	4615	6416	3929	8737	1386	10333	9252	4214	23643	3551	6885	1385	5648	735	929	9641	4791	8411	4790	4793	731	4792	730	733	732	7100	114609	1432	5970	7189	729	11035	727	23118	51295	720	1849	1848	629	1845	1846	64145	717	716	718	713	712	715	714	51284	10747	51311	148022	1147	257397	59307	4153	51135	5601	5602	5600	5605	5606	30849	5604	5609	5608	7314	6196	6197	5595	5598	5594	6195	7867	3661	8517	5599	81793	9261	5516	5515	5518	5289	353376	5519	3654	11213	29110	466	7098	5528	1675	7099	10454	4064	7096	2353	7097	3665	DependentVariable
Instance1	9.521659876	14.72492149	7.78313105	9.719046985	5.412113573	9.032239399	9.4642502	8.585478725	6.799868052	9.943694688	8.727649179	6.147515948	7.256578464	10.46146439	10.93816836	7.1307406325	9.487800372	10.707890538	5.702474374	4.927435762	12.48380266	7.228436626	6.613275006	7.126784799	12.34771002	6.709066159	4.424648213	15.00532806	7.244818397	5.980374532	4.963024656	10.33984475	6.4530058725	7.09994864525	8.69026092	7.37822060033	7.474316635	7.71285561	9.118734206	6.0750662075	7.804520085	6.548787718	6.089906589	9.368411083	11.12137181	12.65135565	7.713639689	11.46007714	8.673575084	11.452979635	9.984080577	11.58695951	9.493065415	8.4275444275	12.10196099	7.753920581	4.91435600033	5.738787021	8.990502651	9.004698798	5.7827021795	6.87691901	5.217435519	7.450842404	7.621649748	6.7523535558	7.4995792045	11.44994835	5.86129168933	7.666137216	10.49127719	7.887344199	5.85530403967	14.001314075	7.65857270567	6.52702968625	11.634256725	7.03030591433	8.27215776867	6.75911088	10.72737618	8.946146814	10.2072374	5.939777752	6.32785480567	7.3429582785	8.82094285433	11.688477345	12.47196608	6.066633462	9.410992459	8.486261975	9.677464692	8.982338457	9.933381255	6.205212267	6.277029476	7.96756283667	14.5197155	8.456252884	6.76556701167	5.692518737	5.048771569	14.72004222	5.492342928	7.73691741833	Control
Instance2	10.58265505	14.11502538	7.902708426	9.192268846	5.359671604	8.210063853	9.905361101	8.106593131	5.899424146	10.07879165	7.390558334	5.905574287	7.931104142	11.6627575	10.51616813	7.787354885	9.4310771815	11.4528809893	5.2974858328	5.133410684	12.773988575	7.843734423	6.847355026	6.371912196	12.34109771	6.373840507	4.670607054	13.91249272	6.657501119	5.707366897	5.372787809	10.8133766	6.7609431445	6.60639379225	8.669346719	7.05787236967	7.447953386	8.347268264	9.091660914	6.2352424805	7.807517739	5.7109519	6.13986403	8.973347824	10.98871684	12.87602003	7.9725748555	11.52028732	7.328004187	10.281570014	8.261532137	11.52103369	9.107570921	8.1681794175	11.70094695	7.73643766	5.186951856	5.70038317667	8.8269228395	8.974945912	6.0886892785	7.07620098767	4.863209057	7.849500691	7.563421716	6.347242776	7.383968157	11.52169626	5.85702554217	7.979969765	9.559434991	7.798165773	6.054235957	13.81882705	7.51923145167	6.64235424625	11.27623323	7.157624222	7.85669691467	6.746992115	11.28922369	9.581525964	10.39985497	5.0886580415	6.31385776	7.508147197	8.45745837133	11.725137905	12.56790862	5.492262803	9.618225404	7.037171767	10.14535302	8.312759464	9.982976156	5.424931532	6.1753908245	7.44463675467	13.57316849	6.966306806	6.67949367567	5.166927545	6.098617071	13.75148289	6.063509009	7.666754807	BRCA
Instance3	9.044121624	14.41297137	7.507995028	9.676230874	5.651633855	9.459406579	9.70697128	8.6701660175	5.870864797	9.929872764	7.432878264	6.207019812	7.428122563	11.77105209	9.696107356	7.4532495275	8.9013859115	10.8440250817	5.2469885464	5.047245267	12.912822165	8.306085763	6.882157689	6.259466112	12.51631937	6.74855168667	4.976605648	14.51605303	5.948373802	6.186615071	5.741339733	10.89259805	6.41651854325	6.58493097	9.073024297	7.01943370733	6.40837698	7.404633079	9.298968193	6.077757674	8.425773069	7.321975714	6.064587171	8.7236802925	11.52829551	12.21350534	8.42336365	11.38682457	6.421228033	9.0656610875	9.077998072	11.76843466	9.137228846	7.66975539825	11.93859466	8.136838795	4.95899230267	6.02799139	8.854112445	8.986710369	5.6822479045	6.70599459733	5.014814152	7.734880845	7.8060539105	5.84197348	7.0833900895	11.72288448	5.82716031317	7.943805792	9.65317699	8.166013814	6.35618041933	13.884698385	7.197314467	6.2422901355	11.198356615	6.689778979	8.11094053067	7.136685014	11.524772	9.456519276	10.04121461	5.6701097255	6.46669393433	7.067906808	8.297715334	11.639330205	12.66850837	6.394124489	8.960697854	6.469405549	10.42139193	7.183985468	9.744102689	6.225935832	5.9744687035	7.775337819	11.8267889	6.90941648	7.13302304567	5.531000265	5.870864797	14.33042537	6.577621898	7.87360212033	BRCA
Instance4	9.709937252	14.08054111	7.016310012	9.684192438	6.225261069	9.573941152	9.766156644	8.231806127	5.868397398	10.01119619	6.4694836	5.464840793	7.4437513505	12.00382718	10.56679164	7.4011955135	8.417672848	11.337274206	5.1420860782	4.893861206	12.50286316	8.656300723	7.43686989633	6.269599511	12.26985874	6.91424652367	5.29683478	14.35403309	5.327517838	6.44717055	5.854439094	11.19501551	6.57897862275	6.0589973865	7.67194989	6.46814411567	5.776111392	8.22327909	9.796177999	6.211699109	8.774277353	5.59724157	5.01682082	8.5467491645	10.90796116	12.56946885	6.4582917475	11.12295109	7.084173582	8.3691132825	7.478529234	11.63953303	9.128942349	6.4755983955	11.41529827	8.251862414	5.222893164	5.199323359	9.374046924	8.742495656	5.8913697235	7.091856738	5.144669712	7.184878131	6.9189611885	6.4393043462	7.0038486335	11.42772678	5.05698450317	7.302047389	9.580847928	8.473463378	6.36100294267	13.10949585	6.97936211167	6.33404855075	11.274247985	7.046663354	7.98209816267	7.5978930125	11.77058762	9.983528472	10.50969117	5.7758281875	5.645233519	7.5757878185	7.178084026	11.80875598	12.57347448	5.161495975	9.601056285	7.27396389367	10.56828182	7.581278035	9.64111297	6.574181472	5.0089445615	7.15936184067	13.13820464	6.225261069	7.27747024367	6.065341406	6.299945779	12.01436934	6.559687298	7.80810919733	Control
Instance5	10.17606751	13.43392773	7.945504008	9.981439248	5.776374632	8.96276671	9.855452948	8.6043275615	5.963711807	9.484878832	7.558059277	6.910795985	7.794648318	11.72645885	10.36033166	7.5245616955	9.2133861525	11.0490871027	5.2296592122	5.100779273	13.176504155	7.862251644	6.867992672	6.501005654	12.37603319	6.52162721267	5.137105138	13.73047547	7.397078021	6.1817045	4.261102729	10.88836296	6.77568815025	6.730522711	9.268495874	7.059741909	7.627900667	7.77152434	8.630058784	6.0872080685	8.26935011	6.559649064	6.188000892	8.9107455465	10.82104072	12.40419699	8.0824437485	11.27693876	7.578374814	9.912890601	10.22558136	11.58929079	9.096030618	8.47468736675	11.27819405	7.911723223	5.08995010033	5.618389279	9.049980109	8.684828488	5.7240857145	7.00390971	5.115211455	7.546047737	8.1880407455	6.3743216144	6.931778481	11.8471671	6.07725681717	8.352927454	9.966174165	8.264326623	5.979395943	13.92393915	7.28840672033	6.76922237325	11.21839075	6.79859870533	7.82991936767	7.021079646	11.29922535	9.290572499	9.78258103	5.704258658	6.90127802967	7.645516256	8.52183209933	11.458095575	12.75620088	6.385047554	9.602356068	7.069555338	10.67791364	7.609180816	9.776844695	5.965559928	6.298171367	7.58979746267	14.01689273	7.753252064	6.68095800667	5.575169544	6.79954431	12.40857396	6.542068896	7.96197416633	BRCA
Instance6	9.550766562	13.80946823	8.516705752	9.979768545	5.256643908	8.753050508	10.48083592	8.9337864765	5.984481833	10.12499078	8.61053686	6.193383055	7.69743404	11.51112271	8.97466634	7.5689740425	9.9163703245	10.8002004453	5.6137205426	5.006983802	13.286500315	7.763247437	6.82836121733	7.409181146	12.87483063	6.160625593	4.73377711	13.77694807	6.336020558	5.800130634	5.527329405	10.66888523	6.44691833025	6.87151716925	9.673230059	7.331943975	6.284297232	8.624376132	8.584211958	6.15580083	7.477052175	6.449648548	6.497057936	8.7958369315	11.01901053	12.89109452	9.518144322	11.42495241	7.709361509	11.0768842915	10.27605783	10.7357001	7.73643766	8.7833907645	10.66068255	7.074733207	4.806993404	5.96417478733	8.959527725	9.33884841	6.029552273	6.867182325	4.989151782	8.234483507	8.3174977465	6.511764621	7.4215310095	11.5852209	7.15443493	9.014021255	10.23164154	7.443878302	5.98125183967	13.72048402	7.361977291	7.19245125	11.07534033	6.70524643733	8.18650002	7.5246001185	11.31140223	8.952931307	10.54285319	6.517858181	6.356236664	7.5964459115	9.370871616	12.40345346	12.86342169	6.534735237	8.575114814	7.561705909	9.548258938	8.20645413	10.23622984	6.478491062	6.4009452435	7.917623909	13.80179072	8.209345068	6.273083892	5.65836235	6.377302187	13.96600025	6.055559693	7.74172589367	BRCA
Instance7	10.64474883	13.91249272	7.842729237	9.212867878	5.71384099	9.366596041	9.530631222	8.457614913	5.250782787	9.601752743	6.689582656	5.804783636	7.844629794	12.26224618	12.44988381	7.550193916	8.575344218	11.1354255073	5.3934476678	4.915773338	12.250297535	9.040817876	7.129972705	7.435068318	12.52075501	6.344653246	5.169134558	15.02279519	5.532793245	5.797798494	5.938762876	11.48104019	6.811203792	6.362735412	7.262755244	6.42166024533	5.278924469	8.248996236	9.778964625	6.572961414	8.04360305	5.361953639	5.263890047	9.2109085805	10.50280226	13.23377623	7.717614527	10.88922276	7.186711317	9.5784932405	5.442621133	10.93590557	8.355902877	6.93556862625	10.36292765	6.973327498	5.17394369333	5.15125677433	8.833378894	8.17437786	6.236986736	6.78782280367	5.349799819	7.141854563	6.747341416	5.495877927	6.239058915	11.16076662	5.4415442	6.219367603	8.977681421	8.963388234	6.79660585167	13.157660585	7.46619594767	6.5621458705	11.151396135	7.32404088833	8.451561107	6.923040761	11.77105209	9.883896123	10.10111594	5.6011167705	5.660869601	7.3846532985	7.46461112133	12.072677105	12.04072818	5.69405225	10.24459905	6.68902141267	9.834609753	8.584681754	9.349160193	4.84060329	5.345123689	7.05650117433	10.37947886	5.606746643	6.779059113	5.971607496	6.310935931	10.44201071	6.371171674	7.47824938267	BRCA
Instance8	8.670303166	13.96294256	7.642631408	9.290572499	5.870741528	9.07478446	9.695555047	8.519260169	5.582112807	9.671351374	8.441575941	5.563776856	7.921844917	10.99477083	10.7538521	7.4520617975	8.9471097785	10.258386433	5.572613708	4.937828406	12.88118256	7.068028862	6.370347138	6.389055329	12.20475003	6.20271008933	5.125580074	14.22362506	7.638763741	6.213644369	5.064162066	9.892869539	6.49790735125	7.0975611175	9.194320487	7.018808194	7.7194592	7.863769878	8.838747853	6.095394251	7.85975393	6.167122676	5.865554662	8.501125356	11.49745034	11.86752597	8.2197528715	11.26141051	8.913054791	11.64558419	10.32139858	12.00461736	10.24459905	8.784989627	12.21264541	7.707464612	4.99305370267	6.03225915667	8.588742572	8.824657385	5.7126180115	6.494365709	4.709583584	7.659908731	7.762308173	6.3190254744	6.487104221	11.28922369	5.8607249385	8.238764323	10.00443156	8.267911597	5.93944441167	14.498215135	7.49696018667	6.575528975	11.40345044	7.14839452233	8.171538624	6.824884907	11.03612228	9.325693977	10.4077487	5.401013329	6.044314138	7.097562405	9.17209626933	11.932399345	12.30526243	6.172283106	9.107714755	7.08180120033	9.860714986	7.952116757	9.949994866	6.691119292	6.1474658955	7.630858662	14.09890062	7.833192323	7.020737198	5.431465218	5.600664669	14.08516788	5.443615974	7.75431426067	Control
Instance9	8.626175475	14.44356588	7.29632232	10.01823535	5.59156816	9.021522149	9.573046472	8.505661469	6.278408221	9.108531726	7.598929252	5.584219358	7.9904688245	11.9611296	9.303998235	7.530604743	9.204869818	10.6759547673	5.3250683426	5.004514032	12.657291755	8.034195249	7.15645079333	6.385953509	12.42766909	6.496869675	4.517251297	14.37348409	6.29655434	6.130576354	4.611660232	10.47248806	6.4646753845	6.41978303225	9.012625324	7.05702786333	6.001752288	8.038728526	8.902421187	6.3311955985	8.239194094	6.104919098	6.047457275	9.3886960075	10.57043948	12.44264168	8.864788033	11.34799239	7.160580214	9.6121607825	9.687682355	11.21413864	8.92274875	8.102397265	11.43208526	7.731914868	5.243037915	5.45808713667	9.2449642545	8.659854224	5.505202515	6.83385006133	4.820703945	7.280958923	8.3694050275	6.1710283688	6.9655385505	11.82274022	6.020187685	7.653026194	9.452231522	8.382668468	6.398579306	14.242274775	6.894570391	6.443440984	10.99057863	6.63685147833	7.91861634733	7.242305488	11.27393851	9.246806572	9.861979055	5.8779809975	6.64751997367	7.4254276565	8.63116965933	11.55756824	12.62816419	6.387246745	8.780097726	6.71771492967	10.66204549	7.324048031	9.676706901	6.507006194	6.4335405075	7.539110223	12.96419289	6.888990144	6.649348596	5.844493149	6.127793825	14.82357723	6.380768944	7.81817800833	BRCA
